artist,cprog,C_1,C_2,C_3,C_4,song,energy,genres,key,popularity,release_date,tempo,valence,release_year
James Taylor,1.6.5.4,1,6 ,5  ,4   ,Mexico,0.117,"[u'folk-pop', u'indie anthem-folk', u'indie folk', u'indie pop', u'new americana', u'stomp and holler']",5,52,2012-11-12,131.847,0.172,2012
John Grant,1.6.5.4,1,6 ,5  ,4   ,Outer Space,0.811,"[u'pop', u'pop punk', u'post-teen pop', u'teen pop', u'viral pop']",9,54,2015-10-23,162.85,0.123,2015
Jonas Blue,1.6.5.4,1,6 ,5  ,4   ,Fast Car,0.592,"[u'edm', u'pop', u'tropical house']",9,74,2015-12-04,112.684,0.543,2015
Kate Bush,1.6.5.4,1,6 ,5  ,4   ,Suspended In Gaffa,0.789,"[u'alternative dance', u'chamber pop', u'folk-pop', u'indie folk', u'indie pop', u'indie poptimism', u'indie rock', u'indietronica', u'piano rock', u'shimmer pop', u'stomp and holler', u'synthpop']",0,26,2008,107.56,0.597,2008
Kenshi Yonezu,1.6.5.4,1,6 ,5  ,4   ,Vivi,0.418,"[u'argentine reggae', u'argentine rock', u'cumbia pop', u'rock en espanol']",9,62,2010-05-01,83.965,0.802,2010
Maroon 5,1.6.5.4,1,6 ,5  ,4   ,Pre Payphone,NA,NA,NA,NA,NA,NA,NA,NA
Muse,1.6.5.4,1,6 ,5  ,4   ,Mercy,0.686,"[u'canadian pop', u'pop', u'viral pop']",11,82,2016-09-23,148.294,0.38,2016
Pokemon Blue and Red,1.6.5.4,1,6 ,5  ,4   ,Pallet Town,0.569,"[u'alternative emo', u'anthem emo']",4,33,2014-09-16,135.329,0.344,2014
Rachel Platten,1.6.5.4,1,6 ,5  ,4   ,Stand By You,0.897,"[u'neo mellow', u'pop', u'post-teen pop', u'viral pop']",9,67,2016-01-01,188.03,0.517,2016
The Gromble,1.6.5.4,1,6 ,5  ,4   ,By Christmas,0.321,"[u'adult standards', u'christmas', u'easy listening', u'jazz christmas', u'lounge']",2,55,1948,143.104,0.861,1948
Timeflies,1.6.5.4,1,6 ,5  ,4   ,All the Way,0.721,"[u'dirty south rap', u'dwn trap', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop rap', u'rap', u'trap music']",10,77,2016-03-02,117.139,0.388,2016
Alan Silvestri,4.5.6.3,4,5 ,6  ,3   ,The Cosmos Is Yours - Cosmos A SpaceTime Odyssey,0.231,"[u'anime score', u'scorecore', u'soundtrack', u'theme', u'video game music']",2,22,2014-03-03,115.441,0.0352,2014
Anamanaguchi,4.5.6.3,4,5 ,6  ,3   ,Akira,0.0146,"[u'ambient', u'compositional ambient', u'j-ambient']",0,56,2009-11-16,128.502,0.135,2009
Archie,4.5.6.3,4,5 ,6  ,3   ,Famous,0.741,"[u'pop', u'pop christmas', u'pop rap', u'rap']",6,78,2016-06-15,174.1,0.429,2016
Archie feat Brenton Mattheus,4.5.6.3,4,5 ,6  ,3   ,Kingdom,0.492,"[u'fingerstyle', u'folk-pop', u'indie folk', u'neo mellow', u'pop', u'singer-songwriter']",8,66,2011-01-01,80.444,0.332,2011
Avicii,4.5.6.3,4,5 ,6  ,3   ,Shame On Me,0.84,"[u'big room', u'dance pop', u'edm', u'electro house', u'pop', u'tropical house']",11,41,2013-01-01,125.992,0.404,2013
Avicii,4.5.6.3,4,5 ,6  ,3   ,Dear Boy,0.607,"[u'big room', u'dance pop', u'edm', u'electro house', u'pop', u'tropical house']",9,46,2013-01-01,124.988,0.221,2013
Bic Runga,4.5.6.3,4,5 ,6  ,3   ,Sway,0.795,"[u'deep indie r&b', u'indie poptimism', u'indie r&b', u'indietronica', u'norwegian indie', u'tropical house', u'vapor pop', u'vapor soul']",2,59,2014-10-07,105.025,0.463,2014
Blind Guardian,4.5.6.3,4,5 ,6  ,3   ,Harvest of Sorrow,0.0584,[u'classical piano'],2,20,2016-10-21,134.224,0.0616,2016
Blink-182,4.5.6.3,4,5 ,6  ,3   ,Teenage Satellites,0.96,"[u'heavy christmas', u'pop punk', u'punk christmas']",2,60,2016-07-01,160.093,0.47,2016
Brandon Flowers,4.5.6.3,4,5 ,6  ,3   ,Can't Deny My Love,0.85,"[u'indie rock', u'pop', u'vegas indie']",4,45,2015-05-18,109.47,0.454,2015
Bruce Dickinson,4.5.6.3,4,5 ,6  ,3   ,Man Of Sorrows,0.546,"[u'christian christmas', u'world worship', u'worship']",5,47,2013-01-01,71.979,0.239,2013
Calvin Harris,4.5.6.3,4,5 ,6  ,3   ,Let's Go,0.293,"[u'folk-pop', u'neo mellow', u'pop', u'viral pop']",1,75,2014-12-15,147.175,0.252,2014
Camo and Krooked,4.5.6.3,4,5 ,6  ,3   ,Run Riot,0.94,"[u'album rock', u'classic rock', u'glam metal', u'hard rock', u'mellow gold', u'metal', u'rock', u'soft rock']",11,28,2013-10-22,73.705,0.426,2013
Chipzel,4.5.6.3,4,5 ,6  ,3   ,Courtesy,0.633,"[u'alternative metal', u'canadian metal', u'christian alternative rock', u'christian christmas', u'christian rock', u'heavy christmas', u'nu metal', u'post-grunge', u'rap metal', u'rap rock']",11,59,2012-04-17,164.13,0.445,2012
Darude,4.5.6.3,4,5 ,6  ,3   ,Feel The Beat,0.827,"[u'british invasion', u'classic rock', u'merseybeat', u'protopunk', u'psychedelic rock', u'rock']",7,53,2000-11-13,89.847,0.918,2000
David Guetta feat Sam Martin,4.5.6.3,4,5 ,6  ,3   ,Lovers On The Sun,0.891,"[u'dance pop', u'edm', u'pop', u'tropical house']",6,48,2014-11-24,124.915,0.564,2014
Delain,4.5.6.3,4,5 ,6  ,3   ,Your Body is a Battleground,0.925,"[u'gothic metal', u'gothic symphonic metal', u'neo classical metal', u'power metal', u'progressive metal', u'symphonic metal']",1,20,2014-04-08,120.024,0.236,2014
Delain,4.5.6.3,4,5 ,6  ,3   ,Sing to Me,0.607,"[u'edm', u'tropical house']",4,80,2016-06-03,176.112,0.156,2016
Demi Lovato,4.5.6.3,4,5 ,6  ,3   ,Body Say,0.74,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",5,79,2016-07-01,87.01,0.274,2016
Dio,4.5.6.3,4,5 ,6  ,3   ,Rainbow in the Dark,0.809,"[u'album rock', u'alternative metal', u'classic rock', u'glam metal', u'groove metal', u'hard rock', u'metal', u'power metal', u'progressive metal', u'rock', u'speed metal']",9,47,2000-09-22,117.512,0.603,2000
Disney Jodi Benson,4.5.6.3,4,5 ,6  ,3   ,Part of Your World,0.235,"[u'hollywood', u'movie tunes']",5,58,2011-01-01,132.495,0.335,2011
DJ Genki feat yukacco,4.5.6.3,4,5 ,6  ,3   ,Planet,0.491,"[u'dwn trap', u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music']",9,63,2016-09-16,173.147,0.435,2016
DJ Noriken feat yukacco,4.5.6.3,4,5 ,6  ,3   ,Lucent,0.258,"[u'ambient idm', u'drill and bass', u'dub techno', u'fluxwork', u'glitch', u'intelligent dance music', u'j-ambient', u'microhouse', u'wonky']",5,11,2012-07-09,98.772,0.159,2012
E-Type,4.5.6.3,4,5 ,6  ,3   ,Back 2 Life,0.637,"[u'dance pop', u'dwn trap', u'pop', u'pop christmas', u'pop rap', u'post-teen pop', u'r&b', u'rap', u'soul christmas', u'urban contemporary']",1,57,2013-09-10,198.12,0.546,2013
Enya,4.5.6.3,4,5 ,6  ,3   ,Caribbean Blue,0.319,"[u'celtic', u'celtic christmas', u'pop christmas']",4,45,1991-11-15,157.614,0.672,1991
Eufonius,4.5.6.3,4,5 ,6  ,3   ,Mag Mell Cuckool Mix 2007 - Clannad OP,NA,NA,NA,NA,NA,NA,NA,NA
FamicomForever,4.5.6.3,4,5 ,6  ,3   ,Tame Trip,0.698,[],0,0,2015-10-26,123.999,0.31,2015
Final Fantasy X-2,4.5.6.3,4,5 ,6  ,3   ,Eternity Memory Of Lightwaves,0.369,"[u'otacore', u'scorecore']",10,19,2014-03-15,127.754,0.703,2014
Fonic,4.5.6.3,4,5 ,6  ,3   ,The Hero,0.539,"[u'folk christmas', u'folk-pop', u'indie christmas', u'indie folk', u'indie pop', u'shimmer pop', u'stomp and holler']",5,64,2012-07-10,174.564,0.249,2012
Frou Frou,4.5.6.3,4,5 ,6  ,3   ,Let Go,0.293,"[u'folk-pop', u'neo mellow', u'pop', u'viral pop']",1,75,2014-12-15,147.175,0.252,2014
Green Day,4.5.6.3,4,5 ,6  ,3   ,Viva La Gloria,0.937,"[u'permanent wave', u'pop punk', u'rock']",4,49,2009-05-15,178.431,0.282,2009
Grimes,4.5.6.3,4,5 ,6  ,3   ,REALiTi,0.632,"[u'alternative dance', u'chillwave', u'escape room', u'grave wave', u'indie pop', u'indie r&b', u'indietronica', u'metropopolis', u'new rave', u'pop', u'shimmer pop', u'synthpop']",9,55,2015-11-06,114.992,0.331,2015
Guns N' Roses,4.5.6.3,4,5 ,6  ,3   ,November Rain,0.628,"[u'album rock', u'alternative rock', u'classic rock', u'glam metal', u'hard rock', u'rock']",11,65,1991-01-01,77.785,0.27,1991
Imai Asami,4.5.6.3,4,5 ,6  ,3   ,Corpse Party - Shangri-La,NA,NA,NA,NA,NA,NA,NA,NA
Kelly Clarkson,4.5.6.3,4,5 ,6  ,3   ,Since U Been Gone,0.741,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'r&b', u'talent show', u'viral pop']",0,70,2004-01-17,131.0,0.409,2004
Madeon,4.5.6.3,4,5 ,6  ,3   ,Nonsense ft Mark Foster,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Werner,4.5.6.3,4,5 ,6  ,3   ,Octavia,0.597,"[u'electro swing', u'nu jazz']",0,48,2012-11-01,120.012,0.728,2012
Marina and the Diamonds,4.5.6.3,4,5 ,6  ,3   ,Bubblegum Bitch,0.856,"[u'dance pop', u'metropopolis', u'pop', u'post-teen pop']",0,52,2012-04-30,158.024,0.61,2012
Martin Solveig,4.5.6.3,4,5 ,6  ,3   ,The Night Out - Madeon Remix,0.917,"[u'big room', u'dance pop', u'disco house', u'edm', u'electro house', u'filter house', u'house', u'pop', u'tropical house', u'vocal house']",8,43,2012-04-03,127.999,0.29,2012
MGMT,4.5.6.3,4,5 ,6  ,3   ,Electric Feel,0.807,"[u'alternative dance', u'alternative rock', u'brooklyn indie', u'garage rock', u'indie pop', u'indie rock', u'indietronica', u'neo-psychedelic', u'new rave', u'rock', u'synthpop']",1,71,2007-12-14,103.038,0.544,2007
Mikkas,4.5.6.3,4,5 ,6  ,3   ,Syndrome,0.933,"[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'talent show']",2,62,2014-11-17,120.572,0.337,2014
NERD,4.5.6.3,4,5 ,6  ,3   ,She Wants To Move,0.867,"[u'hip hop', u'indie r&b', u'neo soul', u'pop rap', u'rap']",5,51,2011-01-07,115.012,0.797,2011
Octavia,4.5.6.3,4,5 ,6  ,3   ,Marcus Werner,0.287,[],7,0,2015-08-28,99.416,0.322,2015
ParagonX9,4.5.6.3,4,5 ,6  ,3   ,Chaoz Fantasy,NA,NA,NA,NA,NA,NA,NA,NA
Parkway Drive,4.5.6.3,4,5 ,6  ,3   ,Horizons,0.969,"[u'alternative metal', u'groove metal', u'melodic metalcore', u'metalcore', u'nu metal', u'rap metal', u'screamo']",6,54,2009-09-22,155.212,0.427,2009
Puppet,4.5.6.3,4,5 ,6  ,3   ,Answers,0.285,[u'relaxative'],11,52,2016-01-02,157.938,0.247,2016
Qubicon and Reunify,4.5.6.3,4,5 ,6  ,3   ,Utopia,0.657,"[u'alternative dance', u'dance-punk', u'disco house', u'electro house', u'electronic', u'filter house', u'indietronica', u'new rave', u'synthpop']",10,48,2016-05-13,121.989,0.305,2016
Rihanna,4.5.6.3,4,5 ,6  ,3   ,Rude Boy,0.758,"[u'dance pop', u'pop', u'pop christmas', u'r&b', u'soul christmas', u'urban contemporary']",3,59,2009-11-20,173.898,0.788,2009
Rustie,4.5.6.3,4,5 ,6  ,3   ,4eva,0.295,"[u'deep underground hip hop', u'trap music', u'underground hip hop', u'west coast trap']",1,29,2016-03-08,120.09,0.269,2016
Sage Koizumi,4.5.6.3,4,5 ,6  ,3   ,Muv-Luv - Muv-Luv Extra OST,NA,NA,NA,NA,NA,NA,NA,NA
Shakira,4.5.6.3,4,5 ,6  ,3   ,Hips Don't Lie ft Wyclef Jean,0.626,[],10,1,2012-10-08,99.986,0.518,2012
Sigala,4.5.6.3,4,5 ,6  ,3   ,Say You Do,0.917,"[u'dance pop', u'edm', u'house', u'pop', u'tropical house']",7,67,2016-03-18,174.01,0.588,2016
Sondre Lerche,4.5.6.3,4,5 ,6  ,3   ,Say It All,0.43,"[u'contemporary country', u'country', u'country christmas', u'country road', u'modern country rock', u'neo mellow']",5,57,2014-04-01,101.982,0.696,2014
South Park,4.5.6.3,4,5 ,6  ,3   ,Princess Kenny,0.627,[],5,0,2000-01-01,137.973,0.918,2000
Tep No,4.5.6.3,4,5 ,6  ,3   ,It's Alright,0.625,"[u'alternative dance', u'brooklyn indie', u'folk-pop', u'indie pop', u'indie poptimism', u'indie rock', u'indietronica', u'pop rock', u'shimmer pop', u'stomp and holler', u'synthpop']",0,44,2012,115.005,0.498,2012
The Beatles,4.5.6.3,4,5 ,6  ,3   ,I Will,0.752,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'singer-songwriter']",1,66,2012-09-25,131.221,0.432,2012
The Human League,4.5.6.3,4,5 ,6  ,3   ,Don't You Want Me,0.738,"[u'art rock', u'dance rock', u'disco', u'madchester', u'new romantic', u'new wave', u'new wave pop', u'permanent wave', u'post-punk', u'soft rock', u'synthpop', u'uk post-punk']",9,65,1981,117.656,0.957,1981
ToFox,4.5.6.3,4,5 ,6  ,3   ,Spear of Justice,0.594,[u'otacore'],8,49,2016-06-03,81.183,0.869,2016
Toto,4.5.6.3,4,5 ,6  ,3   ,Hold The Line,0.698,"[u'album rock', u'hard rock', u'mellow gold', u'rock', u'soft rock']",6,69,1978-10-15,95.842,0.789,1978
Train,4.5.6.3,4,5 ,6  ,3   ,Bruises,0.554,"[u'alternative dance', u'brooklyn indie', u'chamber pop', u'chillwave', u'dance-punk', u'dream pop', u'escape room', u'freak folk', u'indie pop', u'indie poptimism', u'indie psych-rock', u'indie r&b', u'indie rock', u'indietronica', u'metropopolis', u'neo-psychedelic', u'new rave', u'nu gaze', u'pop', u'shimmer pop', u'synthpop']",0,58,2008,185.183,0.831,2008
Veronica Maggio,4.5.6.3,4,5 ,6  ,3   ,Jag kommer,0.677,[],1,33,2015-07-10,126.047,0.859,2015
Wan Wan,4.5.6.3,4,5 ,6  ,3   ,Diva's Device,0.662,[u'schranz'],1,0,2013-06-17,130.006,0.111,2013
ZUN,4.5.6.3,4,5 ,6  ,3   ,Purest Sky and Sea,NA,NA,NA,NA,NA,NA,NA,NA
ZUN,4.5.6.3,4,5 ,6  ,3   ,Pure Furies - Whereabouts of the Heart,NA,NA,NA,NA,NA,NA,NA,NA
Adele,6.4.1.5,6,4 ,1  ,5   ,Someone Like You,0.33,"[u'dance pop', u'pop']",9,74,2011-01-19,135.109,0.28,2011
Avicii - Ezon remix,6.4.1.5,6,4 ,1  ,5   ,All You Need Is Love,0.48,"[u'british invasion', u'classic rock', u'merseybeat', u'protopunk', u'psychedelic rock', u'rock']",7,53,1967-11-27,103.436,0.645,1967
Avril Lavigne,6.4.1.5,6,4 ,1  ,5   ,Complicated,0.624,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'teen pop', u'viral pop']",6,74,2016-06-10,124.012,0.407,2016
Basshunter,6.4.1.5,6,4 ,1  ,5   ,All I Ever Wanted,0.907,"[u'big room', u'deep big room', u'deep tropical house', u'edm', u'electro house', u'progressive electro house', u'progressive house', u'tropical house']",2,65,2016-08-05,126.995,0.57,2016
Britney Spears,6.4.1.5,6,4 ,1  ,5   ,Born to make you happy,0.922,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'r&b']",11,49,1999,84.11,0.687,1999
Carly Rae Jepsen,6.4.1.5,6,4 ,1  ,5   ,Call Me Maybe,0.599,"[u'canadian pop', u'dance pop', u'indie poptimism', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",7,59,2012-01-01,120.053,0.59,2012
Cascada,6.4.1.5,6,4 ,1  ,5   ,Every Time We Touch,0.897,[u'post-screamo'],5,38,2015-06-26,141.95,0.37,2015
Cheryl Cole,6.4.1.5,6,4 ,1  ,5   ,Parachute,0.749,"[u'contemporary country', u'country', u'country road']",6,72,2015-05-04,113.033,0.631,2015
Deep Blue Something,6.4.1.5,6,4 ,1  ,5   ,Breakfast At Tiffany's,0.829,"[u'pop christmas', u'pop rock', u'post-grunge']",2,57,1995-06-09,110.377,0.49,1995
Demi Lovato,6.4.1.5,6,4 ,1  ,5   ,Skyscraper,0.604,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",7,57,2011-09-20,103.316,0.189,2011
Edward Maya,6.4.1.5,6,4 ,1  ,5   ,Stereo Love,0.726,[],9,50,2009,126.999,0.204,2009
Flo Rida,6.4.1.5,6,4 ,1  ,5   ,Whistle,0.933,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'tropical house']",0,64,2012-04-24,103.992,0.735,2012
Green Day,6.4.1.5,6,4 ,1  ,5   ,Holiday,0.827,"[u'permanent wave', u'pop punk', u'rock']",8,70,2004-09-21,167.086,0.455,2004
Green Day,6.4.1.5,6,4 ,1  ,5   ,Boulevard of Broken Dreams,0.827,"[u'permanent wave', u'pop punk', u'rock']",8,70,2004-09-21,167.086,0.455,2004
Jason Mraz,6.4.1.5,6,4 ,1  ,5   ,I'm Yours,0.457,"[u'acoustic pop', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'singer-songwriter', u'viral pop']",11,78,2008-05-12,150.953,0.711,2008
Jo Blankenburg,6.4.1.5,6,4 ,1  ,5   ,Illumielle,0.485,"[u'downtempo', u'epicore', u'scorecore', u'soundtrack', u'video game music']",5,33,2012-07-31,139.987,0.274,2012
Lady Gaga,6.4.1.5,6,4 ,1  ,5   ,The Edge Of Glory,0.77,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",9,58,2011-01-01,127.973,0.393,2011
Lady Gaga,6.4.1.5,6,4 ,1  ,5   ,Paparazzi,0.688,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",5,57,2009-01-01,114.93,0.368,2009
Linkin Park,6.4.1.5,6,4 ,1  ,5   ,Numb,0.863,"[u'alternative metal', u'nu metal', u'post-grunge', u'rap metal', u'rock']",9,76,2003-03-24,110.018,0.244,2003
Maroon 5,6.4.1.5,6,4 ,1  ,5   ,Never gonna leave this bed,0.775,"[u'dance pop', u'pop', u'pop christmas']",11,51,2010,117.342,0.475,2010
Michel Telo,6.4.1.5,6,4 ,1  ,5   ,Ai Se Eu Te Pego,0.951,"[u'pagode', u'sertanejo', u'sertanejo universitario']",11,56,2011-08-21,96.032,0.731,2011
NOFX,6.4.1.5,6,4 ,1  ,5   ,Please Play This Song On The Radio,0.936,"[u'funk rock', u'heavy christmas', u'melodic hardcore', u'pop punk', u'punk', u'punk christmas', u'skate punk']",7,37,1992-12-30,113.433,0.5,1992
Of Monsters And Men,6.4.1.5,6,4 ,1  ,5   ,Little Talks,0.786,"[u'folk-pop', u'icelandic pop', u'indie folk', u'indie pop', u'indietronica', u'metropopolis', u'neo mellow', u'pop', u'stomp and holler']",1,68,2012-01-01,103.192,0.419,2012
One Direction,6.4.1.5,6,4 ,1  ,5   ,Live While We're Young,0.837,"[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'talent show']",2,63,2012-11-09,126.015,0.933,2012
Owl City,6.4.1.5,6,4 ,1  ,5   ,Fireflies,0.649,"[u'neo mellow', u'pop', u'pop punk', u'pop rock', u'post-teen pop', u'viral pop']",3,65,2009-01-01,90.002,0.482,2009
Passion Pit,6.4.1.5,6,4 ,1  ,5   ,Take A Walk,0.755,"[u'alternative dance', u'dance-punk', u'folk-pop', u'indie pop', u'indie poptimism', u'indie rock', u'indietronica', u'new rave', u'shimmer pop', u'synthpop']",11,68,2012-07-20,101.006,0.427,2012
Pink,6.4.1.5,6,4 ,1  ,5   ,U and Ur Hand,0.889,"[u'dance pop', u'pop', u'pop rock', u'post-teen pop', u'r&b']",0,49,2006-03-04,141.025,0.899,2006
Red Hot Chili Peppers,6.4.1.5,6,4 ,1  ,5   ,Snow -Hey Oh-,0.841,"[u'deep talent show', u'talent show']",2,8,2016-07-29,173.65,0.595,2016
Rihanna,6.4.1.5,6,4 ,1  ,5   ,Love The Way You Lie Part 2,0.835,"[u'dance pop', u'pop', u'pop christmas', u'r&b', u'soul christmas', u'urban contemporary']",10,56,2011-08-18,165.94,0.408,2011
Rome,6.4.1.5,6,4 ,1  ,5   ,Seasons,0.777,"[u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'doo-wop', u'folk rock', u'motown', u'rock-and-roll']",1,66,2003-01-14,104.499,0.914,2003
Shakira,6.4.1.5,6,4 ,1  ,5   ,Waka Waka,0.595,"[u'crunk', u'deep trap', u'dirty south rap', u'dwn trap', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",1,70,2010-09-06,131.497,0.362,2010
Snow Patrol,6.4.1.5,6,4 ,1  ,5   ,Run,0.899,"[u'dance pop', u'pop', u'r&b']",0,75,2011,127.086,0.746,2011
Sum 41,6.4.1.5,6,4 ,1  ,5   ,Confusion and Frustration in Modern Times,0.978,"[u'alternative metal', u'nu metal', u'pop punk', u'post-grunge']",11,34,2007-01-01,117.159,0.345,2007
Taylor Swift,6.4.1.5,6,4 ,1  ,5   ,Stay Stay Stay,0.736,"[u'edm', u'minimal dub', u'pop', u'tropical house']",8,77,2015-12-04,103.027,0.376,2015
The Lonely Island,6.4.1.5,6,4 ,1  ,5   ,Jack Sparrow,0.736,"[u'comic', u'pop rap']",8,50,2011-05-10,96.943,0.466,2011
Tim McGraw,6.4.1.5,6,4 ,1  ,5   ,Where The Green Grass Grows,0.698,"[u'contemporary country', u'country', u'country road']",7,53,2010-11-30,159.699,0.686,2010
Toto,6.4.1.5,6,4 ,1  ,5   ,Africa,0.373,"[u'album rock', u'hard rock', u'mellow gold', u'rock', u'soft rock']",9,74,1982-04-08,92.717,0.735,1982
Train,6.4.1.5,6,4 ,1  ,5   ,Hey Soul Sister,0.885,"[u'neo mellow', u'pop', u'pop christmas', u'pop rap', u'pop rock', u'post-grunge', u'viral pop']",1,72,2009-08-06,97.03,0.775,2009
A Great Big World,6.4.1.5,6,4 ,1  ,5   ,Say Something,0.147,"[u'neo mellow', u'piano rock', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",2,76,2014-01-17,141.284,0.0796,2014
Adel Tawil,6.4.1.5,6,4 ,1  ,5   ,Lieder,0.0744,"[u'classical', u'classical christmas', u'romantic']",5,6,2016-11-04,150.962,0.0434,2016
Alex Lloyd,6.4.1.5,6,4 ,1  ,5   ,Amazing,0.545,"[u'pop', u'pop christmas', u'pop rap', u'rap']",8,61,2008,73.034,0.483,2008
Armin van Buuren,6.4.1.5,6,4 ,1  ,5   ,Alone,0.953,"[u'bass trap', u'brostep', u'edm', u'electro house', u'electronic trap']",2,78,2016-05-13,142.011,0.397,2016
Avicii,6.4.1.5,6,4 ,1  ,5   ,Hey Brother,0.777,"[u'big room', u'dance pop', u'edm', u'electro house', u'pop', u'tropical house']",7,66,2013-01-01,124.943,0.412,2013
Brad Paisley and Alison Krauss,6.4.1.5,6,4 ,1  ,5   ,Whiskey Lullaby,0.35,"[u'contemporary country', u'country', u'country christmas', u'country road', u'pop christmas']",2,67,2010-11-01,74.479,0.166,2010
Bruce Dickinson,6.4.1.5,6,4 ,1  ,5   ,Tears of The Dragon,0.62,"[u'album rock', u'glam metal', u'hard rock', u'metal', u'neo classical metal', u'nwobhm', u'power metal', u'progressive metal', u'rock', u'speed metal', u'thrash metal']",4,27,1994-06-03,140.06,0.275,1994
Bush,6.4.1.5,6,4 ,1  ,5   ,Glycerine,0.337,"[u'alternative metal', u'alternative rock', u'funk rock', u'garage rock', u'grunge', u'nu metal', u'pop rock', u'post-grunge', u'rap metal', u'rock']",5,61,1994-12-06,114.422,0.0827,1994
Danny McCarthy,6.4.1.5,6,4 ,1  ,5   ,Silver Scrapes,0.687,[],7,49,2012-03-24,140.042,0.253,2012
Dj Fortify,6.4.1.5,6,4 ,1  ,5   ,PEWDIEPIE Song,0.829,[u'antiviral pop'],8,38,2013-10-17,139.98,0.799,2013
Eagle Eye Cherry,6.4.1.5,6,4 ,1  ,5   ,Save Tonight,0.693,"[u'neo mellow', u'pop rock']",0,61,1998-07-13,119.567,0.581,1998
Enya,6.4.1.5,6,4 ,1  ,5   ,May It Be,0.169,"[u'celtic', u'celtic christmas', u'pop christmas']",9,58,2001-11-19,132.925,0.0559,2001
Globus,6.4.1.5,6,4 ,1  ,5   ,Europa,0.827,"[u'bow pop', u'epicore']",7,30,2014-09-09,141.011,0.444,2014
Idina Menzel,6.4.1.5,6,4 ,1  ,5   ,Let It Go,0.293,"[u'folk-pop', u'neo mellow', u'pop', u'viral pop']",1,75,2014-12-15,147.175,0.252,2014
Imogen Heap,6.4.1.5,6,4 ,1  ,5   ,Hide And Seek,0.166,"[u'acoustic pop', u'etherpop', u'folk-pop', u'indie pop', u'lilith', u'metropopolis', u'pop']",9,56,2015-07-17,121.123,0.107,2015
Iron Maiden,6.4.1.5,6,4 ,1  ,5   ,No more lies,0.871,"[u'hip pop', u'new jack swing', u'quiet storm', u'r&b', u'soul christmas', u'urban contemporary']",10,45,1989,110.294,0.824,1989
Israel Kamakawiwoole,6.4.1.5,6,4 ,1  ,5   ,Somewhere Over the Rainbow,0.277,[u'ukulele'],5,43,2007-09-18,82.114,0.0812,2007
Iyaz,6.4.1.5,6,4 ,1  ,5   ,Replay,0.751,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop']",9,66,2009-08-11,91.031,0.189,2009
Jessica Folker,6.4.1.5,6,4 ,1  ,5   ,Tell Me What You Like,0.593,"[u'classic funk rock', u'funk', u'hip hop', u'hip pop', u'motown', u'neo soul', u'new jack swing', u'post-disco', u'quiet storm', u'r&b', u'urban contemporary']",11,25,2002-01-01,92.819,0.87,2002
