 "menuid"   "year"   "price"   "avgwordlen"   "numwords"   "numitems"   "adj"   "choice"   "person"   "traditional"   "origin"   "generous"   "useless"   "delicious"   "sensoryadj" 
"1390"   "13043"   "1900"   "$"   "5.338710"   "124"   "40.000000"   "0.400000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.200000" 
"1391"   "13044"   "1900"   "$"   "6.188312"   "154"   "51.000000"   "0.411765"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.098039" 
"1392"   "18041"   "1900"   "$"   "6.000000"   "16"   "5.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1393"   "33511"   "1915"   "$"   "5.971591"   "176"   "49.000000"   "0.306122"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.040816" 
"1394"   "33510"   "1915"   "$"   "6.825581"   "86"   "28.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1395"   "33546"   "1914"   "$$"   "5.752475"   "101"   "23.000000"   "0.565217"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.043478" 
"1396"   "25845"   "1906"   "$"   "6.373737"   "99"   "26.000000"   "0.384615"   "0.038462"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"1397"   "23532"   "1900"   "$"   "5.860870"   "230"   "39.000000"   "0.282051"   "0.051282"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.025641" 
"1398"   "23530"   "1900"   "$"   "6.010526"   "190"   "65.000000"   "0.292308"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.046154" 
"1399"   "25846"   "1906"   "$$"   "6.508021"   "187"   "55.000000"   "0.090909"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.018182" 
"1400"   "32884"   "1917"   "$"   "5.773723"   "137"   "27.000000"   "0.296296"   "0.037037"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.037037" 
"1401"   "12807"   "1900"   "$"   "5.500000"   "2"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1402"   "12804"   "1900"   "$$"   "5.899225"   "516"   "166.000000"   "0.319277"   "0.018072"   "0.000000"   "0.024096"   "0.000000"   "0.000000"   "0.018072"   "0.000000"   "0.072289" 
"1403"   "12803"   "1900"   "$"   "5.712329"   "73"   "25.000000"   "0.120000"   "0.080000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1404"   "12559"   "1900"   "$$"   "6.657895"   "38"   "14.000000"   "0.357143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"1405"   "19719"   "1900"   "$"   "5.741935"   "31"   "10.000000"   "0.100000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1406"   "19718"   "1900"   "$$"   "6.108434"   "83"   "21.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047619" 
"1407"   "19717"   "1900"   "$$"   "6.424242"   "66"   "20.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1408"   "19716"   "1900"   "$$"   "6.000000"   "30"   "8.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1409"   "19715"   "1900"   "$$"   "5.689655"   "29"   "7.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1410"   "22667"   "1900"   "$"   "6.117647"   "102"   "35.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1411"   "22006"   "1899"   "$$"   "6.420875"   "594"   "238.000000"   "0.289916"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.004202"   "0.000000"   "0.121849" 
"1412"   "13603"   "1901"   "$"   "6.055710"   "359"   "105.000000"   "0.304762"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.009524"   "0.000000"   "0.066667" 
"1413"   "13606"   "1901"   "$$"   "6.592490"   "719"   "210.000000"   "0.233333"   "0.014286"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.009524"   "0.000000"   "0.009524" 
"1414"   "13547"   "1901"   "$"   "5.517588"   "199"   "69.000000"   "0.391304"   "0.043478"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.101449" 
"1415"   "32662"   "1918"   "$"   "6.294627"   "577"   "178.000000"   "0.398876"   "0.028090"   "0.000000"   "0.011236"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.067416" 
"1416"   "32277"   "1918"   "$"   "5.862500"   "160"   "36.000000"   "0.416667"   "0.138889"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.111111" 
"1417"   "33944"   "1914"   "$"   "5.878327"   "526"   "151.000000"   "0.675497"   "0.013245"   "0.000000"   "0.013245"   "0.000000"   "0.000000"   "0.006623"   "0.000000"   "0.139073" 
"1418"   "24872"   "1901"   "$"   "5.710843"   "83"   "26.000000"   "0.346154"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.038462" 
"1419"   "15719"   "1900"   "$$"   "5.696629"   "89"   "31.000000"   "0.580645"   "0.000000"   "0.000000"   "0.000000"   "0.032258"   "0.000000"   "0.000000"   "0.000000"   "0.161290" 
"1420"   "15718"   "1900"   "$"   "6.857143"   "35"   "11.000000"   "1.272727"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.090909"   "0.000000"   "0.000000" 
"1421"   "15865"   "1900"   "$$"   "5.400000"   "15"   "4.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1422"   "15710"   "1900"   "$"   "5.918367"   "98"   "28.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035714" 
"1423"   "32837"   "1917"   "$"   "6.071895"   "153"   "30.000000"   "0.633333"   "0.333333"   "0.000000"   "0.066667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.133333" 
"1424"   "21430"   "1905"   "$$"   "6.221333"   "375"   "142.000000"   "0.161972"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035211" 
"1425"   "21432"   "1900"   "$"   "5.736264"   "91"   "30.000000"   "0.366667"   "0.033333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.033333"   "0.000000"   "0.000000" 
"1426"   "32831"   "1917"   "$"   "6.325000"   "280"   "85.000000"   "0.541176"   "0.011765"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"1427"   "32184"   "1916"   "$$"   "5.792079"   "101"   "25.000000"   "0.680000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.080000" 
"1428"   "32521"   "1918"   "$$"   "6.673913"   "46"   "10.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1429"   "33896"   "1914"   "$"   "6.388889"   "198"   "50.000000"   "0.700000"   "0.020000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.240000" 
"1430"   "32659"   "1918"   "$"   "6.447368"   "114"   "25.000000"   "0.480000"   "0.040000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.040000" 
"1431"   "32658"   "1918"   "$$"   "6.277778"   "72"   "13.000000"   "0.461538"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1432"   "24525"   "1905"   "$"   "6.104348"   "115"   "46.000000"   "0.413043"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.021739" 
"1433"   "14401"   "1907"   "$$"   "6.283871"   "465"   "141.000000"   "0.432624"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.007092"   "0.000000"   "0.106383" 
"1434"   "14402"   "1907"   "$$"   "6.195896"   "536"   "188.000000"   "0.265957"   "0.042553"   "0.000000"   "0.005319"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.037234" 
"1435"   "14403"   "1907"   "$"   "5.738739"   "111"   "28.000000"   "0.107143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035714" 
"1436"   "32157"   "1916"   "$"   "5.936548"   "394"   "116.000000"   "0.534483"   "0.000000"   "0.000000"   "0.043103"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.224138" 
"1437"   "34376"   "1914"   "$$"   "6.565217"   "46"   "19.000000"   "0.473684"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052632" 
"1438"   "31974"   "1919"   "$"   "6.055066"   "908"   "323.000000"   "0.349845"   "0.015480"   "0.000000"   "0.018576"   "0.000000"   "0.000000"   "0.003096"   "0.000000"   "0.043344" 
"1439"   "34373"   "1914"   "$"   "6.090090"   "111"   "27.000000"   "0.259259"   "0.111111"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.037037" 
"1440"   "16515"   "1900"   "$$"   "6.030303"   "33"   "11.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1441"   "34046"   "1914"   "$$"   "6.173913"   "115"   "30.000000"   "0.466667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667" 
"1442"   "34042"   "1914"   "$"   "5.942605"   "453"   "131.000000"   "0.541985"   "0.015267"   "0.000000"   "0.038168"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.206107" 
"1443"   "34452"   "1913"   "$"   "6.112108"   "446"   "94.000000"   "0.521277"   "0.000000"   "0.000000"   "0.042553"   "0.000000"   "0.000000"   "0.010638"   "0.000000"   "0.106383" 
"1444"   "34150"   "1914"   "$$"   "6.243902"   "41"   "10.000000"   "0.300000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.100000" 
"1445"   "34152"   "1914"   "$$"   "5.805556"   "36"   "9.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1446"   "34153"   "1914"   "$$"   "5.867925"   "53"   "13.000000"   "0.076923"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923"   "0.000000"   "0.000000" 
"1447"   "34154"   "1914"   "$$"   "6.066667"   "210"   "46.000000"   "0.739130"   "0.021739"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.239130" 
"1448"   "34155"   "1914"   "$$"   "6.332326"   "331"   "83.000000"   "0.590361"   "0.012048"   "0.000000"   "0.024096"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.036145" 
"1449"   "34156"   "1914"   "$$"   "5.826816"   "358"   "29.000000"   "1.068966"   "0.034483"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.103448"   "0.000000"   "0.275862" 
"1450"   "34158"   "1914"   "$$"   "6.186047"   "172"   "45.000000"   "0.511111"   "0.000000"   "0.000000"   "0.044444"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.200000" 
"1451"   "32496"   "1918"   "$$"   "5.406250"   "32"   "7.000000"   "0.142857"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1452"   "23272"   "1907"   "$"   "6.174603"   "126"   "51.000000"   "0.274510"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1453"   "23644"   "1900"   "$"   "5.821066"   "788"   "254.000000"   "0.318898"   "0.039370"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.043307" 
"1454"   "33169"   "1917"   "$$"   "5.588235"   "68"   "16.000000"   "0.062500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.062500" 
"1455"   "22276"   "1906"   "$"   "6.402062"   "97"   "27.000000"   "0.407407"   "0.037037"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.111111" 
"1456"   "22277"   "1900"   "$"   "5.706468"   "201"   "76.000000"   "0.197368"   "0.026316"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1457"   "22275"   "1900"   "$"   "5.905830"   "446"   "141.000000"   "0.411348"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.099291" 
"1458"   "25728"   "1906"   "$"   "5.888889"   "36"   "30.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1459"   "25057"   "1900"   "$"   "5.766667"   "90"   "21.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1460"   "25056"   "1899"   "$"   "6.190476"   "84"   "26.000000"   "0.307692"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1461"   "16657"   "1900"   "$$"   "6.440000"   "50"   "16.000000"   "0.312500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.125000" 
"1462"   "32186"   "1916"   "$"   "5.700000"   "50"   "11.000000"   "0.454545"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1463"   "33331"   "1915"   "$"   "5.385621"   "153"   "17.000000"   "0.529412"   "0.705882"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.470588" 
"1464"   "33330"   "1915"   "$"   "5.988914"   "451"   "129.000000"   "0.581395"   "0.007752"   "0.000000"   "0.038760"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.232558" 
"1465"   "33983"   "1914"   "$"   "6.161538"   "130"   "31.000000"   "0.387097"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.161290" 
"1466"   "32492"   "1918"   "$"   "5.832707"   "532"   "165.000000"   "0.436364"   "0.060606"   "0.000000"   "0.012121"   "0.000000"   "0.000000"   "0.012121"   "0.000000"   "0.078788" 
"1467"   "17000"   "1900"   "$$"   "6.151515"   "66"   "25.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.200000" 
"1468"   "32113"   "1916"   "$$"   "6.333333"   "6"   "2.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1469"   "19968"   "1901"   "$"   "6.090000"   "100"   "34.000000"   "0.676471"   "0.000000"   "0.000000"   "0.000000"   "0.058824"   "0.000000"   "0.029412"   "0.000000"   "0.088235" 
"1470"   "16249"   "1901"   "$"   "6.285714"   "49"   "17.000000"   "0.294118"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1471"   "22491"   "1900"   "$"   "5.542373"   "118"   "41.000000"   "0.243902"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.024390" 
"1472"   "34815"   "1912"   "$"   "6.261198"   "1853"   "628.000000"   "0.289809"   "0.012739"   "0.000000"   "0.007962"   "0.000000"   "0.000000"   "0.003185"   "0.000000"   "0.036624" 
"1473"   "33259"   "1917"   "$"   "6.125203"   "615"   "162.000000"   "0.592593"   "0.000000"   "0.006173"   "0.067901"   "0.006173"   "0.000000"   "0.000000"   "0.000000"   "0.197531" 
"1474"   "32784"   "1917"   "$$"   "6.505495"   "91"   "21.000000"   "0.619048"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047619"   "0.142857" 
"1475"   "34817"   "1912"   "$"   "5.784810"   "79"   "26.000000"   "0.115385"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1476"   "31831"   "1921"   "$"   "5.500000"   "2"   "1.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "1.000000" 
"1477"   "26039"   "1896"   "$$"   "7.269231"   "26"   "14.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"1478"   "26036"   "1900"   "$$"   "6.059603"   "151"   "57.000000"   "0.280702"   "0.000000"   "0.000000"   "0.000000"   "0.035088"   "0.000000"   "0.000000"   "0.000000"   "0.052632" 
"1479"   "24091"   "1900"   "$$"   "6.549020"   "51"   "13.000000"   "0.076923"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1480"   "22801"   "1899"   "$"   "6.096774"   "31"   "16.000000"   "0.062500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1481"   "34496"   "1913"   "$$"   "6.135802"   "324"   "103.000000"   "0.271845"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.097087" 
"1482"   "32305"   "1918"   "$"   "6.276243"   "181"   "58.000000"   "0.431034"   "0.034483"   "0.000000"   "0.000000"   "0.017241"   "0.000000"   "0.000000"   "0.000000"   "0.086207" 
"1483"   "13065"   "1900"   "$"   "6.423077"   "52"   "17.000000"   "0.764706"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"1484"   "13063"   "1900"   "$$"   "5.369565"   "46"   "10.000000"   "1.300000"   "0.000000"   "0.000000"   "0.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.500000" 
"1485"   "13062"   "1900"   "$$"   "5.931818"   "44"   "7.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.571429" 
"1486"   "13060"   "1900"   "$"   "6.019417"   "412"   "133.000000"   "0.436090"   "0.060150"   "0.000000"   "0.037594"   "0.007519"   "0.000000"   "0.015038"   "0.000000"   "0.097744" 
"1487"   "33537"   "1915"   "$$"   "6.083636"   "275"   "95.000000"   "0.231579"   "0.000000"   "0.000000"   "0.000000"   "0.010526"   "0.000000"   "0.000000"   "0.000000"   "0.063158" 
"1488"   "32272"   "1918"   "$$"   "6.892857"   "28"   "8.000000"   "0.125000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1489"   "33415"   "1915"   "$$"   "6.174603"   "252"   "86.000000"   "0.372093"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.186047" 
"1490"   "20266"   "1900"   "$$"   "6.342857"   "35"   "12.000000"   "0.416667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.166667" 
"1491"   "20265"   "1900"   "$$"   "5.730769"   "26"   "10.000000"   "0.700000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.700000" 
"1492"   "20262"   "1900"   "$"   "6.231884"   "69"   "22.000000"   "0.181818"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.045455" 
"1493"   "23518"   "1900"   "$$"   "6.190265"   "226"   "81.000000"   "0.271605"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.197531" 
"1494"   "23725"   "1900"   "$$"   "6.527273"   "55"   "15.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1495"   "33202"   "1917"   "$$"   "6.128729"   "1810"   "521.000000"   "0.426104"   "0.015355"   "0.000000"   "0.007678"   "0.001919"   "0.000000"   "0.001919"   "0.000000"   "0.069098" 
"1496"   "32382"   "1918"   "$$"   "6.517241"   "58"   "11.000000"   "0.727273"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.181818" 
