 "menuid"   "year"   "price"   "avgwordlen"   "numwords"   "numitems"   "adj"   "choice"   "person"   "traditional"   "origin"   "generous"   "useless"   "delicious"   "sensoryadj" 
"2305"   "23663"   "1906"   "$$"   "6.348148"   "135"   "41.000000"   "0.146341"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2306"   "23668"   "1905"   "$"   "6.383268"   "514"   "185.000000"   "0.302703"   "0.027027"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.059459" 
"2307"   "25975"   "1900"   "$$"   "6.353015"   "796"   "272.000000"   "0.319853"   "0.025735"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.073529" 
"2308"   "32478"   "1918"   "$"   "6.414557"   "316"   "115.000000"   "0.234783"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.017391" 
"2309"   "32475"   "1918"   "$$"   "6.377551"   "98"   "28.000000"   "0.464286"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"2310"   "32477"   "1918"   "$$"   "6.531646"   "79"   "19.000000"   "0.157895"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052632" 
"2311"   "32470"   "1918"   "$"   "6.357895"   "95"   "22.000000"   "0.227273"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2312"   "32473"   "1918"   "$$"   "6.298780"   "164"   "32.000000"   "0.875000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.375000" 
"2313"   "34611"   "1912"   "$"   "6.195767"   "189"   "69.000000"   "0.173913"   "0.072464"   "0.000000"   "0.000000"   "0.014493"   "0.000000"   "0.014493"   "0.014493"   "0.043478" 
"2314"   "34615"   "1912"   "$$"   "6.626667"   "75"   "24.000000"   "0.041667"   "0.000000"   "0.000000"   "0.000000"   "0.041667"   "0.000000"   "0.000000"   "0.000000"   "0.041667" 
"2315"   "34614"   "1912"   "$"   "6.301370"   "73"   "22.000000"   "0.227273"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2316"   "33955"   "1914"   "$"   "6.167382"   "233"   "73.000000"   "0.328767"   "0.027397"   "0.000000"   "0.041096"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.109589" 
"2317"   "24598"   "1906"   "$$"   "6.350815"   "1411"   "489.000000"   "0.257669"   "0.036810"   "0.000000"   "0.004090"   "0.000000"   "0.000000"   "0.006135"   "0.000000"   "0.049080" 
"2318"   "16109"   "1906"   "$"   "6.020243"   "741"   "245.000000"   "0.269388"   "0.000000"   "0.000000"   "0.016327"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.032653" 
"2319"   "34276"   "1914"   "$$"   "6.500000"   "58"   "16.000000"   "0.187500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.062500" 
"2320"   "16100"   "1901"   "$$"   "6.414474"   "608"   "245.000000"   "0.269388"   "0.012245"   "0.000000"   "0.000000"   "0.004082"   "0.000000"   "0.000000"   "0.000000"   "0.048980" 
"2321"   "32615"   "1918"   "$$"   "6.428571"   "70"   "14.000000"   "0.357143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"2322"   "32614"   "1918"   "$"   "6.044444"   "90"   "23.000000"   "0.130435"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2323"   "32617"   "1918"   "$"   "6.216667"   "60"   "13.000000"   "0.461538"   "0.153846"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"2324"   "32616"   "1918"   "$"   "6.347222"   "72"   "18.000000"   "0.444444"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.055556" 
"2325"   "13887"   "1900"   "$"   "6.171171"   "111"   "39.000000"   "0.410256"   "0.025641"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.051282" 
"2326"   "32808"   "1917"   "$"   "5.764706"   "51"   "16.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2327"   "26196"   "1899"   "$"   "5.857143"   "112"   "38.000000"   "0.394737"   "0.000000"   "0.000000"   "0.026316"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.131579" 
"2328"   "26195"   "1900"   "$"   "5.433333"   "90"   "21.000000"   "0.380952"   "0.238095"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2329"   "34133"   "1914"   "$$"   "6.421053"   "38"   "11.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2330"   "17504"   "1900"   "$"   "5.684932"   "146"   "32.000000"   "0.281250"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2331"   "17503"   "1900"   "$$"   "6.007968"   "251"   "72.000000"   "0.305556"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.013889" 
"2332"   "13474"   "1900"   "$"   "5.402778"   "72"   "22.000000"   "0.363636"   "0.318182"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.045455" 
"2333"   "13475"   "1900"   "$"   "5.812000"   "250"   "93.000000"   "0.268817"   "0.021505"   "0.000000"   "0.000000"   "0.010753"   "0.000000"   "0.010753"   "0.000000"   "0.032258" 
"2334"   "13472"   "1900"   "$$"   "5.916335"   "251"   "97.000000"   "0.134021"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.010309"   "0.000000"   "0.030928" 
"2335"   "13473"   "1900"   "$"   "5.567568"   "148"   "49.000000"   "0.061224"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.020408"   "0.000000"   "0.000000" 
"2336"   "13478"   "1900"   "$"   "5.842466"   "146"   "53.000000"   "0.320755"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.094340" 
"2337"   "25085"   "1900"   "$$"   "5.906040"   "1043"   "321.000000"   "0.308411"   "0.015576"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052960" 
"2338"   "25083"   "1894"   "$"   "5.432000"   "125"   "39.000000"   "0.256410"   "0.000000"   "0.000000"   "0.000000"   "0.025641"   "0.000000"   "0.000000"   "0.000000"   "0.051282" 
"2339"   "35029"   "1913"   "$$"   "6.184466"   "412"   "137.000000"   "0.408759"   "0.080292"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.138686" 
"2340"   "33952"   "1914"   "$"   "6.212235"   "801"   "279.000000"   "0.369176"   "0.003584"   "0.000000"   "0.003584"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.107527" 
"2341"   "17760"   "1900"   "$"   "6.000000"   "4"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2342"   "17766"   "1900"   "$"   "5.904762"   "21"   "7.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857" 
"2343"   "32666"   "1917"   "$$"   "5.465116"   "86"   "21.000000"   "0.428571"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.333333" 
"2344"   "27537"   "1910"   "$"   "6.447619"   "210"   "66.000000"   "0.560606"   "0.015152"   "0.000000"   "0.000000"   "0.015152"   "0.000000"   "0.015152"   "0.000000"   "0.045455" 
"2345"   "20452"   "1900"   "$"   "5.805556"   "36"   "13.000000"   "0.461538"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"2346"   "32663"   "1917"   "$$"   "6.347222"   "144"   "42.000000"   "0.880952"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.023810"   "0.000000"   "0.166667" 
"2347"   "33720"   "1914"   "$"   "5.894860"   "428"   "130.000000"   "0.353846"   "0.069231"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"2348"   "33120"   "1917"   "$"   "6.513514"   "407"   "93.000000"   "0.537634"   "0.000000"   "0.000000"   "0.021505"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.075269" 
"2349"   "33430"   "1915"   "$"   "6.505000"   "400"   "173.000000"   "0.219653"   "0.000000"   "0.000000"   "0.011561"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.040462" 
"2350"   "33438"   "1915"   "$$"   "6.548387"   "93"   "29.000000"   "0.310345"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.137931" 
"2351"   "12907"   "1900"   "$"   "6.008130"   "123"   "47.000000"   "0.276596"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.021277"   "0.000000"   "0.000000" 
"2352"   "12906"   "1900"   "$"   "5.785816"   "705"   "202.000000"   "0.420792"   "0.064356"   "0.000000"   "0.009901"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.084158" 
"2353"   "12905"   "1900"   "$$"   "6.294849"   "563"   "224.000000"   "0.200893"   "0.044643"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.026786" 
"2354"   "12904"   "1900"   "$"   "5.788018"   "217"   "87.000000"   "0.321839"   "0.034483"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.057471" 
"2355"   "12903"   "1900"   "$$"   "6.032197"   "528"   "167.000000"   "0.365269"   "0.005988"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035928" 
"2356"   "12902"   "1900"   "$"   "5.880763"   "629"   "213.000000"   "0.295775"   "0.014085"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.004695"   "0.000000"   "0.061033" 
"2357"   "33959"   "1914"   "$"   "6.114286"   "70"   "18.000000"   "0.444444"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.111111" 
"2358"   "32719"   "1917"   "$"   "5.878882"   "322"   "111.000000"   "0.360360"   "0.000000"   "0.000000"   "0.018018"   "0.000000"   "0.000000"   "0.000000"   "0.009009"   "0.117117" 
"2359"   "15480"   "1900"   "$$"   "6.513274"   "113"   "46.000000"   "0.521739"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.195652" 
"2360"   "15484"   "1900"   "$$"   "5.787097"   "155"   "57.000000"   "0.421053"   "0.000000"   "0.000000"   "0.035088"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.140351" 
"2361"   "23812"   "1900"   "$$"   "6.151235"   "324"   "132.000000"   "0.242424"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.015152"   "0.000000"   "0.068182" 
"2362"   "33721"   "1914"   "$"   "5.692308"   "403"   "131.000000"   "0.297710"   "0.022901"   "0.000000"   "0.015267"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.053435" 
"2363"   "32643"   "1918"   "$$"   "6.542601"   "223"   "48.000000"   "0.750000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.333333" 
"2364"   "34331"   "1914"   "$$"   "6.812500"   "16"   "6.000000"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2365"   "34846"   "1912"   "$$"   "6.711340"   "97"   "34.000000"   "0.117647"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2366"   "32716"   "1917"   "$$"   "6.316092"   "174"   "48.000000"   "0.270833"   "0.041667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.020833" 
"2367"   "14333"   "1905"   "$$"   "5.312500"   "16"   "4.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.250000" 
"2368"   "34221"   "1914"   "$$"   "6.401042"   "192"   "56.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857" 
"2369"   "32862"   "1917"   "$$"   "6.503356"   "149"   "55.000000"   "0.290909"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.036364" 
"2370"   "32863"   "1917"   "$$"   "6.555556"   "63"   "16.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2371"   "32860"   "1917"   "$$"   "6.492754"   "69"   "18.000000"   "0.277778"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2372"   "32861"   "1917"   "$$"   "6.528571"   "70"   "20.000000"   "0.300000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2373"   "32866"   "1917"   "$"   "5.216667"   "60"   "14.000000"   "0.428571"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2374"   "32867"   "1917"   "$$"   "6.120930"   "215"   "68.000000"   "0.279412"   "0.029412"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.029412" 
"2375"   "32710"   "1917"   "$$"   "6.508197"   "61"   "16.000000"   "0.312500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.062500" 
"2376"   "25417"   "1907"   "$"   "5.862179"   "624"   "231.000000"   "0.251082"   "0.025974"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.034632" 
"2377"   "35258"   "1913"   "$"   "6.215613"   "269"   "88.000000"   "0.329545"   "0.056818"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.034091" 
"2378"   "35487"   "1913"   "$$"   "6.847222"   "504"   "197.000000"   "0.015228"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.005076" 
"2379"   "23837"   "1905"   "$$"   "6.103295"   "1123"   "361.000000"   "0.324100"   "0.060942"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.005540"   "0.000000"   "0.052632" 
"2380"   "23349"   "1900"   "$$"   "6.169972"   "353"   "124.000000"   "0.225806"   "0.008065"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.016129" 
"2381"   "23839"   "1899"   "$$"   "6.111111"   "27"   "12.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.083333" 
"2382"   "34824"   "1912"   "$$"   "6.388889"   "90"   "30.000000"   "0.100000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.033333" 
"2383"   "32712"   "1917"   "$$"   "6.309524"   "168"   "46.000000"   "0.478261"   "0.043478"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.217391" 
"2384"   "34826"   "1912"   "$$"   "6.423469"   "196"   "62.000000"   "0.129032"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.016129" 
"2385"   "34827"   "1912"   "$$"   "6.375000"   "80"   "23.000000"   "0.260870"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.086957" 
"2386"   "24945"   "1892"   "$$"   "6.068421"   "1330"   "469.000000"   "0.298507"   "0.002132"   "0.000000"   "0.000000"   "0.002132"   "0.000000"   "0.002132"   "0.000000"   "0.074627" 
"2387"   "24942"   "1907"   "$$"   "6.434879"   "453"   "169.000000"   "0.189349"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.041420" 
"2388"   "21883"   "1900"   "$$"   "6.250000"   "336"   "109.000000"   "0.256881"   "0.009174"   "0.000000"   "0.000000"   "0.009174"   "0.000000"   "0.000000"   "0.000000"   "0.055046" 
"2389"   "21887"   "1892"   "$$"   "6.089286"   "784"   "259.000000"   "0.320463"   "0.000000"   "0.000000"   "0.015444"   "0.000000"   "0.000000"   "0.011583"   "0.000000"   "0.092664" 
"2390"   "34437"   "1913"   "$"   "6.023853"   "545"   "189.000000"   "0.275132"   "0.000000"   "0.000000"   "0.042328"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.063492" 
"2391"   "32914"   "1917"   "$"   "6.357143"   "126"   "30.000000"   "0.733333"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.100000" 
"2392"   "26277"   "1905"   "$$"   "6.203448"   "290"   "98.000000"   "0.112245"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.010204" 
"2393"   "21267"   "1906"   "$"   "5.942308"   "416"   "150.000000"   "0.206667"   "0.013333"   "0.000000"   "0.020000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.020000" 
"2394"   "32912"   "1917"   "$"   "6.160714"   "56"   "11.000000"   "0.363636"   "0.181818"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.090909" 
"2395"   "13389"   "1901"   "$$"   "6.151899"   "158"   "50.000000"   "0.500000"   "0.020000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.040000" 
"2396"   "34493"   "1913"   "$$"   "6.455556"   "270"   "104.000000"   "0.211538"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.105769" 
"2397"   "14056"   "1906"   "$"   "6.240385"   "208"   "84.000000"   "0.285714"   "0.011905"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047619" 
"2398"   "33369"   "1915"   "$"   "5.989537"   "669"   "190.000000"   "0.478947"   "0.047368"   "0.000000"   "0.021053"   "0.000000"   "0.000000"   "0.005263"   "0.000000"   "0.089474" 
"2399"   "13229"   "1900"   "$"   "6.312500"   "288"   "83.000000"   "0.433735"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.060241" 
"2400"   "13228"   "1900"   "$"   "6.248837"   "430"   "137.000000"   "0.430657"   "0.000000"   "0.000000"   "0.014599"   "0.000000"   "0.000000"   "0.007299"   "0.000000"   "0.072993" 
"2401"   "13225"   "1900"   "$"   "6.251012"   "247"   "86.000000"   "0.523256"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.186047" 
"2402"   "14946"   "1900"   "$$"   "6.105479"   "730"   "275.000000"   "0.269091"   "0.010909"   "0.000000"   "0.003636"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.029091" 
"2403"   "14941"   "1900"   "$"   "6.085174"   "317"   "99.000000"   "0.484848"   "0.030303"   "0.000000"   "0.000000"   "0.010101"   "0.000000"   "0.000000"   "0.000000"   "0.121212" 
"2404"   "14942"   "1900"   "$"   "6.188202"   "356"   "103.000000"   "0.378641"   "0.019417"   "0.000000"   "0.000000"   "0.009709"   "0.000000"   "0.000000"   "0.000000"   "0.087379" 
"2405"   "14948"   "1900"   "$"   "6.477064"   "218"   "64.000000"   "0.671875"   "0.000000"   "0.000000"   "0.000000"   "0.031250"   "0.000000"   "0.015625"   "0.000000"   "0.062500" 
"2406"   "34845"   "1912"   "$$"   "6.248521"   "169"   "62.000000"   "0.129032"   "0.000000"   "0.000000"   "0.000000"   "0.016129"   "0.000000"   "0.000000"   "0.000000"   "0.048387" 
"2407"   "20028"   "1900"   "$"   "5.980392"   "102"   "27.000000"   "0.629630"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.037037" 
"2408"   "20023"   "1900"   "$"   "5.830189"   "53"   "17.000000"   "0.294118"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2409"   "20025"   "1900"   "$"   "6.092593"   "54"   "21.000000"   "0.380952"   "0.047619"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.238095" 
"2410"   "20024"   "1900"   "$$"   "6.036364"   "55"   "13.000000"   "0.307692"   "0.153846"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2411"   "20027"   "1900"   "$"   "6.441558"   "77"   "21.000000"   "0.428571"   "0.047619"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047619" 
"2412"   "20026"   "1900"   "$"   "5.793103"   "29"   "14.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857" 
"2413"   "18195"   "1900"   "$"   "5.300000"   "60"   "18.000000"   "0.111111"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2414"   "34056"   "1914"   "$$"   "6.533333"   "90"   "31.000000"   "0.096774"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2415"   "23136"   "1900"   "$$"   "5.969271"   "1139"   "379.000000"   "0.327177"   "0.013193"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.005277"   "0.000000"   "0.073879" 
"2416"   "15542"   "1901"   "$$"   "6.145729"   "597"   "172.000000"   "0.627907"   "0.017442"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.023256"   "0.000000"   "0.104651" 
"2417"   "15540"   "1901"   "$$"   "6.382022"   "534"   "118.000000"   "0.313559"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.008475"   "0.000000"   "0.025424" 
"2418"   "15541"   "1901"   "$$"   "6.562771"   "231"   "75.000000"   "0.280000"   "0.013333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.013333"   "0.000000"   "0.040000" 
"2419"   "15548"   "1901"   "$$"   "5.850000"   "60"   "20.000000"   "0.750000"   "0.000000"   "0.000000"   "0.000000"   "0.050000"   "0.000000"   "0.050000"   "0.000000"   "0.100000" 
"2420"   "16356"   "1907"   "$$"   "6.698113"   "53"   "19.000000"   "0.157895"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2421"   "25997"   "1905"   "$"   "6.000000"   "23"   "9.000000"   "0.222222"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2422"   "19833"   "1900"   "$"   "6.276596"   "188"   "59.000000"   "0.593220"   "0.000000"   "0.000000"   "0.000000"   "0.050847"   "0.000000"   "0.000000"   "0.000000"   "0.101695" 
"2423"   "34053"   "1914"   "$$"   "6.438462"   "130"   "45.000000"   "0.222222"   "0.022222"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.088889" 
"2424"   "32459"   "1918"   "$"   "6.000000"   "18"   "3.000000"   "0.333333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.333333" 
"2425"   "32458"   "1918"   "$"   "6.360000"   "150"   "40.000000"   "0.275000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.075000" 
"2426"   "32453"   "1918"   "$$"   "4.888889"   "9"   "2.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2427"   "32452"   "1918"   "$$"   "7.500000"   "2"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2428"   "32451"   "1918"   "$$"   "5.583333"   "12"   "2.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2429"   "32457"   "1918"   "$"   "6.697674"   "86"   "20.000000"   "0.350000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2430"   "32455"   "1918"   "$$"   "4.600000"   "5"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2431"   "34675"   "1912"   "$$"   "3.444444"   "9"   "2.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.500000" 
"2432"   "32896"   "1917"   "$"   "6.242138"   "318"   "106.000000"   "0.292453"   "0.000000"   "0.000000"   "0.000000"   "0.009434"   "0.000000"   "0.000000"   "0.000000"   "0.113208" 
"2433"   "32894"   "1917"   "$"   "6.306122"   "49"   "11.000000"   "0.818182"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.181818" 
"2434"   "33302"   "1915"   "$$"   "7.245614"   "57"   "17.000000"   "0.235294"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2435"   "32547"   "1918"   "$$"   "6.544118"   "272"   "96.000000"   "0.208333"   "0.020833"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052083" 
"2436"   "32546"   "1918"   "$$"   "6.989130"   "92"   "21.000000"   "0.523810"   "0.095238"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857" 
"2437"   "32823"   "1917"   "$"   "5.690476"   "42"   "11.000000"   "0.181818"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.090909" 
"2438"   "32542"   "1918"   "$$"   "6.083521"   "443"   "166.000000"   "0.265060"   "0.096386"   "0.000000"   "0.006024"   "0.000000"   "0.000000"   "0.006024"   "0.000000"   "0.054217" 
"2439"   "22776"   "1905"   "$$"   "6.571429"   "7"   "3.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"2440"   "32755"   "1917"   "$$"   "6.315789"   "57"   "13.000000"   "0.538462"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.230769" 
