"name"   "category"   "city"   "restdollars"   "numitems"   "origin"   "traditional"   "generous"   "participle"   "useless"   "delicious"   "choice"   "adj"   "sensoryadj"   "length"   "wordlen"
 "5656"   "Effy's Cafe"   "sandwiches"   "nyc"   "1.0"   "145"   "0.0069"   "0.0552"   "0.0138"   "0.2276"   "0.0069"   "0.0000"   "0.0621"   "0.7793"   "0.1241"   "5.7517"   "6.3513"
 "5657"   "Progressive Grounds"   "sandwiches"   "sf"   "1.0"   "29"   "0.0000"   "0.0000"   "0.0000"   "0.6552"   "0.0000"   "0.0690"   "0.1724"   "1.3793"   "0.1034"   "9.5172"   "6.0820"
 "5658"   "Baja Fresh Mexican Grill"   "mexican"   "la"   "1.0"   "78"   "0.0000"   "0.0000"   "0.0000"   "0.0769"   "0.0000"   "0.0000"   "0.0256"   "0.3974"   "0.0513"   "3.0641"   "6.6128"
 "5659"   "Shabu-Zen"   "sushi bars"   "boston"   "2.0"   "66"   "0.0000"   "0.0000"   "0.0000"   "0.0758"   "0.0152"   "0.0000"   "0.0909"   "0.3333"   "0.0455"   "3.1515"   "6.1595"
 "5660"   "Yuka Japanese Restaurant"   "sushi bars"   "nyc"   "2.0"   "118"   "0.0000"   "0.0000"   "0.0169"   "0.1356"   "0.0000"   "0.0000"   "0.1356"   "0.5593"   "0.0932"   "5.7034"   "6.1502"
 "5661"   "Famous Famiglia"   "pizza"   "nyc"   "1.0"   "84"   "0.0000"   "0.0000"   "0.0000"   "0.0357"   "0.0357"   "0.0000"   "0.0000"   "0.3690"   "0.1786"   "5.3810"   "7.0904"
 "5662"   "Chestnut Diner"   "diners"   "sf"   "1.0"   "34"   "0.0000"   "0.0882"   "0.0294"   "0.2941"   "0.0588"   "0.0000"   "0.4118"   "1.4412"   "0.2941"   "8.9118"   "6.0190"
 "5663"   "Kitchenette Uptown"   "american (traditional)"   "nyc"   "2.0"   "279"   "0.0108"   "0.1290"   "0.0000"   "0.3047"   "0.0143"   "0.0000"   "0.1075"   "0.8746"   "0.0860"   "8.0789"   "6.4623"
 "5664"   "Papa Gino's"   "pizza"   "boston"   "1.0"   "62"   "0.0000"   "0.0645"   "0.1613"   "0.5645"   "0.2097"   "0.1613"   "0.2742"   "3.0806"   "0.7258"   "17.6290"   "6.5570"
 "5665"   "The Occidental"   "steakhouses"   "washington"   "3.0"   "40"   "0.2000"   "0.0250"   "0.0000"   "1.1000"   "0.0000"   "0.0000"   "0.0250"   "2.6750"   "0.5250"   "17.5250"   "6.5123"
 "5666"   "Happy Cafe"   "chinese"   "chicago"   "1.0"   "343"   "0.0000"   "0.0000"   "0.0000"   "0.2420"   "0.0000"   "0.0000"   "0.0000"   "0.7259"   "0.1603"   "7.6793"   "5.6494"
 "5667"   "Cafe 82"   "diners"   "nyc"   "2.0"   "152"   "0.0000"   "0.0592"   "0.0132"   "0.1974"   "0.0132"   "0.0000"   "0.3487"   "0.9342"   "0.2303"   "7.1645"   "6.0468"
 "5668"   "Tai Thai Thailand Home Cooking"   "thai"   "nyc"   "2.0"   "56"   "0.0000"   "0.0000"   "0.0000"   "0.6607"   "0.0000"   "0.0000"   "0.0000"   "1.6964"   "0.6071"   "10.2321"   "6.0462"
 "5669"   "North Square Restaurant & Lounge"   "american (new)"   "nyc"   "2.0"   "20"   "0.1000"   "0.0000"   "0.0000"   "1.1000"   "0.0000"   "0.0000"   "0.3000"   "2.0000"   "0.2500"   "14.2000"   "6.6153"
 "5670"   "2 Sea King Restaurant"   "chinese"   "nyc"   "1.0"   "289"   "0.0000"   "0.0138"   "0.0000"   "0.2318"   "0.0138"   "0.0035"   "0.0173"   "1.1280"   "0.1799"   "5.8062"   "5.9835"
 "5671"   "Hana Zen Yakitori & Sushi Bar"   "sushi bars"   "sf"   "3.0"   "57"   "0.0175"   "0.0000"   "0.0000"   "0.1754"   "0.0000"   "0.0000"   "0.0175"   "0.5088"   "0.1053"   "6.2632"   "6.5157"
 "5672"   "Johnny Rockets"   "american (traditional)"   "sf"   "1.0"   "51"   "0.0000"   "0.0980"   "0.0000"   "0.4314"   "0.0784"   "0.0000"   "0.7059"   "2.1569"   "0.7059"   "13.5882"   "6.1022"
 "5673"   "Yank Sing 2 Go"   "chinese"   "sf"   "3.0"   "19"   "0.0000"   "0.0000"   "0.0000"   "0.2632"   "0.0000"   "0.0000"   "0.1053"   "0.6316"   "0.0000"   "6.6842"   "6.0475"
 "5674"   "Nonna Rosa"   "italian"   "sf"   "2.0"   "42"   "0.0000"   "0.0000"   "0.0000"   "0.3095"   "0.0000"   "0.0000"   "0.0476"   "0.7143"   "0.0714"   "4.4762"   "6.3961"
 "5675"   "Spring Garden"   "chinese"   "washington"   "2.0"   "299"   "0.0000"   "0.0100"   "0.0000"   "0.1070"   "0.0033"   "0.0000"   "0.0033"   "0.6154"   "0.2040"   "4.7860"   "5.8962"
 "5676"   "Z K Food"   "sandwiches"   "chicago"   "2.0"   "71"   "0.1268"   "0.0704"   "0.0141"   "0.6901"   "0.0423"   "0.0000"   "0.1831"   "1.7324"   "0.2676"   "10.7887"   "6.6085"
 "5677"   "Taqueria Los Comales"   "mexican"   "chicago"   "1.0"   "62"   "0.0000"   "0.0000"   "0.0000"   "0.0323"   "0.0000"   "0.0000"   "0.0161"   "0.1129"   "0.0000"   "2.9677"   "5.8780"
 "5678"   "O Mai"   "otherasian"   "nyc"   "2.0"   "38"   "0.0000"   "0.0000"   "0.0000"   "0.5789"   "0.0000"   "0.0000"   "0.0000"   "1.2105"   "0.4737"   "8.6316"   "6.1188"
 "5679"   "Triangolo Restaurant"   "italian"   "nyc"   "2.0"   "45"   "0.0000"   "0.1556"   "0.0000"   "0.2444"   "0.0000"   "0.0000"   "0.0000"   "0.8000"   "0.2444"   "9.4444"   "7.1314"
 "5680"   "Fast Eddie's"   "coffee & tea"   "washington"   "2.0"   "102"   "0.0196"   "0.0294"   "0.0098"   "0.6569"   "0.0294"   "0.0000"   "0.3235"   "1.8235"   "0.3039"   "11.8922"   "6.2377"
 "5681"   "La Corneta Taqueria"   "mexican"   "sf"   "1.0"   "109"   "0.0000"   "0.0000"   "0.0000"   "0.0642"   "0.0000"   "0.0000"   "0.2018"   "0.4954"   "0.1009"   "3.7798"   "6.0870"
 "5682"   "Mancester Pub"   "american (traditional)"   "nyc"   "2.0"   "36"   "0.0000"   "0.0833"   "0.0278"   "0.7778"   "0.0000"   "0.0000"   "0.6111"   "1.8056"   "0.3611"   "13.2500"   "6.1550"
 "5683"   "Bus Stop"   "fast food"   "nyc"   "1.0"   "309"   "0.0032"   "0.0065"   "0.0000"   "0.2039"   "0.0097"   "0.0000"   "0.1036"   "1.2880"   "0.1942"   "6.9417"   "6.2668"
 "5684"   "Samantha's Trattoria Salumeria"   "italian"   "nyc"   "1.0"   "140"   "0.0071"   "0.0071"   "0.0000"   "0.2286"   "0.0000"   "0.0000"   "0.0857"   "0.7000"   "0.1500"   "4.5500"   "6.3638"
 "5685"   "Hot & Tasty Bagel & Deli"   "other"   "nyc"   "1.0"   "85"   "0.0000"   "0.0000"   "0.0000"   "0.0706"   "0.0000"   "0.0000"   "0.0000"   "0.3176"   "0.0000"   "2.5294"   "6.0515"
 "5686"   "Hamachi"   "sushi bars"   "nyc"   "2.0"   "165"   "0.0061"   "0.0000"   "0.0061"   "0.2667"   "0.0000"   "0.0000"   "0.1394"   "0.6727"   "0.1879"   "6.6182"   "6.2449"
 "5687"   "Mayur Kabab House"   "indian"   "washington"   "1.0"   "61"   "0.0000"   "0.1311"   "0.0164"   "0.3443"   "0.0000"   "0.0328"   "0.0000"   "1.6557"   "0.3115"   "14.1148"   "6.0659"
 "5688"   "House Of Wah Sun"   "chinese"   "chicago"   "2.0"   "277"   "0.0000"   "0.0000"   "0.0000"   "0.0722"   "0.0181"   "0.0000"   "0.0144"   "0.7762"   "0.2274"   "7.0361"   "5.1121"
 "5689"   "Amazing Geisha Wings"   "sushi bars"   "boston"   "2.0"   "40"   "0.0000"   "0.1000"   "0.0000"   "0.0750"   "0.0000"   "0.0000"   "0.0250"   "0.4750"   "0.1250"   "3.1250"   "5.7984"
 "5690"   "Cook Au Vin"   "french"   "chicago"   "4.0"   "23"   "0.0000"   "0.0870"   "0.0000"   "0.3478"   "0.0000"   "0.0000"   "0.1739"   "1.3043"   "0.1304"   "9.6087"   "6.7299"
 "5691"   "Brick NYC"   "italian"   "nyc"   "2.0"   "78"   "0.0897"   "0.0000"   "0.1154"   "0.1795"   "0.0000"   "0.0000"   "0.0385"   "0.8846"   "0.1795"   "6.3718"   "7.1288"
 "5692"   "Tasti D-Lite"   "other"   "nyc"   "1.0"   "23"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.3478"   "0.0000"   "1.9565"   "5.1739"
 "5693"   "Suma Sushi"   "sushi bars"   "nyc"   "2.0"   "176"   "0.0000"   "0.0114"   "0.0000"   "0.1591"   "0.0000"   "0.0000"   "0.0625"   "0.5455"   "0.1989"   "6.0170"   "6.1423"
 "5694"   "Terrace Fish & Chip"   "fast food"   "nyc"   "1.0"   "87"   "0.0000"   "0.0000"   "0.0000"   "0.1264"   "0.0345"   "0.0000"   "0.0230"   "0.6897"   "0.0460"   "5.2874"   "5.7544"
 "5695"   "Cafe St. Bart's"   "american (new)"   "nyc"   "2.0"   "8"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.2500"   "0.0000"   "7.0000"   "6.4815"
 "5696"   "Curly's Vegetarian Lunch"   "vegetarian"   "nyc"   "2.0"   "105"   "0.0000"   "0.0476"   "0.0095"   "0.5333"   "0.0000"   "0.0095"   "0.4762"   "2.2190"   "0.5333"   "15.8286"   "5.9032"
 "5697"   "Finnegans Wake"   "bars"   "nyc"   "2.0"   "45"   "0.0000"   "0.0000"   "0.0000"   "0.2444"   "0.0000"   "0.0000"   "0.0000"   "0.4667"   "0.1111"   "3.3778"   "6.0379"
 "5698"   "Big City"   "pizza"   "boston"   "2.0"   "80"   "0.0125"   "0.0500"   "0.0875"   "1.2250"   "0.0125"   "0.0000"   "0.1250"   "2.6125"   "0.5125"   "20.3875"   "6.3907"
 "5699"   "Gari"   "sushi bars"   "nyc"   "4.0"   "124"   "0.0242"   "0.0081"   "0.0000"   "0.1129"   "0.0000"   "0.0000"   "0.0000"   "0.3710"   "0.1048"   "4.9919"   "5.7583"
 "5700"   "One SixtyBlue"   "american (new)"   "chicago"   "3.0"   "29"   "0.5172"   "0.0345"   "0.0000"   "0.6207"   "0.0000"   "0.0000"   "0.0000"   "2.1034"   "0.1379"   "12.7241"   "6.9619"
 "5701"   "Wild Ginger"   "vegetarian"   "nyc"   "2.0"   "75"   "0.0000"   "0.0133"   "0.0000"   "0.5867"   "0.0000"   "0.0133"   "0.1333"   "1.8667"   "0.4400"   "12.4400"   "6.3574"
 "5702"   "Cafe Gitane"   "french"   "nyc"   "2.0"   "40"   "0.0000"   "0.0000"   "0.0250"   "0.4750"   "0.0000"   "0.0000"   "0.1000"   "1.0750"   "0.0750"   "8.5000"   "6.5226"
 "5703"   "Cream & Sugar"   "coffee & tea"   "philadelphia"   "1.0"   "168"   "0.0000"   "0.0238"   "0.0119"   "0.0833"   "0.0179"   "0.0119"   "0.0357"   "0.4821"   "0.1131"   "5.2798"   "6.1023"
 "5704"   "Manny & Olga's Pizza"   "pizza"   "washington"   "1.0"   "93"   "0.0000"   "0.0000"   "0.0323"   "0.1720"   "0.0430"   "0.0000"   "0.0215"   "1.3441"   "0.1290"   "8.3763"   "6.1686"
 "5705"   "India Curry House"   "indian"   "sf"   "2.0"   "97"   "0.0000"   "0.0928"   "0.0000"   "0.2577"   "0.0103"   "0.0000"   "0.0000"   "0.8557"   "0.2990"   "7.8247"   "6.2444"
 "5706"   "The Smith"   "american (new)"   "nyc"   "2.0"   "56"   "0.0179"   "0.0179"   "0.0179"   "0.3929"   "0.0000"   "0.0000"   "0.0536"   "1.0000"   "0.1071"   "7.6250"   "6.5668"
 "5707"   "Silver Clouds Restaurant & Bar"   "american (traditional)"   "sf"   "2.0"   "43"   "0.0000"   "0.0233"   "0.0000"   "0.1860"   "0.0000"   "0.0000"   "0.0465"   "0.4651"   "0.0930"   "4.1860"   "6.4799"
 "5708"   "Kadok's Bahay Kubo"   "otherasian"   "sf"   "1.0"   "94"   "0.0000"   "0.0000"   "0.0213"   "0.0213"   "0.0000"   "0.0000"   "0.0000"   "0.7872"   "0.0426"   "2.8617"   "6.1638"
 "5709"   "10 Arts"   "american (new)"   "philadelphia"   "3.0"   "42"   "0.2381"   "0.0000"   "0.0000"   "0.3810"   "0.0000"   "0.0000"   "0.0000"   "1.1190"   "0.2381"   "7.9048"   "7.0018"
 "5710"   "Le Pain Quotidien"   "coffee & tea"   "nyc"   "2.0"   "38"   "0.0000"   "0.0000"   "0.0000"   "0.2105"   "0.0000"   "0.0263"   "0.0000"   "1.1579"   "0.0526"   "5.2632"   "6.8074"
 "5711"   "Indian Ocean"   "indian"   "washington"   "2.0"   "86"   "0.0000"   "0.1163"   "0.0000"   "0.7907"   "0.0349"   "0.0116"   "0.0465"   "2.4651"   "0.9651"   "17.5000"   "6.3009"
 "5712"   "Rose Tattoo Cafe"   "american (new)"   "philadelphia"   "3.0"   "25"   "0.0800"   "0.0000"   "0.0000"   "0.9600"   "0.0000"   "0.0000"   "0.2400"   "2.2000"   "0.4800"   "13.9200"   "6.5147"
 "5713"   "Lost Souls Cafe"   "sandwiches"   "la"   "1.0"   "29"   "0.0000"   "0.0345"   "0.0000"   "0.9655"   "0.0000"   "0.0000"   "0.3448"   "1.8966"   "0.4483"   "14.2069"   "6.0831"
 "5714"   "Rouge"   "other"   "boston"   "2.0"   "43"   "0.0233"   "0.0233"   "0.0465"   "0.3256"   "0.0000"   "0.0000"   "0.0698"   "1.0698"   "0.3256"   "9.1628"   "6.1226"
 "5715"   "Dolce Vita"   "italian"   "boston"   "3.0"   "69"   "0.0000"   "0.0145"   "0.0000"   "0.1884"   "0.0000"   "0.0000"   "0.0435"   "0.7971"   "0.2899"   "9.1449"   "6.4654"
 "5716"   "Thai Orchid's Kitchen"   "thai"   "washington"   "2.0"   "85"   "0.0000"   "0.0235"   "0.0000"   "0.3176"   "0.1059"   "0.0235"   "0.0941"   "2.9882"   "1.2706"   "14.8235"   "6.0378"
 "5717"   "Tsing Tao Restaurant"   "chinese"   "sf"   "1.0"   "206"   "0.0000"   "0.0583"   "0.0000"   "0.1650"   "0.0000"   "0.0049"   "0.0194"   "1.0388"   "0.3058"   "6.9272"   "5.7322"
 "5718"   "Agave "   "mexican"   "nyc"   "2.0"   "31"   "0.0323"   "0.1290"   "0.0000"   "0.5161"   "0.0323"   "0.0000"   "0.1613"   "1.8065"   "0.4194"   "12.1613"   "6.2351"
 "5719"   "East Japanese Restaurant"   "sushi bars"   "nyc"   "2.0"   "126"   "0.0000"   "0.0000"   "0.0000"   "0.1270"   "0.0000"   "0.0000"   "0.0476"   "0.4603"   "0.1270"   "5.5317"   "6.0357"
 "5720"   "Bombay Cafe"   "indian"   "boston"   "1.0"   "119"   "0.0000"   "0.1092"   "0.0000"   "0.2857"   "0.0168"   "0.0000"   "0.0084"   "1.5294"   "0.6387"   "12.2605"   "6.2562"
 "5721"   "Empress Garden"   "chinese"   "philadelphia"   "1.0"   "173"   "0.0000"   "0.0000"   "0.0000"   "0.0751"   "0.0000"   "0.0000"   "0.0173"   "0.3815"   "0.1098"   "4.5029"   "5.2260"
 "5722"   "Wok N' Roll"   "chinese"   "nyc"   "1.0"   "208"   "0.0000"   "0.0000"   "0.0000"   "0.1250"   "0.0000"   "0.0000"   "0.0144"   "0.4856"   "0.0913"   "4.2837"   "5.8759"
 "5723"   "Kildare Restaurant"   "other"   "chicago"   "1.0"   "60"   "0.0000"   "0.0000"   "0.0000"   "0.1333"   "0.0000"   "0.0000"   "0.1667"   "0.4833"   "0.0833"   "3.7667"   "6.0701"
 "5724"   "Ko Sushi"   "sushi bars"   "nyc"   "2.0"   "193"   "0.0000"   "0.0000"   "0.0000"   "0.2539"   "0.0104"   "0.0000"   "0.0259"   "0.6788"   "0.1917"   "6.6580"   "5.5551"
 "5725"   "La Barca"   "mexican"   "sf"   "2.0"   "59"   "0.0000"   "0.0000"   "0.0000"   "0.6271"   "0.0169"   "0.0000"   "0.3220"   "1.7966"   "0.4407"   "12.5424"   "6.4681"
 "5726"   "Grandaddy's "   "sandwiches"   "chicago"   "1.0"   "59"   "0.0000"   "0.1186"   "0.0169"   "0.0000"   "0.0508"   "0.0169"   "0.1525"   "0.4576"   "0.0508"   "5.6102"   "5.7955"
 "5727"   "Ishihama Japanese Restaurant"   "sushi bars"   "nyc"   "4.0"   "130"   "0.0000"   "0.0000"   "0.0077"   "0.3538"   "0.0077"   "0.0000"   "0.1000"   "0.9538"   "0.3615"   "8.2692"   "6.3058"
 "5728"   "Piccadilly"   "fast food"   "sf"   "1.0"   "37"   "0.0000"   "0.0541"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "3.3784"   "5.6066"
 "5729"   "N & S Restaurant"   "other"   "sf"   "1.0"   "185"   "0.0000"   "0.0000"   "0.0000"   "0.2108"   "0.0000"   "0.0108"   "0.0324"   "0.9568"   "0.3676"   "8.5081"   "5.6072"
 "5730"   "Ashmont Grill"   "american (traditional)"   "boston"   "2.0"   "20"   "0.1500"   "0.0000"   "0.0000"   "0.3000"   "0.0000"   "0.0000"   "0.2500"   "0.9500"   "0.2000"   "5.4000"   "6.4654"
 "5731"   "San Francisco Soup Company"   "fast food"   "sf"   "1.0"   "34"   "0.0294"   "0.2059"   "0.1765"   "0.6176"   "0.0000"   "0.2647"   "0.0000"   "3.6176"   "0.1471"   "16.5588"   "5.8256"
 "5732"   "Allston Village Pizza & Grill"   "pizza"   "boston"   "1.0"   "161"   "0.0000"   "0.0000"   "0.0000"   "0.1366"   "0.0186"   "0.0000"   "0.0062"   "0.4907"   "0.0248"   "4.6584"   "6.2194"
 "5733"   "El Faro Restaurant"   "spanish"   "nyc"   "2.0"   "111"   "0.0090"   "0.0000"   "0.0000"   "0.0360"   "0.0000"   "0.0000"   "0.0090"   "0.3063"   "0.0721"   "5.5946"   "6.2318"
 "5734"   "Annie Moore's"   "american (traditional)"   "nyc"   "2.0"   "6"   "0.0000"   "0.3333"   "0.0000"   "0.3333"   "0.0000"   "0.0000"   "0.1667"   "1.6667"   "0.1667"   "11.1667"   "5.4558"
 "5735"   "Lou' Pier 47"   "southern"   "sf"   "2.0"   "33"   "0.0606"   "0.0303"   "0.0606"   "0.5758"   "0.0303"   "0.0000"   "0.2121"   "1.7273"   "0.2121"   "13.6667"   "6.1631"
 "5736"   "Al Dente"   "italian"   "nyc"   "2.0"   "56"   "0.0179"   "0.1964"   "0.0000"   "0.3571"   "0.0000"   "0.0000"   "0.0179"   "1.3929"   "0.4643"   "12.4107"   "6.7304"
 "5737"   "Fuddruckers"   "other"   "washington"   "2.0"   "102"   "0.0098"   "0.0000"   "0.0196"   "0.2549"   "0.0196"   "0.0000"   "0.1569"   "0.8922"   "0.2353"   "6.2157"   "6.2307"
 "5738"   "The Black Sheep"   "bars"   "nyc"   "2.0"   "14"   "0.0000"   "0.0000"   "0.0000"   "0.2857"   "0.0714"   "0.0000"   "0.0000"   "0.6429"   "0.0714"   "4.8571"   "6.1361"
 "5739"   "Thai Nation Restaurant"   "thai"   "sf"   "2.0"   "83"   "0.0120"   "0.0602"   "0.0000"   "0.4337"   "0.0723"   "0.0723"   "0.0602"   "2.4819"   "1.1566"   "15.6024"   "5.8217"
 "5740"   "Hamburger Haven"   "american (traditional)"   "sf"   "1.0"   "72"   "0.0000"   "0.0139"   "0.0139"   "0.1389"   "0.0417"   "0.0833"   "0.1806"   "0.9444"   "0.0972"   "8.6111"   "5.9244"
 "5741"   "Wasabi Sushi"   "sushi bars"   "sf"   "2.0"   "148"   "0.0000"   "0.0000"   "0.0068"   "0.0676"   "0.0068"   "0.0000"   "0.0541"   "0.3919"   "0.1419"   "4.1622"   "5.9612"
 "5742"   "Oms B Rice Ball Cafe"   "sushi bars"   "nyc"   "1.0"   "89"   "0.0000"   "0.0000"   "0.0112"   "0.4607"   "0.0674"   "0.0000"   "0.0674"   "1.0899"   "0.2360"   "9.8427"   "5.8659"
 "5743"   "Art Bar - West Village Bar & Lounge"   "american (traditional)"   "nyc"   "2.0"   "34"   "0.0000"   "0.1471"   "0.0000"   "0.3235"   "0.0000"   "0.0000"   "0.2059"   "1.2353"   "0.3235"   "8.0882"   "6.6918"
 "5744"   "The Perfect Pita"   "mexican"   "washington"   "1.0"   "61"   "0.0000"   "0.0820"   "0.0328"   "0.4590"   "0.5082"   "0.0656"   "0.2951"   "1.9344"   "0.3934"   "15.4754"   "6.2270"
 "5745"   "Chink's Steaks"   "fast food"   "philadelphia"   "1.0"   "29"   "0.0000"   "0.0000"   "0.0000"   "0.0690"   "0.0000"   "0.0000"   "0.0690"   "0.3103"   "0.0345"   "2.9310"   "6.4161"
 "5746"   "Montmartre"   "french"   "washington"   "2.0"   "23"   "0.0435"   "0.0870"   "0.0000"   "0.4348"   "0.0000"   "0.0000"   "0.0435"   "1.1739"   "0.3043"   "9.3478"   "6.4192"
 "5747"   "Neecha"   "thai"   "sf"   "2.0"   "104"   "0.0000"   "0.1154"   "0.0000"   "0.4904"   "0.0096"   "0.0192"   "0.1346"   "2.0288"   "0.7212"   "15.8269"   "5.8464"
 "5748"   "Destino"   "italian"   "nyc"   "4.0"   "76"   "0.0000"   "0.0000"   "0.0000"   "0.3026"   "0.0000"   "0.0000"   "0.0395"   "1.0000"   "0.1974"   "9.4737"   "6.5590"
 "5749"   "1550 Hyde Cafe"   "italian"   "sf"   "3.0"   "48"   "0.0625"   "0.0000"   "0.0000"   "0.1042"   "0.0000"   "0.0000"   "0.0000"   "0.6042"   "0.1458"   "7.0208"   "6.2683"
 "5750"   "Trident Booksellers & Cafe"   "american (traditional)"   "boston"   "2.0"   "88"   "0.0114"   "0.1477"   "0.0227"   "0.5114"   "0.0114"   "0.0341"   "0.1705"   "1.7273"   "0.4773"   "14.0000"   "6.3101"
 "5751"   "Little Fountain Cafe"   "bars"   "washington"   "2.0"   "24"   "0.1250"   "0.0000"   "0.0000"   "0.8750"   "0.0000"   "0.0000"   "0.0417"   "2.1667"   "0.2917"   "16.2917"   "6.2223"
 "5752"   "Cafe 50 West"   "american (traditional)"   "nyc"   "2.0"   "56"   "0.0179"   "0.2321"   "0.0000"   "0.4643"   "0.0179"   "0.0000"   "0.0357"   "1.3750"   "0.2679"   "11.5000"   "6.5372"
 "5753"   "Luna Park"   "american (new)"   "la"   "2.0"   "22"   "0.0000"   "0.0000"   "0.0000"   "0.8182"   "0.0000"   "0.0909"   "0.3182"   "2.2273"   "0.3182"   "12.4545"   "6.4754"
 "5754"   "Sushi Rock #3"   "sushi bars"   "sf"   "2.0"   "66"   "0.0000"   "0.0000"   "0.0000"   "0.1667"   "0.0000"   "0.0152"   "0.0152"   "0.6818"   "0.1515"   "6.3636"   "5.8668"
 "5755"   "Subway"   "sandwiches"   "boston"   "1.0"   "57"   "0.0000"   "0.0000"   "0.0000"   "0.0351"   "0.0000"   "0.0000"   "0.0000"   "0.1754"   "0.1053"   "2.5965"   "5.8152"
 "5756"   "Nage"   "american (new)"   "washington"   "3.0"   "12"   "0.0000"   "0.0000"   "0.0000"   "0.1667"   "0.0000"   "0.0000"   "0.0000"   "0.5000"   "0.0833"   "6.6667"   "7.3438"
 "5757"   "Willy's"   "other"   "nyc"   "2.0"   "57"   "0.0000"   "0.0175"   "0.0000"   "0.4561"   "0.0000"   "0.0000"   "0.0000"   "0.8596"   "0.1579"   "6.9649"   "6.2742"
 "5758"   "Miami Restaurant"   "latin american"   "boston"   "1.0"   "74"   "0.0000"   "0.0000"   "0.0000"   "0.0135"   "0.0000"   "0.0000"   "0.0000"   "0.1216"   "0.0270"   "3.1892"   "6.2187"
 "5759"   "Hunan China"   "chinese"   "sf"   "1.0"   "109"   "0.0000"   "0.0000"   "0.0000"   "0.0367"   "0.0000"   "0.0000"   "0.0000"   "0.6239"   "0.3028"   "3.5596"   "5.9624"
 "5760"   "Esperpento"   "spanish"   "sf"   "2.0"   "62"   "0.0000"   "0.0645"   "0.0000"   "0.2419"   "0.0161"   "0.0000"   "0.1935"   "0.4677"   "0.0323"   "9.2581"   "6.2442"
 "5761"   "Sasso"   "italian"   "boston"   "3.0"   "50"   "0.0600"   "0.0000"   "0.0000"   "0.5200"   "0.0000"   "0.0000"   "0.0000"   "1.2000"   "0.2600"   "10.9800"   "7.1466"
 "5762"   "Ici Urban Bistro"   "french"   "washington"   "3.0"   "42"   "0.0952"   "0.0000"   "0.0000"   "0.2619"   "0.0000"   "0.0000"   "0.0476"   "0.7143"   "0.0476"   "6.0476"   "6.4086"
 "5763"   "Taste of Jamaica"   "latin american"   "washington"   "1.0"   "64"   "0.0000"   "0.0000"   "0.0000"   "0.1094"   "0.0156"   "0.0000"   "0.0156"   "0.6406"   "0.0469"   "2.4062"   "6.1497"
 "5764"   "Maru Sushi"   "sushi bars"   "sf"   "2.0"   "153"   "0.0065"   "0.0000"   "0.0000"   "0.1438"   "0.0065"   "0.0065"   "0.0392"   "0.5098"   "0.2222"   "5.6732"   "6.2027"
 "5765"   "Saha"   "middle eastern"   "sf"   "3.0"   "8"   "0.0000"   "0.0000"   "0.0000"   "0.6250"   "0.0000"   "0.0000"   "0.0000"   "1.6250"   "0.0000"   "12.2500"   "6.6852"
 "5766"   "Breezeway Bar & Grill"   "american (traditional)"   "boston"   "2.0"   "66"   "0.0000"   "0.0000"   "0.0758"   "0.1364"   "0.0455"   "0.0000"   "0.2121"   "1.0455"   "0.5303"   "10.4242"   "6.0718"
 "5767"   "Shiroi Hana"   "sushi bars"   "philadelphia"   "2.0"   "144"   "0.0000"   "0.0000"   "0.0000"   "0.2014"   "0.0000"   "0.0000"   "0.0347"   "0.7014"   "0.1944"   "7.6319"   "6.0186"
 "5768"   "Sweet Spring Restaurant"   "chinese"   "nyc"   "1.0"   "36"   "0.0000"   "0.0000"   "0.0000"   "0.1667"   "0.0000"   "0.0000"   "0.0000"   "0.5278"   "0.1111"   "3.6389"   "6.0535"
 "5769"   "Mapi Expresso And Sandwich Bar"   "american (traditional)"   "nyc"   "1.0"   "61"   "0.0000"   "0.0328"   "0.0000"   "0.0984"   "0.0000"   "0.0000"   "0.0984"   "0.4098"   "0.1148"   "4.8525"   "6.0007"
 "5770"   "Crepevine"   "sandwiches"   "sf"   "2.0"   "89"   "0.0112"   "0.0112"   "0.0000"   "0.6180"   "0.0000"   "0.0000"   "0.1348"   "1.2360"   "0.2022"   "10.3034"   "6.4576"
 "5771"   "Dom's Restaurant"   "italian"   "boston"   "3.0"   "52"   "0.0000"   "0.0385"   "0.0000"   "0.6346"   "0.0000"   "0.0385"   "0.6154"   "1.8846"   "0.7885"   "19.8269"   "6.2261"
 "5772"   "Mishima"   "sushi bars"   "nyc"   "2.0"   "122"   "0.0164"   "0.0000"   "0.0000"   "0.1230"   "0.0082"   "0.0000"   "0.0656"   "0.5656"   "0.1393"   "4.2049"   "6.0166"
 "5773"   "The Tombs"   "bars"   "washington"   "2.0"   "53"   "0.0189"   "0.0000"   "0.0000"   "0.4906"   "0.0189"   "0.0000"   "0.0377"   "1.4151"   "0.2830"   "11.4906"   "6.4881"
 "5774"   "Baluchi's"   "indian"   "nyc"   "3.0"   "87"   "0.0115"   "0.0575"   "0.0000"   "0.3333"   "0.0115"   "0.0000"   "0.0000"   "0.9195"   "0.2989"   "9.4713"   "6.2700"
