core,name,power,rating,url,series,brand,corename,rank,productname,l3cache,l2cache,freq,price,socket
4,Core i5-2400,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA6ZP3UN4697,Core i5,Intel,Sandy Bridge,75,Intel Core i5-2400 Sandy Bridge Quad-Core 3.1GHz (3.4GHz Turbo Boost) LGA 1155 95W BX80623I52400 Desktop Processor Intel HD Graphics 2000,6MB,4 x 256KB,3.1GHz (3.4GHz Turbo Boost),199.24,LGA 1155
2,Intel Celeron G3900,65W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G41G0265,Celeron,Intel,Skylake,74,Intel Intel Celeron G3900 Skylake Dual-Core 2.8 GHz LGA 1151 65W BX80662G3900 Desktop Processor Intel HD Graphics 510,2MB shared,,2.8 GHz,43.03,LGA 1151
8,FX-8350 Black Edition,125W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1K63T77158,FX-Series,AMD,Vishera,73,AMD FX-8350 Black Edition Vishera 8-Core 4.0 GHz -4.2GHz Turbo Socket AM3+ 125W FD8350FRHKBOX Desktop Processor Model FD8350FRHKBOX,8MB,4 x 2MB,4.0 GHz (4.2GHz Turbo),183.11,AM3+
4,Core i5-4440,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96308,Core i5,Intel,Haswell,72,Intel Core i5-4440 Haswell Quad-Core 3.1 GHz (3.3 GHz Turbo) LGA 1150 84W BX80646I54440 Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.1 GHz (3.3 GHz Turbo),194.93,LGA 1150
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3073,,,,70,"AMD FX-8350 Eight-Core Vishera Processor 4.0GHz Socket AM3+, ",,,,247.18,AM3+
2,Core i3-4150,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83U90712,Core i3,Intel,Haswell,69,Intel Core i3-4150 Haswell Dual-Core 3.5 GHz LGA 1150 54W BX80646I34150 Desktop Processor Intel HD Graphics 4400,3MB,2 x 256KB,3.5 GHz,124.83,LGA 1150
4,Core i5-4570,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116896,Core i5,Intel,Haswell,68,Intel Core i5-4570 Haswell Quad-Core 3.2 GHz LGA 1150 84W BX80646I54570 Desktop Processor Intel HD Graphics,6MB,,3.2 GHz,199.99,LGA 1150
4,A8-7650K,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113406,A-Series APU,AMD,Kaveri,67,AMD A8-7650K with AMD quiet cooler Quad-Core Socket FM2+ 95W AD765KXBJASBX Desktop Processor AMD Radeon R7,,2 x 2MB,3.3 GHz,79.99,FM2+
8,FX-8320E,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z95821,FX-Series,AMD,Vishera,66,AMD FX-8320E Vishera 8-Core 3.2GHz (4.0GHz Turbo) Socket AM3+ 95W FD832EWMHKBOX Desktop Processor,8MB,4 x 2MB,3.2GHz (4.0GHz Turbo),137.66,AM3+
4,Core i7-4770,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96258,Core i7,Intel,Haswell,65,Intel Core i7-4770 Haswell Quad-Core 3.4 GHz LGA 1150 84W BX80646I74770 Desktop Processor Intel HD Graphics,8MB,,3.4 GHz,317.85,LGA 1150
4,Athlon X4 860K,95W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4M09523,Athlon X4,AMD,Kaveri,64,AMD Athlon X4 860K Kaveri Quad-Core 3.7 GHz Socket FM2+ 95W AD860KXBJABOX Desktop Processor (BLACK EDITION),,2 x 2MB,3.7 GHz,99.99,FM2+
4,Core i5-6600K 6M,95W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84CZ1343,Core i5,Intel,Skylake,63,Intel Core i5-6600K 6M Skylake Quad-Core 3.5 GHz LGA 1151 95W CM8066201920300 Desktop Processor Intel HD Graphics 530,6 MB shared,4 x 256KB,3.5 GHz,248.12,LGA 1151
4,Core i5-4670,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116898,Core i5,Intel,Haswell,62,Intel Core i5-4670 Haswell Quad-Core 3.4 GHz LGA 1150 84W BX80646I54670 Desktop Processor Intel HD Graphics,6MB,,3.4 GHz,226.99,LGA 1150
4,A10-6800K,100W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113331,A-Series APU,AMD,Richland,61,AMD A10-6800K Richland 4.1 GHz (4.4GHz Turbo) Socket FM2 100W Quad-Core Desktop Processor - Black Edition AMD Radeon HD 8670D,,2 x 2MB,4.1 GHz,129.99,FM2
2,A4-6300,65W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113349,A-Series APU,AMD,Richland,60,AMD A4-6300 Richland Dual-Core 3.7 GHz Socket FM2 65W AD6300OKHLBOX Desktop Processor AMD Radeon HD 8370D,,1MB,3.7 GHz,29.99,FM2
2,Pentium G4500,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96314,Pentium,Intel,Skylake,59,Intel Pentium G4500 Skylake Dual-Core 3.5 GHz LGA 1151 65W BX80662G4500 Desktop Processor Intel HD Graphics 530,3MB,2 x 256KB,3.5 GHz,70.43,LGA 1151
2,Core i3-6100T,35W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84D69484,Core i3,Intel,Skylake,58,Intel Core i3-6100T Skylake Dual-Core 3.2 GHz LGA 1151 35W BX80662I36100T Desktop Processor Intel HD Graphics 530,3MB,,3.2 GHz,126,LGA 1151
4,Core i5-4430,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116895,Core i5,Intel,Haswell,57,Intel Core i5-4430 Haswell Quad-Core 3.0 GHz LGA 1150 84W BX80646I54430 Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.0 GHz,184.99,LGA 1150
2,Core i3-4160,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117447,Core i3,Intel,Haswell,56,Intel Core i3-4160 Haswell Dual-Core 3.6 GHz LGA 1150 54W BX80646I34160 Desktop Processor Intel HD Graphics 4400,3MB,2 x 256KB,3.6 GHz,119.99,LGA 1150
6,FX-6350,125W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83U88498,FX-Series,AMD,Vishera,55,AMD FX-6350 Vishera 6-Core 3.9 GHz Socket AM3+ 125W FD6350FRHKBOX Desktop Processor,8MB,,3.9 GHz,126.44,AM3+
6,FX-6350,125W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113416,FX-Series,AMD,Vishera,54,AMD FX-6350 Vishera 6-Core 3.9 GHz (4.2 GHz Turbo) Socket AM3+ 125W FD6350FRHKHBX Desktop Processor with AMD Wraith Cooler,8MB,,3.9 GHz,134.99,AM3+
4,Core i5-4670K,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G3RH4325,Core i5,Intel,Haswell,53,Intel Core i5-4670K Haswell Quad-Core 3.4 GHz LGA 1150 84W BX80646I54670K Desktop Processor Intel HD Graphics,6MB,,3.4 GHz,268.26,LGA 1150
4,Core i7-3770K,77W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4U21178,Core i7,Intel,Ivy Bridge,52,Intel Core i7-3770K Ivy Bridge Quad-Core 3.5GHz (3.9GHz Turbo) LGA 1155 77W BX80637I73770K Desktop Processor Intel HD Graphics 4000,8MB,4 x 256KB,3.5GHz (3.9GHz Turbo),"1,050.00",LGA 1155
4,Core i7-4770K,84W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIABRA4UV3698,Core i7,Intel,Haswell,51,Intel Core i7-4770K Haswell Quad-Core 3.5 GHz LGA 1150 84W CM8064601464206 Desktop Processor Intel HD Graphics 4600,8MB,,3.5 GHz,399,LGA 1150
4,Core i7-4770S,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116902,Core i7,Intel,Haswell,50,Intel Core i7-4770S Haswell Quad-Core 3.1 GHz LGA 1150 65W BX80646I74770S Desktop Processor Intel HD Graphics,8MB,,3.1 GHz,295.99,LGA 1150
2,A4-7300,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113378,A-Series APU,AMD,Richland,49,AMD A4-7300 Richland Dual-Core 4.0 GHz Socket FM2 65W Desktop Processor AD7300OKHLBOX,,1MB,3.8 GHz,39.99,FM2
4,A10-7870K,95W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113403,A-Series APU,AMD,Godavari,48,AMD A10-7870K with AMD quiet cooler Quad-Core Socket FM2+ 95W AD787KXDJCSBX Desktop Processor AMD Radeon R7,,2 x 2MB,3.9 GHz,129.99,FM2+
2,Pentium G3250,53W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96317,Pentium,Intel,Haswell,47,Intel Pentium G3250 Haswell Dual-Core 3.2GHz LGA 1150 53W Desktop ProcessorIntel HD Graphics BX80646G3250,3MB,2 x 256KB,3.2 GHz,58.72,LGA 1150
2,Core i3-6320,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117621,Core i3,Intel,Skylake,46,Intel Core i3-6320 Skylake Dual-Core 3.9 GHz LGA 1151 65W BX80662I36320 Desktop Processor Intel HD Graphics 530,4MB,2 x 256KB,3.9 GHz,159.99,LGA 1151
8,FX-8370,125W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113374,FX-Series,AMD,Vishera,45,AMD FX-8370 4.0 GHz (4.3 GHz Turbo) Socket AM3+ FD8370FRHKBOX Desktop Processor,8MB,4 x 2MB,4.0 GHz (4.3 GHz Turbo),189.99,AM3+
4,Athlon X4 880k,95W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z95748,Athlon X4,AMD,Godavari,44,AMD Athlon X4 880k with AMD quiet cooler Quad-Core Socket FM2+ 95W AD880KXBJCSBX Desktop Processor,,2 x 2MB,4.0 GHz,92.34,FM2+
2,Core i3-6300,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117622,Core i3,Intel,Skylake,43,Intel Core i3-6300 Skylake Dual-Core 3.8 GHz LGA 1151 65W BX80662I36300 Desktop Processor Intel HD Graphics 530,4MB,2 x 256KB,3.8 GHz,149.99,LGA 1151
4,Athlon X4 845,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z95798,Athlon X4,AMD,,42,AMD Athlon X4 845 with AMD quiet cooler Quad-Core Socket FM2+ 65W AD845XACKASBX Desktop Processor,,2 x 1MB,3.5 GHz,64.43,FM2+
4,A10-7890K,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113402,A-Series APU,AMD,Godavari,41,AMD A10-7890K with AMD Wraith cooler Quad-Core Socket FM2+ 95W AD789KXDJCHBX Desktop Processor AMD Radeon R7,,4MB,4.1 GHz,148.99,FM2+
2,Pentium G3258,53W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96224,Pentium,Intel,Haswell,40,Intel Pentium G3258 Haswell Dual-Core 3.2 GHz LGA 1150 53W BX80646G3258 Desktop Processor Intel HD Graphics,3MB,2 x 256KB,3.2 GHz,72.24,LGA 1150
8,FX-8350 Black Edition,125W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113415,FX-Series,AMD,Vishera,39,AMD CPU FX-8350 Black Edition 4.0 GHz (4.2 GHz Turbo) Socket AM3+ FD8350FRHKHBX Desktop Processor with AMD Wraith Cooler,8MB,4 x 2MB,4.0 GHz (4.2 GHz Turbo),179.99,AM3+
4,Athlon X4 860k,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113410,Athlon X4,AMD,Kaveri,38,AMD Athlon X4 860k with AMD quiet cooler Quad-Core Socket FM2+ 95W AD860KXBJASBX Desktop Processor,,2 x 2MB,3.7 GHz,69.99,FM2+
4,A10-7860K,65W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113404,A-Series APU,AMD,Godavari,37,AMD A10-7860K with AMD quiet cooler Quad-Core Socket FM2+ 65W AD786KYBJCSBX Desktop Processor AMD Radeon R7,,2 x 2MB,3.6 GHz,104.99,FM2+
2,A6-5400K,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113282,A-Series APU,AMD,Trinity,35,AMD A6-5400K Trinity Dual-Core 3.6 GHz Socket FM2 65W AD540KOKHJBOX Desktop APU (CPU + GPU) with DirectX 11 Graphic AMD Radeon HD 7540D,,1MB,3.6 GHz,34.99,FM2
2,AMD A6-7400K,,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113370,A-Series APU,AMD,Kaveri,34,AMD AMD A6-7400K Kaveri Dual-Core 3.5 GHz Socket FM2+ AD740KYBJABOX Desktop Processor Radeon R5 series,,1MB,3.5 GHz,54.99,FM2+
4,Core i5-4690,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116989,Core i5,Intel,Haswell,33,Intel Core i5-4690 Haswell Quad-Core 3.5 GHz LGA 1150 84W BX80646I54690 Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.5 GHz,224.99,LGA 1150
4,Core i5-4590S,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116992,Core i5,Intel,Haswell,32,Intel Core i5-4590S Haswell Quad-Core 3.0 GHz LGA 1150 65W BX80646I54590S Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.0 GHz,214.99,LGA 1150
8,Core i7-5960X,140W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117404,Core i7,Intel,Haswell-E,31,Intel Core i7-5960X Haswell-E 8-Core 3.0 GHz LGA 2011-v3 140W BX80648I75960X Desktop Processor,20MB,8 x 256KB,3.0 GHz,"1,015.99",LGA 2011-v3
2,Core i3-4170,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117543,Core i3,Intel,Haswell,30,Intel Core i3-4170 Haswell Dual-Core 3.7 GHz LGA 1150 54W BX80646I34170 Desktop Processor Intel HD Graphics 4400,3MB,2 x 256KB,3.7 GHz,119.99,LGA 1150
6,Core i7-5930K,140W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117403,Core i7,Intel,Haswell-E,29,Intel Core i7-5930K Haswell-E 6-Core 3.5 GHz LGA 2011-v3 140W BX80648I75930K Desktop Processor,15MB,6 x 256KB,3.5 GHz,579.99,LGA 2011-v3
2,Pentium G4400,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96302,Pentium,Intel,Skylake,28,Intel Pentium G4400 Skylake Dual-Core 3.3 GHz LGA 1151 65W BX80662G4400 Desktop Processor Intel HD Graphics 510,3MB,2 x 256KB,3.3 GHz,62.64,LGA 1151
4,FX-4300,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113287,FX-Series,AMD,Vishera,27,AMD FX-4300 Vishera Quad-Core 3.8GHz (4.0GHz) Socket AM3+ 95W FD4300WMHKBOX Desktop Processor,4MB,2 x 2MB,3.8GHz (4.0GHz),79.99,AM3+
8,Core i7-6900K 20M,140W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4FM4687,Core i7,Intel,Broadwell-E,26,Intel Core i7-6900K 20M Broadwell-E 8-Core 3.2 GHz LGA 2011-v3 140W BX80671I76900K Desktop Processor,,,3.2 GHz,"1,089.46",LGA 2011-v3
10,Core i7-6950X 25M,140W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117643,Core i7,Intel,Broadwell-E,25,Intel Core i7-6950X 25M Broadwell-E 10-Core 3.0 GHz LGA 2011-v3 140W BX80671I76950X Desktop Processor,,,3.0 GHz,"1,649.99",LGA 2011-v3
4,Core i5-4460,,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117302,Core i5,Intel,Haswell,23,Intel Core i5-4460 Haswell Quad-Core 3.2 GHz LGA 1150 BX80646I54460 Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.2 GHz,184.99,LGA 1150
4,Core i7-4790,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116987,Core i7,Intel,Haswell,22,Intel Core i7-4790 Haswell Quad-Core 3.6 GHz LGA 1150 84W BX80646I74790 Desktop Processor Intel HD Graphics 4600,8MB,4 x 256KB,3.6 GHz,304.99,LGA 1150
4,Core i5-4590,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116991,Core i5,Intel,Haswell,24,Intel Core i5-4590 Haswell Quad-Core 3.3 GHz LGA 1150 84W BX80646I54590 Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.3 GHz,199.99,LGA 1150
4,Core i5-4690K,88W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117372,Core i5,Intel,Devil's Canyon,21,Intel Core i5-4690K Devil's Canyon Quad-Core 3.5 GHz LGA 1150 88W BX80646I54690K Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.5 GHz,239.99,LGA 1150
6,Core i7-5820K,140W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117402,Core i7,Intel,Haswell-E,20,Intel Core i7-5820K Haswell-E 6-Core 3.3 GHz LGA 2011-v3 140W BX80648I75820K Desktop Processor,15MB,6 x 256KB,3.3 GHz,389.99,LGA 2011-v3
8,FX-9590,220W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113347,FX-Series,AMD,Vishera,19,AMD FX-9590 Vishera 8-Core 4.7 GHz Socket AM3+ 220W FD9590FHHKWOF Desktop Processor - Black Edition,8MB,4 x 2MB,4.7 GHz,229.99,AM3+
6,Core i7-6850K 15M,140W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117647,Core i7,Intel,Broadwell-E,18,Intel Core i7-6850K 15M Broadwell-E 6-Core 3.6 GHz LGA 2011-v3 140W BX80671I76850K Desktop Processor,,,3.6 GHz,609.99,LGA 2011-v3
4,A10-7700K,95W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113360,A-Series APU,AMD,Kaveri,16,AMD A10-7700K Kaveri 10 Compute Cores (4 CPU + 6 GPU) 3.4 GHz Socket FM2+ 95W Desktop Processor AMD Radeon R7 series AD770KXBJABOX,,2 x 2MB,3.4 GHz,94.99,FM2+
8,FX-8300,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84285311,FX-Series,AMD,Vishera,15,AMD FX-8300 Vishera 8-Core 3.3 GHz Socket AM3+ 95W FD8300WMHKBOX Desktop Processor,8MB,8MB,3.3 GHz,114.27,AM3+
2,Core i3-6100,51W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=2MN-0004-00002,Core i3,Intel,Skylake,14,Intel Core i3-6100 3M 3.7 GHz LGA 1151 BX80662I36100 Desktop Processor,3MB,2 x 256KB,3.7 GHz,119.99,LGA 1151
4,Core i7-4790K,88W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117369,Core i7,Intel,Devil's Canyon,13,Intel Core i7-4790K Devil's Canyon Quad-Core 4.0 GHz LGA 1150 88W BX80646I74790K Desktop Processor Intel HD Graphics 4600,8MB,4 x 256KB,4.0 GHz,339.99,LGA 1150
8,FX-8320,125W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113285,FX-Series,AMD,Vishera,12,AMD FX-8320 Vishera 8-Core 3.5 GHz (4.0 GHz Turbo) Socket AM3+ 125W FD8320FRHKBOX Desktop Processor,8MB,4 x 2MB,3.5 GHz (4.0 GHz Turbo),149.99,AM3+
8,FX-8370,125W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113398,FX-Series,AMD,Vishera,11,AMD FX-8370 with AMD Wraith Cooler Vishera 8-Core 4.0 GHz (4.3 GHz Turbo) Socket AM3+ 125W FD8370FRHKHBX Desktop Processor,8MB,4 x 2MB,4.0 GHz (4.3 GHz Turbo),184.99,AM3+
4,Core i5-6400 6 MB,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117564,Core i5,Intel,Skylake,10,Intel Core i5-6400 6 MB Skylake Quad-Core 2.7 GHz LGA 1151 65W BX80662I56400 Desktop Processor Intel HD Graphics 530,6 MB shared,4 x 256KB,2.7 GHz,182.99,LGA 1151
4,Core i5-6600 6M,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117562,Core i5,Intel,Skylake,9,Intel Core i5-6600 6M Skylake Quad-Core 3.3 GHz LGA 1151 65W BX80662I56600 Desktop Processor Intel HD Graphics 530,6 MB shared,4 x 256KB,3.3 GHz,219.99,LGA 1151
4,A8-7600,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3ZD6717,A-Series APU,AMD,Kaveri,8,AMD A8-7600 Kaveri Quad-Core 3.1 GHz Socket FM2+ 65W AD7600YBJABOX Desktop Processor AMD Radeon R7,,2 x 2MB,3.1 GHz,80.53,FM2+
4,FX-4350,125W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113326,FX-Series,AMD,Vishera,7,AMD FX-4350 Vishera Quad-Core 4.2 GHz Socket AM3+ 125W FD4350FRHKBOX Desktop Processor,8MB,2 x 2MB,4.2 GHz,79.99,AM3+
4,Core i5-6500 6MB,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117563,Core i5,Intel,Skylake,6,Intel Core i5-6500 6MB Skylake Quad-Core 3.2 GHz LGA 1151 65W BX80662I56500 Desktop Processor Intel HD Graphics 530,6MB shared,4 x 256KB,3.2 GHz,204.99,LGA 1151
4,Core i7-6700 8M,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117560,Core i7,Intel,Skylake,5,Intel Core i7-6700 8M Skylake Quad-Core 3.4 GHz LGA 1151 65W BX80662I76700 Desktop Processor Intel HD Graphics 530,8MB,4 x 256KB,3.4 GHz,304.99,LGA 1151
6,FX-6300,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113286,FX-Series,AMD,Vishera,4,AMD FX-6300 Vishera 6-Core 3.5 GHz (4.1 GHz Turbo) Socket AM3+ 95W FD6300WMHKBOX Desktop Processor,8MB,,3.5 GHz (4.1 GHz Turbo),99.99,AM3+
8,FX-8350 Black Edition,125W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113284,FX-Series,AMD,Vishera,3,AMD FX-8350 Black Edition Vishera 8-Core 4.0 GHz (4.2 GHz Turbo) Socket AM3+ 125W FD8350FRHKBOX Desktop Processor,8MB,4 x 2MB,4.0 GHz (4.2GHz Turbo),149.99,AM3+
4,Core i5-6600K 6M,91W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117561,Core i5,Intel,Skylake,2,Intel Core i5-6600K 6M Skylake Quad-Core 3.5 GHz LGA 1151 91W BX80662I56600K Desktop Processor Intel HD Graphics 530,6MB,4 x 256KB,3.5 GHz,239.99,LGA 1151
