rating,chipmake,brand,memorysize,rank,boostclock,coreclock,url,memorytype,memoryclock,memoryinterface,gpu,model,productname,price
Rating + 4,AMD,SAPPHIRE,4GB,115,,1250 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202227,GDDR5,7000 MHz,128-Bit,Radeon RX 460,100409NT-4GOCL,SAPPHIRE NITRO Radeon RX 460 100409NT-4GOCL 4GB 128-Bit GDDR5 PCI Express 3.0 x8 HDCP Ready Video Card,124.99
Rating + 4,AMD,GIGABYTE,8GB,114,,1290 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125895,GDDR5,8000 MHz,256-Bit,Radeon RX 480,GV-RX480G1 GAMING-8GD,GIGABYTE Radeon RX 480 G1 Gaming 8GB GV-RX480G1GAMING-8GD Video Card,234.99
Rating + 4,NVIDIA,PNY,6GB,113,1797 MHz,1582 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133638,GDDR5,8 Gbps,192-Bit,GeForce GTX 1060,VCGGTX10606XGPB-OC,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606XGPB-OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,269.99
Rating + 4,AMD,XFX,4GB,112,,1266 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150775,GDDR5,7.0 GHz,256-Bit,Radeon RX 480,RX-480P4LFB6,XFX Radeon RS RX 480 DirectX 12 RX-480P4LFB6 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,219.99
Rating + 4,AMD,PowerColor,2GB,111,1212 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131695,GDDR5,1750 MHz (7.0 Gbps),128-Bit,Radeon RX 460,AXRX 460 2GBD5-DH/OC,PowerColor RED DRAGON Radeon RX 460 DirectX 12 AXRX 460 2GBD5-DH/OC 2GB 128-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,99.99
Rating + 4,,XFX,2GB,110,,700 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150783,DDR3,1600MHz,128-Bit,Radeon R7 240,R7-240A-2TS2,XFX Radeon R7 240 R7-240A-2TS2 2GB 128-Bit DDR3 PCI Express 3.0 Video Cards,54.99
Rating + 5,NVIDIA,GIGABYTE,4GB,107,1468 MHz in OC Mode,1354 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125914,GDDR5,7008 MHz,128-Bit,GeForce GTX 1050 Ti,GV-N105TWF2OC-4GD,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TWF2OC-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,159.99
Rating + 5,NVIDIA,GIGABYTE,6GB,106,1873 MHz in OC mode,1645 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125904,GDDR5,8316 MHz in OC mode,192-Bit,GeForce GTX 1060,GV-N1060XTREME-6GD,GIGABYTE GeForce GTX 1060 Xtreme Gaming 6GB GV-N1060XTREME-6GD Video Card,299.99
Rating + 5,AMD,GIGABYTE,4GB,105,1206 MHz,926 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125910,GDDR5,6600 MHz,256-Bit,Radeon RX 470,GV-RX470WF2-4GD,GIGABYTE Radeon RX 470 WINDFORCE 4GB GV-RX470WF2-4GD Video Card,174.99
Rating + 5,AMD,GIGABYTE,1GB,104,,625 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125841,DDR3,1066 MHz,64-Bit,Radeon R5 230,GV-R523D3-1GL (rev. 2.0),Gigabyte Ultra Durable 2 GV-R523D3-1GL (rev. 2.0) Radeon R5 230 Graphic Card - 625 MHz Core - 1 GB DDR3 SDRAM - PCI Express 2.0 - Low-profile - Single Slot Space Required,32.99
Rating + 5,AMD,PowerColor,4GB,103,1266 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131708,GDDR5,1750 MHz x 4 (7.0 Gbps),256-Bit,Radeon RX 480,AXRX 480 4GBD5-3DHD,PowerColor RED DRAGON Radeon RX 480 DirectX 12 AXRX 480 4GBD5-3DHD 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,199.99
Rating + 5,AMD,PowerColor,4GB,102,,918 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131703,GDDR5,1425 MHz (5.7Gbps),256-Bit,Radeon R9 380,AXR9 380 4GBD5-PPDHEV2,PowerColor PCS+ Radeon R9 380 DirectX 12 AXR9 380 4GBD5-PPDHEV2 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,169.99
Rating + 5,AMD,PowerColor,2GB,101,,985 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131670,GDDR5,1425 MHz (5.7Gbps),256-Bit,Radeon R7 370,AXR7 370 2GBD5-PPDHE,PowerColor PCS+ Radeon R7 370 DirectX 12 AXR7 370 2GBD5-PPDHE 2GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,149.99
Rating + 5,NVIDIA,EVGA,3GB,100,1860 MHz,1632 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487272,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060 FTW+ Gaming,03G-P4-6367-KR,EVGA GeForce GTX 1060 FTW+ Gaming DirectX 12 03G-P4-6367-KR 3GB 192-Bit GDDR5 PCI Express 3.0 FTW+ GAMING ACX 3.0 Video Card,249.99
Rating + 5,NVIDIA,GIGABYTE,3GB,99,1847 MHz (OC Mode),1620 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814125902,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GV-N1060G1GAMING-3GD,GIGABYTE GeForce GTX 1060 G1 Gaming 3GB GV-N1060G1 GAMING-3GD Video Card,229.99
Rating + 5,NVIDIA,EVGA,8GB,98,1847 MHz,1708 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487283,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,08G-P4-6188-KR,"EVGA GeForce GTX 1080 HYBRID GAMING, 08G-P4-6188-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)",699.99
Rating + 5,NVIDIA,EVGA,2GB,97,1268 MHz,1189 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487028,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,02G-P4-3757-KR,EVGA 02G-P4-3757-KR G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 FTW w/ ACX Cooling Video Card,129.99
Rating + 5,,GIGABYTE,8GB,96,1936 MHz in OC mode,1784 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125921,GDDR5X,10400 MHz in OC mode,256-Bit,GeForce GTX 1080,GV-N1080XTREME WB-8GD,GIGABYTE GeForce GTX 1080 8GB GV-N1080XTREMEWB-8GD Xtreme Gaming WATERFORCE WB,799.99
Rating + 5,NVIDIA,EVGA,8GB,95,1860 MHz,1721 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487285,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,08G-P4-6299-KR,"EVGA GeForce GTX 1080 FTW HydroCopper GAMING, 08G-P4-6299-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)",779.99
Rating + 5,NVIDIA,GIGABYTE,4GB,94,1367/1342 MHz (OC/Gaming Mode),1304/1279 MHz (OC/Gaming Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814125848,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,GV-N960XTREME-4GD,GIGABYTE GeForce GTX 960 DirectX 12 GV-N960XTREME-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,199.99
Rating + 5,NVIDIA,GIGABYTE,6GB,93,1771 MHz in OC Mode,1556 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA65C4ZC4521,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GV-N1060IXOC-6GD,GIGABYTE GeForce GTX 1060 Mini ITX OC 6GB GV-N1060IXOC-6GD Video Card,249.99
Rating + 5,NVIDIA,GIGABYTE,2GB,92,1355 MHz in OC Mode,1165 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125883,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,GV-N950G1 GAMING-2GD,GIGABYTE GeForce GTX 950 DirectX 12 GV-N950G1 GAMING-2GD 2GB 128-Bit GDDR5 PCI Express 3.0 ATX Video Card,144.99
Rating + 5,AMD,XFX,4GB,91,,1256 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150777,GDDR5,7.0 GHz,256-Bit,Radeon RX 470,RX-470P437BM,XFX Radeon RX 470 RS Black Edition True OC DirectX 12 RX-470P437BM 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,219.99
Rating + 5,NVIDIA,GIGABYTE,4GB,90,1506 MHz in OC Mode,1392 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125913,GDDR5,7008 MHz,128-Bit,GeForce GTX 1050 Ti,GV-N105TG1 GAMING-4GD,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TG1 GAMING-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,169.99
Rating + 5,NVIDIA,GIGABYTE,3GB,89,1797 MHz in OC Mode,1582 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125906,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GV-N1060WF2OC-3GD,GIGABYTE GeForce GTX 1060 Windforce OC 3GB GV-N1060WF2OC-3GD Video Card,209.99
Rating + 5,NVIDIA,MSI,8GB,88,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127940,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080 FE,GEFORCE GTX 1080 Founders Edition,MSI GeForce GTX 1080 Founders Edition,699.99
Rating + 5,NVIDIA,MSI,8GB,87,1847 MHz,1708 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127942,GDDR5X,10108 MHz,256-Bit,GeForce GTX 1080,GTX 1080 SEA HAWK X,MSI GeForce GTX 1080 DirectX 12 GTX 1080 SEA HAWK X 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,739.99
Rating + 5,NVIDIA,ZOTAC,8GB,86,1822 MHz,1683 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4TS8657,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,ZT-P10800C-10P,"ZOTAC GeForce GTX 1080 AMP! Edition, ZT-P10800C-10P, 8GB GDDR5X IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Ultra-wide 100mm Fans, Spectra Lighting, PowerBoost, FREEZE fan stop",615.56
Rating + 5,NVIDIA,ZOTAC,8GB,85,1911 MHz,1771 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500399,GDDR5X,10.8 GHz,256-Bit,GeForce GTX 1080,ZT-P10800B-10P,"ZOTAC GeForce GTX 1080 AMP! Extreme, ZT-P10800B-10P, 8GB GDDR5X IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Dual-blade EKO Fan, Spectra Lighting, PowerBoost, FREEZE fan stop",689.99
Rating + 5,NVIDIA,MSI,8GB,84,1911 MHz,1771 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127960,GDDR5X,10108 MHz,256-Bit,GeForce GTX 1080,GTX 1080 GAMING Z 8G,MSI GeForce GTX 1080 DirectX 12 GTX 1080 GAMING Z 8G 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,719.99
Rating + 5,NVIDIA,ASUS,4GB,83,1392 MHz,1290 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126151,GDDR5,7008 MHz,128-Bit,GeForce GTX 1050 Ti,DUAL-GTX1050TI-4G,ASUS GeForce DUAL GTX 1050Ti 4GB Dual-fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (DUAL-GTX1050TI-4G),159.99
Rating + 5,NVIDIA,ZOTAC,6GB,82,1771 MHz,1556 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500403,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,ZT-P10600B-10M,"ZOTAC GeForce GTX 1060 AMP!, ZT-P10600B-10M, 6GB GDDR5 Super Compact Dual-Fan IceStorm Cooling FREEZE Fan Stop",269.99
Rating + 5,NVIDIA,MSI,8GB,81,1797 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127956,DDR5,8000 MHz,256-Bit,GeForce GTX 1070,GTX 1070 SEA HAWK EK X,MSI GeForce GTX 1070 DirectX 12 GTX 1070 SEA HAWK EK X 8GB 256-Bit DDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Cards,529.99
Rating + 5,NVIDIA,MSI,3GB,80,1746 MHz (OC),1531 MHz (OC),http://www.newegg.com/Product/Product.aspx?Item=N82E16814137034,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GTX 1060 GAMING 3G,MSI GeForce GTX 1060 DirectX 12 GTX 1060 GAMING 3G 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,219.99
Rating + 5,NVIDIA,MSI,8GB,79,1797 MHz (OC Mode),1607 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814127946,GDDR5,8108 MHz,256-Bit,GeForce GTX 1070,GeForce GTX 1070 SEA HAWK X,MSI GeForce GTX 1070 DirectX 12 GeForce GTX 1070 SEA HAWK X 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,499.99
Rating + 5,NVIDIA,MSI,2GB,78,1253 MHz,1076 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127935,GDDR5,6600 MHz,128-Bit,GeForce GTX 950,GTX 950 2GD5 OCV1,MSI GeForce GTX 950 DirectX 12 GTX 950 2GD5 OCV1 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,144.99
Rating + 5,NVIDIA,ZOTAC,4GB,77,1216 MHz,1076 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500362,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,ZT-90101-10P,ZOTAC GeForce GTX 970 4GB,264.99
Rating + 5,NVIDIA,ZOTAC,3GB,76,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500405,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,ZT-P10610A-10L,"ZOTAC GeForce GTX 1060 Mini, ZT-P10610A-10L, 3GB GDDR5 Super Compact",194.00
Rating + 5,NVIDIA,MSI,8GB,75,1847 MHz (OC Mode),1708 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814127952,GDDR5X,10108 MHz,256-Bit,GeForce GTX 1080,GTX 1080 SEA HAWK EK X,MSI GeForce GTX 1080 DirectX 12 GTX 1080 SEA HAWK EK X 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,809.99
Rating + 5,NVIDIA,EVGA,2GB,74,1531 MHz,1417 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487296,GDDR5,7010 MHz,128-Bit,GeForce GTX 1050,02G-P4-6152-KR,"EVGA GeForce GTX 1050 SC GAMING, 02G-P4-6152-KR, 2GB GDDR5, DX12 OSD Support (PXOC)",119.99
Rating + 5,NVIDIA,EVGA,8GB,73,1797 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487264,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070 Hybrid Gaming,08G-P4-6278-KR,"EVGA GeForce GTX 1070 FTW HYBRID GAMING, 08G-P4-6278-KR, 8GB GDDR5, RGB LED, All-In-One Watercooling with 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC)",499.99
Rating + 4,NVIDIA,ZOTAC,6GB,71,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500402,GDDR5,8000 MHz,192-Bit,GeForce GTX 1060,ZT-P10600A-10L,"ZOTAC GeForce GTX 1060 Mini, ZT-P10600A-10L, 6GB GDDR5 Super Compact",239.99
Rating + 4,NVIDIA,MSI,8GB,70,1771 MHz (OC Mode),1632 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814127950,GDDR5X,10010 MHz,256-Bit,GeForce GTX 1080,GTX 1080 GAMING 8G,MSI GeForce GTX 1080 DirectX 12 GTX 1080 GAMING 8G 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,699.99
Rating + 4,NVIDIA,EVGA,8GB,69,1860 MHz,1721 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487266,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,08G-P4-6288-KR,"EVGA GeForce GTX 1080 FTW HYBRID GAMING, 08G-P4-6288-KR, 8GB GDDR5X, RGB LED, All-In-One Watercooling with 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC)",729.99
Rating + 4,NVIDIA,MSI,8GB,68,1860 MHz,1657 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127959,GDDR5,8108 MHz,256-Bit,GeForce GTX 1070,GTX 1070 GAMING Z 8G,MSI GeForce GTX 1070 DirectX 12 GTX 1070 GAMING Z 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,469.99
Rating + 4,NVIDIA,EVGA,8GB,67,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84BJ0094,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070 FE,08G-P4-6170-KR,"EVGA GeForce GTX 1070 Founders Edition, 08G-P4-6170-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC)",454.79
Rating + 4,NVIDIA,ZOTAC,8GB,66,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500409,GDDR5,8.0 GHz,256-Bit,GeForce GTX 1070,ZT-P10700I-10P,ZOTAC GeForce GTX 1070 DirectX 12 ZT-P10700I-10P 8GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Cards,389.99
Rating + 4,NVIDIA,EVGA,8GB,65,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84DW5926,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080 FE,08G-P4-6180-KR,"EVGA GeForce GTX 1080 Founders Edition, 08G-P4-6180-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)",721.46
Rating + 4,NVIDIA,ZOTAC,2GB,64,1455 MHz,1354 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500412,GDDR5,7 GHz,128-Bit,GeForce GTX 1050,ZT-P10500A-10L,ZOTAC GeForce GTX 1050 Mini,109.99
Rating + 4,,MSI,2GB,63,,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127765,,,,Radeon R7 240,R7 240 2GD3 LP,MSI Radeon R7 240 DirectX 11.2 R7 240 2GD3 LP 2GB PCI Express 3.0 x16 Video Card,49.99
Rating + 4,NVIDIA,ASUS,8GB,62,1721 MHz in OC mode,1531 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126111,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070,STRIX-GTX1070-8G-GAMING,ASUS GeForce GTX 1070 STRIX-GTX1070-8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,429.99
Rating + 4,AMD,XFX,4GB,61,,1226 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150781,GDDR5,6600 MHz,256-Bit,Radeon RX 470,RX-470P4SFD5,"XFX Radeon RX 470 DirectX 12 RX-470P4SFD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Single Fan Edition

2048 Stream Processors

1226 MHz Core Clock

4GB 256-Bit GDDR5

6600 MHz Effective Memory Clo",179.99
Rating + 4,NVIDIA,ZOTAC,4GB,60,1417 MHz,1303 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500411,GDDR5,7 GHz,128-Bit,GeForce GTX 1050 Ti,ZT-P10510A-10L,ZOTAC GeForce GTX 1050 Ti Mini,139.99
Rating + 4,AMD,SAPPHIRE,4GB,59,,1216 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202230,GDDR5,7000 MHz,256-Bit,Radeon RX 470,100407-4GOCL,SAPPHIRE Radeon RX 470 100407-4GOCL 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,179.99
Rating + 4,NVIDIA,MSI,4GB,58,1493 MHz (OC),1379 MHz (OC),http://www.newegg.com/Product/Product.aspx?Item=N82E16814137054,GDDR5,7108 MHz (OC),128-Bit,GeForce GTX 1050 Ti,GTX 1050 Ti GAMING X 4G,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,164.99
Rating + 4,NVIDIA,EVGA,4GB,57,1392 MHz,1290 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487290,GDDR5,7010 MHz,128-Bit,GeForce GTX 1050 Ti,04G-P4-6251-KR,"EVGA GeForce GTX 1050 Ti GAMING, 04G-P4-6251-KR, 4GB GDDR5, DX12 OSD Support (PXOC)",144.99
Rating + 4,NVIDIA,MSI,8GB,56,1797 MHz (OC Mode),1607 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814127947,GDDR5,8108 MHz,256-Bit,GeForce GTX 1070,GTX 1070 GAMING X 8G,MSI GeForce GTX 1070 DirectX 12 GTX 1070 GAMING X 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,439.99
Rating + 4,AMD,MSI,4GB,55,1316 MHz (OC Mode),,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137032,GDDR5,7100 MHz (OC Mode),256-Bit,Radeon RX 480,RX 480 GAMING X 4G,MSI Radeon RX 480 DirectX 12 RX 480 GAMING X 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card,239.99
Rating + 4,NVIDIA,MSI,6GB,54,1809 MHz,1594 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127963,GDDR5,8100 MHz,192-Bit,GeForce GTX 1060,GTX 1060 GAMING X 6G,MSI GeForce GTX 1060 DirectX 12 GTX 1060 GAMING X 6G 6GB 192-Bit GDDR5 HDCP Ready ATX Video Card,289.99
Rating + 4,NVIDIA,EVGA,2GB,53,1405 MHz,1203 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487159,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,02G-P4-2958-KR,"EVGA GeForce GTX 950 02G-P4-2958-KR 2GB FTW GAMING, Silent Cooling Gaming Graphics Card",169.99
Rating + 4,NVIDIA,ZOTAC,2GB,52,1111 MHz,1033 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500349,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,ZT-70605-10M,ZOTAC GeForce GTX 750 Ti DirectX 11 ZT-70605-10M 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Plug-in Card Video Card,109.99
Rating + 4,NVIDIA,ASUS,8GB,51,1860 MHz - OC Mode,1657 MHz - OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126109,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070,STRIX-GTX1070-O8G-GAMING,ASUS ROG GeForce GTX 1070 STRIX-GTX1070-O8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,439.99
Rating + 4,NVIDIA,ZOTAC,8GB,50,1835 MHz,1632 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814500401,GDDR5,8200 MHz,256-Bit,GeForce GTX 1070,ZT-P10700B-10P,"ZOTAC GeForce GTX 1070 AMP! Extreme, ZT-P10700B-10P, 8GB GDDR5 IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Dual-blade EKO Fan, Spectra Lighting, PowerBoost, FREEZE fan stop",459.99
Rating + 4,NVIDIA,ASUS,2GB,49,1150 MHz,1072 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814121855,GDDR5,1350 MHz (5.4Gbps),128-Bit,GeForce GTX 750 Ti,GTX750TI-OC-2GD5,ASUS GeForce GTX 750 Ti DirectX 11 GTX750TI-OC-2GD5 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,109.99
Rating + 4,AMD,MSI,8GB,48,1316 MHz (OC Mode),,http://www.newegg.com/Product/Product.aspx?Item=N82E16814137023,GDDR5,8100 MHz (OC Mode),256-Bit,Radeon RX 480,RX 480 GAMING X 8G,MSI Radeon RX 480 DirectX 12 RX 480 GAMING X 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card,279.99
Rating + 4,NVIDIA,ASUS,2GB,47,1355 MHz (OC Mode) ,1165 MHz (OC Mode) ,http://www.newegg.com/Product/Product.aspx?Item=N82E16814121980,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,STRIX-GTX950-DC2OC-2GD5-GAMING,ASUS GeForce GTX 950 STRIX-GTX950-DC2OC-2GD5-GAMING 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,159.99
Rating + 4,NVIDIA,GIGABYTE,8GB,46,1936 MHz in OC mode,1784 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125873,GDDR5X,10416 MHz in OC mode,256-Bit,GeForce GTX 1080,GV-N1080XTREME-8GD Premium Pack,GIGABYTE GeForce GTX 1080 XTREME Gaming Premium Pack Video Card,699.99
Rating + 4,NVIDIA,GIGABYTE,4GB,45,"Gaming Mode: 1279 MHz, OC Mode: 1304 MHz","Gaming Mode: 1216 MHz, OC Mode: 1241 MHz",http://www.newegg.com/Product/Product.aspx?Item=N82E16814125778,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,GV-N960WF2OC-4GD,GIGABYTE GeForce GTX 960 4GB WINDFORCE 2X OC EDITION,189.99
Rating + 4,NVIDIA,GIGABYTE,6GB,44,OC Mode: 1847 MHz,OC Mode: 1620 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125881,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GV-N1060G1GAMING-6GD,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060G1GAMING-6GD 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,274.99
Rating + 4,NVIDIA,EVGA,2GB,43,1255 MHz,1176 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487024,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti Superclocked,02G-P4-3753-KR,EVGA 02G-P4-3753-KR G-SYNC Support GeForce GTX 750 Ti Superclocked 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card,119.99
Rating + 4,NVIDIA,GIGABYTE,8GB,42,1860 MHz in OC Mode,1721 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125869,GDDR5X,,256-Bit,GeForce GTX 1080,GV-N1080G1 GAMING-8GD,GIGABYTE GeForce GTX 1080 G1 Gaming GV-N1080G1 GAMING-8GD Video Card,609.99
