Reporter,Partner,Product categories,Indicator Type,Indicator,Year,Indicator Value
China,World,Stone and Glass,Export,Export(US$ Mil),2015,84478.01
China,World,Textiles and Clothing,Export,Export(US$ Mil),2015,273644.63
China,World,Transportation,Export,Export(US$ Mil),2015,107338.98
China,World,Vegetable,Export,Export(US$ Mil),2015,23005.93
China,World,Wood,Export,Export(US$ Mil),2015,40308.97
China,World,Capital goods,Import,Import(US$ Mil),2015,708007.91
China,World,Consumer goods,Import,Import(US$ Mil),2015,204576.27
China,World,Intermediate goods,Import,Import(US$ Mil),2015,316304.3
China,World,Raw materials,Import,Import(US$ Mil),2015,366439.97
Cape Verde,World,Animal,Export,Export(US$ Mil),2015,49.88
Cape Verde,World,Capital goods,Export,Export(US$ Mil),2015,35.82
Cape Verde,World,Chemicals,Export,Export(US$ Mil),2015,0.52
Cape Verde,World,Consumer goods,Export,Export(US$ Mil),2015,123.17
Cape Verde,World,Food Products,Export,Export(US$ Mil),2015,35.45
Cape Verde,World,Footwear,Export,Export(US$ Mil),2015,3.79
Cape Verde,World,Fuels,Export,Export(US$ Mil),2015,79.42
Cape Verde,World,Hides and Skins,Export,Export(US$ Mil),2015,0.02
Cape Verde,World,Intermediate goods,Export,Export(US$ Mil),2015,6.05
Cape Verde,World,Mach and Elec,Export,Export(US$ Mil),2015,10.73
Cape Verde,World,Metals,Export,Export(US$ Mil),2015,2.01
Cape Verde,World,Minerals,Export,Export(US$ Mil),2015,0.0
Cape Verde,World,Miscellaneous,Export,Export(US$ Mil),2015,1.92
Cape Verde,World,Plastic or Rubber,Export,Export(US$ Mil),2015,0.55
Cape Verde,World,Raw materials,Export,Export(US$ Mil),2015,50.12
Cape Verde,World,Stone and Glass,Export,Export(US$ Mil),2015,0.26
Cape Verde,World,Textiles and Clothing,Export,Export(US$ Mil),2015,5.78
Cape Verde,World,Transportation,Export,Export(US$ Mil),2015,24.39
Cape Verde,World,Vegetable,Export,Export(US$ Mil),2015,0.37
Cape Verde,World,Wood,Export,Export(US$ Mil),2015,0.14
Cape Verde,World,Capital goods,Import,Import(US$ Mil),2015,110.13
Cape Verde,World,Consumer goods,Import,Import(US$ Mil),2015,332.47
Cape Verde,World,Intermediate goods,Import,Import(US$ Mil),2015,102.71
Cape Verde,World,Raw materials,Import,Import(US$ Mil),2015,56.85
Costa Rica,World,Animal,Export,Export(US$ Mil),2015,326.5
Costa Rica,World,Capital goods,Export,Export(US$ Mil),2015,2434.69
Costa Rica,World,Chemicals,Export,Export(US$ Mil),2015,595.53
Costa Rica,World,Consumer goods,Export,Export(US$ Mil),2015,2968.74
Costa Rica,World,Food Products,Export,Export(US$ Mil),2015,1303.89
Costa Rica,World,Footwear,Export,Export(US$ Mil),2015,1.15
Costa Rica,World,Fuels,Export,Export(US$ Mil),2015,3.67
Costa Rica,World,Hides and Skins,Export,Export(US$ Mil),2015,20.37
Costa Rica,World,Intermediate goods,Export,Export(US$ Mil),2015,1354.58
Costa Rica,World,Mach and Elec,Export,Export(US$ Mil),2015,766.29
Costa Rica,World,Metals,Export,Export(US$ Mil),2015,329.22
Costa Rica,World,Minerals,Export,Export(US$ Mil),2015,26.61
Costa Rica,World,Miscellaneous,Export,Export(US$ Mil),2015,2289.49
Costa Rica,World,Plastic or Rubber,Export,Export(US$ Mil),2015,614.66
Costa Rica,World,Raw materials,Export,Export(US$ Mil),2015,2758.36
Costa Rica,World,Stone and Glass,Export,Export(US$ Mil),2015,144.32
Costa Rica,World,Textiles and Clothing,Export,Export(US$ Mil),2015,135.63
Costa Rica,World,Transportation,Export,Export(US$ Mil),2015,65.2
Costa Rica,World,Vegetable,Export,Export(US$ Mil),2015,2623.88
Costa Rica,World,Wood,Export,Export(US$ Mil),2015,331.93
Costa Rica,World,Capital goods,Import,Import(US$ Mil),2015,4075.3
Costa Rica,World,Consumer goods,Import,Import(US$ Mil),2015,6932.64
Costa Rica,World,Intermediate goods,Import,Import(US$ Mil),2015,3447.94
Costa Rica,World,Raw materials,Import,Import(US$ Mil),2015,859.22
Cyprus,World,Animal,Export,Export(US$ Mil),2015,163.03
Cyprus,World,Capital goods,Export,Export(US$ Mil),2015,415.91
Cyprus,World,Chemicals,Export,Export(US$ Mil),2015,364.94
Cyprus,World,Consumer goods,Export,Export(US$ Mil),2015,1026.89
Cyprus,World,Food Products,Export,Export(US$ Mil),2015,127.33
Cyprus,World,Footwear,Export,Export(US$ Mil),2015,14.05
Cyprus,World,Fuels,Export,Export(US$ Mil),2015,320.6
Cyprus,World,Hides and Skins,Export,Export(US$ Mil),2015,6.18
Cyprus,World,Intermediate goods,Export,Export(US$ Mil),2015,199.29
Cyprus,World,Mach and Elec,Export,Export(US$ Mil),2015,203.89
Cyprus,World,Metals,Export,Export(US$ Mil),2015,69.48
Cyprus,World,Minerals,Export,Export(US$ Mil),2015,89.37
Cyprus,World,Miscellaneous,Export,Export(US$ Mil),2015,186.37
Cyprus,World,Plastic or Rubber,Export,Export(US$ Mil),2015,19.22
Cyprus,World,Raw materials,Export,Export(US$ Mil),2015,168.65
Cyprus,World,Stone and Glass,Export,Export(US$ Mil),2015,14.8
Cyprus,World,Textiles and Clothing,Export,Export(US$ Mil),2015,19.7
Cyprus,World,Transportation,Export,Export(US$ Mil),2015,243.59
Cyprus,World,Vegetable,Export,Export(US$ Mil),2015,79.64
Cyprus,World,Wood,Export,Export(US$ Mil),2015,9.25
Cyprus,World,Capital goods,Import,Import(US$ Mil),2015,700.94
Cyprus,World,Consumer goods,Import,Import(US$ Mil),2015,3847.8
Cyprus,World,Intermediate goods,Import,Import(US$ Mil),2015,723.19
Cyprus,World,Raw materials,Import,Import(US$ Mil),2015,338.23
Czech Republic,World,Animal,Export,Export(US$ Mil),2015,1583.21
Czech Republic,World,Capital goods,Export,Export(US$ Mil),2015,65993.55
Czech Republic,World,Chemicals,Export,Export(US$ Mil),2015,6576.36
Czech Republic,World,Consumer goods,Export,Export(US$ Mil),2015,60535.96
Czech Republic,World,Food Products,Export,Export(US$ Mil),2015,3945.95
Czech Republic,World,Footwear,Export,Export(US$ Mil),2015,894.21
Czech Republic,World,Fuels,Export,Export(US$ Mil),2015,4622.31
Czech Republic,World,Hides and Skins,Export,Export(US$ Mil),2015,552.38
Czech Republic,World,Intermediate goods,Export,Export(US$ Mil),2015,22134.39
Czech Republic,World,Mach and Elec,Export,Export(US$ Mil),2015,55445.92
Czech Republic,World,Metals,Export,Export(US$ Mil),2015,14292.61
Czech Republic,World,Minerals,Export,Export(US$ Mil),2015,255.58
Czech Republic,World,Miscellaneous,Export,Export(US$ Mil),2015,11005.57
Czech Republic,World,Plastic or Rubber,Export,Export(US$ Mil),2015,9072.99
Czech Republic,World,Raw materials,Export,Export(US$ Mil),2015,5103.6
Czech Republic,World,Stone and Glass,Export,Export(US$ Mil),2015,3466.42
Czech Republic,World,Textiles and Clothing,Export,Export(US$ Mil),2015,3762.5
Czech Republic,World,Transportation,Export,Export(US$ Mil),2015,32524.49
Czech Republic,World,Vegetable,Export,Export(US$ Mil),2015,2554.44
Czech Republic,World,Wood,Export,Export(US$ Mil),2015,5122.75
Czech Republic,World,Capital goods,Import,Import(US$ Mil),2015,56770.48
Czech Republic,World,Consumer goods,Import,Import(US$ Mil),2015,43016.98
Czech Republic,World,Intermediate goods,Import,Import(US$ Mil),2015,27759.45
Czech Republic,World,Raw materials,Import,Import(US$ Mil),2015,8424.83
Germany,World,Animal,Export,Export(US$ Mil),2015,20385.8
Germany,World,Capital goods,Export,Export(US$ Mil),2015,497764.96
Germany,World,Chemicals,Export,Export(US$ Mil),2015,162450.48
Germany,World,Consumer goods,Export,Export(US$ Mil),2015,468903.48
Germany,World,Food Products,Export,Export(US$ Mil),2015,38972.04
Germany,World,Footwear,Export,Export(US$ Mil),2015,5628.4
Germany,World,Fuels,Export,Export(US$ Mil),2015,28277.01
Germany,World,Hides and Skins,Export,Export(US$ Mil),2015,3331.31
Germany,World,Intermediate goods,Export,Export(US$ Mil),2015,243919.49
Germany,World,Mach and Elec,Export,Export(US$ Mil),2015,343926.51
Germany,World,Metals,Export,Export(US$ Mil),2015,95110.36
Germany,World,Minerals,Export,Export(US$ Mil),2015,2394.69
Germany,World,Miscellaneous,Export,Export(US$ Mil),2015,165434.57
Germany,World,Plastic or Rubber,Export,Export(US$ Mil),2015,69490.44
Germany,World,Raw materials,Export,Export(US$ Mil),2015,34254.37
Germany,World,Stone and Glass,Export,Export(US$ Mil),2015,24925.86
Germany,World,Textiles and Clothing,Export,Export(US$ Mil),2015,29461.52
Germany,World,Transportation,Export,Export(US$ Mil),2015,291657.82
Germany,World,Vegetable,Export,Export(US$ Mil),2015,16645.08
Germany,World,Wood,Export,Export(US$ Mil),2015,33101.8
Germany,World,Capital goods,Import,Import(US$ Mil),2015,315438.77
Germany,World,Consumer goods,Import,Import(US$ Mil),2015,349940.55
Germany,World,Intermediate goods,Import,Import(US$ Mil),2015,216740.82
Germany,World,Raw materials,Import,Import(US$ Mil),2015,102460.88
Denmark,World,Animal,Export,Export(US$ Mil),2015,9296.77
Denmark,World,Capital goods,Export,Export(US$ Mil),2015,25722.47
Denmark,World,Chemicals,Export,Export(US$ Mil),2015,10852.88
Denmark,World,Consumer goods,Export,Export(US$ Mil),2015,31536.48
Denmark,World,Food Products,Export,Export(US$ Mil),2015,6459.21
Denmark,World,Footwear,Export,Export(US$ Mil),2015,621.98
Denmark,World,Fuels,Export,Export(US$ Mil),2015,4599.08
Denmark,World,Hides and Skins,Export,Export(US$ Mil),2015,1960.6
Denmark,World,Intermediate goods,Export,Export(US$ Mil),2015,14208.93
Denmark,World,Mach and Elec,Export,Export(US$ Mil),2015,21336.85
Denmark,World,Metals,Export,Export(US$ Mil),2015,5188.95
Denmark,World,Minerals,Export,Export(US$ Mil),2015,234.51
Denmark,World,Miscellaneous,Export,Export(US$ Mil),2015,17547.8
Denmark,World,Plastic or Rubber,Export,Export(US$ Mil),2015,2638.41
Denmark,World,Raw materials,Export,Export(US$ Mil),2015,12204.51
Denmark,World,Stone and Glass,Export,Export(US$ Mil),2015,953.38
Denmark,World,Textiles and Clothing,Export,Export(US$ Mil),2015,4809.28
Denmark,World,Transportation,Export,Export(US$ Mil),2015,3429.09
Denmark,World,Vegetable,Export,Export(US$ Mil),2015,2515.46
Denmark,World,Wood,Export,Export(US$ Mil),2015,1981.53
Denmark,World,Capital goods,Import,Import(US$ Mil),2015,23388.45
Denmark,World,Consumer goods,Import,Import(US$ Mil),2015,35959.11
Denmark,World,Intermediate goods,Import,Import(US$ Mil),2015,15125.68
Denmark,World,Raw materials,Import,Import(US$ Mil),2015,7930.57
Ecuador,World,Animal,Export,Export(US$ Mil),2015,2565.73
Ecuador,World,Capital goods,Export,Export(US$ Mil),2015,249.34
Ecuador,World,Chemicals,Export,Export(US$ Mil),2015,151.45
Ecuador,World,Consumer goods,Export,Export(US$ Mil),2015,3178.88
Ecuador,World,Food Products,Export,Export(US$ Mil),2015,2456.72
Ecuador,World,Footwear,Export,Export(US$ Mil),2015,45.64
Ecuador,World,Fuels,Export,Export(US$ Mil),2015,6661.97
Ecuador,World,Hides and Skins,Export,Export(US$ Mil),2015,13.5
Ecuador,World,Intermediate goods,Export,Export(US$ Mil),2015,1977.63
Ecuador,World,Mach and Elec,Export,Export(US$ Mil),2015,168.14
Ecuador,World,Metals,Export,Export(US$ Mil),2015,286.64
Ecuador,World,Minerals,Export,Export(US$ Mil),2015,15.98
Ecuador,World,Miscellaneous,Export,Export(US$ Mil),2015,60.84
Ecuador,World,Plastic or Rubber,Export,Export(US$ Mil),2015,179.23
Ecuador,World,Raw materials,Export,Export(US$ Mil),2015,12916.46
Ecuador,World,Stone and Glass,Export,Export(US$ Mil),2015,781.48
Ecuador,World,Textiles and Clothing,Export,Export(US$ Mil),2015,118.1
Ecuador,World,Transportation,Export,Export(US$ Mil),2015,171.35
Ecuador,World,Vegetable,Export,Export(US$ Mil),2015,4261.51
Ecuador,World,Wood,Export,Export(US$ Mil),2015,392.32
Ecuador,World,Capital goods,Import,Import(US$ Mil),2015,5683.64
Ecuador,World,Consumer goods,Import,Import(US$ Mil),2015,7707.59
Ecuador,World,Intermediate goods,Import,Import(US$ Mil),2015,6784.09
Ecuador,World,Raw materials,Import,Import(US$ Mil),2015,818.03
Spain,World,Animal,Export,Export(US$ Mil),2015,10198.15
Spain,World,Capital goods,Export,Export(US$ Mil),2015,56395.42
Spain,World,Chemicals,Export,Export(US$ Mil),2015,29263.66
Spain,World,Consumer goods,Export,Export(US$ Mil),2015,121999.55
Spain,World,Food Products,Export,Export(US$ Mil),2015,14444.91
Spain,World,Footwear,Export,Export(US$ Mil),2015,3569.08
Spain,World,Fuels,Export,Export(US$ Mil),2015,13887.83
Spain,World,Hides and Skins,Export,Export(US$ Mil),2015,2046.19
Spain,World,Intermediate goods,Export,Export(US$ Mil),2015,60501.67
Spain,World,Mach and Elec,Export,Export(US$ Mil),2015,37949.43
Spain,World,Metals,Export,Export(US$ Mil),2015,23462.99
Spain,World,Minerals,Export,Export(US$ Mil),2015,3130.98
Spain,World,Miscellaneous,Export,Export(US$ Mil),2015,16285.19
Spain,World,Plastic or Rubber,Export,Export(US$ Mil),2015,14614.38
Spain,World,Raw materials,Export,Export(US$ Mil),2015,30129.67
Spain,World,Stone and Glass,Export,Export(US$ Mil),2015,8282.15
Spain,World,Textiles and Clothing,Export,Export(US$ Mil),2015,15937.44
Spain,World,Transportation,Export,Export(US$ Mil),2015,56385.3
Spain,World,Vegetable,Export,Export(US$ Mil),2015,21642.9
Spain,World,Wood,Export,Export(US$ Mil),2015,7021.43
Spain,World,Capital goods,Import,Import(US$ Mil),2015,74680.86
Spain,World,Consumer goods,Import,Import(US$ Mil),2015,114559.97
Spain,World,Intermediate goods,Import,Import(US$ Mil),2015,61495.35
Spain,World,Raw materials,Import,Import(US$ Mil),2015,51739.15
Estonia,World,Animal,Export,Export(US$ Mil),2015,394.75
Estonia,World,Capital goods,Export,Export(US$ Mil),2015,4310.17
Estonia,World,Chemicals,Export,Export(US$ Mil),2015,597.94
Estonia,World,Consumer goods,Export,Export(US$ Mil),2015,5282.03
Estonia,World,Food Products,Export,Export(US$ Mil),2015,707.29
Estonia,World,Footwear,Export,Export(US$ Mil),2015,54.24
Estonia,World,Fuels,Export,Export(US$ Mil),2015,1542.09
Estonia,World,Hides and Skins,Export,Export(US$ Mil),2015,43.74
Estonia,World,Intermediate goods,Export,Export(US$ Mil),2015,2243.68
Estonia,World,Mach and Elec,Export,Export(US$ Mil),2015,3673.71
Estonia,World,Metals,Export,Export(US$ Mil),2015,830.06
Estonia,World,Minerals,Export,Export(US$ Mil),2015,26.66
Estonia,World,Miscellaneous,Export,Export(US$ Mil),2015,2370.29
Estonia,World,Plastic or Rubber,Export,Export(US$ Mil),2015,485.79
Estonia,World,Raw materials,Export,Export(US$ Mil),2015,1200.18
Estonia,World,Stone and Glass,Export,Export(US$ Mil),2015,270.37
Estonia,World,Textiles and Clothing,Export,Export(US$ Mil),2015,393.81
Estonia,World,Transportation,Export,Export(US$ Mil),2015,730.29
Estonia,World,Vegetable,Export,Export(US$ Mil),2015,312.93
Estonia,World,Wood,Export,Export(US$ Mil),2015,1530.83
Estonia,World,Capital goods,Import,Import(US$ Mil),2015,4240.15
Estonia,World,Consumer goods,Import,Import(US$ Mil),2015,6306.9
Estonia,World,Intermediate goods,Import,Import(US$ Mil),2015,2965.41
Estonia,World,Raw materials,Import,Import(US$ Mil),2015,769.32
Ethiopia(excludes Eritrea),World,Animal,Export,Export(US$ Mil),2015,444.92
Ethiopia(excludes Eritrea),World,Capital goods,Export,Export(US$ Mil),2015,89.46
Ethiopia(excludes Eritrea),World,Chemicals,Export,Export(US$ Mil),2015,3.16
Ethiopia(excludes Eritrea),World,Consumer goods,Export,Export(US$ Mil),2015,1564.06
Ethiopia(excludes Eritrea),World,Food Products,Export,Export(US$ Mil),2015,26.48
Ethiopia(excludes Eritrea),World,Footwear,Export,Export(US$ Mil),2015,37.71
Ethiopia(excludes Eritrea),World,Fuels,Export,Export(US$ Mil),2015,693.19
Ethiopia(excludes Eritrea),World,Hides and Skins,Export,Export(US$ Mil),2015,104.76
Ethiopia(excludes Eritrea),World,Intermediate goods,Export,Export(US$ Mil),2015,625.01
Ethiopia(excludes Eritrea),World,Mach and Elec,Export,Export(US$ Mil),2015,51.29
Ethiopia(excludes Eritrea),World,Metals,Export,Export(US$ Mil),2015,6.27
Ethiopia(excludes Eritrea),World,Minerals,Export,Export(US$ Mil),2015,29.3
Ethiopia(excludes Eritrea),World,Miscellaneous,Export,Export(US$ Mil),2015,10.42
Ethiopia(excludes Eritrea),World,Plastic or Rubber,Export,Export(US$ Mil),2015,3.61
Ethiopia(excludes Eritrea),World,Raw materials,Export,Export(US$ Mil),2015,2747.68
Ethiopia(excludes Eritrea),World,Stone and Glass,Export,Export(US$ Mil),2015,176.28
Ethiopia(excludes Eritrea),World,Textiles and Clothing,Export,Export(US$ Mil),2015,114.79
Ethiopia(excludes Eritrea),World,Transportation,Export,Export(US$ Mil),2015,68.54
Ethiopia(excludes Eritrea),World,Vegetable,Export,Export(US$ Mil),2015,3252.1
Ethiopia(excludes Eritrea),World,Wood,Export,Export(US$ Mil),2015,4.73
Ethiopia(excludes Eritrea),World,Capital goods,Import,Import(US$ Mil),2015,8881.41
Ethiopia(excludes Eritrea),World,Consumer goods,Import,Import(US$ Mil),2015,8945.73
Ethiopia(excludes Eritrea),World,Intermediate goods,Import,Import(US$ Mil),2015,6379.71
Ethiopia(excludes Eritrea),World,Raw materials,Import,Import(US$ Mil),2015,936.85
Finland,World,Animal,Export,Export(US$ Mil),2015,606.23
Finland,World,Capital goods,Export,Export(US$ Mil),2015,17841.72
Finland,World,Chemicals,Export,Export(US$ Mil),2015,2766.4
Finland,World,Consumer goods,Export,Export(US$ Mil),2015,12122.51
Finland,World,Food Products,Export,Export(US$ Mil),2015,533.71
Finland,World,Footwear,Export,Export(US$ Mil),2015,117.98
Finland,World,Fuels,Export,Export(US$ Mil),2015,4036.48
Finland,World,Hides and Skins,Export,Export(US$ Mil),2015,764.08
Finland,World,Intermediate goods,Export,Export(US$ Mil),2015,22624.6
Finland,World,Mach and Elec,Export,Export(US$ Mil),2015,13174.06
Finland,World,Metals,Export,Export(US$ Mil),2015,7095.8
Finland,World,Minerals,Export,Export(US$ Mil),2015,248.17
Finland,World,Miscellaneous,Export,Export(US$ Mil),2015,8185.94
Finland,World,Plastic or Rubber,Export,Export(US$ Mil),2015,2607.29
Finland,World,Raw materials,Export,Export(US$ Mil),2015,1814.44
Finland,World,Stone and Glass,Export,Export(US$ Mil),2015,858.07
Finland,World,Textiles and Clothing,Export,Export(US$ Mil),2015,523.2
Finland,World,Transportation,Export,Export(US$ Mil),2015,4896.51
Finland,World,Vegetable,Export,Export(US$ Mil),2015,343.54
Finland,World,Wood,Export,Export(US$ Mil),2015,12924.84
Finland,World,Capital goods,Import,Import(US$ Mil),2015,15806.15
Finland,World,Consumer goods,Import,Import(US$ Mil),2015,19305.98
Finland,World,Intermediate goods,Import,Import(US$ Mil),2015,10091.12
Finland,World,Raw materials,Import,Import(US$ Mil),2015,8877.52
France,World,Animal,Export,Export(US$ Mil),2015,14215.84
France,World,Capital goods,Export,Export(US$ Mil),2015,224983.92
France,World,Chemicals,Export,Export(US$ Mil),2015,80132.97
France,World,Consumer goods,Export,Export(US$ Mil),2015,199384.48
France,World,Food Products,Export,Export(US$ Mil),2015,34413.23
France,World,Footwear,Export,Export(US$ Mil),2015,3537.58
France,World,Fuels,Export,Export(US$ Mil),2015,19762.74
France,World,Hides and Skins,Export,Export(US$ Mil),2015,7321.84
France,World,Intermediate goods,Export,Export(US$ Mil),2015,111381.13
France,World,Mach and Elec,Export,Export(US$ Mil),2015,104055.64
France,World,Metals,Export,Export(US$ Mil),2015,33976.57
France,World,Minerals,Export,Export(US$ Mil),2015,1203.18
France,World,Miscellaneous,Export,Export(US$ Mil),2015,48434.7
France,World,Plastic or Rubber,Export,Export(US$ Mil),2015,26035.29
France,World,Raw materials,Export,Export(US$ Mil),2015,29232.4
France,World,Stone and Glass,Export,Export(US$ Mil),2015,15302.1
France,World,Textiles and Clothing,Export,Export(US$ Mil),2015,15161.34
France,World,Transportation,Export,Export(US$ Mil),2015,134908.17
France,World,Vegetable,Export,Export(US$ Mil),2015,18152.05
France,World,Wood,Export,Export(US$ Mil),2015,16442.33
France,World,Capital goods,Import,Import(US$ Mil),2015,204425.18
France,World,Consumer goods,Import,Import(US$ Mil),2015,252924.28
France,World,Intermediate goods,Import,Import(US$ Mil),2015,134668.58
