features,gameCount,gameName,gameUrl,releaseDate,DLdemos,numberOfReviews,DLthemes,developer,DLgameVideos,DLsmartglass,priceGold,DLgamerPictures,highresboxart,DLavatarItems,ESRBRating,DLgameAddons,gamesOnDemandorArcade,price,dayRecorded,genre,publisher,onlineFeatures,xbox360Rating
,,Quake 2,http://marketplace.xbox.com/en-US/Product/Quake-2/66acd000-77fe-1000-9115-d802415607d6?PageSize=60&Page=1&SortBy=BestSelling,,,31,,id software,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802415607d6/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,,03/03/17,"Action & Adventure, Shooter",Activision,,4.75
"<ul><li>Offline players 1 - 4</li>
<li>Offline co-op 1 - 4</li>
<li>Dolby Digital</li>
</ul>",1,Just Dance Disney Party 2,http://marketplace.xbox.com/en-US/Product/Just-Dance-Disney-Party-2/66acd000-77fe-1000-9115-d802555308cc?PageSize=60&Page=1&SortBy=BestSelling,10/22/2015,,"1,431",,Ubisoft,,,29.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802555308cc/1033/boxartlg.jpg,,E (Everyone),,Games on Demand,29.99,03/03/17,"Family, Music",Ubisoft,,3.25
"<ul><li>Dolby Digital</li>
</ul>",1,METEOS™ WARS,http://marketplace.xbox.com/en-US/Product/METEOS-WARS/66acd000-77fe-1000-9115-d8025841091c?PageSize=60&Page=1&SortBy=BestSelling,1/4/2010,1,"1,265",,Q ENTERTAINMENT Inc.,,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8025841091c/1033/boxartlg.jpg,,E (Everyone),2,Arcade,9.99,03/03/17,Puzzle & Trivia,Q Entertainment,,3.25
,,Shellshock 2,http://marketplace.xbox.com/en-US/Product/Shellshock-2/66acd000-77fe-1000-9115-d802534307e5?PageSize=60&Page=1&SortBy=BestSelling,2/24/2009,,453,,Rebellion,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802534307e5/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,,03/03/17,Action & Adventure,Eidos,,3.25
"<ul><li>Online multiplayer 2 - 8</li>
</ul>",,UEFA EURO 2008,http://marketplace.xbox.com/en-US/Product/UEFA-EURO-2008/66acd000-77fe-1000-9115-d8024541083f?PageSize=60&Page=1&SortBy=BestSelling,5/20/2008,,"1,458",,EA Canada,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024541083f/1033/boxartlg.jpg,,E (Everyone),,Xbox 360 Games,,03/03/17,Sports & Recreation,Electronic Arts,,3.25
"<ul><li>Dolby Digital</li>
</ul>",1,QUANTUM THEORY,http://marketplace.xbox.com/en-US/Product/QUANTUM-THEORY/66acd000-77fe-1000-9115-d802544307dc?PageSize=60&Page=1&SortBy=BestSelling,2/12/2013,,870,,"TECMO,LTD.",,,29.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802544307dc/1033/boxartlg.jpg,,M (Mature),,Games on Demand,29.99,03/03/17,"Action & Adventure, Shooter","TECMO KOEI GAMES CO., LTD",,3.0
"<ul><li>Offline players 1 - 2</li>
<li>Dolby Digital</li>
</ul>",1,Peggle ® 2,http://marketplace.xbox.com/en-US/Product/Peggle-2/66acd000-77fe-1000-9115-d80258411436?PageSize=60&Page=1&SortBy=BestSelling,5/7/2014,1,"5,429",,PopCap,,,11.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258411436/1033/boxartlg.jpg,,E (Everyone),,Arcade,11.99,03/03/17,"Family, Puzzle & Trivia",Electronic Arts,,3.25
"<ul><li>Dolby Digital</li>
</ul>",1,EXIT 2,http://marketplace.xbox.com/en-US/Product/EXIT2/66acd000-77fe-1000-9115-d80258410990?PageSize=60&Page=1&SortBy=BestSelling,1/5/2010,1,"1,875",1,TAITO CORPORATION,,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258410990/1033/boxartlg.jpg,,E (Everyone),1,Arcade,9.99,03/03/17,Action & Adventure,TAITO Corporation,,3.25
"<ul><li>Dolby Digital</li>
</ul>",,NBA LIVE 07,http://marketplace.xbox.com/en-US/Product/NBA-LIVE-07/66acd000-77fe-1000-9115-d802454107f1?PageSize=60&Page=1&SortBy=BestSelling,1/1/2008,,"1,811",8,Electronic Arts Canada,,,0.63,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802454107f1/1033/boxartlg.jpg,,E (Everyone),,Xbox 360 Games,,03/03/17,Sports & Recreation,Electronic Arts,,3.5
"<ul><li>Dolby Digital</li>
</ul>",,Knights Contract,http://marketplace.xbox.com/en-US/Product/Knights-Contract/66acd000-77fe-1000-9115-d8024e4d0821?PageSize=60&Page=1&SortBy=BestSelling,2/22/2011,,22,,"Game Republic, Inc.",,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024e4d0821/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,,03/03/17,Action & Adventure,NAMCO BANDAI Games America Inc.,,4.5
"<ul><li>Dolby Digital</li>
</ul>",,T-Mobile Kinect Sports,http://marketplace.xbox.com/en-US/Product/T-Mobile-Kinect-Sports/66acd000-77fe-1000-9115-d802585708eb?PageSize=60&Page=1&SortBy=BestSelling,,,"12,199",1,T-Mobile Kinect Sports,,,Free,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802585708eb/1033/boxartlg.jpg,,E (Everyone),,Xbox 360 Games,,03/03/17,Other,T-Mobile Kinect Sports,,4.0
"<ul><li>Offline players 1 - 2</li>
<li>Offline co-op 1 - 2</li>
<li>Dolby Digital</li>
</ul>",,Skylanders SWAP Force,http://marketplace.xbox.com/en-US/Product/Skylanders-SWAP-Force/66acd000-77fe-1000-9115-d802415608e9?PageSize=60&Page=1&SortBy=BestSelling,10/13/2013,,70,,Vicarious Visions,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802415608e9/1033/boxartlg.jpg,,E10 (Everyone 10+),,Xbox 360 Games,,03/03/17,"Action & Adventure, Platformer",Activision,,4.25
"<ul><li>Dolby Digital</li>
</ul>",1,Spyglass Board Games,http://marketplace.xbox.com/en-US/Product/Spyglass-Board-Games/66acd000-77fe-1000-9115-d802584107f5?PageSize=60&Page=1&SortBy=BestSelling,12/22/2009,1,"4,014",,Strange Flavour,,,4.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802584107f5/1033/boxartlg.jpg,,E (Everyone),,Arcade,4.99,03/03/17,Card & Board,Microsoft Studios,,3.25
"<ul><li>Offline players 1</li>
<li>Dolby Digital</li>
</ul>",1,Devil May Cry HD Collection,http://marketplace.xbox.com/en-US/Product/DMC-HD-Collection/66acd000-77fe-1000-9115-d8024343081e?PageSize=60&Page=1&SortBy=BestSelling,4/3/2012,,"9,356",,Foundation 9,,,19.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024343081e/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,19.99,03/03/17,Action & Adventure,"Capcom Entertainment, Inc",,4.75
"<ul><li>Online multiplayer 2 - 8</li>
</ul>",,Rogue Warrior,http://marketplace.xbox.com/en-US/Product/Rogue-Warrior/66acd000-77fe-1000-9115-d802425307d3?PageSize=60&Page=1&SortBy=BestSelling,12/1/2009,,683,,Rebellion,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802425307d3/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,,03/03/17,Shooter,Bethesda Softworks,,3.25
"<ul><li>Offline players 1 - 2</li>
<li>Offline co-op 1 - 2</li>
<li>Dolby Digital</li>
</ul>",1,Double Dragon II –the wander of Dragons-,http://marketplace.xbox.com/en-US/Product/Double-Dragon-II/66acd000-77fe-1000-9115-d8025841128d?PageSize=60&Page=1&SortBy=BestSelling,4/5/2013,1,"3,290",,GRAVITY,,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8025841128d/1033/boxartlg.jpg,,T (Teen),,Arcade,9.99,03/03/17,"Action & Adventure, Fighting",CYBERFRONT KOREA CORPORATION,,2.0
"<ul><li>Offline co-op 1 - 2</li>
<li>Dolby Digital</li>
</ul>",1,The Peanuts® Movie: Snoopy's Grand Adventure,http://marketplace.xbox.com/en-US/Product/Peanuts-Movie/66acd000-77fe-1000-9115-d80241560922?PageSize=60&Page=1&SortBy=BestSelling,11/3/2015,,"1,891",,Behaviour Interactive,,,29.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80241560922/1033/boxartlg.jpg,,E (Everyone),,Games on Demand,29.99,03/03/17,Action & Adventure,Activision,,3.75
"<ul><li>Dolby Digital</li>
</ul>",1,Onechanbara,http://marketplace.xbox.com/en-US/Product/Onechanbara/66acd000-77fe-1000-9115-d802445007ea?PageSize=60&Page=1&SortBy=BestSelling,1/1/2008,,"15,346",2,TAMSOFT,,,14.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802445007ea/1033/boxartlg.jpg,,M (Mature),10,Xbox 360 Games,14.99,03/03/17,Action & Adventure,D3 Publisher,,4.0
"<ul><li>Offline players 1 - 2</li>
<li>Dolby Digital</li>
</ul>",,NASCAR Inside Line,http://marketplace.xbox.com/en-US/Product/NASCAR-Inside-Line/66acd000-77fe-1000-9115-d802415608d2?PageSize=60&Page=1&SortBy=BestSelling,9/24/2012,,"6,404",,Eutechnyx,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802415608d2/1033/boxartlg.jpg,,E (Everyone),,Xbox 360 Games,,03/03/17,Racing & Flying,Activision,,4.0
"<ul><li>Dolby Digital</li>
</ul>",1,WARRIORS OROCHI,http://marketplace.xbox.com/en-US/Product/WARRIORS-OROCHI/66acd000-77fe-1000-9115-d8024b4f07d9?PageSize=60&Page=1&SortBy=BestSelling,10/25/2011,,"2,097",,"TECMO KOEI GAMES Co., Ltd",,,29.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024b4f07d9/1033/boxartlg.jpg,,T (Teen),,Games on Demand,29.99,03/03/17,Action & Adventure,"TECMO KOEI AMERICA., LTD.",,4.0
"<ul><li>Offline players 1 - 4</li>
<li>Offline co-op 1 - 4</li>
<li>Dolby Digital</li>
</ul>",1,Midway Arcade Origins,http://marketplace.xbox.com/en-US/Product/Midway-Arcade-Origins/66acd000-77fe-1000-9115-d8025752082f?PageSize=60&Page=1&SortBy=BestSelling,11/6/2012,,700,,Backbone Entertainment,,,19.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8025752082f/1033/boxartlg.jpg,,T (Teen),,Xbox 360 Games,19.99,03/03/17,Classics,Warner Bros. Interactive Entertainment,,3.75
"<ul><li>Dolby Digital</li>
</ul>",1, Soltrio Solitaire,http://marketplace.xbox.com/en-US/Product/Soltrio-Solitaire/66acd000-77fe-1000-9115-d8025841083d?PageSize=60&Page=1&SortBy=BestSelling,12/22/2009,1,"3,306",2,Silver Creek Entertainment,,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8025841083d/1033/boxartlg.jpg,,E (Everyone),9,Arcade,9.99,03/03/17,Card & Board,Microsoft Studios,,3.5
"<ul><li>Online multiplayer 2 - 16</li>
</ul>",,SBKX,http://marketplace.xbox.com/en-US/Product/SBK-X/66acd000-77fe-1000-9115-d8024c5307d7?PageSize=60&Page=1&SortBy=BestSelling,,,48,,Milestone,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024c5307d7/1033/boxartlg.jpg,,E10 (Everyone 10+),,Xbox 360 Games,,03/03/17,Racing & Flying,Leader S.P.A.,,4.25
"<ul><li>Hard drive required</li>
</ul>",1,Polar Panic,http://marketplace.xbox.com/en-US/Product/Polar-Panic/66acd000-77fe-1000-9115-d802584109ec?PageSize=60&Page=1&SortBy=BestSelling,12/23/2009,1,"2,398",,Eiconic Games Ltd,3,,4.99,2,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802584109ec/1033/boxartlg.jpg,,E (Everyone),,Arcade,4.99,03/03/17,"Action & Adventure, Puzzle & Trivia",Valcon Games LLC,,3.5
"<ul><li>Offline players 1 - 2</li>
<li>Offline co-op 2</li>
<li>Dolby Digital</li>
</ul>",1,Kinect Adventures!,http://marketplace.xbox.com/en-US/Product/Kinect-Adventures/66acd000-77fe-1000-9115-d8024d5308ed?PageSize=60&Page=1&SortBy=BestSelling,11/4/2010,,"66,798",1,Good Science Studio,2,,19.99,1,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024d5308ed/1033/boxartlg.jpg,,E (Everyone),,Xbox 360 Games,19.99,03/03/17,"Other, Kinect",Microsoft Game Studios,,3.75
"<ul><li>Online multiplayer 1 - 6</li>
<li>Online co-op 1 - 6</li>
<li>Content downloads</li>
</ul>",,Mindjack,http://marketplace.xbox.com/en-US/Product/Mindjack/66acd000-77fe-1000-9115-d802535107f1?PageSize=60&Page=1&SortBy=BestSelling,,,"2,068",,feel plus,,,6.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802535107f1/1033/boxartlg.jpg,,M (Mature),2,Xbox 360 Games,,03/03/17,Shooter,square-enix,,3.25
"<ul><li>Offline players 2 - 4</li>
<li>Dolby Digital</li>
</ul>",1,MONOPOLY PLUS,http://marketplace.xbox.com/en-US/Product/MONOPOLY-PLUS/66acd000-77fe-1000-9115-d80258411457?PageSize=60&Page=1&SortBy=BestSelling,1/13/2015,1,"7,493",,Ubisoft,,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258411457/1033/boxartlg.jpg,,E (Everyone),4,Arcade,9.99,03/03/17,"Family, Card & Board",Ubisoft,,3.75
"<ul><li>Dolby Digital</li>
</ul>",1,Falling Skies: The Game,http://marketplace.xbox.com/en-US/Product/Falling-Skies/66acd000-77fe-1000-9115-d802373407d3?PageSize=60&Page=1&SortBy=BestSelling,9/30/2014,,"3,677",,Torus Games,,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802373407d3/1033/boxartlg.jpg,,T (Teen),,Games on Demand,9.99,03/03/17,"Role Playing, Strategy & Simulation",Little Orbit,,3.75
"<ul><li>Dolby Digital</li>
</ul>",1,Deadliest Warrior: Battlegrounds,http://marketplace.xbox.com/en-US/Product/DW-Battlegrounds/66acd000-77fe-1000-9115-d80258411490?PageSize=60&Page=1&SortBy=BestSelling,7/22/2015,1,"1,520",,"Hardsuit Labs, Torn Banner Studios",,,14.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258411490/1033/boxartlg.jpg,,M (Mature),,Arcade,14.99,03/03/17,Shooter,345 Games,,3.5
,,Winning Eleven 2007,http://marketplace.xbox.com/en-US/Product/Winning-Eleven-2007/66acd000-77fe-1000-9115-d8024b4e07df?PageSize=60&Page=1&SortBy=BestSelling,2/6/2007,,114,,"Konami Digital Entertainment Co., Ltd.",,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024b4e07df/1033/boxartlg.jpg,,E (Everyone),,Xbox 360 Games,,03/03/17,Sports & Recreation,Konami,,4.0
"<ul><li>Dolby Digital</li>
</ul>",,BEN 10 ULTIMATE ALIEN,http://marketplace.xbox.com/en-US/Product/BEN-10-ULTIMATE-ALIEN/66acd000-77fe-1000-9115-d802445007f7?PageSize=60&Page=1&SortBy=BestSelling,10/5/2010,,"8,276",,Papaya Studio,,,,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802445007f7/1033/boxartlg.jpg,,E10 (Everyone 10+),,Xbox 360 Games,,03/03/17,"Action & Adventure, Platformer","D3Publisher of America, Inc.",,4.0
"<ul><li>Offline players 1 - 3</li>
<li>Offline co-op 1 - 3</li>
<li>Dolby Digital</li>
</ul>",1,Sacred Citadel,http://marketplace.xbox.com/en-US/Product/Sacred-Citadel/66acd000-77fe-1000-9115-d80258411236?PageSize=60&Page=1&SortBy=BestSelling,3/19/2013,1,"2,332",,Southend Interactive,1,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258411236/1033/boxartlg.jpg,,T (Teen),1,Arcade,9.99,03/03/17,Action & Adventure,Deep Silver,,3.5
"<ul><li>Offline players 1 - 2</li>
<li>Offline co-op 2</li>
<li>Dolby Digital</li>
</ul>",1,Skylanders SuperChargers Portal Owner's Pack,http://marketplace.xbox.com/en-US/Product/Skylanders-SuperChargers-Portal-Owners-Pack/66acd000-77fe-1000-9115-d8024156091f?PageSize=60&Page=1&SortBy=BestSelling,9/21/2015,,"3,817",,Vicarious Visions,,,39.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024156091f/1033/boxartlg.jpg,,E10 (Everyone 10+),,Games on Demand,39.99,03/03/17,"Action & Adventure, Racing & Flying",Activision,,4.25
"<ul><li>Dolby Digital</li>
</ul>",1,Hitman HD Pack,http://marketplace.xbox.com/en-US/Product/Hitman-HD-Pack/66acd000-77fe-1000-9115-d8025351081c?PageSize=60&Page=1&SortBy=BestSelling,2/1/2013,,"2,948",,IO Interactive,1,,24.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8025351081c/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,24.99,03/03/17,Action & Adventure,Square Enix,,4.25
"<ul><li>Dolby Digital</li>
</ul>",1,Defenders of Ardania,http://marketplace.xbox.com/en-US/Product/Defenders-of-Ardania/66acd000-77fe-1000-9115-d80258410b37?PageSize=60&Page=1&SortBy=BestSelling,3/14/2012,1,"2,448",,Most Wanted Entertainment,1,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258410b37/1033/boxartlg.jpg,,T (Teen),,Arcade,9.99,03/03/17,Strategy & Simulation,Deep Silver/Paradox Interactive,,3.25
,1,Cabela's Trophy Bucks,http://marketplace.xbox.com/en-US/Product/Cabelas-Trophy-Bucks/66acd000-77fe-1000-9115-d80241560804?PageSize=60&Page=1&SortBy=BestSelling,2/1/2011,,"13,132",,FunLabs,,,39.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80241560804/1033/boxartlg.jpg,,T (Teen),,Xbox 360 Games,39.99,03/03/17,"Action & Adventure, Shooter, Sports & Recreation",Activision,,3.75
"<ul><li>Dolby Digital</li>
</ul>",,TWD: Survival Instinct,http://marketplace.xbox.com/en-US/Product/TWD-Survival-Instinct/66acd000-77fe-1000-9115-d802415608e1?PageSize=60&Page=1&SortBy=BestSelling,3/19/2013,,"25,644",,Terminal Reality,2,,Free,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802415608e1/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,,03/03/17,Shooter,Activision,,4.25
"<ul><li>Leaderboards</li>
</ul>",1,Sonic CD,http://marketplace.xbox.com/en-US/Product/Sonic-CD/66acd000-77fe-1000-9115-d802584111f1?PageSize=60&Page=1&SortBy=BestSelling,12/14/2011,1,"36,674",,SEGA,4,,4.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802584111f1/1033/boxartlg.jpg,,E (Everyone),,Arcade,4.99,03/03/17,Action & Adventure,SEGA,,3.75
"<ul><li>Offline players 2 - 4</li>
<li>Offline co-op 2 - 4</li>
<li>Dolby Digital</li>
</ul>",1,Just Dance® Kids 2014,http://marketplace.xbox.com/en-US/Product/Just-Dance-Kids-2014/66acd000-77fe-1000-9115-d802555308c7?PageSize=60&Page=1&SortBy=BestSelling,10/22/2013,,"1,415",,Ubisoft,,,19.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802555308c7/1033/boxartlg.jpg,,E (Everyone),,Games on Demand,19.99,03/03/17,"Family, Music",Ubisoft,,3.0
"<ul><li>System Link 2 - 16</li>
</ul>",,Stormrise,http://marketplace.xbox.com/en-US/Product/Stormrise/66acd000-77fe-1000-9115-d80253450806?PageSize=60&Page=1&SortBy=BestSelling,3/24/2009,,"2,582",,Creative Assembly Australia,5,,Free,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80253450806/1033/boxartlg.jpg,,M (Mature),,Xbox 360 Games,,03/03/17,"Action & Adventure, Strategy & Simulation",Sega,,3.75
"<ul><li>Offline players 1 - 4</li>
<li>Offline co-op 1 - 4</li>
<li>Dolby Digital</li>
</ul>",,BandFuse: Rock Legends,http://marketplace.xbox.com/en-US/Product/BandFuse-Rock-Legends/66acd000-77fe-1000-9115-d8024d4607d3?PageSize=60&Page=1&SortBy=BestSelling,11/19/2013,,274,,Realta Entertainment,,,1.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024d4607d3/1033/boxartlg.jpg,,T (Teen),6,Xbox 360 Games,,03/03/17,Music,Mastiff,,4.0
"<ul><li>Dolby Digital</li>
</ul>",1,Mark of the Ninja,http://marketplace.xbox.com/en-US/Product/Mark-of-the-Ninja/66acd000-77fe-1000-9115-d80258411228?PageSize=60&Page=1&SortBy=BestSelling,9/7/2012,1,"14,065",,Klei,,1,14.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258411228/1033/boxartlg.jpg,,M (Mature),1,Arcade,14.99,03/03/17,Action & Adventure,Microsoft Studios,,4.0
"<ul><li>Offline players 2</li>
<li>Offline co-op 2</li>
<li>Dolby Digital</li>
</ul>",1,Hip-Hop Dance Experience,http://marketplace.xbox.com/en-US/Product/Hip-Hop-Dance-Experience/66acd000-77fe-1000-9115-d802555308b4?PageSize=60&Page=1&SortBy=BestSelling,5/14/2013,,"1,019",,Ubisoft,,,29.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802555308b4/1033/boxartlg.jpg,,T (Teen),,Games on Demand,29.99,03/03/17,Kinect,Ubisoft,,3.5
"<ul><li>Offline players 1 - 2</li>
<li>Dolby Digital</li>
</ul>",1,Bullet Soul,http://marketplace.xbox.com/en-US/Product/Bullet-Soul/66acd000-77fe-1000-9115-d802465607f7?PageSize=60&Page=1&SortBy=BestSelling,9/16/2016,,55,,Tachyon Inc.,,,14.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802465607f7/1033/boxartlg.jpg,,E (Everyone),,Xbox 360 Games,14.99,03/03/17,Shooter,5pb.,,4.5
"<ul><li>Dolby Digital</li>
</ul>",1,The Evil Within,http://marketplace.xbox.com/en-US/Product/The-Evil-Within/66acd000-77fe-1000-9115-d802425307f4?PageSize=60&Page=1&SortBy=BestSelling,10/14/2014,,"14,234",,Tango Gameworks,,,59.99,1,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802425307f4/1033/boxartlg.jpg,16,M (Mature),4,Xbox 360 Games,59.99,03/03/17,Action & Adventure,Bethesda Softworks,,4.5
,,Prison Break,http://marketplace.xbox.com/en-US/Product/Prison-Break/66acd000-77fe-1000-9115-d8024b4d07de?PageSize=60&Page=1&SortBy=BestSelling,,,"23,061",,ZootFly,2,,Free,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d8024b4d07de/1033/boxartlg.jpg,,T (Teen),,Xbox 360 Games,,03/03/17,"Action & Adventure, Fighting, Platformer",Deep Silver,,3.75
"<ul><li>Offline players 1 - 2</li>
<li>Offline co-op 1 - 2</li>
<li>Dolby Digital</li>
</ul>",1,Cabela's Survival: SoK,http://marketplace.xbox.com/en-US/Product/Cabelas-Survival-SoK/66acd000-77fe-1000-9115-d802415608be?PageSize=60&Page=1&SortBy=BestSelling,11/1/2011,,"9,278",,Fun Labs,1,,29.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802415608be/1033/boxartlg.jpg,,T (Teen),,Xbox 360 Games,29.99,03/03/17,"Action & Adventure, Shooter",Activision,,3.75
"<ul><li>Dolby Digital</li>
</ul>",1,The Jackbox Party Pack,http://marketplace.xbox.com/en-US/Product/The-Jackbox-Party-Pack/66acd000-77fe-1000-9115-d802443607d7?PageSize=60&Page=1&SortBy=BestSelling,11/10/2015,,241,,Jackbox Games,,,24.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802443607d7/1033/boxartlg.jpg,,T (Teen),,Xbox 360 Games,24.99,03/03/17,Card & Board,Telltale Publishing,,3.75
"<ul><li>Offline co-op 1 - 2</li>
<li>Dolby Digital</li>
</ul>",1,"Warhammer® 40,000®: Kill Team™",http://marketplace.xbox.com/en-US/Product/Warhammer-40-000-Kill-Team/66acd000-77fe-1000-9115-d80258410b52?PageSize=60&Page=1&SortBy=BestSelling,7/27/2011,1,"15,022",,Relic Entertainment,1,,9.99,,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d80258410b52/1033/boxartlg.jpg,,T (Teen),,Arcade,9.99,03/03/17,"Action & Adventure, Shooter",THQ -- HQ,,4.0
"<ul><li>Offline players 1 - 2</li>
<li>Dolby Digital</li>
</ul>",1,GUILTY GEAR XX ΛCORE PLUS,http://marketplace.xbox.com/en-US/Product/GGXXACP/66acd000-77fe-1000-9115-d802584111dd?PageSize=60&Page=1&SortBy=BestSelling,10/23/2012,1,"2,728",,ARC SYSTEM WORKS,1,,14.99,6,http://download.xbox.com/content/images/66acd000-77fe-1000-9115-d802584111dd/1033/boxartlg.jpg,,M (Mature),1,Arcade,14.99,03/03/17,Fighting,ARC SYSTEM WORKS,,4.5
