movie_name,release_date,worldwide_gross,production_budget,num_rows,movie_link,domestic_gross
The Croods,10/1/2012,"$573,068,425","$135,000,000",,http://www.the-numbers.com/movie/Croods-The#tab=summary,"$187,168,425"
The Revenant,12/25/2015,"$532,950,503","$135,000,000",,http://www.the-numbers.com/movie/Revenant-The-(2015)#tab=summary,"$183,637,894"
The World is Not Enough,11/19/1999,"$361,730,660","$135,000,000",,http://www.the-numbers.com/movie/World-is-Not-Enough-The#tab=summary,"$126,930,660"
Rango,3/4/2011,"$245,504,574","$135,000,000",,http://www.the-numbers.com/movie/Rango#tab=summary,"$123,257,581"
Master and Commander: The Far Side of the World,11/14/2003,"$212,912,137","$135,000,000",,http://www.the-numbers.com/movie/Master-and-Commander-The-Far-Side-of-the-World#tab=summary,"$93,926,386"
Turbo,7/17/2013,"$286,896,578","$135,000,000",,http://www.the-numbers.com/movie/Turbo#tab=summary,"$83,028,130"
Teenage Mutant Ninja Turtles: Out of the Shadows,6/3/2016,"$244,451,601","$135,000,000",,http://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-Out-of-the-Shadows#tab=summary,"$82,051,601"
Happy Feet Two,11/18/2011,"$157,956,466","$135,000,000",,http://www.the-numbers.com/movie/Happy-Feet-2#tab=summary,"$64,006,466"
Miami Vice,7/28/2006,"$163,818,556","$135,000,000",,http://www.the-numbers.com/movie/Miami-Vice#tab=summary,"$63,478,838"
War of the Worlds,6/29/2005,"$606,836,535","$132,000,000",,http://www.the-numbers.com/movie/War-of-the-Worlds#tab=summary,"$234,280,354"
Penguins of Madagascar,11/26/2014,"$367,650,911","$132,000,000",,http://www.the-numbers.com/movie/Penguins-of-Madagascar#tab=summary,"$83,350,911"
The Hunger Games: Catching Fire,11/22/2013,"$864,868,047","$130,000,000",,http://www.the-numbers.com/movie/Hunger-Games-Catching-Fire-The#tab=summary,"$424,668,047"
Harry Potter and the Prisoner of Azkaban,6/4/2004,"$796,688,549","$130,000,000",,http://www.the-numbers.com/movie/Harry-Potter-and-the-Prisoner-of-Azkaban#tab=summary,"$249,538,952"
The Bourne Ultimatum,8/3/2007,"$442,161,562","$130,000,000",,http://www.the-numbers.com/movie/Bourne-Ultimatum-The#tab=summary,"$227,471,070"
Kung Fu Panda,6/6/2008,"$631,910,531","$130,000,000",,http://www.the-numbers.com/movie/Kung-Fu-Panda#tab=summary,"$215,434,591"
Ant-Man,7/17/2015,"$518,602,163","$130,000,000",,http://www.the-numbers.com/movie/Ant-Man#tab=summary,"$180,202,163"
Home,3/27/2015,"$386,085,953","$130,000,000",,http://www.the-numbers.com/movie/Home-(2014)#tab=summary,"$177,397,510"
Puss in Boots,10/28/2011,"$554,987,477","$130,000,000",,http://www.the-numbers.com/movie/Puss-in-Boots#tab=summary,"$149,260,504"
Megamind,11/5/2010,"$321,887,208","$130,000,000",,http://www.the-numbers.com/movie/Megamind#tab=summary,"$148,415,853"
Bad Boys II,7/18/2003,"$273,271,982","$130,000,000",,http://www.the-numbers.com/movie/Bad-Boys-II#tab=summary,"$138,540,870"
Rio 2,4/11/2014,"$493,738,435","$130,000,000",,http://www.the-numbers.com/movie/Rio-2#tab=summary,"$131,538,435"
Salt,7/23/2010,"$290,650,494","$130,000,000",,http://www.the-numbers.com/movie/Salt#tab=summary,"$118,311,368"
Noah,3/28/2014,"$352,831,065","$130,000,000",,http://www.the-numbers.com/movie/Noah#tab=summary,"$101,200,044"
The Adventures of Tintin,12/21/2011,"$373,993,951","$130,000,000",,http://www.the-numbers.com/movie/Adventures-of-Tintin-The#tab=summary,"$77,591,831"
After Earth,5/31/2013,"$251,499,665","$130,000,000",,http://www.the-numbers.com/movie/After-Earth#tab=summary,"$60,522,097"
Australia,11/26/2008,"$215,080,810","$130,000,000",,http://www.the-numbers.com/movie/Australia#tab=summary,"$49,554,002"
R.I.P.D.,7/19/2013,"$79,072,464","$130,000,000",,http://www.the-numbers.com/movie/RIPD#tab=summary,"$33,618,855"
"The Twilight Saga: Breaking Dawn, Part 1",11/18/2011,"$689,420,051","$127,500,000",,http://www.the-numbers.com/movie/Twilight-Saga-Breaking-Dawn-Part-1-The#tab=summary,"$281,287,133"
Dinosaur,5/19/2000,"$356,148,063","$127,500,000",,http://www.the-numbers.com/movie/Dinosaur#tab=summary,"$137,748,063"
Night at the Museum: Secret of the Tomb,12/19/2014,"$356,546,621","$127,000,000",,http://www.the-numbers.com/movie/Night-at-the-Museum-Secret-of-the-Tomb#tab=summary,"$113,746,621"
Harry Potter and the Deathly Hallows: Part II,7/15/2011,"$1,341,511,219","$125,000,000",,http://www.the-numbers.com/movie/Harry-Potter-and-the-Deathly-Hallows-Part-II#tab=summary,"$381,011,219"
The Hunger Games: Mockingjay - Part 1,11/21/2014,"$766,652,288","$125,000,000",,http://www.the-numbers.com/movie/Hunger-Games-Mockingjay-Part-1-The#tab=summary,"$337,135,885"
Harry Potter and the Sorcererâ€™s Stone,11/16/2001,"$974,755,371","$125,000,000",,http://www.the-numbers.com/movie/Harry-Potter-and-the-Sorcerers-Stone#tab=summary,"$317,575,550"
Pirates of the Caribbean: The Curse of the Black Pearl,7/9/2003,"$634,954,103","$125,000,000",,http://www.the-numbers.com/movie/Pirates-of-the-Caribbean-The-Curse-of-the-Black-Pearl#tab=summary,"$305,411,224"
Harry Potter and the Deathly Hallows: Part I,11/19/2010,"$960,283,305","$125,000,000",,http://www.the-numbers.com/movie/Harry-Potter-and-the-Deathly-Hallows-Part-I#tab=summary,"$295,983,305"
The Da Vinci Code,5/19/2006,"$767,820,459","$125,000,000",,http://www.the-numbers.com/movie/Da-Vinci-Code-The#tab=summary,"$217,536,138"
X2,5/2/2003,"$407,711,549","$125,000,000",,http://www.the-numbers.com/movie/X2#tab=summary,"$214,949,694"
Fast Five,4/29/2011,"$629,969,804","$125,000,000",,http://www.the-numbers.com/movie/Fast-Five#tab=summary,"$209,837,675"
Teenage Mutant Ninja Turtles,8/8/2014,"$485,004,754","$125,000,000",,http://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-(2014)#tab=summary,"$191,204,754"
Sherlock Holmes: A Game of Shadows,12/16/2011,"$535,663,443","$125,000,000",,http://www.the-numbers.com/movie/Sherlock-Holmes-A-Game-of-Shadows#tab=summary,"$186,848,418"
The Day After Tomorrow,5/28/2004,"$556,319,450","$125,000,000",,http://www.the-numbers.com/movie/Day-After-Tomorrow-The#tab=summary,"$186,740,799"
Clash of the Titans,4/1/2010,"$493,214,888","$125,000,000",,http://www.the-numbers.com/movie/Clash-of-the-Titans-(2010)#tab=summary,"$163,214,888"
Godzilla,5/19/1998,"$376,000,000","$125,000,000",,http://www.the-numbers.com/movie/Godzilla#tab=summary,"$136,314,294"
Prometheus,6/8/2012,"$399,005,706","$125,000,000",,http://www.the-numbers.com/movie/Prometheus#tab=summary,"$126,477,084"
The Bourne Legacy,8/10/2012,"$280,355,920","$125,000,000",,http://www.the-numbers.com/movie/Bourne-Legacy-The#tab=summary,"$113,203,870"
Batman & Robin,6/20/1997,"$238,317,814","$125,000,000",,http://www.the-numbers.com/movie/Batman-and-Robin#tab=summary,"$107,325,195"
Total Recall,8/3/2012,"$211,856,088","$125,000,000",,http://www.the-numbers.com/movie/Total-Recall-(Remake)#tab=summary,"$58,877,969"
The 13th Warrior,8/27/1999,"$61,698,899","$125,000,000",,http://www.the-numbers.com/movie/13th-Warrior-The#tab=summary,"$32,698,899"
How the Grinch Stole Christmas,11/17/2000,"$345,141,403","$123,000,000",,http://www.the-numbers.com/movie/How-the-Grinch-Stole-Christmas-(2000)#tab=summary,"$260,044,825"
Mission: Impossible 2,5/24/2000,"$549,588,516","$120,000,000",,http://www.the-numbers.com/movie/Mission-Impossible-2#tab=summary,"$215,409,889"
The Perfect Storm,6/30/2000,"$328,711,434","$120,000,000",,http://www.the-numbers.com/movie/Perfect-Storm-The#tab=summary,"$182,618,434"
Jason Bourne,7/29/2016,"$409,692,920","$120,000,000",,http://www.the-numbers.com/movie/Jason-Bourne#tab=summary,"$162,192,920"
Fantastic Four: Rise of the Silver Surfer,6/15/2007,"$288,215,319","$120,000,000",,http://www.the-numbers.com/movie/Fantastic-Four-Rise-of-the-Silver-Surfer#tab=summary,"$131,921,738"
Life of Pi,11/21/2012,"$607,987,022","$120,000,000",,http://www.the-numbers.com/movie/Life-of-Pi#tab=summary,"$124,987,022"
Ghost Rider,2/16/2007,"$229,545,589","$120,000,000",,http://www.the-numbers.com/movie/Ghost-Rider#tab=summary,"$115,802,596"
Charlie's Angels: Full Throttle,6/27/2003,"$227,200,000","$120,000,000",,http://www.the-numbers.com/movie/Charlies-Angels-Full-Throttle#tab=summary,"$100,814,328"
Elysium,8/9/2013,"$286,192,091","$120,000,000",,http://www.the-numbers.com/movie/Elysium#tab=summary,"$93,050,117"
Oblivion,4/19/2013,"$287,916,633","$120,000,000",,http://www.the-numbers.com/movie/Oblivion-(2013)#tab=summary,"$89,107,235"
Stuart Little 2,7/19/2002,"$166,000,000","$120,000,000",,http://www.the-numbers.com/movie/Stuart-Little-2#tab=summary,"$64,956,806"
RoboCop,2/12/2014,"$242,981,799","$120,000,000",,http://www.the-numbers.com/movie/RoboCop-(2013)#tab=summary,"$58,607,007"
The Chronicles of Riddick,6/11/2004,"$107,212,751","$120,000,000",,http://www.the-numbers.com/movie/Chronicles-of-Riddick-The#tab=summary,"$57,712,751"
Fantastic Four,8/7/2015,"$167,117,548","$120,000,000",,http://www.the-numbers.com/movie/Fantastic-Four-(2015)#tab=summary,"$56,117,548"
Speed Racer,5/9/2008,"$93,394,462","$120,000,000",,http://www.the-numbers.com/movie/Speed-Racer#tab=summary,"$43,945,766"
The Island,7/22/2005,"$163,018,913","$120,000,000",,http://www.the-numbers.com/movie/Island-The-(2005)#tab=summary,"$35,818,913"
How Do You Know?,12/17/2010,"$49,628,177","$120,000,000",,http://www.the-numbers.com/movie/How-Do-You-Know#tab=summary,"$30,212,620"
Trolls,11/4/2016,"$61,700,000","$120,000,000",,http://www.the-numbers.com/movie/Trolls#tab=summary,$0
Knight and Day,6/23/2010,"$258,751,370","$117,000,000",,http://www.the-numbers.com/movie/Knight-and-Day#tab=summary,"$76,423,035"
Star Wars Ep. I: The Phantom Menace,5/19/1999,"$1,027,044,677","$115,000,000",,http://www.the-numbers.com/movie/Star-Wars-Ep-I-The-Phantom-Menace#tab=summary,"$474,544,677"
Star Wars Ep. III: Revenge of the Sith,5/19/2005,"$848,998,877","$115,000,000",,http://www.the-numbers.com/movie/Star-Wars-Ep-III-Revenge-of-the-Sith#tab=summary,"$380,270,577"
Star Wars Ep. II: Attack of the Clones,5/16/2002,"$656,695,615","$115,000,000",,http://www.the-numbers.com/movie/Star-Wars-Ep-II-Attack-of-the-Clones#tab=summary,"$310,676,740"
"Monsters, Inc.",11/2/2001,"$559,757,719","$115,000,000",,http://www.the-numbers.com/movie/Monsters-Inc#tab=summary,"$289,423,425"
The Wolverine,7/26/2013,"$416,456,852","$115,000,000",,http://www.the-numbers.com/movie/Wolverine-The#tab=summary,"$132,556,852"
Dante's Peak,2/7/1997,"$178,200,000","$115,000,000",,http://www.the-numbers.com/movie/Dantes-Peak#tab=summary,"$67,163,857"
The Huntsman: Winterâ€™s War,4/22/2016,"$164,602,163","$115,000,000",,http://www.the-numbers.com/movie/Huntsman-Winters-War-The#tab=summary,"$48,003,015"
Windtalkers,6/14/2002,"$77,628,265","$115,000,000",,http://www.the-numbers.com/movie/Windtalkers#tab=summary,"$40,914,068"
AstÃ©rix aux Jeux Olympiques,7/4/2008,"$132,999,811","$113,500,000",,http://www.the-numbers.com/movie/Asterix-aux-Jeux-Olympiques#tab=summary,"$999,811"
Gulliver's Travels,12/25/2010,"$232,017,848","$112,000,000",,http://www.the-numbers.com/movie/Gullivers-Travels-(2010)#tab=summary,"$42,779,261"
Gravity,10/4/2013,"$716,392,705","$110,000,000",,http://www.the-numbers.com/movie/Gravity#tab=summary,"$274,092,705"
Night at the Museum,12/22/2006,"$579,446,407","$110,000,000",,http://www.the-numbers.com/movie/Night-at-the-Museum#tab=summary,"$250,863,268"
Mr. and Mrs. Smith,6/10/2005,"$486,124,090","$110,000,000",,http://www.the-numbers.com/movie/Mr-and-Mrs-Smith#tab=summary,"$186,336,279"
San Andreas,5/29/2015,"$469,590,832","$110,000,000",,http://www.the-numbers.com/movie/San-Andreas#tab=summary,"$155,190,832"
The Smurfs,7/29/2011,"$563,749,323","$110,000,000",,http://www.the-numbers.com/movie/Smurfs-The#tab=summary,"$142,614,158"
Live Free or Die Hard,6/27/2007,"$382,288,147","$110,000,000",,http://www.the-numbers.com/movie/Live-Free-or-Die-Hard#tab=summary,"$134,529,403"
The Divergent Series: Insurgent,3/20/2015,"$295,279,072","$110,000,000",,http://www.the-numbers.com/movie/Divergent-Series-Insurgent-The#tab=summary,"$130,179,072"
Ocean's Twelve,12/10/2004,"$362,989,076","$110,000,000",,http://www.the-numbers.com/movie/Oceans-Twelve#tab=summary,"$125,531,634"
Tomorrow Never Dies,12/19/1997,"$339,504,276","$110,000,000",,http://www.the-numbers.com/movie/Tomorrow-Never-Dies#tab=summary,"$125,304,276"
The Patriot,6/28/2000,"$215,300,000","$110,000,000",,http://www.the-numbers.com/movie/Patriot-The#tab=summary,"$113,330,342"
300: Rise of an Empire,3/7/2014,"$330,780,051","$110,000,000",,http://www.the-numbers.com/movie/300-Rise-of-an-Empire#tab=summary,"$106,580,051"
The Aviator,12/17/2004,"$208,370,892","$110,000,000",,http://www.the-numbers.com/movie/Aviator-The#tab=summary,"$102,608,827"
The Green Hornet,1/14/2011,"$229,155,503","$110,000,000",,http://www.the-numbers.com/movie/Green-Hornet-The#tab=summary,"$98,780,042"
Real Steel,10/7/2011,"$263,880,341","$110,000,000",,http://www.the-numbers.com/movie/Real-Steel#tab=summary,"$85,463,309"
Miss Peregrineâ€™s Home for Peculiar Children,9/30/2016,"$244,632,076","$110,000,000",,http://www.the-numbers.com/movie/Miss-Peregrines-Home-for-Peculiar-Children#tab=summary,"$81,032,076"
The A-Team,6/11/2010,"$177,241,171","$110,000,000",,http://www.the-numbers.com/movie/A-Team-The#tab=summary,"$77,222,099"
The Smurfs 2,7/31/2013,"$348,547,523","$110,000,000",,http://www.the-numbers.com/movie/Smurfs-2-The#tab=summary,"$71,017,784"
The Divergent Series: Allegiant,3/18/2016,"$171,484,051","$110,000,000",,http://www.the-numbers.com/movie/Divergent-Series-Allegiant-The#tab=summary,"$66,184,051"
The Taking of Pelham 123,6/12/2009,"$152,364,370","$110,000,000",,http://www.the-numbers.com/movie/Taking-of-Pelham-123-The#tab=summary,"$65,452,312"
Ender's Game,11/1/2013,"$89,737,191","$110,000,000",,http://www.the-numbers.com/movie/Enders-Game#tab=summary,"$61,737,191"
Home on the Range,4/2/2004,"$76,482,461","$110,000,000",,http://www.the-numbers.com/movie/Home-on-the-Range#tab=summary,"$50,026,353"
Speed 2: Cruise Control,6/13/1997,"$150,468,000","$110,000,000",,http://www.the-numbers.com/movie/Speed-2-Cruise-Control#tab=summary,"$48,097,081"
Kingdom of Heaven,5/6/2005,"$218,853,353","$110,000,000",,http://www.the-numbers.com/movie/Kingdom-of-Heaven#tab=summary,"$47,398,413"
Around the World in 80 Days,6/16/2004,"$72,004,159","$110,000,000",,http://www.the-numbers.com/movie/Around-the-World-in-80-Days-(2004)#tab=summary,"$24,004,159"
The Lord of the Rings: The Fellowship of the Ring,12/19/2001,"$887,217,688","$109,000,000",,http://www.the-numbers.com/movie/Lord-of-the-Rings-The-Fellowship-of-the-Ring-The#tab=summary,"$315,544,750"
The Cat in the Hat,11/21/2003,"$133,818,283","$109,000,000",,http://www.the-numbers.com/movie/Cat-in-the-Hat-The#tab=summary,"$101,018,283"
Ali,12/25/2001,"$87,683,966","$109,000,000",,http://www.the-numbers.com/movie/Ali#tab=summary,"$58,183,966"
The Martian,10/2/2015,"$640,055,863","$108,000,000",,http://www.the-numbers.com/movie/Martian-The#tab=summary,"$228,433,663"
"I, Robot",7/16/2004,"$348,629,585","$105,000,000",,http://www.the-numbers.com/movie/I-Robot#tab=summary,"$144,801,023"
Stuart Little,12/17/1999,"$298,815,224","$105,000,000",,http://www.the-numbers.com/movie/Stuart-Little#tab=summary,"$140,015,224"
The Princess and the Frog,11/25/2009,"$270,997,378","$105,000,000",,http://www.the-numbers.com/movie/Princess-and-the-Frog-The#tab=summary,"$104,400,899"
"10,000 B.C.",3/7/2008,"$269,065,678","$105,000,000",,http://www.the-numbers.com/movie/10-000-B-C#tab=summary,"$94,784,201"
Ice Age: Collision Course,7/22/2016,"$404,060,187","$105,000,000",,http://www.the-numbers.com/movie/Ice-Age-Collision-Course#tab=summary,"$64,060,187"
Town & Country,4/27/2001,"$10,364,769","$105,000,000",,http://www.the-numbers.com/movie/Town-and-Country#tab=summary,"$6,712,451"
Gone in 60 Seconds,6/9/2000,"$232,643,008","$103,300,000",,http://www.the-numbers.com/movie/Gone-in-60-Seconds#tab=summary,"$101,643,008"
Gladiator,5/5/2000,"$457,683,805","$103,000,000",,http://www.the-numbers.com/movie/Gladiator#tab=summary,"$187,683,805"
The Hangover 3,5/23/2013,"$362,000,072","$103,000,000",,http://www.the-numbers.com/movie/Hangover-3-The#tab=summary,"$112,200,072"
Public Enemies,7/1/2009,"$212,282,709","$102,500,000",,http://www.the-numbers.com/movie/Public-Enemies#tab=summary,"$97,104,620"
Casino Royale,11/17/2006,"$594,420,283","$102,000,000",,http://www.the-numbers.com/movie/Casino-Royale-(2006)#tab=summary,"$167,365,000"
Minority Report,6/21/2002,"$358,824,714","$102,000,000",,http://www.the-numbers.com/movie/Minority-Report#tab=summary,"$132,024,714"
Cloud Atlas,10/26/2012,"$130,673,154","$102,000,000",,http://www.the-numbers.com/movie/Cloud-Atlas#tab=summary,"$27,108,272"
Harry Potter and the Chamber of Secrets,11/15/2002,"$878,979,634","$100,000,000",,http://www.the-numbers.com/movie/Harry-Potter-and-the-Chamber-of-Secrets#tab=summary,"$261,987,880"
Terminator 2: Judgment Day,7/2/1991,"$513,815,401","$100,000,000",,http://www.the-numbers.com/movie/Terminator-2-Judgment-Day#tab=summary,"$201,858,746"
Batman Forever,6/16/1995,"$336,529,144","$100,000,000",,http://www.the-numbers.com/movie/Batman-Forever#tab=summary,"$184,031,112"
Planet of the Apes,7/27/2001,"$362,211,740","$100,000,000",,http://www.the-numbers.com/movie/Planet-of-the-Apes-(2001)#tab=summary,"$180,011,740"
National Treasure,11/19/2004,"$331,323,410","$100,000,000",,http://www.the-numbers.com/movie/National-Treasure#tab=summary,"$173,005,002"
Django Unchained,12/25/2012,"$449,948,323","$100,000,000",,http://www.the-numbers.com/movie/Django-Unchained#tab=summary,"$162,805,434"
Little Fockers,12/22/2010,"$310,650,574","$100,000,000",,http://www.the-numbers.com/movie/Little-Fockers#tab=summary,"$148,438,600"
True Lies,7/15/1994,"$365,300,000","$100,000,000",,http://www.the-numbers.com/movie/True-Lies#tab=summary,"$146,282,411"
American Gangster,11/2/2007,"$267,985,456","$100,000,000",,http://www.the-numbers.com/movie/American-Gangster#tab=summary,"$130,164,645"
Cloudy with a Chance of Meatballs,9/18/2009,"$236,827,677","$100,000,000",,http://www.the-numbers.com/movie/Cloudy-with-a-Chance-of-Meatballs#tab=summary,"$124,870,275"
The Other Guys,8/6/2010,"$170,936,470","$100,000,000",,http://www.the-numbers.com/movie/Other-Guys-The#tab=summary,"$119,219,978"
Lemony Snicket's A Series of Unfortunate Events,12/17/2004,"$212,956,024","$100,000,000",,http://www.the-numbers.com/movie/Lemony-Snickets-A-Series-of-Unfortunate-Events#tab=summary,"$118,627,117"
The Wolf of Wall Street,12/25/2013,"$391,976,723","$100,000,000",,http://www.the-numbers.com/movie/Wolf-of-Wall-Street-The#tab=summary,"$116,900,694"
Epic,5/24/2013,"$262,794,441","$100,000,000",,http://www.the-numbers.com/movie/Epic#tab=summary,"$107,518,682"
Eraser,6/21/1996,"$234,400,000","$100,000,000",,http://www.the-numbers.com/movie/Eraser#tab=summary,"$101,295,562"
The Hunchback of Notre Dame,6/21/1996,"$325,500,000","$100,000,000",,http://www.the-numbers.com/movie/Hunchback-of-Notre-Dame-The#tab=summary,"$100,138,851"
