movie_name,release_date,worldwide_gross,production_budget,num_rows,movie_link,domestic_gross
My Best Friend's Girl,9/19/2008,"$34,787,111","$20,000,000",,http://www.the-numbers.com/movie/My-Best-Friends-Girl#tab=summary,"$19,219,250"
Georgia Rule,5/11/2007,"$20,819,601","$20,000,000",,http://www.the-numbers.com/movie/Georgia-Rule#tab=summary,"$18,882,880"
Under the Rainbow,7/31/1981,"$18,826,490","$20,000,000",,http://www.the-numbers.com/movie/Under-the-Rainbow#tab=summary,"$18,826,490"
Ladyhawke,4/12/1985,"$18,400,000","$20,000,000",,http://www.the-numbers.com/movie/Ladyhawke#tab=summary,"$18,400,000"
Into the Wild,9/21/2007,"$56,822,960","$20,000,000",,http://www.the-numbers.com/movie/Into-the-Wild#tab=summary,"$18,354,356"
Simon Birch,9/11/1998,"$18,310,591","$20,000,000",,http://www.the-numbers.com/movie/Simon-Birch#tab=summary,"$18,253,415"
Pooh's Heffalump Movie,2/11/2005,"$55,686,944","$20,000,000",,http://www.the-numbers.com/movie/Poohs-Heffalump-Movie#tab=summary,"$18,098,433"
School for Scoundrels,9/29/2006,"$17,807,569","$20,000,000",,http://www.the-numbers.com/movie/School-for-Scoundrels#tab=summary,"$17,807,569"
Silent Hill: Revelation 3D,10/26/2012,"$55,975,672","$20,000,000",,http://www.the-numbers.com/movie/Silent-Hill-Revelation-3D#tab=summary,"$17,530,219"
Home for the Holidays,11/3/1995,"$22,119,269","$20,000,000",,http://www.the-numbers.com/movie/Home-for-the-Holidays#tab=summary,"$17,468,887"
Fired Up,2/20/2009,"$18,608,570","$20,000,000",,http://www.the-numbers.com/movie/Fired-Up#tab=summary,"$17,231,291"
Kung Fu Hustle,4/8/2005,"$102,034,104","$20,000,000",,http://www.the-numbers.com/movie/Kung-Fu-Hustle#tab=summary,"$17,104,669"
The Country Bears,7/26/2002,"$16,988,996","$20,000,000",,http://www.the-numbers.com/movie/Country-Bears-The#tab=summary,"$16,988,996"
21 Grams,11/21/2003,"$59,667,625","$20,000,000",,http://www.the-numbers.com/movie/21-Grams#tab=summary,"$16,248,701"
Armored,12/4/2009,"$23,661,038","$20,000,000",,http://www.the-numbers.com/movie/Armored#tab=summary,"$15,988,876"
The Kite Runner,12/14/2007,"$74,180,745","$20,000,000",,http://www.the-numbers.com/movie/Kite-Runner-The#tab=summary,"$15,800,078"
Paparazzi,9/3/2004,"$16,612,072","$20,000,000",,http://www.the-numbers.com/movie/Paparazzi#tab=summary,"$15,712,072"
A Guy Thing,1/17/2003,"$17,430,594","$20,000,000",,http://www.the-numbers.com/movie/Guy-Thing-A#tab=summary,"$15,543,862"
The Greatest Story Ever Told,2/15/1965,"$15,473,333","$20,000,000",,http://www.the-numbers.com/movie/Greatest-Story-Ever-Told-The#tab=summary,"$15,473,333"
Loser,7/21/2000,"$18,250,106","$20,000,000",,http://www.the-numbers.com/movie/Loser#tab=summary,"$15,464,026"
Twilight,3/6/1998,"$15,055,091","$20,000,000",,http://www.the-numbers.com/movie/Twilight#tab=summary,"$15,055,091"
Capitalism: A Love Story,9/23/2009,"$19,121,531","$20,000,000",,http://www.the-numbers.com/movie/Capitalism-A-Love-Story#tab=summary,"$14,363,397"
Lockout,4/13/2012,"$33,943,049","$20,000,000",,http://www.the-numbers.com/movie/Lockout#tab=summary,"$14,326,865"
Disaster Movie,8/29/2008,"$36,720,752","$20,000,000",,http://www.the-numbers.com/movie/Disaster-Movie#tab=summary,"$14,190,901"
What's Your Number?,9/30/2011,"$30,163,785","$20,000,000",,http://www.the-numbers.com/movie/Whats-Your-Number#tab=summary,"$14,011,084"
The Man Who Knew Too Little,11/14/1997,"$13,801,755","$20,000,000",,http://www.the-numbers.com/movie/Man-Who-Knew-Too-Little-The#tab=summary,"$13,801,755"
Crank 2: High Voltage,4/17/2009,"$35,472,739","$20,000,000",,http://www.the-numbers.com/movie/Crank-2-High-Voltage#tab=summary,"$13,684,249"
Burnt,10/30/2015,"$32,632,668","$20,000,000",,http://www.the-numbers.com/movie/Burnt#tab=summary,"$13,651,946"
Envy,4/30/2004,"$14,566,246","$20,000,000",,http://www.the-numbers.com/movie/Envy#tab=summary,"$13,548,322"
One Night with the King,10/13/2006,"$13,725,032","$20,000,000",,http://www.the-numbers.com/movie/One-Night-with-the-King#tab=summary,"$13,395,961"
Bullets Over Broadway,10/21/1994,"$13,383,747","$20,000,000",,http://www.the-numbers.com/movie/Bullets-Over-Broadway#tab=summary,"$13,383,747"
Ghost Town,9/19/2008,"$29,843,245","$20,000,000",,http://www.the-numbers.com/movie/Ghost-Town#tab=summary,"$13,252,641"
The Quiet American,11/22/2002,"$26,348,203","$20,000,000",,http://www.the-numbers.com/movie/Quiet-American-The#tab=summary,"$12,987,647"
Triple 9,2/26/2016,"$23,390,380","$20,000,000",,http://www.the-numbers.com/movie/Triple-9#tab=summary,"$12,639,297"
The Light Between Oceans,9/2/2016,"$12,975,963","$20,000,000",,http://www.the-numbers.com/movie/Light-Between-Oceans-The#tab=summary,"$12,542,872"
The Weather Man,10/28/2005,"$15,466,961","$20,000,000",,http://www.the-numbers.com/movie/Weather-Man-The#tab=summary,"$12,482,775"
Undisputed,8/23/2002,"$12,398,628","$20,000,000",,http://www.the-numbers.com/movie/Undisputed#tab=summary,"$12,398,628"
12 Rounds,3/27/2009,"$17,306,648","$20,000,000",,http://www.the-numbers.com/movie/12-Rounds#tab=summary,"$12,234,694"
Let Me In,10/1/2010,"$28,270,399","$20,000,000",,http://www.the-numbers.com/movie/Let-Me-In#tab=summary,"$12,134,935"
3 Ninjas Kick Back,5/6/1994,"$11,744,960","$20,000,000",,http://www.the-numbers.com/movie/3-Ninjas-Kick-Back#tab=summary,"$11,744,960"
Be Kind Rewind,2/22/2008,"$30,894,247","$20,000,000",,http://www.the-numbers.com/movie/Be-Kind-Rewind#tab=summary,"$11,175,164"
Mrs. Henderson Presents,12/9/2005,"$27,836,366","$20,000,000",,http://www.the-numbers.com/movie/Mrs-Henderson-Presents#tab=summary,"$11,036,366"
Deconstructing Harry,12/12/1997,"$10,686,841","$20,000,000",,http://www.the-numbers.com/movie/Deconstructing-Harry#tab=summary,"$10,686,841"
Three to Tango,10/22/1999,"$10,570,375","$20,000,000",,http://www.the-numbers.com/movie/Three-to-Tango#tab=summary,"$10,570,375"
We're No Angels,12/15/1989,"$10,555,348","$20,000,000",,http://www.the-numbers.com/movie/Were-No-Angels#tab=summary,"$10,555,348"
Everyone Says I Love You,12/6/1996,"$34,600,000","$20,000,000",,http://www.the-numbers.com/movie/Everyone-Says-I-Love-You#tab=summary,"$9,725,847"
Death Sentence,8/31/2007,"$16,907,831","$20,000,000",,http://www.the-numbers.com/movie/Death-Sentence#tab=summary,"$9,534,258"
Popstar: Never Stop Never Stopping,6/3/2016,"$9,537,120","$20,000,000",,http://www.the-numbers.com/movie/Popstar-Never-Stop-Never-Stopping#tab=summary,"$9,496,130"
Everybody's Fine,12/4/2009,"$9,208,876","$20,000,000",,http://www.the-numbers.com/movie/Everybodys-Fine#tab=summary,"$9,208,876"
Super Babies: Baby Geniuses 2,8/27/2004,"$9,355,369","$20,000,000",,http://www.the-numbers.com/movie/Super-Babies-Baby-Geniuses-2#tab=summary,"$9,109,322"
Battle of the Year,9/20/2013,"$16,723,377","$20,000,000",,http://www.the-numbers.com/movie/Battle-of-the-Year-The-Dream-Team#tab=summary,"$8,888,355"
Ratchet and Clank,4/29/2016,"$11,813,410","$20,000,000",,http://www.the-numbers.com/movie/Ratchet-and-Clank#tab=summary,"$8,813,410"
Death at a Funeral,8/17/2007,"$46,790,428","$20,000,000",,http://www.the-numbers.com/movie/Death-at-a-Funeral#tab=summary,"$8,580,428"
The Man,9/9/2005,"$10,393,696","$20,000,000",,http://www.the-numbers.com/movie/Man-The#tab=summary,"$8,330,720"
Code Name: The Cleaner,1/5/2007,"$8,135,024","$20,000,000",,http://www.the-numbers.com/movie/Code-Name-The-Cleaner#tab=summary,"$8,135,024"
Inherent Vice,12/12/2014,"$8,692,898","$20,000,000",,http://www.the-numbers.com/movie/Inherent-Vice#tab=summary,"$8,110,975"
Connie & Carla,4/16/2004,"$8,047,525","$20,000,000",,http://www.the-numbers.com/movie/Connie-and-Carla#tab=summary,"$8,047,525"
Machete Kills,10/11/2013,"$18,273,009","$20,000,000",,http://www.the-numbers.com/movie/Machete-Kills#tab=summary,"$8,008,161"
Sweet Charity,1/1/1969,"$8,000,000","$20,000,000",,http://www.the-numbers.com/movie/Sweet-Charity#tab=summary,"$8,000,000"
Doogal,2/24/2006,"$28,058,652","$20,000,000",,http://www.the-numbers.com/movie/Doogal#tab=summary,"$7,578,946"
Proof,9/16/2005,"$8,284,331","$20,000,000",,http://www.the-numbers.com/movie/Proof-(2005)#tab=summary,"$7,535,331"
An American Carol,10/3/2008,"$7,022,183","$20,000,000",,http://www.the-numbers.com/movie/American-Carol-An#tab=summary,"$7,013,191"
Willard,3/14/2003,"$6,882,696","$20,000,000",,http://www.the-numbers.com/movie/Willard-(2003)#tab=summary,"$6,882,696"
Strange Wilderness,2/1/2008,"$6,947,084","$20,000,000",,http://www.the-numbers.com/movie/Strange-Wilderness#tab=summary,"$6,575,282"
Little Boy,4/24/2015,"$17,684,355","$20,000,000",,http://www.the-numbers.com/movie/Little-Boy#tab=summary,"$6,485,961"
Topsy Turvy,12/17/1999,"$6,201,757","$20,000,000",,http://www.the-numbers.com/movie/Topsy-Turvy#tab=summary,"$6,201,757"
Chasing Mavericks,10/26/2012,"$8,300,821","$20,000,000",,http://www.the-numbers.com/movie/Chasing-Mavericks#tab=summary,"$6,002,756"
A Most Violent Year,12/31/2014,"$6,071,433","$20,000,000",,http://www.the-numbers.com/movie/Most-Violent-Year-A#tab=summary,"$5,749,134"
A Dangerous Method,11/23/2011,"$14,807,531","$20,000,000",,http://www.the-numbers.com/movie/Dangerous-Method-A#tab=summary,"$5,702,083"
A Scanner Darkly,7/7/2006,"$7,405,084","$20,000,000",,http://www.the-numbers.com/movie/Scanner-Darkly-A#tab=summary,"$5,501,616"
Bandslam,8/14/2009,"$12,967,829","$20,000,000",,http://www.the-numbers.com/movie/Bandslam#tab=summary,"$5,210,988"
Alone in the Dark,1/28/2005,"$8,178,569","$20,000,000",,http://www.the-numbers.com/movie/Alone-in-the-Dark#tab=summary,"$5,178,569"
Birth,10/29/2004,"$14,603,001","$20,000,000",,http://www.the-numbers.com/movie/Birth#tab=summary,"$5,005,899"
Hands of Stone,8/26/2016,"$4,742,002","$20,000,000",,http://www.the-numbers.com/movie/Hands-of-Stone#tab=summary,"$4,712,792"
Passchendaele,10/24/2008,"$4,453,327","$20,000,000",,http://www.the-numbers.com/movie/Passchendaele#tab=summary,"$4,452,423"
Flash of Genius,10/3/2008,"$4,504,111","$20,000,000",,http://www.the-numbers.com/movie/Flash-of-Genius#tab=summary,"$4,442,377"
I'm Not There,11/21/2007,"$12,397,613","$20,000,000",,http://www.the-numbers.com/movie/I-m-Not-There#tab=summary,"$4,017,609"
The Cold Light of Day,9/7/2012,"$25,361,206","$20,000,000",,http://www.the-numbers.com/movie/Cold-Light-of-Day-The#tab=summary,"$3,763,583"
The Brothers Bloom,5/15/2009,"$5,531,756","$20,000,000",,http://www.the-numbers.com/movie/Brothers-Bloom-The#tab=summary,"$3,531,756"
"Synecdoche, New York",10/24/2008,"$4,383,538","$20,000,000",,http://www.the-numbers.com/movie/Synecdoche-New-York#tab=summary,"$3,083,538"
Mononoke-hime,10/29/1999,"$150,350,000","$20,000,000",,http://www.the-numbers.com/movie/Mononoke-hime#tab=summary,"$2,374,107"
Bon Voyage,3/19/2004,"$8,361,736","$20,000,000",,http://www.the-numbers.com/movie/Bon-Voyage#tab=summary,"$2,353,728"
My All-American,11/13/2015,"$2,246,000","$20,000,000",,http://www.the-numbers.com/movie/My-All-American#tab=summary,"$2,246,000"
Can't Stop the Music,6/20/1980,"$2,000,000","$20,000,000",,http://www.the-numbers.com/movie/Cant-Stop-the-Music#tab=summary,"$2,000,000"
The Proposition,5/5/2006,"$5,313,608","$20,000,000",,http://www.the-numbers.com/movie/Proposition-The-(2006)#tab=summary,"$1,903,434"
Marci X,8/22/2003,"$1,646,664","$20,000,000",,http://www.the-numbers.com/movie/Marci-X#tab=summary,"$1,646,664"
Equilibrium,12/6/2002,"$5,345,869","$20,000,000",,http://www.the-numbers.com/movie/Equilibrium#tab=summary,"$1,190,018"
Dylan Dog: Dead of Night,4/29/2011,"$6,093,725","$20,000,000",,http://www.the-numbers.com/movie/Dylan-Dog-Dead-of-Night#tab=summary,"$1,186,538"
The Oogieloves in the BIG Balloon Adventure,8/29/2012,"$1,065,907","$20,000,000",,http://www.the-numbers.com/movie/Oogieloves-in-the-BIG-Balloon-Adventure-The#tab=summary,"$1,065,907"
The Children of Huang Shi,5/23/2008,"$8,221,700","$20,000,000",,http://www.the-numbers.com/movie/Children-of-Huang-Shi-The#tab=summary,"$1,031,872"
The Yards,10/20/2000,"$2,282,710","$20,000,000",,http://www.the-numbers.com/movie/Yards-The#tab=summary,"$882,710"
All Good Things,12/3/2010,"$873,617","$20,000,000",,http://www.the-numbers.com/movie/All-Good-Things#tab=summary,"$582,024"
By the Sea,11/13/2015,"$3,559,990","$20,000,000",,http://www.the-numbers.com/movie/By-the-Sea#tab=summary,"$538,460"
Steamboy,3/18/2005,"$10,468,867","$20,000,000",,http://www.the-numbers.com/movie/Steamboy#tab=summary,"$468,867"
The Game of Their Lives,4/22/2005,"$375,474","$20,000,000",,http://www.the-numbers.com/movie/Game-of-Their-Lives-The#tab=summary,"$375,474"
Rapa Nui,9/11/1994,"$305,070","$20,000,000",,http://www.the-numbers.com/movie/Rapa-Nui#tab=summary,"$305,070"
The Tempest,12/10/2010,"$277,943","$20,000,000",,http://www.the-numbers.com/movie/Tempest-The-(2010)#tab=summary,"$277,943"
CJ7,3/7/2008,"$47,300,771","$20,000,000",,http://www.the-numbers.com/movie/CJ7#tab=summary,"$206,678"
"Couloirs du temps: Les visiteurs 2, Les",3/27/1998,"$26,146,072","$20,000,000",,http://www.the-numbers.com/movie/Couloirs-du-temps-Les-visiteurs-2-Les#tab=summary,"$146,072"
People I Know,4/25/2003,"$5,694,213","$20,000,000",,http://www.the-numbers.com/movie/People-I-Know#tab=summary,"$121,972"
Regression,10/30/2015,"$14,883,495","$20,000,000",,http://www.the-numbers.com/movie/Regression#tab=summary,"$55,039"
Koltchak,12/31/2008,"$38,585,047","$20,000,000",,http://www.the-numbers.com/movie/Koltchak#tab=summary,$0
Zambezia,12/31/2012,"$34,454,631","$20,000,000",,http://www.the-numbers.com/movie/Zambezia#tab=summary,$0
Three Kingdoms: Resurrection of the Dragon,4/13/2010,"$22,139,590","$20,000,000",,http://www.the-numbers.com/movie/Three-Kingdoms-Resurrection-of-the-Dragon#tab=summary,$0
The Touch,3/31/2004,"$5,918,742","$20,000,000",,http://www.the-numbers.com/movie/Touch-The#tab=summary,$0
Survivor,5/29/2015,"$774,905","$20,000,000",,http://www.the-numbers.com/movie/Survivor#tab=summary,$0
Butterfly on a Wheel,12/25/2007,$0,"$20,000,000",,http://www.the-numbers.com/movie/Butterfly-on-a-Wheel#tab=summary,$0
Ramanujan,12/31/2007,$0,"$20,000,000",,http://www.the-numbers.com/movie/Ramanujan#tab=summary,$0
"Story of Bonnie and Clyde, The",12/31/2020,$0,"$20,000,000",,http://www.the-numbers.com/movie/Story-of-Bonnie-and-Clyde-The#tab=summary,$0
Dwegons and Leprechauns,8/29/2014,$0,"$20,000,000",,http://www.the-numbers.com/movie/Dwegons-and-Leprechauns#tab=summary,$0
The History of Love,12/31/2016,$0,"$20,000,000",,http://www.the-numbers.com/movie/History-of-Love-The#tab=summary,$0
Fight Valley,6/30/2016,$0,"$20,000,000",,http://www.the-numbers.com/movie/Fight-Valley#tab=summary,$0
The Thousand Miles,12/31/2017,$0,"$20,000,000",,http://www.the-numbers.com/movie/Thousand-Miles-The#tab=summary,$0
Der Baader Meinhof Komplex,8/21/2009,"$16,498,827","$19,700,000",,http://www.the-numbers.com/movie/Baader-Meinhof-Komplex-Der#tab=summary,"$476,270"
The Painted Veil,12/20/2006,"$15,118,795","$19,400,000",,http://www.the-numbers.com/movie/Painted-Veil-The#tab=summary,"$8,060,487"
The Frozen Ground,8/23/2013,"$5,617,460","$19,200,000",,http://www.the-numbers.com/movie/Frozen-Ground-The#tab=summary,$0
The Devil's Double,7/29/2011,"$2,406,666","$19,100,000",,http://www.the-numbers.com/movie/Devils-Double-The#tab=summary,"$1,361,512"
Back to the Future,7/3/1985,"$385,524,862","$19,000,000",,http://www.the-numbers.com/movie/Back-to-the-Future#tab=summary,"$212,259,762"
Dances with Wolves,11/9/1990,"$424,200,000","$19,000,000",,http://www.the-numbers.com/movie/Dances-with-Wolves#tab=summary,"$184,208,842"
Scary Movie,7/7/2000,"$277,200,000","$19,000,000",,http://www.the-numbers.com/movie/Scary-Movie#tab=summary,"$157,019,771"
Bad Teacher,6/24/2011,"$215,448,997","$19,000,000",,http://www.the-numbers.com/movie/Bad-Teacher#tab=summary,"$100,292,856"
Sausage Party,8/12/2016,"$136,685,522","$19,000,000",,http://www.the-numbers.com/movie/Sausage-Party#tab=summary,"$97,661,826"
Sea of Love,9/15/1989,"$58,571,513","$19,000,000",,http://www.the-numbers.com/movie/Sea-of-Love#tab=summary,"$58,571,513"
Just Married,1/10/2003,"$101,564,935","$19,000,000",,http://www.the-numbers.com/movie/Just-Married#tab=summary,"$56,127,162"
I Can Do Bad All By Myself,9/11/2009,"$51,733,921","$19,000,000",,http://www.the-numbers.com/movie/I-Can-Do-Bad-All-By-Myself#tab=summary,"$51,733,921"
A Cinderella Story,7/16/2004,"$70,164,105","$19,000,000",,http://www.the-numbers.com/movie/Cinderella-Story-A#tab=summary,"$51,438,175"
The Shining,5/23/1980,"$44,414,369","$19,000,000",,http://www.the-numbers.com/movie/Shining-The#tab=summary,"$44,017,374"
Thirteen Ghosts,10/26/2001,"$68,467,960","$19,000,000",,http://www.the-numbers.com/movie/Thirteen-Ghosts#tab=summary,"$41,867,960"
House on Haunted Hill,10/29/1999,"$65,090,541","$19,000,000",,http://www.the-numbers.com/movie/House-on-Haunted-Hill#tab=summary,"$40,846,082"
The Crazies,2/26/2010,"$56,445,534","$19,000,000",,http://www.the-numbers.com/movie/Crazies-The#tab=summary,"$39,123,589"
Notorious,1/16/2009,"$45,005,151","$19,000,000",,http://www.the-numbers.com/movie/Notorious-(2009)#tab=summary,"$36,843,682"
The Switch,8/20/2010,"$49,858,465","$19,000,000",,http://www.the-numbers.com/movie/Switch-The#tab=summary,"$27,758,465"
Leap Year,1/8/2010,"$32,618,920","$19,000,000",,http://www.the-numbers.com/movie/Leap-Year#tab=summary,"$25,918,920"
The Book Thief,11/8/2013,"$76,086,711","$19,000,000",,http://www.the-numbers.com/movie/Book-Thief-The#tab=summary,"$21,488,481"
"Gone, Baby, Gone",10/19/2007,"$34,352,162","$19,000,000",,http://www.the-numbers.com/movie/Gone-Baby-Gone#tab=summary,"$20,300,218"
Thomas and the Magic Railroad,7/26/2000,"$15,911,332","$19,000,000",,http://www.the-numbers.com/movie/Thomas-and-the-Magic-Railroad#tab=summary,"$15,911,332"
Mutiny on The Bounty,11/8/1962,"$13,680,000","$19,000,000",,http://www.the-numbers.com/movie/Mutiny-on-The-Bounty#tab=summary,"$13,680,000"
Sen to Chihiro no Kamikakushi,9/20/2002,"$274,949,886","$19,000,000",,http://www.the-numbers.com/movie/Sen-to-Chihiro-no-Kamikakushi#tab=summary,"$10,049,886"
Sex Drive,10/17/2008,"$10,412,485","$19,000,000",,http://www.the-numbers.com/movie/Sex-Drive#tab=summary,"$8,402,485"
Firestorm,1/9/1998,"$8,123,860","$19,000,000",,http://www.the-numbers.com/movie/Firestorm#tab=summary,"$8,123,860"
Take Me Home Tonight,3/4/2011,"$7,576,604","$19,000,000",,http://www.the-numbers.com/movie/Take-Me-Home-Tonight#tab=summary,"$6,928,068"
Won't Back Down,9/28/2012,"$5,714,913","$19,000,000",,http://www.the-numbers.com/movie/Learning-to-Fly#tab=summary,"$5,310,554"
The Fall of the Roman Empire,1/1/1964,"$4,750,000","$19,000,000",,http://www.the-numbers.com/movie/Fall-of-the-Roman-Empire-The#tab=summary,"$4,750,000"
The Nutcracker,11/24/1993,"$2,119,994","$19,000,000",,http://www.the-numbers.com/movie/Nutcracker-The-(1993)#tab=summary,"$2,119,994"
Kansas City,8/16/1996,"$1,353,824","$19,000,000",,http://www.the-numbers.com/movie/Kansas-City#tab=summary,"$1,353,824"
Out of Inferno,12/31/2013,$0,"$19,000,000",,http://www.the-numbers.com/movie/Out-of-Inferno-(China)#tab=summary,$0
George A. Romero's Land of the Dead,6/24/2005,"$47,751,015","$18,975,000",,http://www.the-numbers.com/movie/George-A-Romeros-Land-of-the-Dead#tab=summary,"$20,700,082"
IndigÃ¨nes,12/15/2006,"$26,063,572","$18,900,000",,http://www.the-numbers.com/movie/Indigenes#tab=summary,"$320,700"
The Amityville Horror,4/15/2005,"$109,175,673","$18,500,000",,http://www.the-numbers.com/movie/Amityville-Horror-The-(2005)#tab=summary,"$65,233,369"
Adaptation,12/6/2002,"$32,531,759","$18,500,000",,http://www.the-numbers.com/movie/Adaptation#tab=summary,"$22,498,520"
The Invention of Lying,10/2/2009,"$32,679,264","$18,500,000",,http://www.the-numbers.com/movie/Invention-of-Lying-The#tab=summary,"$18,451,251"
Fear and Loathing in Las Vegas,5/22/1998,"$13,711,903","$18,500,000",,http://www.the-numbers.com/movie/Fear-and-Loathing-in-Las-Vegas#tab=summary,"$10,680,275"
Ne le dis Ã  personne,7/4/2008,"$33,954,018","$18,500,000",,http://www.the-numbers.com/movie/Ne-Le-Dis-a-Personne#tab=summary,"$6,198,883"
Left Behind,2/2/2001,"$4,221,341","$18,500,000",,http://www.the-numbers.com/movie/Left-Behind#tab=summary,"$4,221,341"
Neighbors,5/9/2014,"$270,594,534","$18,000,000",,http://www.the-numbers.com/movie/Neighbors-(2013)#tab=summary,"$150,086,800"
Borat,11/3/2006,"$261,443,242","$18,000,000",,http://www.the-numbers.com/movie/Borat#tab=summary,"$128,505,958"
The Mask,7/29/1994,"$351,620,129","$18,000,000",,http://www.the-numbers.com/movie/Mask-The#tab=summary,"$119,920,129"
Big,6/3/1988,"$151,668,774","$18,000,000",,http://www.the-numbers.com/movie/Big#tab=summary,"$114,968,774"
Legally Blonde,7/13/2001,"$141,809,235","$18,000,000",,http://www.the-numbers.com/movie/Legally-Blonde#tab=summary,"$96,493,426"
Mean Girls,4/30/2004,"$130,953,026","$18,000,000",,http://www.the-numbers.com/movie/Mean-Girls#tab=summary,"$86,047,227"
Star Trek III: The Search for Spock,6/1/1984,"$87,000,000","$18,000,000",,http://www.the-numbers.com/movie/Star-Trek-III-The-Search-for-Spock#tab=summary,"$76,471,046"
The Exorcism of Emily Rose,9/9/2005,"$144,529,078","$18,000,000",,http://www.the-numbers.com/movie/Exorcism-of-Emily-Rose-The#tab=summary,"$75,072,454"
Deuce Bigalow: Male Gigolo,12/10/1999,"$92,935,067","$18,000,000",,http://www.the-numbers.com/movie/Deuce-Bigalow-Male-Gigolo#tab=summary,"$65,535,067"
Barbershop 2: Back in Business,2/6/2004,"$65,842,412","$18,000,000",,http://www.the-numbers.com/movie/Barbershop-2-Back-in-Business#tab=summary,"$65,070,412"
The Family Stone,12/16/2005,"$92,357,499","$18,000,000",,http://www.the-numbers.com/movie/Family-Stone-The#tab=summary,"$60,062,868"
Bad Santa,11/26/2003,"$77,147,031","$18,000,000",,http://www.the-numbers.com/movie/Bad-Santa#tab=summary,"$60,060,328"
Predator,6/12/1987,"$98,267,558","$18,000,000",,http://www.the-numbers.com/movie/Predator#tab=summary,"$59,735,548"
My Big Fat Greek Wedding 2,3/25/2016,"$91,651,878","$18,000,000",,http://www.the-numbers.com/movie/My-Big-Fat-Greek-Wedding-2#tab=summary,"$59,689,605"
The Perfect Guy,9/11/2015,"$60,264,805","$18,000,000",,http://www.the-numbers.com/movie/Perfect-Guy-The#tab=summary,"$57,017,904"
Austin Powers: International Man of Mystery,5/2/1997,"$67,683,989","$18,000,000",,http://www.the-numbers.com/movie/Austin-Powers-International-Man-of-Mystery#tab=summary,"$53,883,989"
Diary of a Wimpy Kid: Rodrick Rules,3/25/2011,"$73,695,194","$18,000,000",,http://www.the-numbers.com/movie/Diary-of-A-Wimpy-Kid-2-Rodick-Rules#tab=summary,"$52,698,535"
Amadeus,9/19/1984,"$51,973,029","$18,000,000",,http://www.the-numbers.com/movie/Amadeus#tab=summary,"$51,973,029"
Prom Night,4/11/2008,"$57,193,655","$18,000,000",,http://www.the-numbers.com/movie/Prom-Night-(2008)#tab=summary,"$43,869,350"
Soul Surfer,4/8/2011,"$47,158,652","$18,000,000",,http://www.the-numbers.com/movie/Soul-Surfer#tab=summary,"$43,853,424"
Under the Tuscan Sun,9/26/2003,"$57,490,024","$18,000,000",,http://www.the-numbers.com/movie/Under-the-Tuscan-Sun#tab=summary,"$43,601,508"
Birdman or (The Unexpected Virtue of Ignorance),10/17/2014,"$103,215,094","$18,000,000",,http://www.the-numbers.com/movie/Birdman#tab=summary,"$42,340,598"
Peggy Sue Got Married,10/10/1986,"$41,382,841","$18,000,000",,http://www.the-numbers.com/movie/Peggy-Sue-Got-Married#tab=summary,"$41,382,841"
Gosford Park,12/26/2001,"$41,300,105","$18,000,000",,http://www.the-numbers.com/movie/Gosford-Park#tab=summary,"$41,300,105"
Orange County,1/11/2002,"$43,308,707","$18,000,000",,http://www.the-numbers.com/movie/Orange-County#tab=summary,"$41,059,716"
Blue Jasmine,7/26/2013,"$102,912,961","$18,000,000",,http://www.the-numbers.com/movie/Blue-Jasmine#tab=summary,"$33,404,871"
United 93,4/28/2006,"$77,635,035","$18,000,000",,http://www.the-numbers.com/movie/United-93#tab=summary,"$31,567,134"
Honey,12/5/2003,"$62,646,763","$18,000,000",,http://www.the-numbers.com/movie/Honey#tab=summary,"$30,272,254"
The Fog,10/14/2005,"$37,048,526","$18,000,000",,http://www.the-numbers.com/movie/Fog-The-(2005)#tab=summary,"$29,511,112"
Spy Hard,5/24/1996,"$26,936,265","$18,000,000",,http://www.the-numbers.com/movie/Spy-Hard#tab=summary,"$26,936,265"
Ricki and the Flash,8/7/2015,"$40,487,973","$18,000,000",,http://www.the-numbers.com/movie/Ricki-and-the-Flash#tab=summary,"$26,822,144"
Glory,12/13/1989,"$26,593,580","$18,000,000",,http://www.the-numbers.com/movie/Glory#tab=summary,"$26,593,580"
Conan the Destroyer,6/29/1984,"$26,400,000","$18,000,000",,http://www.the-numbers.com/movie/Conan-the-Destroyer#tab=summary,"$26,400,000"
Love the Coopers,11/13/2015,"$42,167,286","$18,000,000",,http://www.the-numbers.com/movie/Love-the-Coopers#tab=summary,"$26,302,731"
Catch-22,6/24/1970,"$24,911,670","$18,000,000",,http://www.the-numbers.com/movie/Catch-22#tab=summary,"$24,911,670"
Observe and Report,4/10/2009,"$27,148,898","$18,000,000",,http://www.the-numbers.com/movie/Observe-and-Report#tab=summary,"$24,007,324"
Raging Bull,11/14/1980,"$23,380,203","$18,000,000",,http://www.the-numbers.com/movie/Raging-Bull#tab=summary,"$23,380,203"
Love Happens,9/18/2009,"$36,133,014","$18,000,000",,http://www.the-numbers.com/movie/Love-Happens#tab=summary,"$22,965,110"
Fame,9/25/2009,"$80,227,619","$18,000,000",,http://www.the-numbers.com/movie/Fame-(2008)#tab=summary,"$22,455,510"
Young Sherlock Holmes,12/4/1985,"$19,739,000","$18,000,000",,http://www.the-numbers.com/movie/Young-Sherlock-Holmes#tab=summary,"$19,739,000"
