"","isbn","title","authors","publishedDate","publisher","categories","pageCount","averageRating","ratingsCount","maturityRating","imageThumbnail","infoLink","textSnippet"
"61","0439141346","Favorite Medieval Tales","Mary Pope Osborne, Troy Howell","2002-05-01","Scholastic Inc.","Juvenile Fiction",86,5,1,"NOT_MATURE","http://books.google.com/books/content?id=7IGmdgU42jkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=7IGmdgU42jkC&dq=isbn:0439141346&hl=&source=gbs_api","A collection of well-known tales from medieval Europe, including &quot;Beowulf,&quot; &quot;The Sword in the Stone,&quot; &quot;The Song of Roland,&quot; and &quot;The Island of the Lost Children.&quot;"
"62","0553381075","American Academy of Pediatrics New Mother's Guide to Breastfeeding","Joan Younger Meek, Sherill Tippins, American Academy of Pediatrics","2002","Bantam","Health & Fitness",258,3,1,"NOT_MATURE","http://books.google.com/books/content?id=0T9b2YSvq6MC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=0T9b2YSvq6MC&dq=isbn:0553381075&hl=&source=gbs_api","A leading authority on children&#39;s health provides expert and accessible information on breastfeeding for new mothers that combines helpful illustrations and sound advice with answers to frequently asked questions about its physical, ..."
"63","0671631985","Teach Your Child to Read in 100 Easy Lessons","Phyllis Haddox, Elaine Bruner, Siegfried Engelmann","1986-06-15","Touchstone","Education",395,4.5,61,"NOT_MATURE","http://books.google.com/books/content?id=dPBdpGdc1A4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=dPBdpGdc1A4C&dq=isbn:0671631985&hl=&source=gbs_api","With more than half a million copies in print, Teach Your Child to Read in 100 Easy Lessons is the definitive guide to giving your child the reading skills needed now for a better chance at tomorrow, while bringing you and your child closer ..."
"64","0679824111","Dinosaurs Before Dark","Mary Pope Osborne, Sal Murdocca","1992","Random House Books for Young Readers","Juvenile Fiction",68,4,15,"NOT_MATURE","http://books.google.com/books/content?id=j_QHDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=j_QHDAAAQBAJ&dq=isbn:0679824111&hl=&source=gbs_api","Eight-year-old Jack and his younger sister Annie find a magic treehouse, which whisks them back to an ancient time zone where they see live dinosaurs."
"65","0684833727","Drawing in 3-D with Mark Kistler","Mark Kistler","1998-08-06","Simon and Schuster","Art",288,3.5,2,"NOT_MATURE","http://books.google.com/books/content?id=qPSQR7DGY_QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=qPSQR7DGY_QC&dq=isbn:0684833727&hl=&source=gbs_api","The third book in Kistler&#39;s ever-popular series takes children to a new level of adventure and creativity as they join public television&#39;s favorite drawing teacher on an A-to-Z journey through the art and fun of making 3-D cartoons. 1,000+ ..."
"66","0689823215","Roanoke, the Lost Colony","Heidi E. Y. Stemple, Jane Yolen","2003-07-01","Simon & Schuster Books for Young Readers","Juvenile Nonfiction",32,3,7,"NOT_MATURE","http://books.google.com/books/content?id=gR5N9OxM_AAC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=gR5N9OxM_AAC&dq=isbn:0689823215&hl=&source=gbs_api","Still others think that the colonists tried to sail home to England and were lost at sea. No one knows for sure. Become a detective as you read this true story, study the clues, and try to figure out the fate of the lost colony of Roanoke."
"67","0689829507","Good Night Blue","Angela C. Santomero","1999-09-01","Simon Spotlight/Nickelodeon","Juvenile Fiction",10,4.5,8,"NOT_MATURE","http://books.google.com/books/content?id=PJwEAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=PJwEAAAACAAJ&dq=isbn:0689829507&hl=&source=gbs_api","Blue and Steve get ready for bed."
"68","078943413X","Illustrated Dictionary of Mythology","Philip Wilkinson","1998","DK Publishing (Dorling Kindersley)","Social Science",128,5,1,"NOT_MATURE","http://books.google.com/books/content?id=DtynAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=DtynAAAACAAJ&dq=isbn:078943413X&hl=&source=gbs_api","Identifies key gods, goddesses, heroes, heroines, themes, and symbols from the mythologies of the world"
"69","0805068422","The First Anti-Coloring Book","Susan Striker, Edward Kimmel","2001-09-01","Macmillan","Juvenile Nonfiction",96,5,1,"NOT_MATURE","http://books.google.com/books/content?id=Z74oV9SHqYMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=Z74oV9SHqYMC&dq=isbn:0805068422&hl=&source=gbs_api","A newly repackaged edition of the first book in a series that has sold more than 600,000 copies A favorite of parents, educators, and therapists since it was first published in 1978, more than 200,000 copies of this first volume from the  ..."
"70","0806996730","The Cartoonist's Workbook","Robin Hall","1997","Author House","Art",111,5,1,"NOT_MATURE","http://books.google.com/books/content?id=DU3fWlVn9YAC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=DU3fWlVn9YAC&dq=isbn:0806996730&hl=&source=gbs_api","Shows how to portray characters, common poses, emotions, and useful situations, and provides practical advice on submitting cartoon ideas to newspapers, magazines, syndicates, greeting card companies, and other markets"
"71","088029809X","The Decline and Fall of Practically Everybody","Will Cuppy, William Steig, Fred Feldkamp","1992","Sterling Publishing Company","Biography & Autobiography",240,5,1,"NOT_MATURE","http://books.google.com/books/content?id=rWekyuJZU0wC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=rWekyuJZU0wC&dq=isbn:088029809X&hl=&source=gbs_api","Little known facts about some very famous men and women in history, including Cheops, Hatshepsut, Pericles, Alexander the Great, Hannibal, Cleopatra, Attila The Hun, Charlemagne, Lady Godiva, Lucrezia Borgia, Philip II, Louis XIV, Madame Du ..."
"72","1568222033","Big Book of Everything","Kathy Douglas","1999-01-29","AuthorHouse","Education",320,2,1,"NOT_MATURE","http://books.google.com/books/content?id=854G6GRRfZoC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=854G6GRRfZoC&dq=isbn:1568222033&hl=&source=gbs_api","This book is packed full of activities to help your preschoolers have fun while they learn."
"73","1569552924","Life-Giving Love","Kimberly Hahn","2002-04-01","Charis Books","Religion",375,5,1,"NOT_MATURE","http://books.google.com/books/content?id=K1h7AAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=K1h7AAAACAAJ&dq=isbn:1569552924&hl=&source=gbs_api","Kimberly Hahn invites all families to embrace Catholic teaching on life issues."
"74","1579121489","The Story of the Orchestra","Robert Levine","2001","Black Dog & Leventhal Pub","Juvenile Nonfiction",96,4.5,9,"NOT_MATURE","http://books.google.com/books/content?id=j8XWqGTSSv8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=j8XWqGTSSv8C&dq=isbn:1579121489&hl=&source=gbs_api","This is the moment in grand German opera that everyone finds easy to make fun of: In the mythological world of Wagner&#39;s opera Die Walkure, nine sisters (yes, the ones wearing horned helmets) on horseback fallen heroes."
"75","1584850388","Hair","","2000","Amer Girl Pub","Juvenile Nonfiction",64,5,3,"NOT_MATURE","http://books.google.com/books/content?id=Vl7qnLKoZoYC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=Vl7qnLKoZoYC&dq=isbn:1584850388&hl=&source=gbs_api","Provides advice on taking care of different types of hair, instructions for a variety of hairstyles, and suggestions for all kinds of hair accessories."
"76","1851825924","Character Building","David Isaacs","2001-01-01","Scepter Publishers","Education",273,4,1,"NOT_MATURE","http://books.google.com/books/content?id=YUGFVjzGxEMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=YUGFVjzGxEMC&dq=isbn:1851825924&hl=&source=gbs_api","In this book, author David Isaacs, an educationalist and parent, offers ideas and suggestions on how parents and teachers can help children&#39;s all-round development."
"77","0449911411","And I Don't Want to Live this Life","Deborah Spungen","1996","Fawcett","Biography & Autobiography",386,5,2,"NOT_MATURE","http://books.google.com/books/content?id=4OkkAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=4OkkAAAAYAAJ&dq=isbn:0449911411&hl=&source=gbs_api","Here is the incredible story of an infant who never stopped screaming, a toddler who attacked people, a teenager addicted to drugs, violence, and easy sex, a daughter completely out of control--who almost destroyed her parents&#39; marriage and ..."
"78","0440227194","Brian's Winter","Gary Paulsen","1998-01","Laurel Leaf","Juvenile Fiction",133,5,1,"NOT_MATURE","http://books.google.com/books/content?id=zY9BmAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=zY9BmAEACAAJ&dq=isbn:0440227194&hl=&source=gbs_api","A companion to Hatchet tells the story of what might have happened if thirteen-year-old Brian was not rescued and follows his struggle to survive against the challenges of a northern winter. Reprint. K. SLJ. AB. PW. VY."
"79","0553564935","Magician","Raymond E. Feist","1993","Spectra","Fiction",499,5,2,"NOT_MATURE","http://books.google.com/books/content?id=uuuVPwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=uuuVPwAACAAJ&dq=isbn:0553564935&hl=&source=gbs_api","As a captive slave of the Tsurani, warlike invaders from another world, Pug, an apprentice sorcerer, learns to control his awesome magical powers in order to battle an ancient Evil"
"80","0671881167","Warchild","Esther M. Friesner","1994","Simon and Schuster","Fiction",272,3,1,"NOT_MATURE","http://books.google.com/books/content?id=rU1I2nD7BRsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=rU1I2nD7BRsC&dq=isbn:0671881167&hl=&source=gbs_api","While Lieutenant Dax searches for a Bajoran girl who is destined to be a great healer and peacemaker between the warring factions of Bajor, Dr. Bashir fights a rare disease that is killing the children of Bajor&#39;s resettlement camps."
"81","0449912302","Dave Barry in Cyberspace","Dave Barry","1997","Ballantine Books","Computers",215,3.5,5,"NOT_MATURE","http://books.google.com/books/content?id=K6Ti2-kaXYoC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=K6Ti2-kaXYoC&dq=isbn:0449912302&hl=&source=gbs_api",". . After a day spent staring at a computer monitor, think of the book as a kind of screen saver for your brain.&quot;"
"82","0451523172","Four Great Comedies","William Shakespeare","1982","Signet Classics","English drama (Comedy)",432,5,1,"NOT_MATURE","http://books.google.com/books/content?id=DuVkljWlGJ8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=DuVkljWlGJ8C&dq=isbn:0451523172&hl=&source=gbs_api","The greatest works of comedy from the Bard, this book features &quot;The Taming ofthe Shrew, A Midsummer Night&#39;s Dream, Twelfth Night&quot; and &quot;The Tempest&quot;. Copyright © Libri GmbH. All rights reserved."
"83","0385065299","Invitation to Sociology","Peter L. Berger","1963","Anchor Books","Social Science",191,5,2,"NOT_MATURE","http://books.google.com/books/content?id=W2W2AAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=W2W2AAAAIAAJ&dq=isbn:0385065299&hl=&source=gbs_api","Discusses the way in which sociological perspective helps to illuminate man&#39;s social existence and the ethical implications of this scientific view"
"84","0375702733","Reservation Road","John Burnham Schwartz","1999-10-01","Vintage","Fiction",304,1,1,"NOT_MATURE","http://books.google.com/books/content?id=EoV7XsCucr4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=EoV7XsCucr4C&dq=isbn:0375702733&hl=&source=gbs_api","Reprint. 45,000 first printing. Reservation Road moves to its startling conclusion. This is an astonishing tale of love and loss, rage and redemption, that is as suspenseful"
"85","1565122224","The Truest Pleasure","Robert Morgan","1998","Algonquin Books","Fiction",334,3,1,"NOT_MATURE","http://books.google.com/books/content?id=-nwHTwW_2mkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=-nwHTwW_2mkC&dq=isbn:1565122224&hl=&source=gbs_api","&quot; -- The Washington Post Book World Morgan writes &quot;with an authority usually associated with the great novelists of the last centurey...this book is astonishing."
"86","0380811278","Sound of the Beast","Ian Christe","2004-02-17","It Books","Music",416,4,1,"NOT_MATURE","http://books.google.com/books/content?id=UJcllwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=UJcllwEACAAJ&dq=isbn:0380811278&hl=&source=gbs_api","From heavy metal&#39;s roots in the work of breakthrough groups such as Black Sabbath and Led Zeppelin to MTV hair metal, courtroom controversies, black metal murderers and Ozzfest, Sound of the Beast offers the final word on this elusive, ..."
"87","187844882X","Semaphore","G. W. Hawkes","1998","MacAdam/Cage Publishing","Fiction",222,5,1,"NOT_MATURE","http://books.google.com/books/content?id=a-xaAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=a-xaAAAAMAAJ&dq=isbn:187844882X&hl=&source=gbs_api","Joseph Carl Taft is burdened with the gift of seeing the future, an especially heavy burden to bear since he cannot speak, in a novel that explores language and fear"
"88","0849938716","Angels","Billy Graham","1995","Thomas Nelson Inc","Body, Mind & Spirit",208,4.5,19,"NOT_MATURE","http://books.google.com/books/content?id=sDUbiV92-mIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=sDUbiV92-mIC&dq=isbn:0849938716&hl=&source=gbs_api","The well-known evangelist explains the characteristics of angels as well as their purposes and significance in the contemporary world"
"89","0553581147","Lady of Conquest","Teresa Medeiros","1998","Bantam","Fiction",400,5,1,"NOT_MATURE","http://books.google.com/books/content?id=xr7heT06534C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=xr7heT06534C&dq=isbn:0553581147&hl=&source=gbs_api","Gelina O Monoghan, a female warrior in the earliest years of Ireland&#39;s past, meets her match in Conn of the Hundred Battles, the handsome High King of Ireland"
"90","0140143955","The Anglo-Saxons","James Campbell","1991","Penguin Group USA","History",272,5,1,"NOT_MATURE","http://books.google.com/books/content?id=-yGW7fkkAroC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=-yGW7fkkAroC&dq=isbn:0140143955&hl=&source=gbs_api","Traces the history of England from the end of Roman rule to the Norman Conquest"
"91","0515124826","Wedding Spell","Donna Fletcher","1999","Jove Publications","Fiction",326,3,1,"NOT_MATURE","http://books.google.com/books/content?id=BMEOAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=BMEOAAAACAAJ&dq=isbn:0515124826&hl=&source=gbs_api","After searching for true love for centuries, enchanting witch Alisande Wyrrd finds her time running out as she must find her soulmate or risk losing her magical powers forever. Original."
"92","0806513500","The 100","Michael H. Hart","1978","Citadel Press","Biography & Autobiography",556,4.5,15,"NOT_MATURE","http://books.google.com/books/content?id=jvbNRbDKY1wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=jvbNRbDKY1wC&dq=isbn:0806513500&hl=&source=gbs_api","Hart believed that in the intervening years the influence of his original selections had waxed and waned and that new names loomed large on the world stage: thus the publication this updated edition of THE 100."
"93","0822512270","The Roman engineers","L. A. Hamey, J. A. Hamey","1982-01","Lerner Pub Group","Juvenile Nonfiction",51,5,1,"NOT_MATURE","http://books.google.com/books/content?id=tGezANY0EcoC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=tGezANY0EcoC&dq=isbn:0822512270&hl=&source=gbs_api","Discusses the methods and achievements of Roman builders who were responsible for such projects as aqueducts, roads, and bridges."
"94","0395562333","Tacky the Penguin","Helen Lester, Lynn Munsinger","1988","Houghton Mifflin Harcourt","Juvenile Fiction",32,4,4,"NOT_MATURE","http://books.google.com/books/content?id=3w_99EgBwwoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=3w_99EgBwwoC&dq=isbn:0395562333&hl=&source=gbs_api","Tacky the penguin, an outrageous nonconformist, helps rid his icy land of unwanted intruders."
"95","0373483422","A Long Tall Texan Summer","Diana Palmer","1997","Harlequin Books","Fiction",367,2,1,"NOT_MATURE","http://books.google.com/books/content?id=aqMQynGjtLwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=aqMQynGjtLwC&dq=isbn:0373483422&hl=&source=gbs_api","A trio of summertime love stories based on the popular miniseries Long Tall Texans follows three strong-willed, tender-hearted inhabitants of Jacobsville, Texas--Tom Walker, Drew Morris, and Jobe Dodd--as they search for love under the hot ..."
"96","0517171988","Aesop's Fables","","1975","Gramercy Books","Juvenile Nonfiction",223,4,6,"NOT_MATURE","http://books.google.com/books/content?id=xA686EvkB4QC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=xA686EvkB4QC&dq=isbn:0517171988&hl=&source=gbs_api","Arthur Rackham&#39;s well-known illustrations enter print once again in this handsome new edition of classic fables."
"97","0452267455","Baghdad Without a Map, and Other Misadventures in Arabia","Tony Horwitz","1991","Plume Books","Travel",285,4,2,"NOT_MATURE","http://books.google.com/books/content?id=b8JwtlzMv-AC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=b8JwtlzMv-AC&dq=isbn:0452267455&hl=&source=gbs_api","A journalist chronicles his travels throughout the Middle East, discussing Cairo&#39;s seedy nightclubs, paid assassins in Libya, a mourner at the Ayatollah&#39;s funeral, and more. Reprint. 25,000 first printing. NYT."
"98","0002006588","Vancouver","David Cruise, Alison Griffiths","2003","HarperFlamingo","Vancouver (B.C.)",753,5,1,"NOT_MATURE","http://books.google.com/books/content?id=m74-AAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=m74-AAAACAAJ&dq=isbn:0002006588&hl=&source=gbs_api","A fascinating cast of characters populate the city of Vancouver in a story that stretches from the last Ice Age to the present day."
"99","0889740445","Ravensong","Lee Maracle","1993","Raincoast Books","Social Science",199,5,1,"NOT_MATURE","http://books.google.com/books/content?id=eoHr_LdZ7dgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=eoHr_LdZ7dgC&dq=isbn:0889740445&hl=&source=gbs_api","Lee Maracle, author of the best-selling I Am Woman: A Native Perspective on Sociology and Feminism, sets this novel in an urban Native American community on the Pacific Northwest coast in the early 1950s."
"100","0070616930","The Short story","Wilfred Stone, Nancy Huddleston Packer, Robert Hoopes","1983-01-01","McGraw-Hill Humanities/Social Sciences/Languages","Fiction",624,4,1,"NOT_MATURE","http://books.google.com/books/content?id=e4d7LkdP_8kC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=e4d7LkdP_8kC&dq=isbn:0070616930&hl=&source=gbs_api","Short introductions precede the work of all writers, combining biographical information with a critical assessment of their role in the development of the short story."
"101","0152563474","The Mysterious Giant of Barletta","Tomie DePaola","1984","Harcourt Childrens Books","Juvenile Fiction",32,4.5,2,"NOT_MATURE","http://books.google.com/books/content?id=3vZOPgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=3vZOPgAACAAJ&dq=isbn:0152563474&hl=&source=gbs_api","The giant statue that has always stood in front of the Church of San Sepolcro in Barletta is called upon to save the town from an army of a thousand men that is destroying all the towns and cities along the lower Adriatic coast."
"102","0152890750","To Hell With Dying","Alice Walker","1988","Harcourt Childrens Books","African Americans",31,5,1,"NOT_MATURE","http://books.google.com/books/content?id=03ggAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=03ggAQAAIAAJ&dq=isbn:0152890750&hl=&source=gbs_api","The author relates how old Mr. Sweet, though often on the verge of dying, could always be revived by the loving attention that she and her brother gave him."
"103","0385092393","Discoveries and Opinions of Galileo","Galileo Galilei","1957","Anchor Books","Philosophy",301,4.5,2,"NOT_MATURE","http://books.google.com/books/content?id=P2tmjengyBcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=P2tmjengyBcC&dq=isbn:0385092393&hl=&source=gbs_api","Directing his polemics against the pedantry of his time, Galileo, as his own popularizer, addressed his writings to contemporary laymen."
"104","0394800826","The King's Stilts","Dr. Seuss","1939","Random House Books for Young Readers","Juvenile Fiction",48,4,12,"NOT_MATURE","http://books.google.com/books/content?id=wyrhAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=wyrhAAAAMAAJ&dq=isbn:0394800826&hl=&source=gbs_api","When the King&#39;s stilts are stolen and he can no longer enjoy his play hour, the whole kingdom is threatened with destruction until a page boy bravely saves the day, in this color-enhanced 75th anniversary edition of the Dr. Seuss classic."
"105","0803955405","Qualitative Data Analysis","Matthew B. Miles, A. Michael Huberman","1994-01-12","SAGE","Social Science",338,4,12,"NOT_MATURE","http://books.google.com/books/content?id=U4lU_-wJ5QEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=U4lU_-wJ5QEC&dq=isbn:0803955405&hl=&source=gbs_api","Bringing the art of qualitative analysis up-to-date, this edition adds hundreds of new techniques, ideas and references developed in the past decade."
"106","074322311X","Green Grass Grace","Shawn McBride","2003-03-04","Touchstone","Fiction",304,4,3,"MATURE","http://books.google.com/books/content?id=WAlbAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=WAlbAAAAMAAJ&dq=isbn:074322311X&hl=&source=gbs_api","Gritty, giddy, and bursting with Henry&#39;s boundless energy, Green Grass Grace is a heart-thumping rocket ride back to adolescence that is riotously funny and tragic at the same time."
"107","0684822776","Riders","Tim Winton","1996-06-23","Simon and Schuster","Fiction",384,2.5,4,"NOT_MATURE","http://books.google.com/books/content?id=100mUwKCqngC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=100mUwKCqngC&dq=isbn:0684822776&hl=&source=gbs_api","Fred Scully searches for his pregnant wife, who disappears without an explanation, leaving him with Billy, his seven-year-old daughter"
"108","0553299352","Bring Me the Head of Prince Charming","Roger Zelazny","1992","Spectra","Fiction",310,4.5,2,"NOT_MATURE","http://books.google.com/books/content?id=V0GtFFhDUvIC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=V0GtFFhDUvIC&dq=isbn:0553299352&hl=&source=gbs_api","Eager to win the coveted Millennial Evil Deeds Award for reshaping the world, Azzie Elbub, a demon, decides to create a Prince Charming and a Sleeping Beauty who will help his cause. Reprint."
"109","0226323986","Gilgamesh Epic and Old Testament Parallels","Alexander Heidel","1949-01","University of Chicago Press","Religion",269,2.5,2,"NOT_MATURE","http://books.google.com/books/content?id=iRwMQVdZegAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=iRwMQVdZegAC&dq=isbn:0226323986&hl=&source=gbs_api","Cuneiform records made some three thousand years ago are the basis for this essay on the ideas of death and the afterlife and the story of the flood which were current among the ancient peoples of the Tigro-Euphrates Valley."
"110","067187778X","The Free Bards","Lackey","1997-05-01","Baen","Fiction",720,3.5,3,"NOT_MATURE","http://books.google.com/books/content?id=VvkEAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=VvkEAAAACAAJ&dq=isbn:067187778X&hl=&source=gbs_api","Comines the stories of Rune, the greatest violinist who played the Ghost of Skull Hill to sleep; Robin who must recruit the Ghost to aid their cause; and Nightingale who joins forces with T&#39;fyrr, a nonhuman with the face of a raptor"
"111","0811201902","The Wall (Intimacy) and Other Stories","Jean-Paul Sartre","1969-01","New Directions Publishing","Fiction",144,5,1,"NOT_MATURE","http://books.google.com/books/content?id=_ze9oH1afhcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=_ze9oH1afhcC&dq=isbn:0811201902&hl=&source=gbs_api","One of Sartre s greatest existentialist works of fiction, The Wall contains the only five short stories he ever wrote. Set during the Spanish Civil War, the title story crystallizes the famous philosopher s existentialism."
"112","0064450937","Fossils Tell of Long Ago","Aliki","1990-03-21","Collins","Juvenile Nonfiction",32,4.5,4,"NOT_MATURE","http://books.google.com/books/content?id=-o-hGwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=-o-hGwAACAAJ&dq=isbn:0064450937&hl=&source=gbs_api","A fossil is anything that has been preserved, one way or another, that tells about life on Earth. But you can make a fossil, too--something to be discovered a million years from now--and this book will tell you how."
"113","0394860152","Man O' War","Walter Farley","1962","Yearling","Juvenile Fiction",339,4,3,"NOT_MATURE","http://books.google.com/books/content?id=qS_JYJ0ho60C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=qS_JYJ0ho60C&dq=isbn:0394860152&hl=&source=gbs_api","A fictionalized biography of the American race horse who won twenty of twenty-one races, told by a stable boy who grew up with the great horse."
"114","0345459210","The Flood","","2003","Del Rey","Fiction",341,4.5,4,"NOT_MATURE","http://books.google.com/books/content?id=ujlaXVJ3kXsC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=ujlaXVJ3kXsC&dq=isbn:0345459210&hl=&source=gbs_api","Fleeing the destruction of the planet Reach, the Master Chief and a few human survivors crash-land on Halo, where they race to unravel its secrets in order to gain control of a great source of power before the alien occupiers do."
"115","0440237815","Dr. Franklin's Island","Ann Halam","2003","Laurel Leaf","Juvenile Fiction",272,4.5,4,"NOT_MATURE","http://books.google.com/books/content?id=5pQWmLmHSPYC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=5pQWmLmHSPYC&dq=isbn:0440237815&hl=&source=gbs_api","When their plane crashes over the Pacific Ocean, three science students are left stranded on a tropical island and then imprisoned by a doctor who is performing horrifying experiments on humans involving the transfer of animal genes."
"116","055329993X","The Return of the Ragpicker","Og Mandino","1993-01-01","Bantam","Religion",160,5,1,"NOT_MATURE","http://books.google.com/books/content?id=PdFIzWnuOcgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=PdFIzWnuOcgC&dq=isbn:055329993X&hl=&source=gbs_api","In the sequel to The Greatest Miracle in the World, the inspirational self-help author offers a set of principles designed to point readers toward a more promising and prosperous future. Reprint."
"117","0312035470","Wuthering Heights","Emily Brontë, Linda H. Peterson","1992","Bedford/st Martins","Fiction",467,3.5,54,"NOT_MATURE","http://books.google.com/books/content?id=TC9qnKXX6n4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=TC9qnKXX6n4C&dq=isbn:0312035470&hl=&source=gbs_api","In the relationship of Cathy and Heathcliff, and in the wild, bleak Yorkshire Moors of its setting, Wuthering Heights creates a world of its own, conceived with a disregard for convention, an instinct for poetry and for the dark depths of ..."
"118","0451526120","The Age of Innocence","Edith Wharton","1996","Penguin","Fiction",313,4,3,"NOT_MATURE","http://books.google.com/books/content?id=hV1qlYSUuR4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=hV1qlYSUuR4C&dq=isbn:0451526120&hl=&source=gbs_api","Widely regarded as one of Edith Wharton&#39;s greatest achievements, The Age of Innocence is not only subtly satirical, but also a sometimes dark and disturbing comedy of manners in its exploration of the &#39;eternal triangle&#39; of love."
"119","067940712X","One True Thing","Anna Quindlen","1994","Random House Incorporated","Fiction",289,4,17,"NOT_MATURE","http://books.google.com/books/content?id=sDxbAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=sDxbAAAAMAAJ&dq=isbn:067940712X&hl=&source=gbs_api","By the author of Object Lessons. 100,000 first printing. Tour. From the Paperback edition."
