"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"353",1893,"6/1/2016 01:10:08","6/1/2016 01:41:42",3162,"W 78 St & Broadway",40.78339981,-73.98093133,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,20531,"Customer",NA,0
"566",648,"6/1/2016 03:09:31","6/1/2016 03:20:20",411,"E 6 St & Avenue D",40.72228087,-73.97668709,531,"Forsyth St & Broome St",40.71893904,-73.99266288,21689,"Subscriber",1954,1
"617",280,"6/1/2016 04:22:36","6/1/2016 04:27:16",324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,16920,"Subscriber",1990,1
"72",761,"6/1/2016 00:09:49","6/1/2016 00:22:31",217,"Old Fulton St",40.70277159,-73.99383605,322,"Clinton St & Tillary St",40.696192,-73.991218,18365,"Customer",NA,0
"727",503,"6/1/2016 05:29:01","6/1/2016 05:37:24",525,"W 34 St & 11 Ave",40.75594159,-74.0021163,465,"Broadway & W 41 St",40.75513557,-73.98658032,23621,"Subscriber",1976,1
"188",312,"6/1/2016 00:31:39","6/1/2016 00:36:52",2009,"Catherine St & Monroe St",40.71117444,-73.99682619,224,"Spruce St & Nassau St",40.71146364,-74.00552427,19924,"Subscriber",1962,1
"92",418,"6/1/2016 00:12:21","6/1/2016 00:19:19",388,"W 26 St & 10 Ave",40.749717753,-74.002950346,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,16775,"Subscriber",1975,1
"881",311,"6/1/2016 05:49:33","6/1/2016 05:54:44",433,"E 13 St & Avenue A",40.72955361,-73.98057249,497,"E 17 St & Broadway",40.73704984,-73.99009296,25046,"Subscriber",1992,2
"271",3803,"6/1/2016 00:46:01","6/1/2016 01:49:25",249,"Harrison St & Hudson St",40.71870987,-74.0090009,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,20977,"Customer",NA,0
"919",98,"6/1/2016 05:53:16","6/1/2016 05:54:54",540,"Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,22669,"Subscriber",1963,1
"868",276,"6/1/2016 05:48:20","6/1/2016 05:52:57",503,"E 20 St & Park Ave",40.73827428,-73.98751968,486,"Broadway & W 29 St",40.7462009,-73.98855723,14950,"Subscriber",1985,1
"259",392,"6/1/2016 00:42:45","6/1/2016 00:49:18",3231,"E 67 St & Park Ave",40.7678008014813,-73.9659208059311,3140,"1 Ave & E 78 St",40.77140426,-73.9535166,25010,"Subscriber",1990,1
"525",2404919,"6/1/2016 02:36:01","6/28/2016 22:38:01",346,"Bank St & Hudson St",40.73652889,-74.00618026,3250,"NYCBS Depot - PIT",40.7169097804597,-73.9838379621506,18719,"Customer",NA,0
"344",361,"6/1/2016 01:07:49","6/1/2016 01:13:50",509,"9 Ave & W 22 St",40.7454973,-74.00197139,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,24727,"Subscriber",1963,1
"737",773,"6/1/2016 05:30:54","6/1/2016 05:43:48",438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,498,"Broadway & W 32 St",40.74854862,-73.98808416,19111,"Subscriber",1978,2
"339",278,"6/1/2016 01:06:17","6/1/2016 01:10:55",469,"Broadway & W 53 St",40.76344058,-73.98268129,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,15901,"Subscriber",1982,1
"763",626,"6/1/2016 05:36:57","6/1/2016 05:47:24",3154,"E 77 St & 3 Ave",40.77314236,-73.95856158,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,15495,"Subscriber",1977,1
"523",466,"6/1/2016 02:34:04","6/1/2016 02:41:51",312,"Allen St & Stanton St",40.722055,-73.989111,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,19800,"Subscriber",1956,1
"75",499,"6/1/2016 00:10:17","6/1/2016 00:18:37",253,"W 13 St & 5 Ave",40.73543934,-73.99453948,127,"Barrow St & Hudson St",40.73172428,-74.00674436,16820,"Subscriber",1969,1
"101",409,"6/1/2016 00:13:13","6/1/2016 00:20:02",487,"E 20 St & FDR Drive",40.73314259,-73.97573881,527,"E 33 St & 2 Ave",40.744023,-73.976056,14632,"Subscriber",1986,1
"833",481,"6/1/2016 05:45:04","6/1/2016 05:53:06",528,"2 Ave & E 31 St",40.74290902,-73.97706058,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,24933,"Subscriber",1964,1
"464",675,"6/1/2016 01:56:45","6/1/2016 02:08:00",387,"Centre St & Chambers St",40.71273266,-74.0046073,150,"E 2 St & Avenue C",40.7208736,-73.98085795,22267,"Subscriber",1991,1
"322",919,"6/1/2016 01:01:59","6/1/2016 01:17:18",328,"Watts St & Greenwich St",40.72405549,-74.00965965,302,"Avenue D & E 3 St",40.72082834,-73.97793172,25041,"Subscriber",1961,1
"166",1574,"6/1/2016 00:28:14","6/1/2016 00:54:28",531,"Forsyth St & Broome St",40.71893904,-73.99266288,3140,"1 Ave & E 78 St",40.77140426,-73.9535166,19200,"Subscriber",1970,2
"529",170,"6/1/2016 02:36:53","6/1/2016 02:39:44",503,"E 20 St & Park Ave",40.73827428,-73.98751968,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,15430,"Subscriber",1973,1
"924",1377,"6/1/2016 05:54:05","6/1/2016 06:17:03",151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,319,"Fulton St & Broadway",40.711066,-74.009447,22676,"Subscriber",NA,0
"274",170,"6/1/2016 00:46:31","6/1/2016 00:49:21",3088,"Union Ave & Jackson St",40.7160751,-73.952029,3082,"Hope St & Union Ave",40.71167351,-73.95141312,18724,"Subscriber",1988,1
"627",601,"6/1/2016 04:34:15","6/1/2016 04:44:17",545,"E 23 St & 1 Ave",40.736502,-73.97809472,485,"W 37 St & 5 Ave",40.75038009,-73.98338988,17381,"Subscriber",1978,1
"382",1095,"6/1/2016 01:18:57","6/1/2016 01:37:12",458,"11 Ave & W 27 St",40.751396,-74.005226,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,21977,"Subscriber",1988,1
"507",888,"6/1/2016 02:23:31","6/1/2016 02:38:19",128,"MacDougal St & Prince St",40.72710258,-74.00297088,351,"Front St & Maiden Ln",40.70530954,-74.00612572,22178,"Subscriber",1969,1
"170",2133,"6/1/2016 00:28:44","6/1/2016 01:04:17",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,458,"11 Ave & W 27 St",40.751396,-74.005226,21622,"Subscriber",1994,1
"351",810,"6/1/2016 01:09:43","6/1/2016 01:23:14",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,263,"Elizabeth St & Hester St",40.71729,-73.996375,16260,"Subscriber",NA,0
"13",1795,"6/1/2016 00:02:04","6/1/2016 00:32:00",434,"9 Ave & W 18 St",40.74317449,-74.00366443,3139,"E 72 St & Park Ave",40.7711828754066,-73.9640942215919,17615,"Subscriber",1968,1
"155",579,"6/1/2016 00:24:15","6/1/2016 00:33:55",483,"E 12 St & 3 Ave",40.73223272,-73.98889957,519,"Pershing Square North",40.751873,-73.977706,20988,"Subscriber",1960,1
"443",433,"6/1/2016 01:46:58","6/1/2016 01:54:12",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,20843,"Customer",NA,0
"825",971,"6/1/2016 05:44:09","6/1/2016 06:00:21",458,"11 Ave & W 27 St",40.751396,-74.005226,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,19460,"Subscriber",1987,1
"541",794,"6/1/2016 02:48:19","6/1/2016 03:01:34",3064,"Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,3106,"Driggs Ave & N Henry St",40.72325,-73.94308,14661,"Subscriber",1978,1
"687",642,"6/1/2016 05:15:42","6/1/2016 05:26:24",435,"W 21 St & 6 Ave",40.74173969,-73.99415556,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,24948,"Subscriber",1984,1
"873",734,"6/1/2016 05:48:45","6/1/2016 06:01:00",432,"E 7 St & Avenue A",40.72621788,-73.98379855,485,"W 37 St & 5 Ave",40.75038009,-73.98338988,15887,"Subscriber",1982,1
"817",316,"6/1/2016 05:43:28","6/1/2016 05:48:44",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,328,"Watts St & Greenwich St",40.72405549,-74.00965965,16039,"Subscriber",1985,2
"810",412,"6/1/2016 05:42:55","6/1/2016 05:49:47",537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,22729,"Subscriber",1990,1
"229",609,"6/1/2016 00:38:04","6/1/2016 00:48:14",3092,"Berry St & N 8 St",40.7190095,-73.95852515,3108,"Nassau Ave & Russell St",40.72557,-73.94434,16117,"Subscriber",1984,1
"503",624,"6/1/2016 02:19:53","6/1/2016 02:30:17",212,"W 16 St & The High Line",40.74334935,-74.00681753,474,"5 Ave & E 29 St",40.7451677,-73.98683077,21627,"Subscriber",1973,1
"207",888,"6/1/2016 00:34:21","6/1/2016 00:49:09",532,"S 5 Pl & S 4 St",40.710451,-73.960876,295,"Pike St & E Broadway",40.71406667,-73.99293911,23527,"Subscriber",1991,2
"791",485,"6/1/2016 05:40:16","6/1/2016 05:48:21",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,17461,"Subscriber",1990,1
"813",758,"6/1/2016 05:43:16","6/1/2016 05:55:55",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,18419,"Subscriber",1975,1
"475",1827,"6/1/2016 02:01:09","6/1/2016 02:31:36",363,"West Thames St",40.70834698,-74.01713445,445,"E 10 St & Avenue A",40.72740794,-73.98142006,22227,"Customer",NA,0
"796",402,"6/1/2016 05:41:14","6/1/2016 05:47:56",479,"9 Ave & W 45 St",40.76019252,-73.9912551,499,"Broadway & W 60 St",40.76915505,-73.98191841,23400,"Subscriber",1972,1
"957",1368,"6/1/2016 05:58:24","6/1/2016 06:21:12",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,457,"Broadway & W 58 St",40.76695317,-73.98169333,16896,"Subscriber",1989,1
"388",629,"6/1/2016 01:20:06","6/1/2016 01:30:35",3168,"Central Park West & W 85 St",40.78472675,-73.96961715,457,"Broadway & W 58 St",40.76695317,-73.98169333,24311,"Subscriber",1994,1
"34",1991,"6/1/2016 00:05:06","6/1/2016 00:38:17",504,"1 Ave & E 15 St",40.73221853,-73.98165557,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,24998,"Subscriber",1990,1
"10",725,"6/1/2016 00:01:38","6/1/2016 00:13:43",2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,3083,"Bushwick Ave & Powers St",40.71247661,-73.94100005,21421,"Subscriber",1971,2
"396",221,"6/1/2016 01:20:59","6/1/2016 01:24:41",398,"Atlantic Ave & Furman St",40.69165183,-73.9999786,157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,20839,"Subscriber",1967,1
"434",2836,"6/1/2016 01:43:32","6/1/2016 02:30:49",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,17625,"Customer",NA,0
"953",1611,"6/1/2016 05:57:43","6/1/2016 06:24:35",3167,"Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,2004,"6 Ave & Broome St",40.724399,-74.004704,20817,"Subscriber",1961,2
"707",889,"6/1/2016 05:22:35","6/1/2016 05:37:24",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,359,"E 47 St & Park Ave",40.75510267,-73.97498696,25382,"Subscriber",1986,1
"842",326,"6/1/2016 05:46:01","6/1/2016 05:51:27",306,"Cliff St & Fulton St",40.70823502,-74.00530063,320,"Leonard St & Church St",40.717571,-74.005549,25385,"Subscriber",1994,1
"386",240,"6/1/2016 01:19:32","6/1/2016 01:23:32",308,"St James Pl & Oliver St",40.71307916,-73.99851193,306,"Cliff St & Fulton St",40.70823502,-74.00530063,21213,"Subscriber",1988,1
"79",545,"6/1/2016 00:10:50","6/1/2016 00:19:56",537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,528,"2 Ave & E 31 St",40.74290902,-73.97706058,20307,"Subscriber",1975,1
"31",380,"6/1/2016 00:04:51","6/1/2016 00:11:11",328,"Watts St & Greenwich St",40.72405549,-74.00965965,127,"Barrow St & Hudson St",40.73172428,-74.00674436,19172,"Subscriber",1983,2
"823",465,"6/1/2016 05:43:55","6/1/2016 05:51:40",357,"E 11 St & Broadway",40.73261787,-73.99158043,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,17430,"Subscriber",1984,1
"688",1046,"6/1/2016 05:15:57","6/1/2016 05:33:24",3144,"E 81 St & Park Ave",40.77677702,-73.9590097,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,16133,"Subscriber",1963,1
"778",587,"6/1/2016 05:39:11","6/1/2016 05:48:58",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,485,"W 37 St & 5 Ave",40.75038009,-73.98338988,22312,"Subscriber",1982,1
"708",442,"6/1/2016 05:22:47","6/1/2016 05:30:09",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,18364,"Subscriber",1969,1
"546",509,"6/1/2016 02:53:39","6/1/2016 03:02:09",3092,"Berry St & N 8 St",40.7190095,-73.95852515,3115,"India St & Manhattan Ave",40.73232194,-73.9550858,18811,"Subscriber",1987,1
"310",170,"6/1/2016 00:57:02","6/1/2016 00:59:52",3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154,3101,"N 12 St & Bedford Ave",40.72079821,-73.95484712,24999,"Customer",NA,0
"721",706,"6/1/2016 05:26:18","6/1/2016 05:38:04",454,"E 51 St & 1 Ave",40.75455731,-73.96592976,533,"Broadway & W 39 St",40.75299641,-73.98721619,25141,"Subscriber",1955,1
"979",251,"6/1/2016 05:59:56","6/1/2016 06:04:07",466,"W 25 St & 6 Ave",40.74395411,-73.99144871,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,17430,"Subscriber",1990,1
"333",303,"6/1/2016 01:04:59","6/1/2016 01:10:02",539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,3086,"Graham Ave & Conselyea St",40.715143,-73.944507,24162,"Subscriber",1989,1
"29",936,"6/1/2016 00:04:27","6/1/2016 00:20:03",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,346,"Bank St & Hudson St",40.73652889,-74.00618026,21075,"Subscriber",1986,1
"245",940,"6/1/2016 00:40:34","6/1/2016 00:56:15",153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,15692,"Subscriber",1963,1
"695",172,"6/1/2016 05:18:44","6/1/2016 05:21:37",306,"Cliff St & Fulton St",40.70823502,-74.00530063,351,"Front St & Maiden Ln",40.70530954,-74.00612572,18859,"Subscriber",1952,1
"742",611,"6/1/2016 05:31:42","6/1/2016 05:41:54",527,"E 33 St & 2 Ave",40.744023,-73.976056,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,17971,"Subscriber",1948,2
"693",978,"6/1/2016 05:18:20","6/1/2016 05:34:38",488,"W 39 St & 9 Ave",40.75645824,-73.99372222,3132,"E 59 St & Madison Ave",40.76350532,-73.97109243,17491,"Subscriber",1960,1
"915",299,"6/1/2016 05:52:59","6/1/2016 05:57:58",228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,519,"Pershing Square North",40.751873,-73.977706,14866,"Subscriber",1957,1
"61",873,"6/1/2016 00:07:51","6/1/2016 00:22:24",223,"W 13 St & 7 Ave",40.73781509,-73.99994661,410,"Suffolk St & Stanton St",40.72066442,-73.98517977,25333,"Subscriber",1974,2
"323",408,"6/1/2016 01:01:59","6/1/2016 01:08:47",3249,"Verona Pl & Fulton St",40.6803560840434,-73.9476791024208,3058,"Lewis Ave & Kosciuszko St",40.69237074,-73.93705428,17708,"Subscriber",1991,2
"592",458,"6/1/2016 03:47:00","6/1/2016 03:54:38",405,"Washington St & Gansevoort St",40.739323,-74.008119,247,"Perry St & Bleecker St",40.73535398,-74.00483091,20075,"Customer",NA,0
"929",1026,"6/1/2016 05:54:11","6/1/2016 06:11:18",263,"Elizabeth St & Hester St",40.71729,-73.996375,533,"Broadway & W 39 St",40.75299641,-73.98721619,15728,"Subscriber",1957,1
"740",316,"6/1/2016 05:31:39","6/1/2016 05:36:56",2003,"1 Ave & E 18 St",40.7338121919663,-73.9805442094803,503,"E 20 St & Park Ave",40.73827428,-73.98751968,14950,"Subscriber",1992,2
"773",2035,"6/1/2016 05:38:45","6/1/2016 06:12:40",3135,"E 75 St & 3 Ave",40.77112927,-73.95772297,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,24030,"Subscriber",1986,2
"145",1057,"6/1/2016 00:23:54","6/1/2016 00:41:31",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,15442,"Subscriber",1992,1
"221",188,"6/1/2016 00:36:53","6/1/2016 00:40:02",388,"W 26 St & 10 Ave",40.749717753,-74.002950346,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,19750,"Customer",NA,0
"677",211,"6/1/2016 05:11:20","6/1/2016 05:14:52",282,"Kent Ave & S 11 St",40.7076449441757,-73.9684152603149,3078,"Broadway & Roebling St",40.70925562,-73.95982218,23351,"Subscriber",1984,1
"605",313,"6/1/2016 04:08:03","6/1/2016 04:13:16",355,"Bayard St & Baxter St",40.71602118,-73.99974372,151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225,22676,"Subscriber",1979,1
"97",5320,"6/1/2016 00:13:00","6/1/2016 01:41:41",487,"E 20 St & FDR Drive",40.73314259,-73.97573881,394,"E 9 St & Avenue C",40.72521311,-73.97768752,20000,"Customer",NA,0
"992",214,"6/1/2016 06:01:04","6/1/2016 06:04:38",3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,3150,"E 85 St & York Ave",40.77536905,-73.94803392,22057,"Subscriber",1985,1
"481",1543,"6/1/2016 02:03:41","6/1/2016 02:29:25",401,"Allen St & Rivington St",40.72019576,-73.98997825,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,25259,"Subscriber",1996,1
"840",178,"6/1/2016 05:45:41","6/1/2016 05:48:40",540,"Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,19920,"Subscriber",1982,1
"136",714,"6/1/2016 00:22:09","6/1/2016 00:34:04",173,"Broadway & W 49 St",40.7606832709659,-73.9845272898674,507,"E 25 St & 2 Ave",40.73912601,-73.97973776,20098,"Subscriber",1990,1
"448",177,"6/1/2016 01:49:31","6/1/2016 01:52:29",449,"W 52 St & 9 Ave",40.76461837,-73.98789473,449,"W 52 St & 9 Ave",40.76461837,-73.98789473,23214,"Subscriber",1995,2
"39",1416,"6/1/2016 00:05:10","6/1/2016 00:28:47",3120,"Center Blvd & Borden Ave",40.74161,-73.96044,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,15472,"Subscriber",1989,1
"341",196,"6/1/2016 01:07:18","6/1/2016 01:10:35",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,17112,"Subscriber",1986,1
"184",224,"6/1/2016 00:30:32","6/1/2016 00:34:17",228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,516,"E 47 St & 1 Ave",40.75206862,-73.96784384,23397,"Subscriber",1992,1
"869",177,"6/1/2016 05:48:24","6/1/2016 05:51:21",3236,"W 42 St & Dyer Ave",40.7589848139963,-73.9937996864319,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,22680,"Subscriber",1980,1
"866",726,"6/1/2016 05:48:10","6/1/2016 06:00:17",490,"8 Ave & W 33 St",40.751551,-73.993934,359,"E 47 St & Park Ave",40.75510267,-73.97498696,21363,"Subscriber",1960,2
"398",635,"6/1/2016 01:21:24","6/1/2016 01:31:59",352,"W 56 St & 6 Ave",40.76340613,-73.97722479,3162,"W 78 St & Broadway",40.78339981,-73.98093133,24842,"Subscriber",1989,2
"754",431,"6/1/2016 05:35:11","6/1/2016 05:42:22",410,"Suffolk St & Stanton St",40.72066442,-73.98517977,382,"University Pl & E 14 St",40.73492695,-73.99200509,21234,"Subscriber",1990,1
"147",1538,"6/1/2016 00:24:34","6/1/2016 00:50:12",493,"W 45 St & 6 Ave",40.7568001,-73.98291153,307,"Canal St & Rutgers St",40.71427487,-73.98990025,18191,"Subscriber",1986,1
"887",318,"6/1/2016 05:50:06","6/1/2016 05:55:25",546,"E 30 St & Park Ave S",40.74444921,-73.98303529,536,"1 Ave & E 30 St",40.74144387,-73.97536082,21612,"Subscriber",1977,1
"649",366,"6/1/2016 04:53:48","6/1/2016 04:59:55",312,"Allen St & Stanton St",40.722055,-73.989111,295,"Pike St & E Broadway",40.71406667,-73.99293911,16183,"Subscriber",1961,1
"670",1562,"6/1/2016 05:06:30","6/1/2016 05:32:33",393,"E 5 St & Avenue C",40.72299208,-73.97995466,514,"12 Ave & W 40 St",40.76087502,-74.00277668,15898,"Subscriber",1974,1
"196",1594,"6/1/2016 00:33:04","6/1/2016 00:59:38",3168,"Central Park West & W 85 St",40.78472675,-73.96961715,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,14707,"Subscriber",1997,1
"349",328,"6/1/2016 01:08:37","6/1/2016 01:14:05",308,"St James Pl & Oliver St",40.71307916,-73.99851193,415,"Pearl St & Hanover Square",40.7047177,-74.00926027,22602,"Subscriber",1972,1
"292",899,"6/1/2016 00:52:47","6/1/2016 01:07:46",393,"E 5 St & Avenue C",40.72299208,-73.97995466,360,"William St & Pine St",40.70717936,-74.00887308,22174,"Subscriber",1967,1
"961",709,"6/1/2016 05:58:40","6/1/2016 06:10:30",504,"1 Ave & E 15 St",40.73221853,-73.98165557,519,"Pershing Square North",40.751873,-73.977706,25292,"Subscriber",1989,1
"643",786,"6/1/2016 04:48:28","6/1/2016 05:01:35",470,"W 20 St & 8 Ave",40.74345335,-74.00004031,468,"Broadway & W 55 St",40.7652654,-73.98192338,17474,"Subscriber",1991,1
"951",1540,"6/1/2016 05:57:18","6/1/2016 06:22:58",3236,"W 42 St & Dyer Ave",40.7589848139963,-73.9937996864319,428,"E 3 St & 1 Ave",40.72467721,-73.98783413,23466,"Subscriber",1971,1
"831",410,"6/1/2016 05:45:00","6/1/2016 05:51:50",405,"Washington St & Gansevoort St",40.739323,-74.008119,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,16219,"Subscriber",1975,2
"331",691,"6/1/2016 01:04:50","6/1/2016 01:16:22",3177,"W 84 St & Broadway",40.7867947,-73.977112,449,"W 52 St & 9 Ave",40.76461837,-73.98789473,20115,"Subscriber",1985,1
"153",1725,"6/1/2016 00:25:33","6/1/2016 00:54:19",515,"W 43 St & 10 Ave",40.76009437,-73.99461843,434,"9 Ave & W 18 St",40.74317449,-74.00366443,20781,"Customer",NA,0
"87",325,"6/1/2016 00:11:57","6/1/2016 00:17:23",2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,16762,"Subscriber",1975,1
"465",381,"6/1/2016 01:57:20","6/1/2016 02:03:41",504,"1 Ave & E 15 St",40.73221853,-73.98165557,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,14876,"Subscriber",1989,1
"766",721,"6/1/2016 05:37:22","6/1/2016 05:49:24",426,"West St & Chambers St",40.71754834,-74.01322069,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,19883,"Subscriber",1991,1
"337",2177,"6/1/2016 01:05:32","6/1/2016 01:41:50",405,"Washington St & Gansevoort St",40.739323,-74.008119,3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,14936,"Subscriber",1982,1
"477",877,"6/1/2016 02:01:45","6/1/2016 02:16:22",465,"Broadway & W 41 St",40.75513557,-73.98658032,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,18749,"Subscriber",1983,1
"619",1293,"6/1/2016 04:24:06","6/1/2016 04:45:40",509,"9 Ave & W 22 St",40.7454973,-74.00197139,536,"1 Ave & E 30 St",40.74144387,-73.97536082,19041,"Subscriber",1981,1
"913",405,"6/1/2016 05:52:52","6/1/2016 05:59:37",2000,"Front St & Washington St",40.70255088,-73.98940236,143,"Clinton St & Joralemon St",40.69239502,-73.99337909,25015,"Subscriber",1973,1
"699",1559,"6/1/2016 05:20:50","6/1/2016 05:46:50",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,17267,"Customer",NA,0
"248",1119,"6/1/2016 00:41:14","6/1/2016 00:59:53",224,"Spruce St & Nassau St",40.71146364,-74.00552427,3077,"Stagg St & Union Ave",40.70877084,-73.95095259,22682,"Subscriber",1990,1
"267",15440,"6/1/2016 00:45:18","6/1/2016 05:02:38",2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,150,"E 2 St & Avenue C",40.7208736,-73.98085795,14973,"Subscriber",1986,1
"253",1438,"6/1/2016 00:42:19","6/1/2016 01:06:18",472,"E 32 St & Park Ave",40.7457121,-73.98194829,394,"E 9 St & Avenue C",40.72521311,-73.97768752,25348,"Subscriber",1982,2
"864",1498,"6/1/2016 05:48:14","6/1/2016 06:13:12",3142,"1 Ave & E 62 St",40.7612274,-73.96094022,459,"W 20 St & 11 Ave",40.746745,-74.007756,20161,"Subscriber",1962,2
"199",508,"6/1/2016 00:33:32","6/1/2016 00:42:00",173,"Broadway & W 49 St",40.7606832709659,-73.9845272898674,2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,18468,"Subscriber",1988,1
"932",408,"6/1/2016 05:54:53","6/1/2016 06:01:42",475,"E 16 St & Irving Pl",40.73524276,-73.98758561,474,"5 Ave & E 29 St",40.7451677,-73.98683077,16447,"Subscriber",1963,1
"805",1239,"6/1/2016 05:42:15","6/1/2016 06:02:54",3148,"E 84 St & 1 Ave",40.77565541,-73.95068615,422,"W 59 St & 10 Ave",40.770513,-73.988038,17902,"Subscriber",1983,1
"548",118,"6/1/2016 02:54:49","6/1/2016 02:56:48",3074,"Montrose Ave & Bushwick Ave",40.70767788,-73.94016171,3068,"Humboldt St & Varet St",40.7031724,-73.940636,23641,"Subscriber",1991,1
"263",213,"6/1/2016 00:44:49","6/1/2016 00:48:22",264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,279,"Peck Slip & Front St",40.707873,-74.00167,19140,"Subscriber",1981,1
"920",11245,"6/1/2016 05:53:27","6/1/2016 09:00:53",3177,"W 84 St & Broadway",40.7867947,-73.977112,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,25090,"Subscriber",1974,2
"560",4286,"6/1/2016 03:06:28","6/1/2016 04:17:54",328,"Watts St & Greenwich St",40.72405549,-74.00965965,328,"Watts St & Greenwich St",40.72405549,-74.00965965,15200,"Customer",NA,0
"99",560,"6/1/2016 00:13:07","6/1/2016 00:22:27",503,"E 20 St & Park Ave",40.73827428,-73.98751968,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,16543,"Subscriber",1981,1
"408",477,"6/1/2016 01:29:44","6/1/2016 01:37:42",248,"Laight St & Hudson St",40.72185379,-74.00771779,3002,"South End Ave & Liberty St",40.711512,-74.015756,20941,"Subscriber",1973,2
"522",465,"6/1/2016 02:34:00","6/1/2016 02:41:45",268,"Howard St & Centre St",40.71910537,-73.99973337,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,21469,"Subscriber",1980,1
