,psraid,state,density,igender,irace,sex,qp2,age,q5,q29a,q29b,q29c,educ2,race3m1,income,party,ideo
87,100401,Connecticut,4,Female,White,Male,"Mitt Romney, the Republican",68,Middle class,The Same/No difference (VOL.),More likely,The Same/No difference (VOL.),Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Independent,Conservative
88,100403,Georgia,4,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",49,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Democrat,(VOL. DO NOT READ) Don't know/Refused
89,100409,South Carolina,3,Female,White,Female,"Barack Obama, the Democrat [OR]",65,Middle class,No opinion/Don't know enough to say,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Moderate
90,100412,New Jersey,3,Female,Hispanic,Male,"Mitt Romney, the Republican",27,Middle class,The Same/No difference (VOL.),The Same/No difference (VOL.),The Same/No difference (VOL.),"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",(VOL. DO NOT READ) Don't know/Refused,Independent,Conservative
91,100415,Florida,4,Female,White,Female,"Mitt Romney, the Republican",65,Middle class,More likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Conservative
92,100418,New Jersey,5,Male,Black or African-American,Male,[VOL. DO NOT READ] Don't know/Refused,39,Lower class,Less likely,Less likely,More likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","30 to under $40,000",No preference (VOL.),(VOL. DO NOT READ) Don't know/Refused
93,100422,Indiana,2,Female,Black or African-American,Female,"Mitt Romney, the Republican",62,Lower-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Conservative
94,100423,Connecticut,4,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",18,Middle class,Less likely,Less likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)","30 to under $40,000",Independent,Moderate
95,100431,Maryland,2,Female,Don't know/Refused (VOL.),Female,"Mitt Romney, the Republican",99,Don't know/Refused (VOL.),Less likely,More likely,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Moderate
96,100436,Maryland,4,Male,Black or African-American,Female,"Mitt Romney, the Republican",50,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
97,100438,Pennsylvania,5,Male,Hispanic,Female,"Barack Obama, the Democrat [OR]",30,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","20 to under $30,000",Democrat,"Liberal, OR"
98,100440,New York,5,Female,Don't know/Refused (VOL.),Male,"Barack Obama, the Democrat [OR]",53,Middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Democrat,Moderate
99,100441,New York,2,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",60,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Democrat,Moderate
100,100446,North Carolina,2,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",43,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Independent,Moderate
101,100447,Pennsylvania,4,Male,Hispanic,Male,"Mitt Romney, the Republican",55,Lower-middle class,More likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Conservative
102,100453,Arizona,3,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",58,Middle class,Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,Moderate
103,100454,Arizona,1,Female,White,Male,"Mitt Romney, the Republican",50,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Refused (e.g., non-race answers like American, Human, purple) (VOL.)","75 to under $100,000",Independent,Conservative
104,100456,Idaho,2,Female,Black or African-American,Female,[VOL. DO NOT READ] Don't know/Refused,80,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Conservative
105,100457,Arizona,1,Male,Hispanic,Male,"Barack Obama, the Democrat [OR]",75,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Democrat,Very conservative
106,100460,Nevada,2,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",60,Middle class,More likely,More likely,Less likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,"Liberal, OR"
107,100466,Ohio,5,Female,Don't know/Refused (VOL.),Male,[VOL. DO NOT READ] Don't know/Refused,64,Lower class,More likely,More likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,Very liberal?
108,100478,California,5,Female,Black or African-American,Male,"Mitt Romney, the Republican",47,Middle class,More likely,More likely,The Same/No difference (VOL.),"Some postgraduate or professional schooling, no postgraduate degree","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Republican,Conservative
109,100480,California,3,Female,White,Female,"Barack Obama, the Democrat [OR]",48,Lower-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Democrat,Moderate
110,100482,California,2,Female,White,Female,[VOL. DO NOT READ] Don't know/Refused,71,Upper-middle class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Moderate
111,100496,South Carolina,2,Female,Hispanic,Male,"Barack Obama, the Democrat [OR]",58,Upper-middle class,Less likely,Less likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","40 to under $50,000",Democrat,Very conservative
112,100497,Colorado,2,Male,Black or African-American,Male,"Mitt Romney, the Republican",37,Middle class,More likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,Moderate
113,100505,New Jersey,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",54,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Independent,Moderate
114,100512,South Carolina,2,Female,White,Male,"Mitt Romney, the Republican",67,Middle class,More likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Republican,Conservative
115,100515,Arizona,1,Female,White,Female,"Mitt Romney, the Republican",20,Upper-middle class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,Conservative
116,100522,Arizona,1,Female,Black or African-American,Female,"Mitt Romney, the Republican",61,Middle class,Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Republican,Conservative
117,100523,New York,3,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",43,Middle class,More likely,Less likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,Moderate
118,100524,Massachusetts,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",40,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Independent,Conservative
119,100527,California,1,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",86,Middle class,More likely,Less likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Democrat,Moderate
120,100532,Florida,3,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",77,Upper-middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Very liberal?
121,100535,New York,5,Female,White,Male,"Barack Obama, the Democrat [OR]",58,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","50 to under $75,000",Democrat,(VOL. DO NOT READ) Don't know/Refused
122,100545,Florida,4,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",55,Lower-middle class,Less likely,The Same/No difference (VOL.),The Same/No difference (VOL.),"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","40 to under $50,000",Democrat,Conservative
123,100556,California,2,Female,Some other race,Male,"Barack Obama, the Democrat [OR]",52,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","Less than $10,000",Independent,Conservative
124,100566,California,5,Female,Hispanic,Female,"Mitt Romney, the Republican",59,Upper-middle class,Less likely,More likely,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,Moderate
125,100569,California,5,Female,White,Female,"Barack Obama, the Democrat [OR]",76,Upper-middle class,Less likely,More likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Democrat,Very liberal?
