review_count,style_score,brewer,wgt_avg,beer_img,state,beer_rank,overall_score,beer_style,beer_name,abv,est_cal,mean,ibu,beer_desc
87,99,Melvin Brewing Company (Thai Me Up),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_130123.jpg",WYOMING,5,98,India Pale Ale (IPA),Melvin IPA,7.5%,225,/,80,West Coast Style IPA with secret hops and a fresh blast of citrus.
31,95,Melvin Brewing Company (Thai Me Up),3.81,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_252707.jpg",WYOMING,4,98,Imperial IPA,Melvin Asterisk Double IPA,9.5%,285,3.91/5.0,88,"Take an India Pale Ale and feed it steroids, ergo the term Double IPA. Although open to the same interpretation as its sister styles, you should expect something robust, malty, alcoholic and with a hop profile that might rip your tongue out. The Imperial usage comes from Russian Imperial stout, a style of strong stout originally brewed in England for the Russian Imperial Court of the late 1700s; though Double IPA is often the preferred name. 

You can thank west coast American brewers for this somewhat reactionary style. ""Thanks!"""
16,97,Melvin Brewing Company (Thai Me Up),3.87,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_219457.jpg",WYOMING,3,99,Imperial IPA,Melvin Shaolin Brew IPA,10.5%,315,4.09/5.0,55,
117,98,Melvin Brewing Company (Thai Me Up),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_130122.jpg",WYOMING,2,99,Imperial IPA,Melvin 2x4,9.9%,297,/,98,"Dear (insert your name here), This is the best damn DIPA in the world. So if you were even considering sulking today, think again. Our 2x4 Double IPA is the Gold Winner at WBC, GABF, NABA, and the Alpha King Championship; two years in a row. Lets just say, you’d be crazy not to drink this. So close your eyes, open up, and experience the mad floral, citrusy, and clean taste of hop talent. If you don’t love it, no...... you will."
19,98,Snake River Brewing Co.,3.92,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_272118.jpg",WYOMING,1,99,Sour/Wild Ale,Snake River Le Serpent Framboise,,18,4.11/5.0,,"Inspired by the Belgian sour ales of West Flanders, Le Serpent Framboise has a distinctive acidity and complexity.

It is brewed once a year in French oak barrels.

Fresh Oregon raspberries are added in July.

A mixed culture of ""wild"" organisms used for makes each batch truly unique. Le Serpent is hand bottled and available in very limited quantities. ENJOY

2012 = 6 cases bottled"
562,100,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_74630.jpg",WISCONSIN,24,99,Weizen Bock,New Glarus Dancing Man Wheat,7.2%,216,/,,If you dream of wheat this brew will get your toes tapping. Since 1995 we have brewed Bavarian style wheat beers exclusively for the same great state that grows and malts our own Wisconsin wheat. In a world full of posers this is a true hefe-weizen naturally 100% bottle fermented and hazy.
482,100,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_111480.jpg",WISCONSIN,23,99,Fruit Beer,New Glarus Thumbprint Series Cran-bic Ale,6%,180,/,,"""Some people paint, some sing, others write… I brew"". -Daniel Carey 

A few times a year we will cut Dan loose to brew whatever he chooses, uncensored, uncut, unplugged. Always handcrafted, the bottle you hold is brewed for the adventurous soul. This is a very limited edition and we make no promises to ever brew this style again. 

Sparkling and bright this is a Wisconsin original created for you in the traditional method employed by the Lambic Brewers of Belgium including five months of outdoor resting in oak barrels. Indigenous yeast and cranberries from the “wilds” of Wisconsin flawlessly pair to dance on your palette. You have discovered a rare and delightful treasure to be served cold in a fluted glass. 

Thanks for supporting the arts, 

Daniel and Deb Carey"
62,71,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_339847.jpg",WISCONSIN,22,99,Lambic Style - Gueuze,New Glarus R & D Vintage 2014,6%,180,/,8,"Sour blonde gueuze continuing our tradition of spontaneous fermentations.  Aged on oak a blend of 1, 2, and 3 year old beers. Complex citrus and horsey notes, fruity and farm aromas.

Added as a separate entry as the previous R&D Gueze was an unbended single batch."
862,89,Leinenkugel Brewing Company (Tenth & Blake - MillerCoors),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_78733.jpg",WISCONSIN,21,99,Imperial Stout,Leinenkugels Big Eddy Russian Imperial Stout,,50,/,,"The Big Eddy Russian Imperial Stout was brewed at Leinenkugel’s tiny 10th street brewery in Milwaukee. This brew boasts a selection of 11 malts and grains balanced by three different and distinct hops. Dark and complex, with chocolate tones and notes of dark fruits, it is daring yet delicious. Travels well. Ages well."
250,96,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_220138.jpg",WISCONSIN,20,99,Sour Red/Brown,New Glarus Thumbprint Series Wild Sour Ale,5%,150,/,,"Naturally soured by farm valley winds blowing wild yeast into our oak casks. Finally, after a year and a half of patient coaxing Wisconsin dark malts whirl in a kaleidoscope of cedar, caramel, and tart green plum exuberance. Available to the exclusive few who travel off the beaten paths, this is authentic Wisconsin sour brown ale. Truly unique this Sour Ale is brewed for those who live on the wild side and is suitable for laying down or consuming immediately, serve at 40-45 degrees F."
287,97,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_270013.jpg",WISCONSIN,19,99,Imperial IPA,New Glarus Thumbprint Series Scream IIPA,,85,/,,"Scream pierces reality, effortlessly slicing our sky, He flies over the Brewery just as Abe circled over Wisconsin’s 8th Infantry during the Civil War. He calls us to something bigger. Scream boasts an inspired 85 IBUs that reverberate cleanly though this IIPA. New Glarus Brewery grown estate hops join other Wisconsin grown hops to dominate this brew from Kettle Boil to Dry Hopping. You hold a deceptively seductive Original Gravity of 20.9 degrees Plato following the always 100% naturally bottle conditioned fermentation. Luscious Wisconsin grown and malted barley along with English Maris Otter malt is the bold heart of this lustful sensory enchantment. Surrender is inevitable so enjoy today."
9,,Brenner Brewing Company,3.88,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_340992.jpg",WISCONSIN,18,99,Imperial Stout,Brenner Witchcraft Imperial Stout,,70,4.28/5.0,,"With the warmth behind us, and cold ahead, the inaugural batch of Witchcraft was brewed under the harvest moon of 2014. This beer prepares you for the annual descent into darkness. Nine malt varieties, molasses, honey, and Anodyne coffee. Aged for one year in bourbon barrels and virgin Missouri oak barrels. The result is nothing short of perfection."
162,99,Central Waters Brewing Co.,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_63097.jpg",WISCONSIN,17,99,Scotch Ale,Central Waters Brewer’s Reserve Bourbon Barrel Scotch Ale,,,/,,"This rich, malty ale has been aged to perfection in our barrel house. Subtle and smooth, this is a decadent display of patience and process. Join us in a toast to good health. Slainte!"
246,98,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_141421.jpg",WISCONSIN,16,99,Imperial IPA,New Glarus Thumbprint Series IIPA,,85,/,,"A few times a year we cut Dan loose to brew whatever he choose. Always handcrafted, the bottle you hold is brewed for the adventurous soul. This is a very limited edition and we make no promises to ever brew this style again. A provocative 85 IBUs reverberates cleanly through this Double IPA. True hop saturation from kettle boil to dry hop cellaring dominates this elegant and lustful sensory enchantment. You hold  a deceptively seductive Original Gravity of 19.2 Plato, now 9% ABV following the always 100% natural bottle fermentation. Luscious English Maris Otter malt is the essential heart of this voluptuous double IPA. Surrender is inevitable so enjoy now."
56,90,Central Waters Brewing Co.,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_235587.jpg",WISCONSIN,15,99,Imperial Stout,Central Waters Black Gold,11%,330,/,,Central Waters 1414 Imperial Stout aged in bourbon barrels for 35 months. Limited release of 400 bottles.
23,90,Central Waters Brewing Co.,3.89,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_388638.jpg",WISCONSIN,14,99,Imperial Stout,Central Waters 18 Anniversary Edition,11.5%,345,4.05/5.0,,
533,98,Central Waters Brewing Co.,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_63095.jpg",WISCONSIN,13,99,Barley Wine,Central Waters Brewer’s Reserve Bourbon Barrel Barleywine,11.2%,336,/,,"Flavors of bourbon, malt, and hops meld quite good"
713,92,Central Waters Brewing Co.,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_34746.jpg",WISCONSIN,12,99,Imperial Stout,Central Waters Brewer’s Reserve Bourbon Barrel Stout,9.5%,285,/,,"The ""Brewer’s Reserve"" label is used only for limited edition beers.  No time or expense was spared to create these beers!  This is a good expression of our passion for brewing -- Cheers!"
26,93,Funk Factory Geuzeria,3.91,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_311801.jpg",WISCONSIN,11,99,Lambic Style - Fruit,Funk Factory Geuzeria / Oso Framrood,,,4.05/5.0,165,Framrood is a blend of lambic style beer that was aged in used French oak wine barrels for 18 to 24 months. It was then re-fermended with two pounds per gallon of red raspberries for three months.
472,98,Tyranena Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_69404.jpg",WISCONSIN,10,99,Imperial Porter,Tyranena BGW The Devil Made Me Do It,7.5%,225,/,,A big ol’ black beer with oatmeal silkiness. Full bodied with soothingly rich coffee flavors. Devilishly delicious. Classified as an Imperial Oatmeal Coffee Porter
186,99,Tyranena Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_56963.jpg",WISCONSIN,9,100,Imperial Porter,Tyranena BGW Whos Your Daddy? Bourbon Barrel-Aged Imperial Porter,8%,240,/,,"Midnight Black, big,rich and semi-sweet, dark malts,yield coffee,carmel and toffee flavors. Barrel aging-adds vanilla,toasted oak and hazelnut. mmm,satisfying so ...Who’s your daddy now?"
91,96,Central Waters Brewing Co.,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_311751.jpg",WISCONSIN,8,100,Imperial Stout,Central Waters 17 Anniversary Edition,11.5%,345,/,,
349,99,Tyranena Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_86214.jpg",WISCONSIN,7,100,Imperial Porter,Tyranena BGW Devil Over A Barrel,8%,240,/,,Imperial Oatmeal Porter brewed with coffee beans and aged in bourbon barrels
1280,100,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_7686.jpg",WISCONSIN,6,100,Fruit Beer,New Glarus Raspberry Tart,,,/,120,"The voluminous raspberry bouquet will greet you long before your lips touch your glass. Serve this Wisconsin framboise very cold in a champagne flute. Then hold your glass to a light and enjoy the jewel-like sparkle of a very special ale.

Oregon proudly shares their harvest of mouth-watering berries, which we ferment spontaneously in large oak vats.

Then we employ Wisconsin farmed wheat and year old Hallertau hops to round out this extravaganza of flavor."
103,99,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_279308.jpg",WISCONSIN,5,100,Sour Red/Brown,New Glarus R & D Wild Peach,,11,/,,"2014 Great Taste of the Midwest Release - Sour brown ale with Michigan peaches. Spontaneous fermentation aged on oak. Blended with one, two and three-year old beer. Oak, leathery and horsey notes with hints of bourbon. Complex quenching, sour ale."
590,100,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_187518.jpg",WISCONSIN,4,100,Fruit Beer,New Glarus Serendipity,5.1%,153,/,,"Happy Accident Fruit Ale

Severe Drought, we shared the farmer’s horror as Wisconsin’s cherry crop failed! Dan bought what cherries he could. The apple crop fared better. Then joy! A grand Wisconsin cranberry harvest. What will Dan brew with Apples, Cranberries and Cherries? Oh my! You hold the happy accident of Wisconsin’s favorite fruit aged in oak with an almost magical wild fermentation. Serendipity is a wondrous celebration that sparkles your senses and dances across your palate. A kaleidoscope of flavors discovered by accident in a sour ale! Cheers to the unexpected. Vielen Dank!"
25,98,Funk Factory Geuzeria,4.07,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_368043.jpg",WISCONSIN,3,100,Lambic Style - Fruit,Funk Factory Geuzeria / Oso Frampaars,,,4.28/5.0,165,Frampaars is a blend of lambic style beer that was aged in used French oak wine barrels for 18 to 24 months. It was then re-fermended with two pounds per gallon of purple raspberries for three months.
1520,100,New Glarus Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_7688.jpg",WISCONSIN,2,100,Fruit Beer,New Glarus Wisconsin Belgian Red,,,/,120,Originally 5.1% - abv reduced to 4% sometime between 2009 and 2011.
11,99,Central Waters Brewing Co.,4.15,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_419849.jpg",WISCONSIN,1,100,Imperial Stout,Central Waters Ardea Insignis Imperial Stout,12%,360,4.56/5.0,,"The rarest heron in the world. Also the name of the rarest barrel aged beer we have ever made and bottled. An imperial stout aged for over 3 years in 25 year old bourbon barrels. We have never done it before, and may never again."
12,66,Bridge Brew Works,3.13,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_128963.jpg",WEST VIRGINIA,24,52,Schwarzbier,Bridge Brew Works Black Diamond Lager,,,3.33/5.0,150,"This dark German lager has a rich deep burnt red color accompanied by raisin, caramel, and roasted malt flavors ending in a balanced semi-dry finish with Noble hops."
11,18,Lost River Brewing Company,3.21,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_200376.jpg",WEST VIRGINIA,23,52,Black IPA,Lost River Black Ale,,,3.31/5.0,188,
9,,Mountain Dragon Mazery,3.23,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_262752.jpg",WEST VIRGINIA,22,56,Mead,Mountain Dragon Tulip Poplar Honey Mead,,,3.36/5.0,291,"Tulip poplar honey is dark and sweet with a reddish tinge. The mead finishes with a beautiful color and character, showcasing this classic West Virginia honey."
19,34,Bridge Brew Works,3.21,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_142476.jpg",WEST VIRGINIA,21,57,India Pale Ale (IPA),Bridge Brew Works India Pale Ale,,,3.27/5.0,222,- A deep amber colored ale with a noticeable hop aroma.  All of the flavors and aromas of a highly hopped beer are balanced with a combination of several quality barley malts to prove a surprisingly drinkable 7.47% ABV beer.  At BBW we believe that an IPA should have a good malt character to sing along with the abundance of bittering and flavor hops used.  This beer is unfiltered and unpasteurized and is partially bottle conditioned therefore it may have a small amount of yeast sediment on the bottom of the bottle.  We suggest letting this beer warm up slightly from refrigeration temperature then pour into 2 clean clear pint glasses roughing the beer up a bit (pour aggressively) at the end of each pour to bring up a nice thick head.  You may reserve any sediment and dispose or drink it - please don’t be afraid of sediment!  It is the result of living yeast and is yummy.   We hope you enjoy this beer as much as we do and share it responsibly with friends.
29,64,Morgantown Brewing Company,3.2,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_113348.jpg",WEST VIRGINIA,20,57,Brown Ale,Morgantown Anderson’s Kettle Bottom Brown Ale,4.7%,141,3.24/5.0,29,"A medium bodied, moderately hopped American Brown Ale featuring a chestnut hue, and light beige colored head. Notes of chocolate and toasted nuttiness throughout, finishing slightly dry."
9,,Greenbrier Valley Brewing Company,3.24,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_337904.jpg",WEST VIRGINIA,19,57,German Hefeweizen,Greenbrier Valley Wild & Wonderful Series #2: Hefeweizen,5.76%,173,3.37/5.0,,"The Wild & Wonderful bottle series allows us to tap into our creative, innovative, and passionate sides of brewing, to form a contrasting bold Wild flavor & exciting Wonderful flavor of quality handcrafted beer."
35,36,Bridge Brew Works,3.16,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_164100.jpg",WEST VIRGINIA,18,59,Belgian Strong Ale,Bridge Brew Works Trubell,,,3.23/5.0,333,This unfiltered blonde Belgian style ale has a medium body with fruity aromas and residual malt sweetness. The Belgian strain of yeast provides a satisfying complexity to both the aroma and the flavor. Hop flavor and aroma are very low.
31,40,Big Timber Brewing Company,3.27,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_278250.jpg",WEST VIRGINIA,17,61,India Pale Ale (IPA),Big Timber IPA,6.5%,195,3.31/5.0,74,
50,40,Morgantown Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_113344.jpg",WEST VIRGINIA,16,61,India Pale Ale (IPA),Morgantown Zack Morgan’s IPA,7%,210,/,71,"A beautiful rich golden brew ripe with citrus aroma from Cascade, Centennial, and Columbus  hops. The nice, initial hop bite fades to reveal the perfect subtleties of a well rounded India Pale Ale."
31,59,Greenbrier Valley Brewing Company,3.29,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_277919.jpg",WEST VIRGINIA,15,65,American Pale Ale,Greenbrier Valley Wild Trail Pale Ale,5.7%,171,3.34/5.0,44,"The Wild Trail Pale Ale is a medium bodied golden-amber ale. Featuring the choicest hops from the Pacific Northwest; lending to a robust mango, tangerine, and piney flavor. As well as dry hopped to add a slight floral and hoppy note. The robust hops are balanced by a blend of British floor malted barley and American 2-row. At a moderate 5.7% abv and 44 IBU’s, this is a flavorful, American Pale Ale. Enjoy at home or after an adventure on one of West Virginia’s wild trails."
23,85,Bridge Brew Works,3.33,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_211923.jpg",WEST VIRGINIA,14,71,Specialty Grain,Bridge Brew Works Momma Rye IPA,,,3.4/5.0,,"This is a commemorative beer brewed for Nathan’s mother whose maiden name is Rye. Angie Rye passed away on May 10, 2010 from ovarian cancer. Mom was an amazing lady who was a literature teacher, poet and artist; she ’lived life out loud.’ Proceeds from Momma Rye IPA will help fight and bring awareness to ovarian cancer. Thank you for your support and together we can hope for a cure."
9,,Healthberry Farm,3.35,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_279025.jpg",WEST VIRGINIA,13,74,Mead,Healthberry Farm Honey River Tulip Poplar Mead,14%,420,3.52/5.0,,"Mead is an ancient wine that predates written language.  From the mountains of West Virginia, our seasonal honey and spring water combine to produce this traditional sweet drink.  This mead is produced with dark, rich honey from Tulip Poplar blooms and aged two years before bottling.  Sweet dreams of honey filled streams!"
10,56,Morgantown Brewing Company,3.33,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_258317.jpg",WEST VIRGINIA,12,74,Porter,Morgantown First Shift Coffee Porter,5.6%,168,3.48/5.0,30,"Java junkies rejoice your beer is here! Our First Shift Coffee porter is a robust porter full of deep malty chocolateness , that features a huge coffee aroma and Flavor. Aged on dark French roast for five months, this brew is sure to put some pep in your step!"
28,56,North End Tavern & Brewery,3.28,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_38246.jpg",WEST VIRGINIA,11,75,Porter,North End Dawks Classic Porter,5%,150,3.4/5.0,12,"Dark, rich and frothy, Dawk’s Classic Porter is by far our heartiest brew. Roasted chocolate and black patent malts create the ominous ebony color which dominates this beer."
11,73,Kenco Farms,3.37,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_151444.jpg",WEST VIRGINIA,10,78,Mead,Kenco Farms Blue Mead,,,3.53/5.0,330,
32,89,Bridge Brew Works,3.41,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_241716.jpg",WEST VIRGINIA,9,81,Abbey Dubbel,Bridge Brew Works The Dun Glen Dubbel,,,3.47/5.0,202,This ale is amber-brown with a rich malty aroma and flavor.  The complex aromas including dark fruit are complimented by balanced hop bitterness. ABV: 6.5%-7%.
42,45,Greenbrier Valley Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_277920.jpg",WEST VIRGINIA,8,82,Black IPA,Greenbrier Valley Mothman Black IPA,6.7%,201,/,71,"The Mothman Black IPA is a hop forward, medium bodied black ale.  The strong hop flavor is from the use of the choicest Pacific Northwest hops; lending to a balanced bitterness of citrus and hints of floral.  The German 2-row and English Crystal malts offer a touch of roasted toffee and chocolate.  At 6.7% abv and 71 IBU’s, this Black IPA promises to satisfy any hophead."
26,67,Greenbrier Valley Brewing Company,3.44,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_335851.jpg",WEST VIRGINIA,7,83,India Pale Ale (IPA),Greenbrier Valley Devil Anse IPA,6.9%,207,3.51/5.0,65,"Devil Anse Hatfield led his family in the notorious and bloody feud with the McCoys during the late 1800s along the Kentucky-West Virginia border. Nicknamed Devil Anse, it was said that he was so strong and fierce he could take on the devil himself. No feuding is necessary when you enjoy the balanced bitterness of hops and tropical fruit characteristics in this satisfying IPA."
14,46,Bridge Brew Works,3.42,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_235133.jpg",WEST VIRGINIA,6,83,Black IPA,Bridge Brew Works Hellbender IPA,,,3.56/5.0,255,
13,91,Chestnut Brew Works,3.5,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_225725.jpg",WEST VIRGINIA,5,88,American Pale Ale,Chestnut Brew Works Halleck Pale Ale,,,3.67/5.0,180,"This was the first beer brewed at Chestnut Brew Works’ Halleck Road location.  This beer boasts a delectably hoppy flavor with a slight malt nutiness, and only a pleasant bitterness to help balance the taste.  No harsh bitterness typical of many hoppy beers. Malts: Marris Otter, American 2-row, Crystal 40L.  Hops: Simcoe, Centennial, Columbus, Chinook. Yeast: American Ale."
47,96,Morgantown Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_120207.jpg",WEST VIRGINIA,4,88,Stout,Morgantown Coal City Stout,5.6%,168,/,36,"An American Stout stout that opens with a walllop of roasted grains to unveil slight bittersweet chocolate and espresso undertones, a big bold brown head tops this midnight black brew, which features a medium full body, equivalent hop support, and bold grainy goodness throughout."
47,67,Bridge Brew Works,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_169581.jpg",WEST VIRGINIA,3,89,Baltic Porter,Bridge Brew Works Peregrine Porter,,,/,216,
13,91,Bridge Brew Works,3.54,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_169580.jpg",WEST VIRGINIA,2,91,Stout,Bridge Brew Works Moxxee Coffee Stout,,,3.73/5.0,159,
31,92,Big Timber Brewing Company,3.55,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_278251.jpg",WEST VIRGINIA,1,91,Porter,Big Timber Porter,6.5%,195,3.62/5.0,30,"Our porter has a rich coffee smell and first taste, followed by hints of chocolate and tobacco. Mildly sweet."
22,66,Bluejacket,3.61,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_397681.jpg",WASHINGTON DC,24,94,Sour/Wild Ale,Bluejacket Wary Fiend,,,3.73/5.0,171,"Tart, dry & subtly nuanced, with notes of cracked pepper, white grapefruit, lemon zest & earthy funk. Brewed w/ rye & wheat, hopped w/ Citra & Chinook, soured in our horizontal lacto tank & fermented with our house strain of Brettanomyces Bruxellensis"
15,46,Bluejacket,3.61,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_330049.jpg",WASHINGTON DC,23,94,Imperial Stout,Bluejacket Mexican Radio (Whiskey Barrel Aged),,27,3.78/5.0,,"Our mole-inspired sweet stout aged in oak whiskey barrels. Robust & rich on the palate, with intensified accents of creamy vanilla, caramel, toast and spice in the nose. Brewed with oats, lactose milk sugar, vanilla beans, cacao nibs, ancho chilies & cinnamon."
17,68,Right Proper Brewing Company,3.62,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_262037.jpg",WASHINGTON DC,22,94,Sour/Wild Ale,Right Proper Kodachrome Dream(ing),4.5%,135,3.77/5.0,,"Brewed in collaboration with DC’s own Mad Fermentationist Michael Tonsmeire. Our radler inspired ale is open fermented with lactobacillus and brettanomyces. Brewed with wheat and lots of fresh grapefruit, lemon and lime zests. Vividly dry-hopped with Galaxy and Citra hops."
9,,Bluejacket,3.62,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_417159.jpg",WASHINGTON DC,21,94,Barley Wine,Bluejacket P.X. Sherry Barrel-Aged High Society 2016,,,3.91/5.0,405,"Our new high society barleywine aged for 4 months in freshly emptied oak p.x. sherry butts. Massively rich and chewy on the palate, with toast, toffee and caramel notes layered a top flavors of cocoa, spices, vanilla, and coffee."
9,,Bluejacket,3.6,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_330268.jpg",WASHINGTON DC,20,94,Grodziskie/Gose/Lichtenhainer,Bluejacket Further,4%,120,3.88/5.0,7,"A delicately tart German-inspired gose with papaya fruit. Brewed with
55% wheat (37% malted & 18% unmalted), lightly hopped with Jarrylo,
seasoned with coriander, spiked with sea salt, soured for 3 days with our house strain of lactobacillus & finished with 150 pounds of papaya."
39,66,Bluejacket,3.61,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_282638.jpg",WASHINGTON DC,19,94,Sour/Wild Ale,Bluejacket / Intangible Ales Travlr’s 12k,,29,3.67/5.0,,"Gene Turns 10k aged 5 months in Larkin Cabernet Franc barrels (Napa Valley, California); elegant accents of wild blackberries, blooming violets, plum fruit & peppery spice mingle with the base brew’s citrus & funk; crafted in collaboration with our friends Terry Hawbaker & Kristen Mullen (Intangible Ales), as well as with our good buddy Gene himself."
9,,3 Stars Brewing Company,3.64,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_374888.jpg",WASHINGTON DC,18,95,Imperial Stout,3 Stars Starsky and Dutch,8.3%,249,3.93/5.0,,Double the chocolate in this tasty frothy sweet stout.
23,90,Atlas Brew Works,3.65,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_228293.jpg",WASHINGTON DC,17,95,Black IPA,Atlas Brew Works NSFW,,,3.77/5.0,276,
54,95,Bluejacket,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_240421.jpg",WASHINGTON DC,16,95,India Pale Ale (IPA),Bluejacket Lost Weekend,6%,180,/,60,"A GOLDEN-HUED IPA EXCLUSIVELY & AGGRESSIVELY HOPPED & DRY-HOPPED WITH PACIFIC NORTHWEST-GROWN CITRA HOPS; BRIGHT & CRISP ON THE PALATE WITH A BOLDHOP BITE IN THE FINISH; THE NOSE OFFERS A FRUIT-FORWARD ARRAY OF TANGERINE, CITRUS, PEACH & LYCHEE FRUIT AS WELL AS UNDERLYING NOTES OF GRASS & EARTH"
24,78,DC Brau Brewing Company,3.64,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_233588.jpg",WASHINGTON DC,15,95,Imperial IPA,DC Brau Alpha Domina Mellis,8.5%,255,3.76/5.0,,"MALTS: 2-row, C-60

ADJUNCTS: 60 lbs of Local Wildflower Honey from Burnside Farms

HOPS: Hop Union Experimental Variety, Mosaic, Simcoe, Cascade

ABV: 8.5%

BACK STORY:

Here at DC Brau we love our hoppy beers. This is our latest attempt in seeing how many hops we can fit into a DIPA and I think we’ve hit a new mark. This beer clocks in around 100 IBU, similar to OTWOA but uses 4 different varieties instead of 1. Alpha-Domina-Mellis was also brewed with 30 lbs of Wildflower honey from Burnside Farms in Haymarket, VA that was added at the end of the 90 min boil and then 30 lbs added directly into the fermenter on the second day of primary fermentation.

TASTING NOTES:

Alpha-Domina-Mellis leads in with a peach-like color and a distinctive tropical / pineapple like nose with a hint of breadiness. Mouthfeel is light and crisp with a huge, lingering bitterness provided by the huge dose of experimental hops that were added early in the boil. What the drinker is left with is a bitterness that won’t quit followed by a heavy tropical, fruity, ""juicy fruit"" bubblegum like aroma with a lingering aroma reminiscent of star fruit and stone fruit."
226,97,DC Brau Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_144561.jpg",WASHINGTON DC,14,95,Porter,DC Brau Penn Quarter Porter,5.5%,165,/,,"Penn Quarter Porter is our first in a line of draft-only limited-release beer, and it’s a robust porter! In the way that The Public is on the line between a pale ale and an IPA, this is on the line between a porter and a stout - with chocolate notes and a dry, roasted finish."
