state,beer_rank,beer_name,beer_style,brewer,review_count,overall_score,style_score,wgt_avg,abv,est_cal,mean,ibu,beer_desc,beer_img
PENNSYLVANIA,13,Voodoo The K13,Barley Wine,Voodoo Brewing Co.,28,100.0,99.0,3.98,13,390.0,4.12,,A 13% Barleywine aged in Pappy Van Winkle Bourbon Barrels.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_231025.jpg"
PENNSYLVANIA,14,Tired Hands We Are All Infinite Energy Vibrating at the Same Frequency,India Pale Ale (IPA),Tired Hands Brewing Company,67,100.0,100.0,,,,,186.0,Brewed with wheat. Hopped intensely with Centennial and Simcoe.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_221264.jpg"
PENNSYLVANIA,15,Tired Hands Pineal IPA,India Pale Ale (IPA),Tired Hands Brewing Company,63,100.0,100.0,,,,,180.0,"Brewed with oats and local wildflower honey.  Hopped with Mosaic, Simcoe, and Amarillo.  Such a cool and juicy IPA.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_213247.jpg"
PENNSYLVANIA,16,Bullfrog Le Roar Grrrz,Lambic Style - Gueuze,Bullfrog Brewery,77,100.0,82.0,,6,180.0,,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_198565.jpg"
PENNSYLVANIA,17,Bullfrog Le Roar Grrrz Plum,Lambic Style - Fruit,Bullfrog Brewery,33,99.0,94.0,3.95,,,4.07,225.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_344063.jpg"
PENNSYLVANIA,18,Bullfrog Le Roar Grrrz Aardbei,Lambic Style - Fruit,Bullfrog Brewery,48,99.0,93.0,,,,,180.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_289639.jpg"
PENNSYLVANIA,19,Bullfrog Le Roar Grrrz Kriek,Lambic Style - Fruit,Bullfrog Brewery,97,99.0,94.0,,,,,180.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_218667.jpg"
PENNSYLVANIA,20,Selins Grove Bourbon St. Fillans Wee Heavy,Scotch Ale,Selins Grove Brewing Co.,15,99.0,100.0,3.95,11,330.0,4.21,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_126597.jpg"
PENNSYLVANIA,21,Victory Java Cask,Imperial Stout,Victory Brewing Company (ABV),71,99.0,94.0,,,,,429.0,"Depth, complexity and richness occur when delicious ale ages in a barrel, just as friendship grows over the years. This stout was created in collaboration with our friends from Philadelphia's Standard Tap and Johnny Brenda's restaurants. Using their delicious hand-roasted JB's Coffee, our bourbon barrels deliver a bold and robust, chocolate malt-tinged stout. We invite you to toast the Victory of friendship and beer with Java Cask!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_378232.jpg"
PENNSYLVANIA,22,Tired Hands Virgins & Diamonds,Session IPA,Tired Hands Brewing Company,33,99.0,100.0,3.93,,,4.05,126.0,"Brewed with oats, spelt, and rye. Hopped with a copious amount of Mosaic hops. This beer is undeniably crushable.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_338216.jpg"
PENNSYLVANIA,23,Forest & Main Paradisaea,Saison,Forest & Main Brewing Company,43,99.0,99.0,,,,,195.0,"Paradisaea is an orange-hued saison brewed with 4 varieties of citrus and lightly dry-hopped with Mosaic. It has then been aged in wine barrels with our house microflora. The result is fruity, funky, tropical, dry & delicious. 500ml bottles.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_274059.jpg"
PENNSYLVANIA,24,Tregs Nugget Nectar Ale,India Pale Ale (IPA),Tregs Brewing Company,1627,99.0,100.0,,,93.0,,,"Squeeze those hops for all they're worth and prepare to pucker up: Tregs' newest single batch brew, Nugget Nectar Ale, will take hopheads to nirvana with a heady collection of Nugget, Warrior and Tomahawk hops. Starting with the same base ingredients of our flagship HopBack Amber Ale, Nugget Nectar intensifies the malt and hop flavors to create an explosive hop experience.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_30812.jpg"
PENNSYLVANIA,25,Selins Grove Pumpkin Ale,Spice/Herb/Vegetable,Selins Grove Brewing Co.,38,99.0,100.0,3.9,4.7,141.0,4.09,,Served on nitrogen.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_80072.jpg"
RHODE ISLAND,1,Grey Sail Captains Daughter,Imperial IPA,Grey Sail Brewing Company,112,99.0,97.0,,,,,255.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_295081.jpg"
RHODE ISLAND,2,Proclamation Derivative Galaxy Hopped Pale Ale,American Pale Ale,Proclamation Ale Company,38,99.0,100.0,3.83,,,3.92,180.0,"Our new 6% hoppy pale ale brewed with 2-row and wheat and hopped with Galaxy, Citra and Amarillo.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_294484.jpg"
RHODE ISLAND,3,Proclamation Postcursor,Sour/Wild Ale,Proclamation Ale Company,28,98.0,93.0,3.8,,,3.92,186.0,Blonde ale fermented in oak barrels with apricots,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_435851.jpg"
RHODE ISLAND,4,Proclamation Derivative Citra Hopped Pale Ale,India Pale Ale (IPA),Proclamation Ale Company,15,98.0,98.0,3.76,,,4.05,180.0,Our Citra hopped pale ale. 6% and tasty as hell.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_378722.jpg"
RHODE ISLAND,5,Proclamation Keraterra (Citra/Amarillo),Sour/Wild Ale,Proclamation Ale Company,27,96.0,76.0,3.66,6.8,204.0,3.76,,"A light, tart ale, fermented with 100% Brett in red wine barrels. Dry hopped with Citra & Amarillo hops.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_267252.jpg"
RHODE ISLAND,6,Foolproof Revery Russian Imperial Stout,Imperial Stout,Foolproof Brewing Company,38,94.0,47.0,3.62,10.7,321.0,3.69,,"A dark, malty escape from the cold New England winter...
We put together an insane malt bill for Revery  two row, Crystal 40, Carafa, roasted barley, chocolate malt, and flaked oats combine to make Revery incredibly smooth and rich while boasting a high alcohol content. A delicate blend of Northern Brewer, Tettnanger, and Hallertau hops round out this wintery masterpiece.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_206478.jpg"
RHODE ISLAND,7,Proclamation Derivative Mosaic Hopped Pale Ale,India Pale Ale (IPA),Proclamation Ale Company,9,94.0,,3.61,,,3.92,180.0,Our Mosaic hopped pale ale.  6% and tasty as hell.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_345112.jpg"
RHODE ISLAND,8,Grey Sail Stargazer Imperial Stout,Imperial Stout,Grey Sail Brewing Company,13,94.0,44.0,3.54,9.7,291.0,3.92,,"Our limited edition Imperial Stout is brewed with a combination of nine malts, along with Northern Brewer, Willamette, and Saaz hops. The result...hints of rich cacao, roasted coffee, and dark fruit in a chocolatery, silk smooth brew.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_175614.jpg"
RHODE ISLAND,9,Trinity Decadence Imperial IPA,Imperial IPA,Trinity Brewhouse,22,93.0,54.0,3.51,,160.0,3.72,,10 bbl batch brewed for Trinity's 10th anniversary.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_78087.jpg"
RHODE ISLAND,10,Revival Double Black IPA,Black IPA,Revival Brewing Company,40,92.0,78.0,,8,240.0,,85.0,"This Cascadian Dark Ale, otherwise know as our Double Black IPA, emerged stylistically from the Pacific North West. It has an IPA backbone with a ""special blend"" of choice roasted malts combined with a hard hitting matchup of hops, knocking this beer into a new weight class. Dry hopped and unfiltered for maximum flavor and punch. Enjoy it with a trainer!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_168410.jpg"
RHODE ISLAND,11,Proclamation Zzzlumber - Barrel-Aged,Imperial Stout,Proclamation Ale Company,20,92.0,41.0,3.57,,,3.68,330.0,"Imperial Stout aged in bourbon and whisky barrels with cacao, vanilla, coffee beans, cinnamon sticks and licorice","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_384262.jpg"
RHODE ISLAND,12,Proclamation zzzlumber,Imperial Stout,Proclamation Ale Company,15,92.0,40.0,3.56,,,3.66,300.0,"Our Dutch Imperial Stout pays homage to Dave's Netherlandic ancestry. This black monstrosity is thick with sticky Dutch chocolate, hints of licorice and aged in a gigantic wooden shoe (note: one of these three things may not be true.)  Thick roast and coffee notes help define this beer, while silky oats provide extra lubrication to help it slide right down your throathole.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_248284.jpg"
RHODE ISLAND,13,Union Station Vanilla Bean Porter,Porter,Union Station Brewery (John Harvards),10,90.0,91.0,3.53,5.5,165.0,3.76,36.0,Our most popular dark ale features a full body and rich mahogany color. The vanilla beans utilized in the brewing process compliment the chocolate and toffee flavors derived from three different types of specialty malted barley.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_117873.jpg"
RHODE ISLAND,14,Revival Burnsider Pale Ale,American Pale Ale,Revival Brewing Company,22,90.0,93.0,3.53,,,3.63,165.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_269151.jpg"
RHODE ISLAND,15,Newport Storm Cyclone Series Vlad,Imperial Stout,Coastal Extreme Brewing Company,9,89.0,,3.49,,77.0,3.72,,"Brewing this Cyclone wasn't as easy as previous ones; it took round-the-clock brewing and three maxed mash tuns to deliver the high extract/sugar content which would translate into Vlad's hefty ~ 9% ABV.  Further, extra tank conditioning time was required to create the smoothness.
All of the additional production effort is easily rewarded for those who love stouts specializing in dark roasted and chocolate flavors.  Over 15% of this finished brew was created by a confluence of darker specialty grains chosen to be just under the whoa, that is an intense flavor threshold.  Vlad drinks remarkably balanced given the higher alcohol and dark malt additions with flavors of rounded baker's chocolate and dark roasted coffee.  We also used a new ingredient to us: chocolate wheat, to help create the lasting thick tan foam head that invites you to the next warming sip out of your favorite tasting glass. 
Warrior hops were chosen as the sole hop in this brew and were only added to create a rounded bitterness to compliment all that dark malty sweetness.  The emphasis with this brew are the waves of chocolate, roasted, cherry, coffee, and finishing roasted flavors that will almost pleasingly overwhelm you.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_190498.jpg"
RHODE ISLAND,16,Foolproof Shuckolate,Stout,Foolproof Brewing Company,23,88.0,86.0,3.49,,,3.58,195.0,"Limited edition brew for Valentine's Day in collaboration with Garrison Confections of Central Falls and Walrus and Carpenter Oysters of Charlestown.

The result, Shuckolate, a chocolate-oyster stout, is the perfect concept for a lover's beer. It will be made with 300 local oysters to add a briny flavor to the roasted chocolate stout.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_313125.jpg"
RHODE ISLAND,17,Union Station Half Day IPA,India Pale Ale (IPA),Union Station Brewery (John Harvards),11,87.0,75.0,3.48,7.5,225.0,3.66,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_112517.jpg"
RHODE ISLAND,18,Foolproof Raincloud Porter,Porter,Foolproof Brewing Company,84,86.0,84.0,,,,,195.0,"Experience: It's pouring outside, so pour yourself something inside...

Raincloud is the perfect stay at home brew. Dark, smooth, mysteriousthis rich and flavorful porter is brewed with chocolate and crystal malts and a subtle blend of European hops. Raincloud is the ideal accompaniment for a lazy day of movie watching or reading.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_199309.jpg"
RHODE ISLAND,19,Narragansett Autocrat Coffee Milk Stout,Sweet Stout,Narragansett Brewing Company,107,86.0,72.0,,5.3,159.0,,30.0,"Gansett's limited-edition Autocrat Coffee Milk Stout, a unique collaboration between two iconic Rhode Island companies, is set to hit shelves in just 2 weeks. A custom blend of Narragansett's bittersweet milk stout with dark, delicious Autocrat Coffee makes for a delightful beer that is more Rhode Island than Roger Williams himself. Since the 1890's, Narragansett Beer and Autocrat Coffee have been home-grown Rhode Island favorites. With more than 100 years of shared heritage, the two local legends joined forces to celebrate the art of craft brewing and bring New England an emblematic brew that pays homage to their history. The full-bodied milk stout is enriched with the robust flavor of Autocrat Coffee to achieve an extraordinary taste experience. Brewed under the supervision of award-winning Brewmaster Sean Larkin, Narragansett's Autocrat Coffee Milk Stout delivers a flavorful, smooth, dark brew with notes of roasted barley, chocolate malt and rich crystal malt. The exacting touch of hops provides just the right amount of bitterness to balance the sweet notes of the malts and milk sugar.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_241361.jpg"
RHODE ISLAND,20,Newport Storm Cyclone Series Zach,Imperial Stout,Coastal Extreme Brewing Company,12,82.0,22.0,3.35,,47.0,3.65,,"In 2006, the Coastal Extreme Brewing Crew started the Cyclone Series, a clever idea before limited release beers were the norm. This clever idea produced 26 different beers ranging widely in taste, complexity, and lack of sleep for our brewers! We traveled through the alphabet, with no shortcuts, starting with Alyssa and now introducing, the last letter Z' for Zach, an imperial oatmeal stout.

Cyclone Zach is an intense beer, both in its brewing and flavor profile. Six mashes, rather than the usual two, were required to create this brew, leading to round the clock brewing. Boasting a 10.1% ABV Zach is truly a big and bold beer, but his most important characteristic is smoothness. To create Zach's silky smooth flavor, the brewers combined extra tank conditioning time with the addition of the most flaked oat ever used in a Storm brew, to balance the otherwise over intense roasted backbone of the beer. This Cyclone will stand up to the test of time, our Brew Master recommends aging this beer for years to come.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_260885.jpg"
RHODE ISLAND,21,Proclamation Tendril,India Pale Ale (IPA),Proclamation Ale Company,12,82.0,64.0,3.42,7.8,234.0,3.58,80.0,"Tendril wants to coil around your taste buds and strangulate them with resinous hop goodness. Not quite an Imperial IPA, but definitely on the large side, Tendril weighs in around 7.8% abv and 80 IBU. This beer has been dubbed Proclamation Ale Company's 1 and  times IPA. Showcasing a few of the famous C hops as well as a few lesser known, often overlooked bastard-stepchildren hops, this IPA delivers a dry finish that will leave your tongue coated with fruity, piney, citrusy, dankity-yumyumness. A restrained specialty malt bill, with very light additions of English crystal malt give the beer enough body to hold up the hops, but still lets the greenness punch you square in the teeth.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_248280.jpg"
RHODE ISLAND,22,Narragansett Private Stock Imperial Russian Stout,Imperial Stout,Narragansett Brewing Company,11,81.0,23.0,3.34,8.5,255.0,3.67,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_246815.jpg"
RHODE ISLAND,23,Grey Sail Pour Judgement IPA,India Pale Ale (IPA),Grey Sail Brewing Company,21,81.0,62.0,3.41,,,3.5,195.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_277535.jpg"
RHODE ISLAND,24,Trinity Russian Imperial Stout,Imperial Stout,Trinity Brewhouse,42,80.0,21.0,,,,,255.0,"A thick, dark, black, beer with rich maltiness, roasted and chocolate malt flavors, high hop bitterness, and a strong alcoholic taste. The strongest of the stouts, this robust beer will age with grace, transforming through complex flavor variations. BRONZE MEDAL '96 WORLD BEER CUP Unfiltered 60 I.B.U.s East Kent Goldings","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_11074.jpg"
RHODE ISLAND,25,Revival White Electric Coffee Stout,Imperial Stout,Revival Brewing Company,23,80.0,22.0,3.41,,,3.49,255.0,"A mix of malts -- Maris Otter from England, Chocolate, Crystal, Roasted Barley and Chocolate Wheat -- along with EKG hops and specially-roasted White Electric coffee from New Harvest roasters create a complex beverage with notes of bittersweet coffee and chocolate.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_295263.jpg"
SOUTH CAROLINA,1,Westbrook Mexican Cake Imperial Stout - Pappy Barrel,Imperial Stout,Westbrook Brewing,22,100.0,99.0,4.17,,,4.39,324.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_375429.jpg"
SOUTH CAROLINA,2,Westbrook Mexican Cake Imperial Stout - Bourbon Coconut ,Imperial Stout,Westbrook Brewing,46,100.0,99.0,,,,,315.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_388332.jpg"
SOUTH CAROLINA,3,Westbrook Mexican Cake Imperial Stout - Red Wine Barrel,Imperial Stout,Westbrook Brewing,50,100.0,99.0,,10.5,315.0,,,Westbrook Mexican Cake aged in Red Wine (Cabernet) barrels.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_220144.jpg"
SOUTH CAROLINA,4,Westbrook Mexican Cake Imperial Stout,Imperial Stout,Westbrook Brewing,579,100.0,97.0,,10.5,315.0,,,"Happy birthday to us! To celebrate our first year as a brewery we brewed a serious imperial stout and aged it on cocoa nibs, vanilla beans, cinnamon sticks, and fresh habanero peppers. This is the first offering in our annual Anniversary series. Here's to many more!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_165181.jpg"
SOUTH CAROLINA,5,Westbrook Mexican Cake Imperial Stout - Bourbon Barrel (2014),Imperial Stout,Westbrook Brewing,54,100.0,98.0,,,,,315.0,Red label: Four Roses bourbon barrel aged for 12 months,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_288925.jpg"
SOUTH CAROLINA,6,Westbrook 4th Anniversary - Bourbon Barrel Aged,Imperial Stout,Westbrook Brewing,23,100.0,97.0,4.03,10,300.0,4.2,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_391568.jpg"
SOUTH CAROLINA,7,Westbrook Mexican Cake Imperial Stout - Bourbon Barrel (2015),Imperial Stout,Westbrook Brewing,40,100.0,96.0,,,,,315.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_374193.jpg"
SOUTH CAROLINA,8,Westbrook Mexican Cake Imperial Stout - Tequila Barrel,Imperial Stout,Westbrook Brewing,75,100.0,96.0,,,,,315.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_288510.jpg"
SOUTH CAROLINA,9,Westbrook Mexican Cake Imperial Stout - Coffee,Imperial Stout,Westbrook Brewing,90,100.0,96.0,,,,,315.0,"Mexican Cake is Westbrook's first anniversary beer, a deadly imperial stout brewed with vanilla, cinnamon, Ecuadorian and Ghanaian cocoa nibs, and habanero chilis. This special edition has also been further-infused with coffee beans. Drool now, so you can drink later.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_167048.jpg"
SOUTH CAROLINA,10,Westbrook Mexican Cake Imperial Stout - Double Chocolate Bourbon Barrel,Imperial Stout,Westbrook Brewing,13,99.0,93.0,3.93,10.5,315.0,4.22,50.0,Westbrook Mexican Cake aged in Pritchard's Double Chocolate Bourbon barrels.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_382877.jpg"
SOUTH CAROLINA,11,Westbrook Siberian Black Magic Panther - Apple Brandy Barrel,Imperial Stout,Westbrook Brewing,55,99.0,93.0,,11,330.0,,,"The beer so nice they named it twice. The only (known) incarnation of Siberian Black Magic Panther Imperial Stout has been this one, a draft-only version aged in Laird's Apple Brandy Barrels. Even that has only popped up at a handful of special events. To say folks have raved about it would be an understatement.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_202252.jpg"
SOUTH CAROLINA,12,COAST Blackbeerd Imperial Stout - Jack Daniels Barrel,Imperial Stout,COAST Brewing Company,81,99.0,92.0,,9.3,279.0,,,"Jack Daniels barrel-aged version of the original Blackbeerd. Released 3/09, in black wax-topped bottles. Total bottle release: 96. 

As dark as the legend of Blackbeerd himself, behold the Imperial Stout. Sweet malts battle roasted grain on the decks of yer tongue. Like a blast from a cannon, hop are followed by smoked malt. Hold on to yer booty, a dark stouts a brewin'. (9.3% abv) Seasonal-winter.
And yes, this IS a lighter bodied stout-easier drinkin' in the not so cold south.

Ingredients: Two-row barley*, Black, Caraffa*, Roasted barley*, Smoked, Oats* and Extra Special* malts, Magnum and Palisades hops, ale yeast and filtered water.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_100228.jpg"
SOUTH CAROLINA,13,Westbrook Comrade Appleseed,Imperial Stout,Westbrook Brewing,36,99.0,91.0,3.91,,,4.01,,Apple Brandy barrel aged imperial stout. Served on tap at Copenhagen Beer Celebration,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_212015.jpg"
SOUTH CAROLINA,14,Westbrook 2nd Anniversary Capn Skoons Ballistic Stout - Bourbon Barrel,Baltic Porter,Westbrook Brewing,36,99.0,98.0,3.91,,,4.01,300.0,"At 10% ABV, this monster Baltic-style stout shows up big and roasty like an imperial stout, but the beer is actually fermented with German lager yeast.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_248681.jpg"
SOUTH CAROLINA,15,Westbrook Siberian Black Magic Panther - Bourbon Barrel,Imperial Stout,Westbrook Brewing,83,99.0,92.0,,,,,360.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_252286.jpg"
SOUTH CAROLINA,16,COAST Blackbeerd Imperial Stout - Bourbon Barrel,Imperial Stout,COAST Brewing Company,61,99.0,91.0,,9.3,279.0,,,**NOTE** This entry is for the bourbon barrel aged version only.  The Jack Daniels whiskey barrel aged version is under separate entry in the database.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_125395.jpg"
SOUTH CAROLINA,17,Humboldt Black Xantus,Imperial Stout,Humboldt Brewing Company (Total Beverage Solution),584,99.0,91.0,,,50.0,,,"Black Xantus is a rare bird and the first new release from 
Nectar Ales in Years. It is the First ever big-beer to be released under the Nectar Ales line. Barrel aged for 6 months 
in combination of Bourbon, retired Firestone Union and 
wine barrels and Infused with fair-trade, organic coffee 
from local roaster Jobella. Rich bourbon and coffee aromas 
greet the senses. Complex chocolate and tobacco flavors 
fill the palate. This beer displays a full-bodied mouth-feel 
and an overall balanced presentation. It would be a perfect 
pairing to rich chocolate desserts.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_110727.jpg"
SOUTH CAROLINA,18,Westbrook 4th Anniversary Chocolate Coconut Almond Imperial Stout,Imperial Stout,Westbrook Brewing,171,99.0,89.0,,10,300.0,,,"Our 4th anniversary Beer is a smooth black imperial stout aged on toasted coconuts, whole roasted almonds, and vanilla beans.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_304833.jpg"
SOUTH CAROLINA,19,COAST The Boy King Double IPA,Imperial IPA,COAST Brewing Company,93,99.0,97.0,,9.7,291.0,,,"A highly hopped, yet still balanced, double IPA. 6 hop varieties, emphasizing Citra Hops, were used. We're lovin' the tropical goodness of this hop variety! July 2010: Even more Citra hops! Extreme tropical, melon and peach.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_102360.jpg"
SOUTH CAROLINA,20,Westbrook / Evil Twin Mini Growler,Imperial Stout,Westbrook Brewing,186,99.0,88.0,,,,,360.0,Any store or bar or whatever who wants to do this is of course at risk of getting in trouble but for most they feel the reward out weighs the risk.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_193396.jpg"
SOUTH CAROLINA,21,Westbrook 2nd Anniversary Capn Skoons Ballistic Stout,Baltic Porter,Westbrook Brewing,163,99.0,98.0,,,,,300.0,"For our Second Anniversary beer, we tapped into the legendary fictional adventures of the mythical Cap'n Skoon to bring you this monster Baltic Stout. It's big and roasty like an Imperial Stout but fermented with a German lager yeast. Ideal for sipping now, or be like the Cap'n and stash some away in your cargo hold for the years to come. Cheers!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_195640.jpg"
SOUTH CAROLINA,22,Westbrook 5th Anniversary Chocolate Raspberry Imperial Stout,Imperial Stout,Westbrook Brewing,70,99.0,87.0,,10,300.0,,,Our 5th Anniversary beer is a dark and decadent imperial stout fermented with raspberries and finished on cocoa nibs and a touch of vanilla.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_385129.jpg"
SOUTH CAROLINA,23,Westbrook Shanes Big DIPA,Imperial IPA,Westbrook Brewing,158,98.0,95.0,,,80.0,,,A monstrously big and hoppy Double IPA. The recipe for this beer was developed by Brewer Shane Cummings. F**kin' A!,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_206336.jpg"
SOUTH CAROLINA,24,Westbrook Anfernee - Whiskey Barrel Aged,Barley Wine,Westbrook Brewing,51,98.0,95.0,,9,270.0,,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_328256.jpg"
SOUTH CAROLINA,25,Westbrook Leopold,Sour/Wild Ale,Westbrook Brewing,59,98.0,92.0,,4.3,129.0,,,Sour blonde ale aged in sauretnes casks then fermented on apricots and peaches for 4 weeks.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_415993.jpg"
SOUTH DAKOTA,1,Prairie Berry Raspberry Honeywine,Mead,Prairie Berry Winery,31,85.0,83.0,3.36,,,3.48,300.0,A fruity wine made with pure South Dakota honey and ripe red raspberries.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_104400.jpg"
SOUTH DAKOTA,2,Crow Peak Pile-O-Dirt Porter,Porter,Crow Peak Brewing Company,159,72.0,55.0,,,,,207.0,"Named for the ridiculous 4 foot dirt pile we had to put our brewery on to get us out of the FEMA-designated 100 year floodplain (no-one can remember this part of Spearfish ever flooding). This robust porter is black in color, is medium-bodied and has a rich, roasted malt flavor ending with a pleasing hop flavor and mild hop bitterness.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_74613.jpg"
SOUTH DAKOTA,3,Firehouse Brown Cow Ale,Brown Ale,Firehouse Brewing Company (SD),9,70.0,,3.32,,,3.49,,"This light brown ale is brewed with a small amount of chocolate 
malt which gives the ale its rich dark color. Mount 
Hood and Willamette hops provide aroma and bitterness.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_20990.jpg"
SOUTH DAKOTA,4,Firehouse Smoke Jumper Stout,Dry Stout,Firehouse Brewing Company (SD),25,69.0,69.0,3.31,,,3.37,120.0,This dry stout features a roasty coffee-like bitterness and a clean well balanced palate. A gentle hop bitterness is present. Fantastic with a meal or by itself.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_16022.jpg"
SOUTH DAKOTA,5,Sick N Twisted Panty Droppin Porter,Imperial Porter,Sick N Twisted Brewing Company,12,68.0,18.0,3.31,8,240.0,3.43,34.0,"This brew will rock your socks off, not to mention your panties! Rich chocolate flavors sinfully seduce you to shed your inhibitions. This medium-bodied beauty is exploding with a rich, creamy head and a smooth coffee finish.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_187116.jpg"
SOUTH DAKOTA,6,Crow Peak Mjollnir,Spice/Herb/Vegetable,Crow Peak Brewing Company,14,58.0,74.0,3.21,,,3.29,198.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_218458.jpg"
SOUTH DAKOTA,7,Sick N Twisted Hop On Top IPA,Imperial IPA,Sick N Twisted Brewing Company,9,55.0,,3.19,,,3.3,300.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_187115.jpg"
SOUTH DAKOTA,8,Crow Peak Bear Butte Brown Ale,Brown Ale,Crow Peak Brewing Company,14,49.0,50.0,3.13,,,3.19,180.0,"Hop aroma and flavor dominate this IPA. However, the malt character of this deep amber colored ale nicely balances the hop component thus avoiding a harsh bitterness. A truly quaffable beverage!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_74611.jpg"
