state,beer_rank,beer_name,beer_style,brewer,review_count,overall_score,style_score,wgt_avg,abv,est_cal,mean,ibu,beer_desc,beer_img
ILLINOIS,13,Goose Island Bourbon County Stout - Templeton Rye Barrel,Imperial Stout,Goose Island Beer Company (AB-InBev),34,99.0,94.0,3.94,,,4.06,405.0,Bourbon County Stout aged in Templeton Rye Whiskey barrels,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_212404.jpg"
ILLINOIS,14,Half Acre Galactic Double Daisy Cutter,Imperial IPA,Half Acre Beer Company,110,99.0,99.0,,8.5,255.0,,,"We've brewed a variant of Double Daisy Cutter we're calling Galactic Double Daisy Cutter. This version highlights Galaxy hops, a bruiser grown in Australia specifically to make pallets numb.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_150597.jpg"
ILLINOIS,15,Destihl Dosvidanya Russian Imperial Stout,Imperial Stout,Destihl Brewery,46,99.0,93.0,,14,420.0,,78.0,"Like a Russian Matryoshka or 'nesting' doll, the secret of Dosvidanya Russian Imperial Stout lies locked deep within her mysterious & elaborate wooden layers. The hidden soul of this oak bourbon barrel-aged beer that we said Dosvidanya ('goodbye') to several months before revealing, is its rich flavors like dark chocolate, toffee, black cherries and coffee along with robust & roasty maltiness that finishes dry.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_158772.jpg"
ILLINOIS,16,Pipeworks Unicorn Galaxy Imperial IPA,Imperial IPA,Pipeworks Brewing Company,77,99.0,98.0,,,,,285.0,"When it comes to gravitationally bound systems of stars, stallar remnants, interstellar mediums and dark matter, the Unicorn is a bit of an expert. This wheat Double IPA, brewed with 20 perfcent wheat and loads of Galaxy hops, will tear through yourface time continuum in less than 12 parsecs and leave you well versed in a brief history of awesome.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_194556.jpg"
ILLINOIS,17,Revolution Barrel Aged Institutionalized Barley Wine,Barley Wine,Revolution Brewing Company,135,99.0,98.0,,13,390.0,,,"In November of 2010, we filled 1 Jack Daniels and 1 Heaven Hill Rye Whiskey barrel with our Barleywine (Institutionalized). The combination of these two unique barrels yield a very rich and complex finished product. Deep aromas and flavors of dark stone fruits, bourbon, molasses, toasted coconut and vanilla come in waves as you swirl this beer in the snifter.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_153532.jpg"
ILLINOIS,18,Haymarket Clares Thirsty Ale,Imperial Stout,Haymarket Pub & Brewery,25,99.0,91.0,3.9,,,4.04,375.0,An Imperial Stout aged for six months in Woodford Reserve bourbon barrels on raspberries.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_158803.jpg"
ILLINOIS,19,Haymarket Indignant Imperial Stout - Bourbon Barrel,Imperial Stout,Haymarket Pub & Brewery,60,99.0,91.0,,,,,375.0,"A monstrously big black ale aged for 4 months in eight year old Woodford Reserve Bourbon barrels. Flavors of vanilla, coconut, chocolate, coffee, cherry and bourbon are matched by the warming effect of the brew.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_150574.jpg"
ILLINOIS,20,Pipeworks Emerald Grouper ,Imperial IPA,Pipeworks Brewing Company,56,99.0,98.0,,9.5,285.0,,75.0,Imperial IPA brewed with honey.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_428893.jpg"
ILLINOIS,21,Half Acre Beer Hates Astronauts,India Pale Ale (IPA),Half Acre Beer Company,37,99.0,99.0,3.89,,,3.99,210.0,"Imagine a comic book. The kind with superheroes and punching and stuff. Now imagine that most of those superheroes are kind of total jerks. Add in a lot of profanity. No, more profanity than that. Ok, now throw in felonious owls, spectral bovines, gorilla arms, lots of bears, unplanned pregnancy, and 19th century boxer John L. Sullivan. And then a little more profanity. And be sure to include almost nothing about theology or space exploration.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_225746.jpg"
ILLINOIS,22,Revolution Deths Tar,Imperial Stout,Revolution Brewing Company,129,99.0,90.0,,,,,342.0,"A play on Josh's name, this Russian imperial stout is aged in four different types of bourbon barrels (Old Fitzgerald, Old Forester, Elijah Craig, and Evan Williams), then blended for the resulting thick and dark brew. If you had a chance to taste Alderaan, this is the aged version.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_230406.jpg"
ILLINOIS,23,Half Acre Double Daisy Cutter,Imperial IPA,Half Acre Beer Company,202,99.0,98.0,,8,240.0,,,Double Daisy Cutter is a monster version of the original Daisy Cutter Pale Ale. A heftier grain bill amps up the weight and double dry hopping insures there's enough hops to recede your gums.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_123243.jpg"
ILLINOIS,24,Revolution Gravedigger Billy,Scotch Ale,Revolution Brewing Company,74,99.0,99.0,,10.4,312.0,,,"After quietly resting in the cellar for just over five months, it is finally time for our Willie Wee Heavy Scotch ale to be extracted from the Woodford Reserve barrels. The rich malt character reminiscent of cocoa, toffee, and brown sugar from the Belgian specialty malts has melded beautifully with the flavors and aromas of vanilla, caramel, toasted coconut and fine bourbon from the charred American oak barrels. Prolonged aging in these amazing barrels yields a finished product not only with a high level of complexity but also a smooth creamy mouthfeel which masks this ale's rather substantial ABV.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_165649.jpg"
ILLINOIS,25,Flossmoor Station Pretty Big IPA,Imperial IPA,Flossmoor Station Restaurant & Brewery,69,99.0,95.0,,,,,255.0,"Yeah, it's Pretty Big. The bottles are topped by Gold Wax.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_86732.jpg"
INDIANA,1,Three Floyds Dark Lord Russian Imperial Stout (Bourbon Vanilla Bean),Imperial Stout,Three Floyds Brewing Company,417,100.0,100.0,,,,,420.0,Dark Lord Russian Imperial Stout aged in a variety of Bourbon barrels with vanilla beans.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_86808.jpg"
INDIANA,2,Three Floyds Dark Lord Russian Imperial Stout (Bourbon Barrel Aged),Imperial Stout,Three Floyds Brewing Company,411,100.0,100.0,,15,450.0,,,Dark Lord aged in a variety of Bourbon barrels including Woodford Reserve and Heaven Hill.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_58590.jpg"
INDIANA,3,Three Floyds Dark Lord Russian Imperial Stout,Imperial Stout,Three Floyds Brewing Company,1818,100.0,100.0,,15,450.0,,,"A Demonic Imperial Russian stout brewed
with Dark Matter Coffee coffee,vanilla, and molasses.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_15917.jpg"
INDIANA,4,Three Floyds Dreadnaught Imperial IPA,Imperial IPA,Three Floyds Brewing Company,2148,100.0,100.0,,9.5,285.0,,100.0,"A hophead's dream beer. This Imperial India Pale Ale has an opening salvo of mango, peach and citrus hop aromas that sit atop a pronounced caramel malt backbone. Although Dreadnaught is a strong and intensely hoppy ale, its complex flavors is both smooth and memorable.  9.5% ABV, 100 IBUs.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_8933.jpg"
INDIANA,5,Three Floyds Zombie Dust,American Pale Ale,Three Floyds Brewing Company,1355,100.0,100.0,,,50.0,,,"A medium bodied single hop pale ale showcasing Citra hop from the Yakima Valley, U.S.A.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_135404.jpg"
INDIANA,6,Three Floyds Behemoth,Barley Wine,Three Floyds Brewing Company,1192,100.0,100.0,,12,360.0,,,"Huge sweet body, big flavors and high alcohol levels, this beer is best enjoyed by a raging fire.  Complex caramel sweetness is well balanced by generous hopping, delivering an intense, smooth drinking experience.  Intense fruity caramel malts, citrus hops, and alcohol notes waft up to tickle your senses.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_6055.jpg"
INDIANA,7,Three Floyds Dark Lord Russian Imperial Stout (Cognac Coffee),Imperial Stout,Three Floyds Brewing Company,25,100.0,96.0,4.02,,,4.18,,"Dark Matter took Cognac barrels and aged beans in them, then we took those barrels and aged Dark Lord for one year in the barrels. We added fresh ground coffee to the beer before bottling.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_329476.jpg"
INDIANA,8,Three Floyds Baller Stout,Imperial Stout,Three Floyds Brewing Company,309,100.0,96.0,,,,,414.0,"Three Floyd's 15th Anniversary beer. A blend of Dark Lord, Surly Darkness, De Struise Black Albert, and Mikkeller Beer Geek Brunch","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_158523.jpg"
INDIANA,9,Three Floyds Bourbon Barrel Aged Dark Lord De Muerte,Imperial Stout,Three Floyds Brewing Company,74,100.0,96.0,,,,,450.0,Dark Lord aged in bourbon barrels with ancho and guajillo peppers,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_143744.jpg"
INDIANA,10,Three Floyds Alpha King,American Pale Ale,Three Floyds Brewing Company,2318,100.0,100.0,,6.5,195.0,,66.0,"Big American Pale Ale with citrusy aroma- a hop lover's cult beer and Three Floyds' flagship beer Brewed with Cenntennial, Cascade & Warrior Hops.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_1432.jpg"
INDIANA,11,Three Floyds Dark Lord Russian Imperial Stout (Aquavit Barrel Aged),Imperial Stout,Three Floyds Brewing Company,42,100.0,95.0,,,,,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_329478.jpg"
INDIANA,12,Three Floyds Permanent Funeral,Imperial IPA,Three Floyds Brewing Company,381,100.0,99.0,,10.5,315.0,,100.0,The wolf inside this pale ale is trying to walk upright. This bright and aromatic beer was brewed with our friends in the band Pig Destroyer.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_207415.jpg"
INDIANA,13,Three Floyds Rye Da Tiger,Imperial IPA,Three Floyds Brewing Company,223,100.0,99.0,,,,,258.0,Remember Rye'da Lightning? This is its double. Think of Ronnie James Dio while you enjoy this double Rye IPA.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_184602.jpg"
INDIANA,14,Three Floyds / The Bruery Rue DFloyd,Imperial Porter,Three Floyds Brewing Company,27,100.0,98.0,3.97,,,4.11,,Imperial porter aged in bourbon barrels with cherries and vanilla beans added,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_265781.jpg"
INDIANA,15,Three Floyds Behemoth - Bourbon Barrel,Barley Wine,Three Floyds Brewing Company,229,100.0,99.0,,12.5,375.0,,,Woodford Reserve Bourbon Barrel aged Behemoth Barleywine.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_66335.jpg"
INDIANA,16,Three Floyds Alpha Klaus,Imperial Porter,Three Floyds Brewing Company,1106,100.0,98.0,,7.5,225.0,,,Alpha Klaus is Alpha King's cousin. A big American X-mas Porter brewed with English chocolate malt and Mexican sugar and of course tons of strange American hops! Cheers.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_10963.jpg"
INDIANA,17,18th Street Bitches Bank,Imperial Stout,18th Street Brewery,44,99.0,94.0,,12,360.0,,,"This sweet, roasty beast of a RIS is brewed with cocao nibs, cinnamon, and vanilla. To this we added a TON of Rye Malt, giving it some very beautiful spicy notes.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_304097.jpg"
INDIANA,18,18th Street Barrel Aged Hunter - Wheat Whiskey,Imperial Stout,18th Street Brewery,54,99.0,94.0,,,,,285.0,Aged in Journeyman Distillery Buggy Whip Wheat Whiskey Barrels,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_257871.jpg"
INDIANA,19,Three Floyds Arctic Panzer Wolf,Imperial IPA,Three Floyds Brewing Company,878,99.0,99.0,,,100.0,,,A massive IPA that will leave your palate it's hapless victim.  Scorched earth is our brewery policy.  100IBU 9%ABV,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_109607.jpg"
INDIANA,20,Three Floyds Quit Hitting Yourself,Imperial Stout,Three Floyds Brewing Company,47,99.0,94.0,,,,,450.0,Dark Lord Aged in Porto and Madeira Barrels,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_413933.jpg"
INDIANA,21,Three Floyds French Vanilla Militia,Imperial Stout,Three Floyds Brewing Company,15,99.0,93.0,3.93,,,4.18,450.0,"Dark Lord Aged in Armagnac Barrels with Vanilla, Cocoa Nibs, and Coffee.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_415411.jpg"
INDIANA,22,18th Street Bitches Bank - Cognac Barrel Aged ,Imperial Stout,18th Street Brewery,25,99.0,92.0,3.91,12,360.0,4.06,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_417914.jpg"
INDIANA,23,Three Floyds Blakkr,Black IPA,Three Floyds Brewing Company,108,99.0,100.0,,,,,300.0,"This double black as night IPA is too massive for one brewery's efforts. Blakkr took the trinity of Real Ale, Surly, and Three Floyds to actualize this crushing ale. Cheers.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_251827.jpg"
INDIANA,24,Three Floyds BrooDoo,India Pale Ale (IPA),Three Floyds Brewing Company,659,99.0,100.0,,,80.0,,,"This beer is brewed during the hop harvest with a portion of unkilned or wet hops fresh off the vine. Apricot in color, Broo Doo's nose has dominant orange, pine sap and floral notes, balanced by a glazed nut and toffee malt body. This celebration of the hop harvest has intense tropical fruit, citrus and spicy accents that showcase the complexity of the hops we all love. October release.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_55239.jpg"
INDIANA,25,Three Floyds Ronaldo (2016 Dark Lord Variant),Imperial Stout,Three Floyds Brewing Company,24,99.0,91.0,3.9,15,450.0,4.05,,Dark Lord aged in Madeira Barrels with Tart Michigan cherries.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_413931.jpg"
IOWA,1,Toppling Goliath Mornin Delight,Imperial Stout,Toppling Goliath,174,100.0,100.0,,,50.0,,,A huge Imperial Stout with an explosive espresso aroma followed by strong notes of maple syrup and vanilla.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_151817.jpg"
IOWA,2,Toppling Goliath King Sue,Imperial IPA,Toppling Goliath,158,100.0,100.0,,,,,255.0,Citra Double IPA,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_252251.jpg"
IOWA,3,Toppling Goliath pseudoSue,American Pale Ale,Toppling Goliath,615,100.0,100.0,,5.8,174.0,,50.0,"This single hop pale ale showcases the Citra hop for a well balanced beer that is delicate in body with a mild bitterness in the finish. She roars with ferocious aromas of grapefruit, citrus, mango and evergreen. pseudoSue's unique and addictive taste is clean and bright with just enough bite!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_149475.jpg"
IOWA,4,Toppling Goliath Sosus,Imperial IPA,Toppling Goliath,160,100.0,99.0,,8,240.0,,100.0,"In his most notable mosaic work, Sosus of Pergamon depicts doves sunning atop a golden chalice. The image was said to be so enticing that real birds flew into it while trying to reach their stone companions. This single-hop showcase is inspired by the beauty of divinity of the Sosus mosaics. Just as the doves discovered their golden nectar, discover the irresistible nature of the Mosaic hop.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_211772.jpg"
IOWA,5,Toppling Goliath Twisted Galaxy,Imperial IPA,Toppling Goliath,29,100.0,99.0,3.98,,170.0,4.12,,"Outta-this-world single-hop, double IPA, showcasing the Galaxy hop from Tasmania. Weighs in at a theoretical 170 IGUs (that's Intergalactic Bittering Units).

Twisted Galaxy is part of the TG Hop Patrol Series of aggressively hopped IPAs that showcase individual hop varieties and complex blends.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_152771.jpg"
IOWA,6,Toppling Goliath Pompeii IPA,India Pale Ale (IPA),Toppling Goliath,184,100.0,100.0,,5.5,165.0,,60.0,"Inspiration for our newest Hop Patrol IPA comes from the House of Faun in Pompeii, Italy. At this site, some of the world's most famous mosaics were preserved under layers of ash after the eruption of Mount Vesuvius.

Just as Mount Vesuvius preserved the complex mosaics of Pompeii, this single-hop IPA preserves the luxurious taste of the Mosaic hop.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_198739.jpg"
IOWA,7,Toppling Goliath / Tree House David,Imperial IPA,Toppling Goliath,32,99.0,98.0,3.91,,,4.03,258.0,Collaboration with Tree House Brewing Company,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_266931.jpg"
IOWA,8,Toppling Goliath ZeeLander,India Pale Ale (IPA),Toppling Goliath,198,99.0,99.0,,,80.0,,,Ipa with New Zealand Nelson hops.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_153769.jpg"
IOWA,9,Toppling Goliath Sol Hunter Pale Ale,American Pale Ale,Toppling Goliath,87,99.0,100.0,,,,,195.0,XHops Red Redone,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_301368.jpg"
IOWA,10,Toppling Goliath Mosaic Dry Hopped pseudoSue,American Pale Ale,Toppling Goliath,15,99.0,100.0,3.82,5.8,174.0,4.05,,AKA SueMo.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_435002.jpg"
IOWA,11,Toppling Goliath Light Speed Pale Ale,American Pale Ale,Toppling Goliath,177,99.0,100.0,,,,,174.0,"Previously known as Millennium Falcon, this seasonal pale ale was crafted with a perfect mixture of Millennium hops and Falconer's Flight blend. Inviting orange aroma and hints of lemon flavor in this medium-bodied beauty will make you want to drink yours at light speed!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_277182.jpg"
IOWA,12,Toppling Goliath XHops Series - Gold,American Pale Ale,Toppling Goliath,48,99.0,100.0,,,,,,"Deep in the labs at TG, through the vaulted door, down the steps, and past the room labeled ""Beware the Leopard"" lies an experiment forgotten. For over a year it remained dormant, calculating the precise moment of return to unleash the ultimate blend of hops. Finally, escape! This unbridled force descends upon the unsuspecting Masses. Can you handle it?","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_383757.jpg"
IOWA,13,Toppling Goliath Golden Nugget IPA,India Pale Ale (IPA),Toppling Goliath,451,98.0,99.0,,7.2,216.0,,56.0,"This spectacularly golden, medium bodied IPA was crafted from a winning combination of Golden Promise malt and Nugget hops.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_130326.jpg"
IOWA,14,Toppling Goliath Intergalactic Warrior IPA,India Pale Ale (IPA),Toppling Goliath,67,98.0,99.0,,5.8,174.0,,60.0,"This full force blend of Galaxy and Warrior hops packs a bitter punch. Big body, bold flavor, with a boost of citrus rind and just a kick of spiciness in the finish. Intergalactic Warrior is part of the TG Hop Patrol Series of aggressively hopped IPAs that showcase individual hop varieties and complex blends.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_179986.jpg"
IOWA,15,Toppling Goliath Galaxy Dry Hopped pseudoSue,American Pale Ale,Toppling Goliath,20,98.0,99.0,3.76,,,3.92,174.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_426803.jpg"
IOWA,16,Toppling Goliath Thresher IPA ,India Pale Ale (IPA),Toppling Goliath,39,98.0,98.0,3.76,5.25,158.0,3.84,50.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_215353.jpg"
IOWA,17,Peace Tree No Coast IPA,India Pale Ale (IPA),Peace Tree Brewing Company,38,98.0,98.0,3.75,,95.0,3.83,,"No Coast is a big American IPA with tons of bitterness and loads of hop flavor. A variety of pale malts are used to give this beer a nice golden color and let the Amarillo, Citra and Simcoe hops shine through with big piney and citrus notes. Coming in at 95 IBUs, this beer is sure to show there's more to beer than just a coast.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_211822.jpg"
IOWA,18,Toppling Goliath / Mikkeller Nelson Schmelsson,Imperial IPA,Toppling Goliath,44,98.0,92.0,,,100.0,,,"Friendship is a lot of things - leaving the last peice of pie, moving a couch, or pointing out when there's parsley stuck between teeth. But to us, friendship is brewing. It take a lot to understand how to balance the perfect beer, and the right character to bring to the table. Too much malt and you might as well have just squeezed a lemon in their eye. But together we live, we learn, and ultimately we make a pretty tasty beer. Skal!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_342935.jpg"
IOWA,19,Toppling Goliath pseudoSue - Citra Double Dry Hopped,American Pale Ale,Toppling Goliath,11,97.0,99.0,3.73,5.8,174.0,4.0,,"pseudoSue double dry hopped with Citra. ""Double Citra"" is stamped on the neck of the bottle.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_422994.jpg"
IOWA,20,Madhouse Carpe Diem,Imperial Stout,Madhouse Brewing Company,10,97.0,65.0,3.72,11.5,345.0,4.01,,Barrel Aged Breakfast Stout,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_400341.jpg"
IOWA,21,Toppling Goliath XHops Series - Green,American Pale Ale,Toppling Goliath,23,97.0,99.0,3.67,,,3.79,195.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_241847.jpg"
IOWA,22,Toppling Goliath ReGifter Double IPA,Imperial IPA,Toppling Goliath,14,97.0,87.0,3.7,8.6,258.0,3.92,90.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_320184.jpg"
IOWA,23,Toppling Goliath Xhops Series - Gamma,American Pale Ale,Toppling Goliath,26,96.0,99.0,3.68,,,3.79,,"Deep in the labs at TG, through the vaulted door, down the steps, and past the room labeled ""Beware the Leopard"" lies an experiment forgotten. For over a year it remained dormant, calculating the precise moment of return to unleash the ultimate blend of hops. Finally, escape! This unbridled force descends upon the unsuspecting Masses. Can you handle it?","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_372405.jpg"
IOWA,24,Toppling Goliath Hopsmack!,Imperial IPA,Toppling Goliath,34,96.0,84.0,3.68,,175.0,3.76,,"First in our limited Hop Patrol series of aggressively hopped and auspicious ales, HOPSMACK! is here to rescue your palate. Giant aromas of pineapple and tropical fruit jump from this enticingly complex double IPA. True to its name, this brew delivers a heavy smack of dry hops and a double dose of bitterness in the finish.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_154911.jpg"
IOWA,25,Peace Tree Hop Sutra,Imperial IPA,Peace Tree Brewing Company,88,96.0,83.0,,9,270.0,,,"This brew is for hop huggers. We've added over 2-1/2 times the hops of our Hop Wrangler IPA with four varieties of hops in six massive hop additions. With over 1-1/2 times the barley of our normal beers, our grist hopper was nearly overflowing. Fermentation with the same Belgian yeast as our Hop Wrangler IPA rounds out this bold beer.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_154494.jpg"
KANSAS,1,Free State Owd Macs Imperial Stout,Imperial Stout,Free State Brewing Company,267,100.0,98.0,,9.5,285.0,,,"This very special beer was brewed as a Double Strength Imperial Stout. Imperial Stouts being very big beers to begin with, that puts this at the strength of a barleywine. The Original Gravity is 27.5 P/1118, then the hopping level is very hard to define, though there are enough hops to achieve 100 IBUs in a smaller beer, this beer still has a distinct sweetness due to a high percentage of unfermentable sugars. After fermentation, this beer was aged in old whiskey barrels from the McCormack's bottling plant in Weston, MO, hence the name Owd Mac's (owd being a British regional colloquialism for old).","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2946.jpg"
KANSAS,2,Free State Old Backus Barleywine,Barley Wine,Free State Brewing Company,254,99.0,99.0,,,55.0,,,"Like great friendships, barleywine is meant to evolve over time. From the first brash encounters, to the mellow complexity that age will bring, this is a beer to be savored early and then revisited with the passage of time. Share our tribute to friendships new and old.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2943.jpg"
KANSAS,3,Free State Cloud Hopper Imperial IPA,Imperial IPA,Free State Brewing Company,114,99.0,96.0,,9.2,276.0,,82.0,"This boldly hopped ale will take you to new heights of hoppiness. Copious amounts of Chinook, Columbus, and Cascade hops combine to evoke far off places with the scents and flavors of tropical fruit, pine needles, flowers and a hint of freshly mown grass. A choice malt bill lifts the hops, providing balance and keeping this beer on course.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_209815.jpg"
KANSAS,4,Tallgrass Zombie Monkie,Porter,Tallgrass Brewing Company,160,96.0,98.0,,,35.0,,,"Zombie Monkie is a dark, rich porter, carefully brewed for the post-apocalyptic world to come. Crafted with lots of roasty dark chocolate and specialty malts, then inoculated with enough hops to add a floral/citrus character in the finish. It's hardy, complex, and interesting, because you might be drinking it for a long time.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_229763.jpg"
KANSAS,5,Free State Ironman Imperial Stout,Imperial Stout,Free State Brewing Company,139,96.0,52.0,,8.4,252.0,,75.0,"Honoring our favorite local blacksmith, this flavorful Stout is a selected mix of ten malts and five hop varieties. Imperial Stout was a key British export in the Baltic trade that elevated art and industry in Russia and England during the 18th Century. Celebrate craftsmanship and raise a glass to broader flavor horizons.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2935.jpg"
KANSAS,6,Free State Black Jack Porter,Imperial Porter,Free State Brewing Company,50,95.0,62.0,,7.9,237.0,,30.0,This Baltic-Style Porter marries the chocolate character of an English Porter with the strength more typical of an Imperial Stout. The lager yeast employed lends a smoothness and neutrality not typically seen in a Porter. Named for the Battle of Black Jack between John Brown's men and the pro-slavery forces of Henry C. Pate in a Black Jack oak grove near Baldwin City in 1856.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_44740.jpg"
KANSAS,7,Tallgrass Ethos IPA,India Pale Ale (IPA),Tallgrass Brewing Company,273,95.0,94.0,,6.8,204.0,,110.0,"This beer was known as Area 51 IPA during development. Ethos is our new West Coast style IPA...double dry-hopped using 6 different hop varietals. Juicy, citrusy, dank.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_196752.jpg"
KANSAS,8,Tallgrass Big Ricc,Imperial Stout,Tallgrass Brewing Company,69,95.0,49.0,,,65.0,,,Big RICC: Russian Imperial Stout with Coffee and Chocolate,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_262313.jpg"
KANSAS,9,Free State C4 Imperial Black IPA,Black IPA,Free State Brewing Company,14,94.0,87.0,3.63,,,3.81,85.0,"This dark, strong IPA explodes with flavors borrowed from Free State favorites, C3 IPA and Stormwatch Ale. Columbus, Centennial, and Citra hops contribute the intense hop aroma and flavor while Carafa malt provides the roasty, chocolate notes. A big beer with big flavor.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_133855.jpg"
KANSAS,10,Tallgrass Wooden Rooster,Abbey Tripel,Tallgrass Brewing Company,56,94.0,97.0,,9.5,285.0,,34.0,"To create Wooden Rooster, we took Velvet Rooster, our Belgian-style Tripel, and aged it in rye whiskey barrels, giving it an oaky vanilla finish.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_331114.jpg"
KANSAS,11,Free State Octoberfest,Oktoberfest/Marzen,Free State Brewing Company,79,94.0,100.0,,,20.0,,,"Oktoberfest is one of the most celebrated traditions in German culture. And though Kansas may be a long way from Munich, we share the sentiment. Our Octoberfest was only the second specialty beer we ever brewed, and the original batch was first tasted back in 1989.

To this day, it continues to be one of our most popular brews, with folks seeking it out both at the brewpub and on the shelves of their local liquor stores.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2942.jpg"
KANSAS,12,Free State Winterfest IPA,India Pale Ale (IPA),Free State Brewing Company,73,94.0,91.0,,,60.0,,,"Bright golden, with citrus flavor and an aroma that combines notes of grapefruit, orange zest and a touch of the tropics. Like a warm ray of sunshine on a cold winter's day.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_159463.jpg"
