num_results,results,author
2,"Margaret Thatcher,Margaret Spellings",Margaret Tudor
1,Jacques Cartier,Jacques Cartier
1,Maximilian Schell,Maximilian Kolbe
1,Alexander the Great,Alexander von Humboldt
1,Yves Montand,Yves Montand
1,Alfred Lord Tennyson,Alfred Binet
4,"Holy,Emperor,Charles,Roman","Charles V, Holy Roman Emperor"
1,Idi Amin,Idi Amin
1,Larry Flynt,Larry Flynt
1,Hafez,Hafez al-Assad
1,John Backus,John Backus
1,Patrick Stewart,Patrick Stewart
1,Martin Scorsese,Martin Scorsese
1,Daniel Ortega,Manuel Noriega
1,Johnny Depp,Johnny Depp
1,Paul Walker,Paul Walker
1,Alfred Lord Tennyson,Alfred Dreyfus
1,J. M. W. Turner,J. M. W. Turner
1,David Lean,David Lean
3,"Prince,will.i.am,Prince William","Prince William, Duke of Cambridge"
1,"Martin Luther King, Jr.",Martin Frobisher
1,Louis Aragon,Louis Aragon
1,Marvin Minsky,Marvin Minsky
1,Alexander Alekhine,Alexander Alekhine
1,Jean Giraudoux,Jean Giraudoux
1,Robert Englund,Robert Englund
1,Edward Furlong,Edward Furlong
1,Angela Merkel,Angela Merkel
2,"Ziyi Zhang,Zhang Ziyi",Zhang Ziyi
1,Bruno Bauer,Bruno Bauer
1,Frank Miller,Frank Miller
8,"Tony Fernandes,Keith Hernandez,Gilbert Hernandez,Jay Hernandez,Jaime Hernandez,Shiloh Fernandez,Lazaro Hernandez,Oscar Fernandes",Fernandel
6,"Mary-Kate Olsen,Mary Boykin Chesnut,Mary-Louise Parker,Mary Wortley Montagu,Mary Renault,Mary C. Jones",Mary
1,Tila Tequila,Totila
3,"Edmund Hillary,Edmund Hillary, (Top 10)
",Edmund Hillary
3,"Milton Friedman,Milton Friedman, (Top 10)
",Milton Friedman
1,M. Night Shyamalan,M. Night Shyamalan
1,Emily Greene Balch,Emily Greene Balch
4,"Irene Rosenfeld,Irene Joliot-Curie,Irene Peter,Irene Dunne",Irene
6,"Theodor Adorno,Theodore C. Sorensen,Theodore White,Pope Theodoros II,Theodor W. Adorno,Theodore J. Forstmann",Theodora
1,Alexander Pope,Pope Constantine
2,"Heinz Guderian,Maria Sibylla Merian",Numerian
1,Nadia Comaneci,Nadia Comaneci
1,will.i.am,William the Silent
1,Howie Mandel,Michael II
5,"James Dyson,Norman Foster,Harold Wilson,David Hunt,Jason James Richter",James Mason
1,Joe Lieberman,Joe Lieberman
1,Jenna Jameson,Jenna Jameson
1,Michael Moore,Michael Moore
1,Marcus Valerius Martial,Galerius
2,"George Carlin,Jorge Ramos",George Gamow
5,"Baltasar Gracian,Baltasar Gracian, (Top 10)
,Ratan Tata,Traian Basescu",Gratian
1,Claudius,Nero Claudius Drusus
1,Frederick Banting,Frederick Banting
1,Archibald Hill,Archibald Hill
4,"Jeremiah Wright,John Jeremiah Sullivan,David Jeremiah,Jeremiah P. Ostriker",Jeremiah
1,Lucius Annaeus Seneca,Seneca the Younger
1,Michelle Magorian,Majorian
1,Jean Ingelow,Jean Chrétien
1,Luciano Berio,Luciano Berio
1,John Hanning Speke,John Hanning Speke
1,Max von Sydow,Max von Sydow
3,"John Ruskin,John Ruskin, (Top 10)
",John Ruskin
7,"Bono,Bono, (Top 10)
,Edward de Bono,Chaz Bono,Sonny Bono,Mary Bono",Bono
1,Louis Althusser,Louis Althusser
1,Albert Einstein,Albert of Saxe-Coburg and Gotha
1,Kabir Bedi,Kabir
2,"George R. R. Martin,George Martin",George Martin
2,"John Mason Brown,John Brown Gordon",John Brown
1,Fergie,Fergie
2,"France,Charles",Charles V of France
1,Murray Rothbard,Murray Rothbard
1,Juan Antonio Samaranch,Juan Antonio Samaranch
2,"Alexander Pope,Nicholas II of Russia",Pope Nicholas II
1,Alexander Pope,Pope Vitalian
1,Albert Einstein,Albert Uderzo
1,John Entwistle,John Entwistle
1,Zinedine Zidane,Zinedine Zidane
1,Jack Lord,Brian Boru
1,Tyson Chandler,Tyson Chandler
1,Citium Zeno,Zeno
1,Julie Andrews,Julie Andrews
1,Van Morrison,Van Morrison
1,Damon Hill,Damon Hill
1,Archilochus,Archilochus
2,"France,Louis",Louis X of France
1,Aulus Gellius,Aulus Gellius
7,"Gary Oldman,Jenna Elfman,Gregg Allman,Tracey Ullman,Robert Altman,Danny Elfman,Samuel Ullman",Alcman
3,"David Attenborough,David Attenborough, (Top 10)
",David Attenborough
1,Cat Stevens,Yusuf Islam
1,Michael Douglas,Michael Douglas
1,Merton Miller,Merton Miller
1,Samuel Barber,Samuel Barber
1,Ralph Vaughan Williams,Ralph Vaughan Williams
1,Mel Brooks,Mel Brooks
2,"will.i.am,William Pitt",William Pitt the Younger
1,Serge Gainsbourg,Serge Gainsbourg
1,Pindar,Pindar
1,Shigeru Miyamoto,Shigeru Miyamoto
2,"Thich Nhat Hanh,Nhat Hanh",Manu Chao
1,Dean Acheson,Dean Acheson
1,Norodom Sihanouk,Norodom Sihanouk
1,Diogenes,Diogenes Laertius
1,John Foster Dulles,John Foster Dulles
1,Alexander Haig,Alexander Haig
1,Helena Bonham Carter,Helena Bonham Carter
2,"Dee Hock,Jack Dee",The Rock
1,Paul Klee,Paul Klee
1,William Westmoreland,William Westmoreland
1,Caecilius Statius,Statius
1,Beatrix of the Netherlands,Beatrix of the Netherlands
1,Hussein of Jordan,Hussein of Jordan
1,Elliott Smith,Elliott Smith
1,Drake,Nick Drake
1,Ausonius,Decimius Magnus Ausonius
1,Robin Tunney,Robin Tunney
4,"Katie Couric,Irene Joliot-Curie,Romain Duris,Frederic Joliot-Curie",Euric
1,Liza Minnelli,Liza Minnelli
1,Katey Sagal,Katey Sagal
1,Harold MacMillan,Harold Macmillan
1,Hamid Karzai,Hamid Karzai
1,Kate Mulgrew,Kate Mulgrew
1,Davy Crockett,Davy Crockett
1,Brian Jones,Brian Jones
4,"Michael Jordan,Michael Jordan, (Top 10)
,Michael B. Jordan",Michael Jordan
1,Paul Hindemith,Paul Hindemith
1,Alfred Adler,Alfred Adler
1,Rainer Werner Fassbinder,Rainer Werner Fassbinder
3,"Olympia Brown,Olympia Snowe,Olympia Dukakis",Olympias
1,Thomas Jefferson,Thomas Newcomen
1,James Prescott Joule,James Prescott Joule
1,Murray Gell-Mann,Murray Gell-Mann
1,Tina Turner,Tina Turner
1,Boris Vian,Boris Vian
1,Friedrich Nietzsche,Friedrich Wilhelm Murnau
1,Romain Gary,Romain Gary
2,"Myron Scholes,Seymour Hersh",Myron
1,Maggie Smith,Maggie Smith
1,William Anders,William Anders
1,Neve Campbell,Neve Campbell
1,Charles Lindbergh,Charles Lindbergh
1,George C. Scott,George C. Scott
1,Peter Falk,Peter Falk
2,"Sting,Stings",Sting
1,Kazuo Ishiguro,Kazuo Ishiguro
1,Dido Armstrong,Dido
1,John Henry Newman,John Henry Cardinal Newman
1,Jessica Tandy,Jessica Tandy
1,Ricky Martin,Ricky Martin
1,Manfred von Richthofen,Manfred von Richthofen
1,Dietrich Bonhoeffer,Dietrich Bonhoeffer
1,Oliver Hardy,Oliver Hardy
1,Thelonious Monk,Thelonious Monk
3,"John Kenneth Galbraith,John Kenneth Galbraith, (Top 10)
",John Kenneth Galbraith
1,Daron Malakian,Daron Malakian
1,Marguerite Duras,Marguerite Duras
1,Jane Birkin,Jane Birkin
1,Nick Nolte,Nick Nolte
1,Amelia Earhart,Amelia Earhart
1,Maxim Gorky,Maxim Gorky
3,"Richard P. Feynman,Richard P. Feynman, (Top 10)
",Richard Feynman
1,Alexander Pope,Pope Nicholas I
1,Ozzy Osbourne,Ozzy Osbourne
1,Judi Dench,Judi Dench
1,Cardinal Richelieu,Cardinal Richelieu
1,Theodor Mommsen,Theodor Mommsen
1,Nadar,Nadar
1,James Naismith,James Naismith
1,Gilles Villeneuve,Gilles Villeneuve
1,Mohammed Omar,Mohammed Omar
1,Jim Carrey,Jim Carrey
1,Emiliano Zapata,Emiliano Zapata
1,Terry Fox,Terry Fox
1,Arne Jacobsen,Arne Jacobsen
1,Anthony Burgess,Anthony of Padua
1,Hermann Oberth,Hermann Oberth
1,Martin Amis,Martin Amis
1,Robert Mitchum,Robert Mitchum
1,Madeleine Stowe,Madeleine Stowe
1,Nick Cave,Nick Cave
1,David Irving,David Irving
1,G. H. Hardy,G. H. Hardy
1,Rudy Giuliani,Rudy Giuliani
1,Charles Perrault,Charles Perrault
1,Neil Young,Neil Young
1,Claudia Schiffer,Claudia Schiffer
1,Joseph Fiennes,Joseph Fiennes
1,Camille Claudel,Camille Claudel
1,Joe Cocker,Joe Cocker
2,"Joey Lauren Adams,Joey Adams",Tony Adams
1,Olivia De Havilland,Olivia de Havilland
3,"Doris Lessing,Doris Lessing, (Top 10)
",Doris Lessing
1,Belinda Carlisle,Belinda Carlisle
1,Robert Penn Warren,Garret Hobart
1,Robert Nozick,Robert Nozick
1,Richard Mentor Johnson,Richard Mentor Johnson
1,Roger Vadim,Roger Vadim
1,Ruth Benedict,Ruth Benedict
1,Colin Wilson,Henry Wilson
1,George Carlin,George M. Dallas
1,will.i.am,William R. King
1,Robert Moog,Robert Moog
1,Jean-Claude Van Damme,Jean-Claude Van Damme
1,Thomas Jefferson,Thomas A. Hendricks
1,Michael Curtiz,Michael Curtiz
1,Chow Yun-Fat,Chow Yun-Fat
1,Harold Pinter,Harold Pinter
1,Patsy Cline,Patsy Cline
1,Alain Resnais,Alain Resnais
1,Akhenaton,Akhenaten
6,"Status Quo,Status,Hiatus,Rats,Celebrity Status,Political Status",Aratus
1,Tony Levin,Tony Levin
1,Stanley Kubrick,Stanley Kubrick
1,Filippo Brunelleschi,Filippo Brunelleschi
1,Moshe Dayan,Moshe Dayan
1,John Candy,John Candy
1,Steve Reich,Steve Reich
1,Matsuo Basho,Basho
1,Benjamin Franklin,Rosalind Franklin
1,Guy Ritchie,Guy Ritchie
2,"Curt Flood,Charles Curtis",Charles Curtis
1,Art Blakey,Art Clokey
1,Sarah Michelle Gellar,Sarah Michelle Gellar
1,Alben W. Barkley,Alben W. Barkley
1,Henry A. Wallace,Henry A. Wallace
1,Cleopatra,Cleopatra I of Egypt
1,Hilary Swank,Hilary Swank
1,Hattie McDaniel,Hattie McDaniel
2,"Albert Einstein,Abraham Lincoln",Albert Abraham Michelson
1,Cleopatra,Cleopatra II of Egypt
1,Johann Heinrich Lambert,Johann Heinrich Lambert
1,Stanley Milgram,Stanley Milgram
1,Reese Witherspoon,Reese Witherspoon
1,Richard Branson,SIR Richard Branson
5,"Jesus Christ,Jesus,Versus,Lord Jesus,Census",Bessus
1,Athanasius,Athanasius Kircher
1,David Carradine,David Carradine
1,Lev Vygotsky,Lev Vygotsky
3,"Hannah Arendt,Hannah Arendt, (Top 10)
",Hannah Arendt
1,Frantz Fanon,Frantz Fanon
1,Jean Piaget,Jean Piaget
1,Nusrat Fateh Ali Khan,Nusrat Fateh Ali Khan
1,Jiang Zemin,Jiang Zemin
1,Spencer Tracy,Bonaventure
1,Ian Paisley,Ian Paisley
2,"JR,Upton Sinclair","Upton Sinclair, Jr."
3,"Theodore Roosevelt,Theodore Roosevelt, (Top 10)
",Theodore Roosevelt
3,"Quintilian,Quintilian, (Top 10)
",Quintilian
2,"Martial Arts,Martial",Martial
1,Michael Collins,Michael Collins
1,Tupac Shakur,Tupac Shakur
3,"Slash,Slasher,Slashing",Slash
1,Jamie Lynn Spears,Jamie Lynn Spears
1,Isaac Barrow,Isaac Barrow
2,"Crown,Norway","Haakon, Crown Prince of Norway"
1,Antisthenes,Antisthenes
1,Theophrastus,Theophrastus
1,Jerry Lee Lewis,Jerry Lee Lewis
1,Kristin Kreuk,Kristin Kreuk
1,Alexander Pope,Pope John XIII
1,Rex Harrison,Rex Harrison
1,Prince,"Felipe, Prince of Asturias"
1,Paul Claudel,Paul Claudel
2,"Frederick,Prussia",Frederick II of Prussia
1,Vladimir Kramnik,Vladimir Kramnik
3,"Woody Allen,Woody Allen, (Top 10)
",Woody Allen
1,will.i.am,William Fox Talbot
1,Johnny Carson,Johnny Carson
1,Federico Garcia Lorca,Federico García Lorca
1,Damon Albarn,Damon Albarn
1,Ravi Shankar,Ravi Shankar
1,Stefan Zweig,Stefan Zweig
1,Florence Nightingale,Florence Nightingale
2,"Netherlands,Claus",Prince Claus of the Netherlands
1,Paul Anka,Paul Anka
3,"Washington Irving,Washington Irving, (Top 10)
",Washington Irving
1,Robert Plant,Robert Plant
1,Prince,"Willem-Alexander, Prince of Orange"
1,Claudius,Marcus Claudius Marcellus
1,Frank Oz,Frank Oz
1,Michael Ende,Michael Ende
1,Isabelle Adjani,Isabelle Adjani
2,"Robert,Lucas","Robert Lucas, Jr."
1,Christina Applegate,Christina Applegate
1,Arrian,Arrian
1,Yukio Mishima,Yukio Mishima
1,Kenneth Branagh,Kenneth Branagh
1,Atal Bihari Vajpayee,Atal Bihari Vajpayee
1,Joschka Fischer,Joschka Fischer
1,Giorgio Vasari,Giorgio Vasari
1,Wallace Shawn,Wallace Shawn
1,Jimmy Page,Jimmy Page
1,Thomas Eakins,Thomas Eakins
1,John Hughes,John Hughes
1,"John Forbes Nash, Jr.",John Forbes Nash
1,Robert Bresson,Robert Bresson
1,Will Eisner,Will Eisner
1,Claude Chabrol,Claude Chabrol
1,Tina Fey,Tina Fey
1,George Armstrong Custer,George Armstrong Custer
1,J. Robert Oppenheimer,Robert Oppenheimer
1,will.i.am,William Forsyth Sharpe
3,"Steve Martin,Steve Martin, (Top 10)
",Steve Martin
1,William Hogarth,William Hogarth
1,John Dos Passos,John Dos Passos
1,Mike Myers,Mike Myers
4,"Morrissey,David Morrissey,Neil Morrissey,Mary Manin Morrissey",Morrissey
1,Julius Streicher,Julius Streicher
1,Lane Evans,Hans Sloane
1,Diego Rivera,Diego Rivera
1,Francis Picabia,Francis Picabia
1,Norman Rockwell,Norman Rockwell
3,"Heinrich Heine,Heinrich Heine, (Top 10)
",Heinrich Heine
1,Oscar Wilde,Oscar II of Sweden
1,Danny DeVito,Danny DeVito
1,Jean Renoir,Jean Renoir
1,Al Pacino,Al Pacino
3,"Terry Wogan,Jerry Moran,Penny Jordan",Henry Morgan
1,John Singer Sargent,John Singer Sargent
1,Sofia Kovalevskaya,Sofia Kovalevskaya
1,Jeff Beck,Jeff Beck
1,Rod Stewart,Rod Stewart
1,Bryan Ferry,Bryan Ferry
1,Danny Boyle,Danny Boyle
1,Bud Abbott,Bud Abbott
1,Eamon de Valera,Éamon de Valera
1,Douglass North,Douglass North
1,Gustav Heinemann,Gustav Heinemann
1,Youssou N'Dour,Youssou N'Dour
1,Pierre Bourdieu,Pierre Bourdieu
1,Georg Simmel,Georg Simmel
1,Max Stirner,Max Stirner
2,"Jason Lee,Jason Scott Lee",Jason Lee
1,Pontius Pilate,Pontius Pilate
4,"Josef Albers,Josef Skvorecky,May-Britt Moser,Edvard Moser",Djoser
1,Lucretius,Carus
1,Barbara Stanwyck,Barbara Stanwyck
1,Nancy Cartwright,Nancy Cartwright
3,"Desiderius Erasmus,Desiderius Erasmus, (Top 10)
",Desiderius
1,John Constable,John Constable
1,Myron Scholes,Myron Scholes
8,"Steve Prefontaine,Roland Barthes,Roland Martin,Roland Joffe,Roland Emmerich,Roland Allen,Roland Gift,Roland Freisler",Roland
1,Ahmed Zewail,Ahmed Zewail
1,Max Euwe,Max Euwe
5,"Samantha Bee,Dee Dee Myers,Bee Wilson,Dee Dee Warwick,Winter Ave Zoli",The Rev
1,Matthew Arnold,Matthew Arnold
1,John Rawls,John Rawls
1,will.i.am,William Holman Hunt
1,The Edge,The Edge
2,"Adam Clayton,Adam Clayton Powell, Jr.",Adam Clayton
1,Billy Joel,Billy Joel
1,"Larry Mullen, Jr.","Larry Mullen, Jr."
2,"Edward,Earl","Prince Edward, Earl of Wessex"
1,Prince Charles,"Charles, Prince of Wales"
3,"Andrew,Duke,York","Prince Andrew, Duke of York"
1,Mark Rothko,Mark Rothko
1,Hans Frank,Hans Frank
3,"Thomas Carlyle,Thomas Carlyle, (Top 10)
",Thomas Carlyle
1,Brian Epstein,Brian Epstein
1,Mike Tyson,Mike Hawthorn
2,"Dean Martin,Paul Martin",Paul Martin
1,Donald Sutherland,Donald Sutherland
1,Paul Giamatti,Paul Giamatti
1,Richie Sambora,Richie Sambora
1,Auguste Comte,Auguste Comte
2,"Netherlands,III",William III of the Netherlands
3,"Madeleine Albright,Madeleine Albright, (Top 10)
",Madeleine Albright
1,Ingvar Kamprad,Ingvar Kamprad
1,Lal Bahadur Shastri,Lal Bahadur Shastri
3,"Calvin Harris,Richard Harris,Richard Harris Barham",Richard Harris
1,Nikolai Gogol,Nikolai Gogol
1,Alice Cooper,Alice Cooper
1,Marc Forgione,Giorgione
1,Ronald Fisher,Ronald Fisher
7,"Harsh,Harsh Reality,Parse,Harshly,Harshness,Marsh,Arse",Narseh
1,Oriana Fallaci,Oriana Fallaci
3,"Banned,Banning,Ban",Cai Lun
1,Arthur Honegger,Arthur Honegger
2,"Kenneth Arrow,Kenneth Joseph Arrow",Kenneth Arrow
1,Toussaint Louverture,Toussaint Louverture
1,James M. Barrie,J. M. Barrie
1,Madonna Ciccone,Madonna
1,Gene Simmons,Gene Simmons
1,Aaron Copland,Aaron Copland
2,"John,Duke","John Churchill, 1st Duke of Marlborough"
1,Richard Rodgers,Richard Rodgers
1,Peter Tosh,Peter Tosh
1,Robert Ludlum,Robert Ludlum
1,Eddie Murphy,Eddie Murphy
1,Yo-Yo Ma,Yo-Yo Ma
1,Jerry Yang,Jerry Yang
1,Christian Morgenstern,Christian Morgenstern
1,William Godwin,William Godwin
2,"Douglas,Earl","Douglas Haig, 1st Earl Haig"
1,Lily Tomlin,Lily Tomlin
1,Ferdinand Marcos,Ferdinand Marcos
1,Chester Bennington,Chester Bennington
7,"Joe Strummer,Joe Cocker,Bob Kane,Joe Lando,Joe Bob Briggs,Aly Khan,Bob Kahn",Joe Hahn
2,"will.i.am,William Sloane Coffin",William Baffin
3,"Virus,Viruses,Anti-Virus",Avitus
1,Robert Mundell,Robert Mundell
3,"Saint,Fine Print,Anne",Saint Anne
1,Paramahansa Yogananda,Paramahansa Yogananda
1,Alexander the Great,Alexander Borodin
1,Albert II of Belgium,Albert II of Belgium
1,Eddie Izzard,Eddie Izzard
1,Whoopi Goldberg,Whoopi Goldberg
1,Abraham Lincoln,Abraham ibn Ezra
1,Trent Reznor,Trent Reznor
1,Vladimir Horowitz,Vladimir Horowitz
1,Tyra Banks,Tyra Banks
1,Yehudi Menuhin,Yehudi Menuhin
1,Klemens von Metternich,Klemens von Metternich
1,Sai Baba,Sathya Sai Baba
1,Brandy Norwood,Brandy Norwood
8,"Marguerite Young,Amory Lovins,Whittaker Chambers,Clive James,Vivian Stanshall,Vivian Campbell,Dorian Missick,Boris Vian",Jovian
1,Steve McQueen,Steve McQueen
1,Dashiell Hammett,Dashiell Hammett
1,Jackie Chan,Jackie Chan
1,Yves Saint Laurent,Yves Saint-Laurent
1,Subrahmanyan Chandrasekhar,Subrahmanyan Chandrasekhar
1,Pancho Villa,Pancho Villa
3,"Marlene Dietrich,Marlene Dietrich, (Top 10)
",Marlene Dietrich
1,Isabelle Huppert,Isabelle Huppert
1,Joe Biden,Joe Biden
1,Will Ferrell,Will Ferrell
1,Rebecca Black,Rebecca Black
1,Les Paul,Les Paul
5,"Joshua Malina,Carlos Salinas de Gortari,Talisa Soto,Galina Vishnevskaya,Judith Malina",Dalida
1,Arthur Balfour,Arthur Balfour
1,Guy Verhofstadt,Guy Verhofstadt
1,Dave Gahan,Dave Gahan
1,Fiona Apple,Fiona Apple
1,Olivier Messiaen,Olivier Messiaen
1,Edmund Barton,Edmund Barton
1,George Carlin,George Meade
1,Peter Stormare,Peter Stormare
1,Ayrton Senna,Ayrton Senna
1,Max Schmeling,Max Schmeling
1,Mary McAleese,Mary McAleese
1,Kim Novak,Kim Novak
1,Richard Simmons,Richard Simmons
2,"John Searle,John Searles",John Searle
2,"Little Richard,Rich Little",Little Richard
1,Christian Dior,Christian Dior
1,Nancy Pelosi,Nancy Pelosi
1,Ray Charles,Ray Charles
1,Bob Ney,Robert Ley
1,Frances McDormand,Frances McDormand
1,Sam Cooke,Sam Cooke
1,Pat Morita,Pat Morita
1,Aretha Franklin,Aretha Franklin
1,Shirley MacLaine,Shirley MacLaine
1,Ian Thorpe,Ian Thorpe
1,Simon Pegg,Simon Pegg
1,Sid Meier,Sid Meier
1,Dusty Springfield,Dusty Springfield
1,Stevie Wonder,Stevie Wonder
8,"Camille Paglia,David Walliams,GG Allin,Mary Fallin,Kat Dahlia,Vijay Mallya,Hallie Ephron,Sandy Gallin",Wallia
1,Shaquille O'Neal,Shaquille O'Neal
1,Galeazzo Ciano,Galeazzo Ciano
1,Pope Benedict XVI,Pope Benedict XV
1,Alexander Pope,Pope Pius XI
1,Joe Louis,Joe Louis
1,Alexander Pope,Pope Pius VIII
1,Michelle Yeoh,Michelle Yeoh
1,George Clinton,George Clinton
1,Marvin Gaye,Marvin Gaye
6,"Manson,Dawson,Watson,Mason,Jason,Marilyn Manson",Samson
1,Gregory Peck,Gregory Peck
1,Carlos Santana,Carlos Santana
1,William Styron,William Styron
4,"Holy,Francis,Emperor,Roman","Francis I, Holy Roman Emperor"
1,Alberto Fujimori,Alberto Fujimori
1,Donald Pleasence,Donald Pleasence
1,Queen Latifah,Queen Latifah
1,Judith Butler,Judith Butler
2,"John Mason Brown,John Brown Gordon",John Browning
1,James Coburn,James Coburn
1,Vivienne Westwood,Vivienne Westwood
1,Sarah McLachlan,Sarah McLachlan
1,Lou Reed,Lou Reed
1,Thomas Haynes Bayly,Thomas Bayes
1,Ronnie James Dio,Ronnie James Dio
1,Emma Watson,Emma Watson
1,George Richards Minot,George Minot
1,Peter Facinelli,Farinelli
1,Wilhelm Wien,Wilhelm Wien
1,Cliff Robertson,Cliff Robertson
1,Robin Gibb,Robin Gibb
1,Willie Nelson,Willie Nelson
1,Serj Tankian,Serj Tankian
1,Dante Gabriel Rossetti,Dante Gabriel Rossetti
1,Montgomery Clift,Montgomery Clift
1,Maggie Cheung,Maggie Cheung
1,Gong Li,Gong Li
1,Axl Rose,Axl Rose
1,George Foreman,George Foreman
2,"Robert Smith,Robert Smith Surtees",Robert Smith
2,"Aleksander Kwasniewski,Aleksander Kwasniewski",Aleksander Kwaśniewski
1,David Suchet,David Suchet
1,Catherine Zeta-Jones,Catherine Zeta-Jones
2,"Bill Walton,Hodding Carter",William I
1,Hu Jintao,Hu Jintao
1,Philip Roth,Philip Roth
1,Hugh Laurie,Hugh Laurie
1,Benny Hill,Benny Hill
1,Alicia Keys,Alicia Keys
1,Michael Dell,Michael S. Dell
1,Dean Martin,Dean Martin
1,Mary Pickford,Mary of Burgundy
1,Vincent Price,Vincent Price
1,Roy Lichtenstein,Roy Lichtenstein
3,"Buffalo Bill, (Top 10)
,Buffalo Bill",Buffalo Bill
1,Sylvester Stallone,Sylvester Stallone
1,Jennifer Beals,Jennifer Beals
1,Danielle Steel,Danielle Steel
1,Art Tatum,Art Tatum
3,"Paracelsus,Paracelsus, (Top 10)
",Paracelsus
1,Giovanni Pico della Mirandola,Giovanni Pico della Mirandola
1,B. B. King,B.B. King
1,Franz Beckenbauer,Franz Beckenbauer
1,Jean Philippe Rameau,Jean-Philippe Rameau
1,Buenaventura Durruti,Buenaventura Durruti
1,Anton Rubinstein,Anton Rubinstein
1,Theocritus,Theocritus
1,Dorothea Lange,Dorothea Lange
1,Alexander the Great,Alexander Nevsky
1,Jean Arp,Hans Arp
1,Wes Craven,Wes Craven
1,Ornette Coleman,Ornette Coleman
3,"Sitting Bull,Sitting Bull, (Top 10)
",Sitting Bull
1,Kim Dae Jung,Kim Dae-jung
1,Daniel Radcliffe,Daniel Radcliffe
1,Phil Collins,Phil Collins
1,Arturo Toscanini,Arturo Toscanini
1,Octave Mirbeau,Octave Mirbeau
1,Joe Frazier,Joe Frazier
1,Richard Gere,Richard Gere
1,Will Wright,Will Wright
1,Timothy Dalton,Timothy Dalton
1,Walter Matthau,Walter Matthau
1,Kim Jong Il,Kim Jong-il
1,Romy Schneider,Romy Schneider
1,Pete Townshend,Pete Townshend
7,"Whittaker Chambers,Christina Milian,Clive James,Vivian Stanshall,Vivian Campbell,Jitin Prasada,Isaac Pitman",Titian
1,Georges Jacques Danton,Georges Danton
1,Betty Ford,Betty Ford
1,Mireille Mathieu,Mireille Mathieu
3,"Mark Twain,Mark Twain, (Top 10)
",Mark Twain
1,Diana Ross,Diana Ross
1,Jane Fonda,Jane Fonda
1,Will Smith,Will Smith
1,Alfred de Vigny,Alfred de Vigny
2,"Monaco,III","Rainier III, Prince of Monaco"
1,Saadi,Marie François Sadi Carnot
1,Aristotle Onassis,Aristotle Onassis
1,will.i.am,William Henry Pickering
1,Hans Blix,Hans Blix
1,Arthur Rimbaud,Arthur Rimbaud
3,"Amber Le Bon,Simon Le Bon,Charlotte Le Bon",Ne Win
1,George Carlin,George Seferis
1,Mstislav Rostropovich,Mstislav Rostropovich
1,Paul Verlaine,Paul Verlaine
1,Mircea Eliade,Mircea Eliade
2,"Chris Rock,Doris Eaton Travis",Chris Watson
1,Ma Ying-jeou,Ma Ying-jeou
3,"Truman Capote,Truman Capote, (Top 10)
",Truman Capote
1,Sam Walton,Sam Walton
1,Frederick Reines,Frederick Reines
1,Jean-Louis Trintignant,Jean-Louis Trintignant
1,Mary Steenburgen,Mary Steenburgen
1,Krzysztof Kieslowski,Krzysztof Kieślowski
1,Sigourney Weaver,Sigourney Weaver
1,Bill Evans,Bill Evans
1,Julie Delpy,Julie Delpy
