"","Category","name","member","Location","FoundedDate","Group.reviews","Past.Meetups","Upcoming.Meetups","UpcommingEventName","UpcommingEventGoing","UpcommingEventDate","UpcommingEventTime","url","U_e_wd","U_temp_time"
"113","Tech","CUNY Tech Meetup",1153,"New York, NY",2015-05-08,8,13,1,"Innovations in Digital Mapping",48,2016-11-21,"06:30 PM","https://www.meetup.com/CUNY-Tech-Meetup/","Mon","18:30:00"
"114","Tech","NYC Startup Community",2957,"New York, NY",2013-01-28,3,65,10,"NY's Biggest Professional Networking Mixer - Entrepreneur, Tech & Business",87,2016-11-16,"06:30 PM","https://www.meetup.com/Intro-to-the-NYC-Startup-Community/","Wed","18:30:00"
"115","Tech","Data Science + FinTech JC-NY",811,"Jersey City, NJ",2016-02-02,14,19,1,"FinTech Talk : The Future Financial Desktop w Mazy (OpenFin)",21,2016-11-16,"06:00 PM","https://www.meetup.com/Data-Science-Fintech-JC-NY/","Wed","18:00:00"
"116","Tech","Girl Develop It NYC",10856,"New York, NY",2010-06-30,128,211,7,"Introduction to Python",22,2016-11-12,"10:30 AM","https://www.meetup.com/girldevelopit/","Sat","10:30:00"
"117","Tech","VR & AR INVEST !",497,"New York, NY",2016-05-29,1,2,1,"VR INVEST PITCH MEETUP @rise New York",46,2016-11-29,"08:45 AM","https://www.meetup.com/VR-INVEST/","Tue","08:45:00"
"118","Tech","Future of Data: New York",913,"New York, NY",2015-10-08,NA,12,3,"Apache Spark/Zeppelin Data Science Workshop + bonus Apache SystemML overview",200,2016-11-14,"06:00 PM","https://www.meetup.com/futureofdata-newyork/","Mon","18:00:00"
"119","Tech","Elastic New York City User Group",1115,"New York, NY",2013-06-08,6,18,1,"Nov 2016 Elastic NYC Meetup /w GrubHub",111,2016-11-16,"06:00 PM","https://www.meetup.com/New-York-City-Elastic-Fantastics/","Wed","18:00:00"
"120","Tech","NYC VR U",1566,"New York, NY",2015-09-25,23,73,5,"Field Trip to the Big MINI Media Festival w/ Epson Moverio",25,2016-11-11,"07:00 PM","https://www.meetup.com/NYCVRU/","Fri","19:00:00"
"121","Tech","Prolific Events",139,"Brooklyn, NY",2016-10-10,NA,0,1,"Trans in Tech",115,2016-11-17,"07:00 PM","https://www.meetup.com/Prolific-Events/","Thu","19:00:00"
"122","Tech","Data Driven NYC (a FirstMark Event)",11822,"New York, NY",2011-11-17,99,50,1,"Data Driven NYC #51 (A FirstMark Event)",3,2016-11-29,"05:45 PM","https://www.meetup.com/DataDrivenNYC/","Tue","17:45:00"
"123","Tech","Full-Stack Engineering Meetup",2828,"New York, NY",2013-11-02,12,21,1,"Top of the Stack to You!",36,2016-12-06,"06:30 PM","https://www.meetup.com/Full-Stack-Engineering-Meetup/","Tue","18:30:00"
"124","Tech","ARNY - Augmented Reality New York",2420,"New York, NY",2009-11-24,41,74,5,"ARNY Augmented Reality Meetup",90,2016-11-22,"06:30 PM","https://www.meetup.com/ARNY-Augmented-Reality-New-York/","Tue","18:30:00"
"125","Tech","Bayesian Data Analysis",919,"New York, NY",2014-04-23,2,16,1,"#15: Webinar: Introduction to Bayesian Computation Using the rstanarm R Package",71,2016-11-22,"11:00 AM","https://www.meetup.com/bda-group/","Tue","11:00:00"
"126","Tech","fat cat FAB LAB",2079,"New York, NY",2013-04-02,15,486,73,"3D Printing Basic Usage",3,2016-11-11,"06:30 PM","https://www.meetup.com/fat-cat-fab-lab/","Fri","18:30:00"
"127","Tech","Prototyping User Experiences NYC Meetup",1453,"New York, NY",2016-01-14,2,13,1,"Partner UX Program: Learn by doing real UX projects for real clients 5wks/20%off",11,2016-11-16,"06:30 PM","https://www.meetup.com/Prototyping-User-Experiences-NYC-Meetup/","Wed","18:30:00"
"128","Tech","Ethical Tech",245,"New York, NY",2016-09-27,NA,1,1,"The Ethics of Algorithms ",51,2016-12-05,"07:00 PM","https://www.meetup.com/Ethical-Tech/","Mon","19:00:00"
"129","Tech","NYC Women in Machine Learning & Data Science",2069,"New York, NY",2014-10-07,17,39,2,"Recommendation Engines Workshop",59,2016-11-12,"10:00 AM","https://www.meetup.com/NYC-Women-in-Machine-Learning-Data-Science/","Sat","10:00:00"
"130","Tech","Lesbians who brunch - LWT NYC",1310,"New York, NY",2015-10-03,5,31,2,"Brunch of the month (with board games!)",74,2016-11-13,"11:00 AM","https://www.meetup.com/LWTNYC/","Sun","11:00:00"
"131","Tech","Tech Talks @ AppNexus NYC",3760,"New York, NY",2015-05-07,1,11,1,"Tech Talk: LucidUI and Adopting React.js",65,2016-11-16,"06:00 PM","https://www.meetup.com/TechTalks-AppNexus-NYC/","Wed","18:00:00"
"132","Tech","StartupsNY: Cooperation and Partnering",361,"New York, NY",2012-10-28,3,169,29,"Breakfast Roundtable Networking For Startups",31,2016-11-17,"08:00 AM","https://www.meetup.com/StartupsNY-Cooperation-and-Partnering/","Thu","08:00:00"
"133","Tech","New York Kubernetes Meetup",712,"New York, NY",2015-04-29,4,11,1,"Launching Hy.pe on K8S + VM Security & Container Workflows",64,2016-11-16,"06:30 PM","https://www.meetup.com/New-York-Kubernetes-Meetup/","Wed","18:30:00"
"134","Tech","NJ Tech Meetup",6029,"Hoboken, NJ",2010-04-19,244,100,4,"NJ Tech Meetup: Bfast & Fireside w/ Juliet Nyatta, Andreessen Horowitz / Honor",52,2016-11-14,"09:00 AM","https://www.meetup.com/njtech/","Mon","09:00:00"
"135","Tech","Learn to Code New York",629,"New York, NY",2016-03-23,NA,8,1,"Analyzing IBM Watson IoT Events Using Spark and Jupyter Notebooks",21,2016-11-15,"06:30 PM","https://www.meetup.com/Learn-to-Code-New-York/","Tue","18:30:00"
"136","Tech","NYC Technology Startups",4583,"New York, NY",2010-12-16,23,74,6,"December Marketing Meetup",5,2016-12-14,"06:30 PM","https://www.meetup.com/NYC-Technology-Startups/","Wed","18:30:00"
"137","Tech","NYC Apache Lucene/Solr Meetup",1163,"New York, NY",2009-07-01,9,33,2,"Your Big Data Stack is Too Big",60,2016-12-07,"06:30 PM","https://www.meetup.com/NYC-Apache-Lucene-Solr-Meetup/","Wed","18:30:00"
"138","Tech","NYC Nodejs",4204,"New York, NY",2010-10-04,37,70,1,"Carlos Justiniano - Node In Small Places!",73,2016-11-16,"06:30 PM","https://www.meetup.com/nodejs/","Wed","18:30:00"
"139","Tech","TechFam - A Tech Group for Blacks/Latinos/Diversity",3092,"New York, NY",2009-03-01,24,214,5,"TechFam at AfroTech Conference (Blavity)",25,2016-11-11,"07:00 PM","https://www.meetup.com/TechFam/","Fri","19:00:00"
"140","Tech","Designers + Geeks New York",7948,"New York, NY",2012-09-10,13,58,1,"Gifts & Giving In The Cognitive Age: It's The Thought That Counts",26,2016-11-17,"07:00 PM","https://www.meetup.com/Designers-Geeks-NY/","Thu","19:00:00"
"141","Family","New York City (NYC) Dads Meetup Group",1549,"New York, NY",2008-11-24,113,1610,15,"Dove Men+Care Hair Exclusive FREE Invite:Fantastic Beasts and Where to Find Them",159,2016-11-18,"06:15 PM","https://www.meetup.com/New-York-City-Dads-Meetup-Group/","Fri","18:15:00"
"142","Family","JCFamilies",1021,"Jersey City, NJ",2014-08-26,2,293,4,"New Moms & kids Meetup",5,2016-11-08,"10:00 AM","https://www.meetup.com/JCFamilies/","Tue","10:00:00"
"143","Family","Kids/Youth & Camping, Hiking, Backpacking, Caving (KYCHBC)",705,"New York, NY",2010-10-11,20,189,3,"Veteran's Day Weekend Poconos Getaway",14,2016-11-10,"04:00 PM","https://www.meetup.com/KYCHBC/","Thu","16:00:00"
"144","Family","Working Moms of Manhattan Meet Up Group",1607,"New York, NY",2008-01-08,1,207,12,"Fall Lantern Walk in Central Park",2,2016-11-13,"04:45 PM","https://www.meetup.com/parents-579/","Sun","16:45:00"
"145","Family","CityKinder Manhattan",317,"New York, NY",2012-01-04,8,418,25,"St. Martin's Lantern Walk | Laternenumzug",6,2016-11-12,"04:45 PM","https://www.meetup.com/CityKinder-New-York-Meetup-Group/","Sat","16:45:00"
"146","Family","Upper East Side Moms and Moms to be Meetup",90,"New York, NY",2013-07-28,3,374,1,"Kidz Central Station Fall Family Bash at The Plaza Hotel",1,2016-11-11,"05:00 PM","https://www.meetup.com/Upper-East-Side-Moms-Meetup/","Fri","17:00:00"
"147","Family","NYC Vegetarian and Vegan Families",1055,"New York, NY",2010-11-09,7,61,1,"Celebrating Turkeys and Expressing Gratitude through dance & poetry",6,2016-11-20,"03:00 PM","https://www.meetup.com/NYC-Vegetarian-and-Vegan-Families/","Sun","15:00:00"
"148","Family","German speaking playgroup - Jersey City/Hoboken",130,"Hoboken, NJ",2013-04-08,1,132,11,"""Gesund, aber natürlich"": Alt­ernative home remedies for babies and kids",3,2016-11-16,"07:30 PM","https://www.meetup.com/German-speaking-playgroup-in-Hoboken/","Wed","19:30:00"
"149","Family","Brooklyn Stay At Home Moms",154,"Brooklyn, NY",2015-12-12,1,38,8,"Play Space Meet and Greet - Mondays in Clinton Hill",2,2016-11-14,"12:00 PM","https://www.meetup.com/Brooklyn-Stay-At-Home-Moms/","Mon","12:00:00"
"150","Family","German Language Family Events Harlem",238,"New York, NY",2012-11-02,1,18,1,"5th Annual Laternenlauf at Morningside Park",22,2016-11-12,"05:30 PM","https://www.meetup.com/German-Language-Family-Events-Harlem/","Sat","17:30:00"
"151","Family","Manhattan Mamas",1925,"New York, NY",2010-08-10,19,227,10,"Mamas and babies playground meet up.",1,2016-11-16,"10:00 AM","https://www.meetup.com/manhattan-mamas/","Wed","10:00:00"
"152","Family","British Mums NYC",175,"New York, NY",2013-02-18,1,160,2,"Brit-Mums New Baby Coffee Morning (0-1yr)",2,2016-11-15,"09:30 AM","https://www.meetup.com/British-Mums-in-NYC/","Tue","09:30:00"
"153","Family","Cobble Chill Parents",68,"Brooklyn, NY",2016-01-19,1,16,2,"Music Class with Suzanna",2,2016-11-13,"10:00 AM","https://www.meetup.com/Cobble-Chill-Parents/","Sun","10:00:00"
"154","Family","Tot Town Brooklyn Play Dates",37,"Brooklyn, NY",2016-10-13,NA,12,5,"PLAY GROUP FOR AGES 12-24 MONTHS",1,2016-11-12,"10:00 AM","https://www.meetup.com/Tot-Town-Brooklyn-Play-Dates/","Sat","10:00:00"
"155","Family","Brooklyn Holistic Parents Group-Fertility, Birth, Families",153,"Brooklyn, NY",2015-07-03,NA,9,1,"Workshop & Discussion Group - Brooklyn Holistic Parents",1,2016-12-07,"06:00 PM","https://www.meetup.com/Brooklyn-Holistic-Parents-Group-Fertility-Birth-Families/","Wed","18:00:00"
"156","Family","Baby Burn Fitness NYC Location",397,"New York, NY",2016-01-31,NA,30,10,"Stroller Fitness class!",1,2016-11-12,"10:00 AM","https://www.meetup.com/Baby-Burn-Fitness-NYC-Location/","Sat","10:00:00"
"157","Family","Affordable Outdoor Fitness Classes for Astoria Moms",34,"Astoria, NY",2016-08-15,NA,21,10,"Baby by your side while you exercise!  :)",1,2016-11-15,"09:15 AM","https://www.meetup.com/Affordable-Outdoor-Fitness-Classes-for-Astoria-Moms-Meetup/","Tue","09:15:00"
"158","Family","Free Events for Mom",2240,"New York, NY",2010-03-14,5,315,17,"Books of Wonder Story Time",1,2016-11-13,"11:30 AM","https://www.meetup.com/Freeeventsformom/","Sun","11:30:00"
"159","Family","Moms Of Children who Have Autism (MOCHA)/ PDD Meetup Group",156,"Astoria, NY",2012-12-20,1,66,2,"Phone Support Group",1,2016-12-28,"12:30 PM","https://www.meetup.com/Moms-Of-Children-who-Have-Autism-MOCHA-PDD-Meetup-Group/","Wed","12:30:00"
"160","Family","NY Gay Dads",51,"New York, NY",2016-08-10,NA,2,1,"First Friday Meeting ??Topic: HANDLING REBELLIOUS CHILDREN",2,2016-12-02,"08:00 PM","https://www.meetup.com/New-York-Gay-Bi-Dads-Meetup/","Fri","20:00:00"
"161","Family","Gramercy Mamas",32,"New York, NY",2016-09-26,NA,1,1,"Meet N Greet! ",4,2016-11-12,"12:00 PM","https://www.meetup.com/Gramercy-Mamas/","Sat","12:00:00"
"162","Family","Yummy Mummy Club",760,"New York, NY",2009-07-07,NA,874,10,"Weekly Breastfeeding Support Group",1,2016-11-15,"10:00 AM","https://www.meetup.com/Yummy-Mummy-Club-of-NYC/","Tue","10:00:00"
"163","Family","Midtown Mamas",198,"New York, NY",2011-05-12,2,319,10,"Storytime at Columbus Library",0,2016-11-15,"11:00 AM","https://www.meetup.com/Midtown-Mamas/","Tue","11:00:00"
"164","Family","New Moms Social Circle - Uptown Manhattan (UWS,Harlem,etc.)",1251,"New York, NY",2012-07-12,2,177,12,"Toddler Saturday Meetup",0,2016-11-19,"10:30 AM","https://www.meetup.com/New-Moms-Social-Circle-Uptown-Manhattan-UWS-Harlem-etc/","Sat","10:30:00"
"165","Family","Flatiron French Play Group",42,"New York, NY",2016-03-22,NA,8,43,"Flatiron French Play Group",4,2016-11-16,"10:00 AM","https://www.meetup.com/Flatiron-French-Play-Group/","Wed","10:00:00"
"166","Family","The Founding Moms' Exchange: NYC!",62,"New York, NY",2016-06-05,NA,2,2,"The Founding Moms' Exchange: NYC!",1,2016-11-15,"09:30 AM","https://www.meetup.com/FoundingMoms-NYC/","Tue","09:30:00"
"167","Family","Cliffside Park Torah Tots Meetup",11,"Cliffside Park, NJ",2016-09-15,NA,10,1,"Cliffside Park, NJ Torah Tots Meetup",1,2016-11-18,"10:00 AM","https://www.meetup.com/Cliffside-Park-Torah-Tots-Meetup/","Fri","10:00:00"
"168","Family","New York City Play date buddies",43,"New York, NY",2016-10-19,NA,2,1,"Toddler crafternoon",2,2016-11-16,"02:30 PM","https://www.meetup.com/New-York-City-Play-date-buddies/","Wed","14:30:00"
"169","Family","Deliberate Dads NYC",10,"New York, NY",2016-10-19,NA,0,1,"Deliberate Dads NYC - November // Meetup for Gay Men Who Aspire to Be Fathers",3,2016-11-14,"05:30 PM","https://www.meetup.com/DeliberateDadsNYC/","Mon","17:30:00"
"170","Family","UWS Moms Coffe/Tea Baby Play Dates",17,"New York, NY",2016-11-07,NA,0,1,"Coffee Tea with Moms and Babies",3,2016-11-15,"01:00 PM","https://www.meetup.com/UWS-Moms-Coffe-Tea-Baby-Play-Dates/","Tue","13:00:00"
"171","Family","Activities for Children Meetup",800,"New York, NY",2015-01-19,NA,43,15,"Indoor activities; blocks; painting; dramatic play; sand; Story time and more!",3,2016-11-15,"10:30 AM","https://www.meetup.com/Activities-for-Children-Meetup/","Tue","10:30:00"
"172","Family","Prenatal Yoga Long Island ~ The Yoga Womb",25,"New York, NY",2016-03-03,NA,36,10,"Prenatal Yoga - Breathe, Move, Open, Strengthen, Relax, Release and Let Go",1,2016-11-13,"10:30 AM","https://www.meetup.com/Prenatal-Yoga-Long-Island-The-Yoga-Womb/","Sun","10:30:00"
"173","Family","New York City Breastfeeding Support Group",221,"New York, NY",2016-03-17,NA,6,1,"NYC Breastfeeding Support Group",1,2016-11-29,"10:30 AM","https://www.meetup.com/New-York-City-Breastfeeding-Support-Group/","Tue","10:30:00"
"174","Family","New York Family Travel",91,"New York, NY",2016-05-13,NA,2,3,"DC Tour",2,2016-12-17,"12:00 PM","https://www.meetup.com/New-York-Family-Travel-of-all-shapes-and-sizes/","Sat","12:00:00"
"175","Family","NSPIRE NY WEDNESDAYS",29,"Brooklyn, NY",2016-08-11,NA,13,10,"Free FITCAMP Workout - Suspended - looking for new location",1,2016-11-16,"06:00 PM","https://www.meetup.com/NSPIRE-NY-WEDNESDAYS/","Wed","18:00:00"
"176","Family","New York Homebirth Meetup",10,"New York, NY",2016-10-13,NA,0,1,"Meet & Greet",1,2016-11-17,"02:30 PM","https://www.meetup.com/New-York-Homebirth-Meetup/","Thu","14:30:00"
"177","Family","Moms in Tech NYC",19,"New York, NY",2016-11-02,NA,0,2,"Hour of Code 2016",1,2016-12-10,"11:00 AM","https://www.meetup.com/Moms-In-Tech-NYC/","Sat","11:00:00"
"178","Health & Wellness","Self Improvement and The Journey to the Heart",288,"Astoria, NY",2015-12-06,NA,35,12,"Tune into FB LIVE for Morning Motivation & Self Empowerment",2,2016-11-14,"08:30 AM","https://www.meetup.com/Astoria-Personal-Development-Meetup/","Mon","08:30:00"
"179","Health & Wellness","Osho Meditations New York",591,"Astoria, NY",2010-07-20,11,267,1,"Osho Saturday Evening Meditation",3,2016-11-12,"04:00 PM","https://www.meetup.com/oshonewyork/","Sat","16:00:00"
"180","Health & Wellness","Goals & Accountability for Creative People",109,"Astoria, NY",2015-10-21,NA,54,9,"Weekly Accountability Meetup",1,2016-11-18,"07:00 AM","https://www.meetup.com/Goals-Accountability-for-Creative-People/","Fri","07:00:00"
"181","Health & Wellness","Dharma Drink: the hangout for Buddhists (& like minded)",5509,"New York, NY",2011-04-05,47,402,17,"Dharma Drink Social with Rubin Museum's Visionary Circle (Young Professionals)",23,2016-11-11,"06:30 PM","https://www.meetup.com/DharmaDrink/","Fri","18:30:00"
"182","Health & Wellness","I Meditate NY",7731,"New York, NY",2011-03-10,23,778,41,"Tech & Meditation @ Breather",12,2016-11-15,"06:30 PM","https://www.meetup.com/iMeditateNY/","Tue","18:30:00"
"183","Health & Wellness","Free and Affordable Yoga, Meditation, African Dance Classes",4452,"New York, NY",2014-05-14,9,1264,51,"FREE Morning Meditation Conference Call!",2,2016-11-12,"06:00 AM","https://www.meetup.com/Free-and-Affordable-Yoga-Meditation-African-Dance-Classes/","Sat","06:00:00"
"184","Health & Wellness","Mindfulness Meditation Astoria, NY",805,"Astoria, NY",2013-11-12,9,147,3,"Mindful Astoria: Wednesday Meditation Gathering",7,2016-11-16,"07:00 PM","https://www.meetup.com/Mindful-Astoria/","Wed","19:00:00"
"185","Health & Wellness","Unleashing Your Creativity",289,"New York, NY",2016-10-30,2,1,7,"Become Fully Self-Expressed",13,2016-11-29,"07:00 PM","https://www.meetup.com/meetup-group-ewPaCOfi/","Tue","19:00:00"
"186","Health & Wellness","""Art of Living"" NYC- Making Life a Celebration",5507,"New York, NY",2006-12-13,33,1078,36,"Meditate, Rest & Recharge",5,2016-11-11,"06:30 PM","https://www.meetup.com/meditate/","Fri","18:30:00"
"187","Health & Wellness","Sacred Plants NYC",3476,"New York, NY",2013-10-27,20,128,1,"SOLD OUT- 11:11 Twin Flame Activation & Full Moon Celebration",12,2016-11-11,"07:30 PM","https://www.meetup.com/sacredplantsnyc/","Fri","19:30:00"
"188","Health & Wellness","Making Relationships Work",80,"New York, NY",2016-10-30,NA,0,7,"Inquire into How Love Really Works",25,2016-11-15,"07:00 PM","https://www.meetup.com/meetup-group-WKyWMdbf/","Tue","19:00:00"
"189","Health & Wellness","West Side Talkers Toastmasters",1042,"New York, NY",2011-10-21,25,87,1,"Develop Your Public Speaking Skills While Having Fun!",14,2016-11-17,"07:00 PM","https://www.meetup.com/West-Side-Talkers/","Thu","19:00:00"
"190","Health & Wellness","Say YES to Your Life, Manhattan!",1273,"New York, NY",2010-08-10,24,357,5,"Kindness Begins With You",8,2016-11-14,"07:00 PM","https://www.meetup.com/SayYEStoYourLifeManhattan/","Mon","19:00:00"
"191","Health & Wellness","Energy Healers NYC",1712,"New York, NY",2003-10-22,30,1875,35,"Donate to the NYC Basket Brigade from now until Friday",3,2016-11-11,"08:00 PM","https://www.meetup.com/EnergyHealersNYC/","Fri","20:00:00"
"192","Health & Wellness","The Law of Attraction Centre??(East Coast)",1470,"New York, NY",2010-06-04,3,1644,12,"LIVING THE LAW OF ATTRACTION RETREAT BALI",4,2016-06-23,"05:00 PM","https://www.meetup.com/The-Law-of-Attraction-Centre-East-Coast/","Fri","17:00:00"
"193","Health & Wellness","Free Meditation and Spiritual Insights",227,"New York, NY",2016-09-11,NA,62,17,"Daily Meditation Session",2,2016-11-14,"06:00 PM","https://www.meetup.com/Free-Meditation-and-Spiritual-Insights/","Mon","18:00:00"
"194","Health & Wellness","New York Open Center Bookstore & Cafe Events",614,"New York, NY",2012-07-03,10,106,11,"Feng Shui Tips Book Reading & Signing",3,2016-11-14,"06:30 PM","https://www.meetup.com/NY-Open-Center-Bookstore-Cafe-Events/","Mon","18:30:00"
"195","Health & Wellness","CDI-NYC's Cross-Gender Community",223,"New York, NY",2015-10-14,8,68,3,"GenderCrossing Dinner...and Annual Meeting",6,2016-11-16,"05:00 PM","https://www.meetup.com/CDI-CrossGenderCommunity/","Wed","17:00:00"
"196","Health & Wellness","Kundalini Yoga Meditation",112,"New York, NY",2016-10-23,NA,5,2,"Kundalini Yoga Meditation",1,2016-11-16,"07:30 PM","https://www.meetup.com/meetup-group-eigFQgeA/","Wed","19:30:00"
"197","Health & Wellness","People with Multiple Sclerosis",205,"New York, NY",2013-12-13,7,97,6,"Jazz in the Cave",3,2016-11-11,"07:30 PM","https://www.meetup.com/People-with-Multiple-Sclerosis/","Fri","19:30:00"
"198","Health & Wellness","NYC-Area Widows and Widowers Soaring Spirits Group Meetup",221,"New York, NY",2014-09-05,8,32,2,"Brunch and Chat in Forest Hills",12,2016-11-12,"01:00 PM","https://www.meetup.com/New-York-Widows-and-Widowers-Soaring-Spirits-Group-Meetup/","Sat","13:00:00"
"199","Health & Wellness","Young Adults Who Have Lost a Parent(s)",85,"New York, NY",2015-08-11,1,9,2,"Pre-Thanksgiving Meetup",12,2016-11-20,"01:00 PM","https://www.meetup.com/Young-Adults-Who-Have-Lost-a-Parent/","Sun","13:00:00"
