"","Category","name","member","Location","FoundedDate","Group.reviews","Past.Meetups","Upcoming.Meetups","UpcommingEventName","UpcommingEventGoing","UpcommingEventDate","UpcommingEventTime","url","U_e_wd","U_temp_time"
"310","Learning","""Manhattan Lectures & Conversations""",1237,"New York, NY",2013-05-08,30,376,10,"CONVERSATION DAY! at Aldephi University - Manhattan Center (Host: Ron Gross)",45,2016-11-12,"12:00 PM","https://www.meetup.com/Manhattan-Lectures-Conversations/","Sat","12:00:00"
"311","Learning","Social Research, Architecture and Design Meetup",372,"New York, NY",2016-01-29,NA,14,1,"AIANY Event: I Love This Place!  Exceptional Design Driven by Social Research",48,2016-12-05,"06:00 PM","https://www.meetup.com/Social-Research-Architecture-and-Design-Meetup/","Mon","18:00:00"
"312","Learning","Massimo's Philosophy Caf√©",2188,"New York, NY",2007-01-03,49,233,6,"The ethics of eating",24,2016-11-16,"06:00 PM","https://www.meetup.com/Massimophilosophycafe/","Wed","18:00:00"
"313","Learning","Old New York Bars",2382,"New York, NY",2008-11-21,19,43,1,"November Meetup: 21 Club and the Bull and Bear",39,2016-11-19,"02:30 PM","https://www.meetup.com/Old-New-York-Bars/","Sat","14:30:00"
"314","Learning","Math for Math's Sake!",1043,"New York, NY",2010-12-28,10,54,2,"Let's Learn About Generating Functions!",15,2016-11-13,"03:00 PM","https://www.meetup.com/nyc-math/","Sun","15:00:00"
"315","Learning","Bryant Park Toastmasters",257,"New York, NY",2014-11-09,1,108,11,"Bryant Park Toastmasters",13,2016-11-15,"12:00 PM","https://www.meetup.com/BP-Toastmasters/","Tue","12:00:00"
"316","Learning","New York Astronomy and Astrophysics",647,"New York, NY",2015-03-19,5,38,6,"Amateur Astronomers Association of NY Lecture Series at AMNH",15,2016-12-02,"06:15 PM","https://www.meetup.com/New-York-Astronomy-and-Astrophysics/","Fri","18:15:00"
"317","Learning","Cafe Philo New York",596,"New York, NY",2011-10-04,13,143,12,"CONVERSATION DAY! at Aldephi University - Manhattan Center (Host: Ron Gross)",6,2016-11-12,"12:00 PM","https://www.meetup.com/New-York-Cafe-Philo/","Sat","12:00:00"
"318","Learning","NYC Debate",1675,"New York, NY",2007-05-12,33,126,1,"The Great Religion Debate (Part Deux; Date Tentative)",21,2016-12-09,"03:00 PM","https://www.meetup.com/debateclub-6/","Sat","15:00:00"
"319","Learning","Humorous Toastmasters",751,"New York, NY",2009-03-15,10,282,6,"Post Thanksgiving Meeting with Humorous Toastmasters!",6,2016-11-30,"06:00 PM","https://www.meetup.com/Toastmasters-New-York/","Wed","18:00:00"
"320","Learning","""Applied Psychology Meetup NYC""",606,"New York, NY",2012-06-26,9,22,4,"CONVERSATION DAY! at Aldephi University - Manhattan Center (Host: Ron Gross)",45,2016-11-12,"12:00 PM","https://www.meetup.com/Psychology-NYC/","Sat","12:00:00"
"321","Learning","Science & Nature",636,"New York, NY",2013-04-21,7,79,3,"Sierra Club 'ICO' Adventure Film Festival",5,2016-11-16,"07:00 PM","https://www.meetup.com/science-and-nature/","Wed","19:00:00"
"322","Learning","SciArt Center",106,"New York, NY",2016-11-04,NA,0,1,"The Art & Science of Awareness",28,2016-11-30,"07:00 PM","https://www.meetup.com/SciArt-Center/","Wed","19:00:00"
"323","Learning","""NYC Socrates Cafe""",750,"New York, NY",2011-07-04,27,111,3,"Create your own life philosophy... while learning from others!",16,2016-11-11,"06:00 PM","https://www.meetup.com/NYCSocratesCafe/","Fri","18:00:00"
"324","Learning","NYC History Club",315,"New York, NY",2014-02-23,10,108,2,"Science during Greek and Roman Antiquity",11,2016-11-13,"12:15 PM","https://www.meetup.com/NYC-History-Club/","Sun","12:15:00"
"325","Learning","""TEDxMeetup NYC""",1577,"New York, NY",2011-01-14,19,46,12,"CONVERSATION DAY! at Aldephi University - Manhattan Center (Host: Ron Gross)",37,2016-11-12,"12:00 PM","https://www.meetup.com/TEDxMeetup/","Sat","12:00:00"
"326","Learning","""The New York City MBTI Meetup Group""",1004,"New York, NY",2008-09-23,24,116,1,"CONVERSATION DAY! at Aldephi University - Manhattan Center (Host: Ron Gross)",43,2016-11-12,"12:00 PM","https://www.meetup.com/MBTIxMeetup/","Sat","12:00:00"
"327","Learning","MetroNY AWIS Meetup Group",394,"New York, NY",2013-06-12,3,28,2,"Network Like a Pro: How to make lasting connections that advance your career",10,2016-11-16,"06:30 PM","https://www.meetup.com/MetroNY-AWIS-Meetup-Group/","Wed","18:30:00"
"328","Learning","NYC Equitable Toastmasters Club",929,"New York, NY",2011-08-16,9,121,12,"NYC Equitable Toastmasters Meeting, 4th Thursday, this month only",6,2016-11-16,"06:00 PM","https://www.meetup.com/nycequitabletoastmasters/","Wed","18:00:00"
"329","Learning","Stoic School of Life",119,"New York, NY",2016-08-18,1,4,5,"Dichotomy of control",14,2016-11-14,"06:00 PM","https://www.meetup.com/Stoic-School-of-Life/","Mon","18:00:00"
"330","Learning","#""AAA.org & Darwin fans!"" Astronomy, Evolution, Science, NYC",551,"New York, NY",2007-01-27,12,461,19,"wikipedia",3,2016-11-12,"12:00 PM","https://www.meetup.com/NYC-Evolution-Meetup/","Sat","12:00:00"
"331","Learning","Manhattan Toastmasters - Learn, Speak, Overcome, & Achieve",1626,"New York, NY",2012-12-31,17,119,3,"Nov. 17 - General Meeting",3,2016-11-17,"06:00 PM","https://www.meetup.com/ManhattanToastmasters/","Thu","18:00:00"
"332","Learning","NY Quantum Theory Meetup Group",401,"New York, NY",2014-02-06,7,78,2,"The Fractional Quantum Hall Effect",6,2016-11-13,"11:00 AM","https://www.meetup.com/The-NY-Quantum-Theory-Group/","Sun","11:00:00"
"333","Learning","The Actors Theatre Workshop",1030,"New York, NY",2011-01-10,7,69,1,"Open Mic Night of Theatre, Song, Ideas, and Current Events 11/30 RSVP!",10,2016-11-30,"07:30 PM","https://www.meetup.com/The-Actors-Theatre-Workshop/","Wed","19:30:00"
"334","Learning","Activities and Fun Events to Explore New York City",1266,"New York, NY",2016-05-10,1,55,3,"Bloody Mary Battle",3,2016-11-12,"09:00 AM","https://www.meetup.com/Activities-and-Fun-Events-to-Explore-New-York-City/","Sat","09:00:00"
"335","Learning","I love Museums and Culture Events",357,"New York, NY",2016-07-27,NA,12,14,"The Rise and Fall of the American Mafia- Walking Tour- Prepay only",20,2016-11-13,"01:30 PM","https://www.meetup.com/I-love-Museums-and-Culture-Event/","Sun","13:30:00"
"336","Learning","Gurteen Knowledge Management NYC",50,"New York, NY",2016-01-21,3,6,1,"KM World - Discount Code for our members",1,2016-11-14,"08:00 AM","https://www.meetup.com/knowledgenyc/","Mon","08:00:00"
"337","Learning","US Political History Meetup",184,"New York, NY",2016-01-11,2,11,1,"Washington and the American Revolution",10,2016-11-16,"06:30 PM","https://www.meetup.com/US-Politics-Meetup/","Wed","18:30:00"
"338","Learning","NYC debate and social group",326,"New York, NY",2016-07-30,1,14,10,"Barnes and noble union square",2,2016-11-12,"03:00 PM","https://www.meetup.com/NYC-debate-and-social-group/","Sat","15:00:00"
"339","Learning","Philosophy-in-Manhattan",964,"New York, NY",2012-03-15,19,40,2,"Meeting 39: Simone de Beauvoir on Love, Sex and Friendship",17,2016-11-13,"02:00 PM","https://www.meetup.com/Philosophy-in-Manhattan/","Sun","14:00:00"
"340","Learning","Graybar Toastmasters - Become a skilled speaker!",370,"New York, NY",2013-10-28,3,67,12,"Graybar Toastmaster meeting!",4,2016-11-17,"06:15 PM","https://www.meetup.com/Graybar-Toastmasters-Become-a-skilled-speaker/","Thu","18:15:00"
"341","Learning","?úNYC Discovery??Walking Tours: History, Food & Neighborhoods",177,"New York, NY",2016-09-29,NA,25,25,"GERMAN YORKVILLE HISTORY AND TASTING TOUR",3,2016-11-12,"02:30 PM","https://www.meetup.com/NYC-Discovery-Walking-Tours-History-Food-Neighborhoods/","Sat","14:30:00"
"342","Learning","3 Topics Over Dinner",361,"New York, NY",2008-04-20,20,93,1,"Cambodian Food: New Constituency, Humanity's Questions, Russian Revisionism",8,2016-11-27,"06:00 PM","https://www.meetup.com/3topics/","Sun","18:00:00"
"343","Learning","6 Degrees To Equality",637,"New York, NY",2014-08-21,8,10,2,"POST ELECTION!  President Obama may be gone, but the struggle lives on!",9,2016-11-17,"07:15 PM","https://www.meetup.com/6-Degrees-to-Equality/","Thu","19:15:00"
"344","Learning","New York Social Sector Leadership Meetup",71,"New York, NY",2016-08-02,NA,2,1,"Fee for service programs that are mission aligned and financially viable.",5,2016-11-16,"09:00 AM","https://www.meetup.com/New-York-Social-Sector-Leadership-Meetup/","Wed","09:00:00"
"345","Learning","New York Academic Writing Meetup",136,"New York, NY",2015-08-20,3,77,26,"Get Together and WRITE!",1,2016-11-16,"11:15 AM","https://www.meetup.com/New-York-Academic-Writing-Meetup/","Wed","11:15:00"
"346","Learning","60+ AND ALIVE AND KICKING",50,"New York, NY",2015-12-23,NA,2,1,"MEET FOR DUTCH TREAT DINNER AND DISCUSSION",6,2016-11-15,"06:00 PM","https://www.meetup.com/OVER60-AND-LIVELY/","Tue","18:00:00"
"347","Learning","Sexuality and Evolutionary Psychology",26,"New York, NY",2016-11-06,NA,0,1,"Renowned psychologists meet to discuss the new book ""Sexuality & its Disorders""",7,2016-11-29,"06:30 PM","https://www.meetup.com/Sexuality-and-Evolutionary-Psychology/","Tue","18:30:00"
"348","Learning","Exploring the Illusion of Free Will",832,"New York, NY",2010-04-07,6,86,6,"Exploring the Illusion of Free Will - Sony Plaza at  550 Madison (btwn. 55 & 56)",3,2016-12-03,"02:00 PM","https://www.meetup.com/Exploring-the-Illusion-of-Free-Will/","Sat","14:00:00"
"349","Learning","history group - dinner and  discussion",236,"New York, NY",2012-05-28,5,30,1,"MEET FOR DUTCH TREAT DINNER AND TALK ON ARISTOTLE",5,2016-11-15,"06:00 PM","https://www.meetup.com/historyreadersl/","Tue","18:00:00"
"350","Learning","Traffic Toastmasters, NYC Public Speaking Club",337,"New York, NY",2012-07-25,5,104,12,"Join us at a Traffic Toastmasters meeting",4,2016-11-16,"06:30 PM","https://www.meetup.com/TrafficToastmasters/","Wed","18:30:00"
"351","Learning","Society of Environmental Journalists NYC",114,"New York, NY",2012-11-11,7,17,2,"SEJ NYC Post-Election Happy Hour",9,2016-11-16,"06:30 PM","https://www.meetup.com/Society-of-Environmental-Journalists-NYC/","Wed","18:30:00"
"352","Learning","Top NYC Opportunities & Resources for MBA Professionals!",964,"New York, NY",2008-09-11,NA,92,15,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",1,2016-11-12,"12:00 PM","https://www.meetup.com/ZorkasTopMBA/","Sat","12:00:00"
"353","Learning","The Enlightenment Book Club",201,"New York, NY",2012-11-24,8,46,1,"Learn about The Age of Enlightenment and Maybe Have a Bite Afterward",6,2016-11-12,"01:00 PM","https://www.meetup.com/Enlightenment-Book-Club/","Sat","13:00:00"
"354","Learning","Accent Workshop for Actors, Comedians, and everyone else!",417,"New York, NY",2013-04-10,10,65,2,"Accent Meetup",4,2016-11-16,"08:00 PM","https://www.meetup.com/Accent-Workshop-for-Actors-Comedians-and-everyone-else/","Wed","20:00:00"
"355","Learning","Met Museum Galleries and Cafes Club",1198,"New York, NY",2013-09-14,21,108,10,"Saturday Afternoon Galleries and Balcony Bar",2,2016-11-19,"04:00 PM","https://www.meetup.com/Met-Museum-Galleries-and-Cafes-Club/","Sat","16:00:00"
"356","Learning","Culture and Mental Health NYC",235,"New York, NY",2013-09-23,2,45,2,"ADDICTION: A Philosophical & Therapeutic Exploration",8,2016-11-18,"07:00 PM","https://www.meetup.com/Culture-and-Mental-Health-Discussion-Group-NYC/","Fri","19:00:00"
"357","Learning","Codesters Teacher Meetup",237,"New York, NY",2015-02-28,2,14,1,"Prepare to host an Hour of Code event!",4,2016-12-01,"05:00 PM","https://www.meetup.com/Codesters/","Thu","17:00:00"
"358","Learning","MedEdits New York Pre-Medical Get Into Medical School Meetup",41,"New York, NY",2016-03-06,NA,6,1,"Discuss medical school and residency admissions. *Registration required",8,2016-11-19,"02:00 PM","https://www.meetup.com/New-York-Pre-Medical-Get-Into-Medical-School-Meetup/","Sat","14:00:00"
"359","Learning","Cervantes Toastmasters - Spanish Club in NYC",65,"New York, NY",2016-06-14,NA,9,13,"Cervantes Toastmasters Practice Spanish Public Speaking Skills",4,2016-11-14,"07:15 PM","https://www.meetup.com/Cervantes-Toastmasters/","Mon","19:15:00"
"360","Learning","Keys to Prosperity Seminar",21,"New York, NY",2016-11-01,NA,2,10,"Come to Scientology Community Center Harlem and ask Reception for details!",1,2016-11-17,"07:30 PM","https://www.meetup.com/Keys-to-Prosperity-Seminar/","Thu","19:30:00"
"361","Learning","Men's   Personal Growth  Group-Intro to Core Energetics",29,"New York, NY",2016-11-04,NA,0,1,"Explore yout Life -Get to know your Truth -Intro to Core Energetics",4,2016-11-29,"07:30 PM","https://www.meetup.com/meetup-group-RxgIfuLd/","Tue","19:30:00"
"362","Learning","Sales Tools for Start-Ups and Small Businesses",50,"New York, NY",2014-05-16,NA,7,2,"Sales Tools for Small Businesses: Increase Your Pipeline",2,2016-12-13,"05:30 PM","https://www.meetup.com/Sales-Tools-for-Start-Ups-and-Small-Businesses/","Tue","17:30:00"
"363","Photography","Free NYC Photography Workshops",6793,"New York, NY",2014-04-03,29,524,7,"Storytelling for Social Good",20,2016-11-13,"11:00 AM","https://www.meetup.com/Free-NYC-Photography-Workshops/","Sun","11:00:00"
"364","Photography","NYC Photographers",3100,"New York, NY",2010-02-25,127,189,2,"2016 Midtown Holiday Photowalk",67,2016-12-09,"07:00 PM","https://www.meetup.com/NYC-Photographers/","Fri","19:00:00"
"365","Photography","""The New York City Digital Photography Meetup Group""",9360,"New York, NY",2002-10-08,212,574,7,"Free Central Park Fall Foliage Walk - Upper Park",109,2016-11-12,"02:30 PM","https://www.meetup.com/nycphotography/","Sat","14:30:00"
"366","Photography","Shutterbug Excursions NY",817,"New York, NY",2015-12-10,8,23,1,"*** FREE *** Upper-Upper West Side Photowalk",31,2016-11-13,"10:00 AM","https://www.meetup.com/ShutterbugExcursionsNY/","Sun","10:00:00"
"367","Photography","NYC Digital Photography Workshops",1861,"New York, NY",2011-07-20,71,330,5,"LIGHTROOM MOBILE",7,2016-11-15,"04:00 PM","https://www.meetup.com/NYCDPW/","Tue","16:00:00"
"368","Photography","NYC Shutterbugs",427,"New York, NY",2014-05-08,6,122,3,"FREE EVENT: Hudson River Park + Highline",1,2016-01-07,"03:00 PM","https://www.meetup.com/NYCshutterbugs/","Sat","15:00:00"
"369","Photography","Amantes de la Foto en NY",156,"Long Island City, NY",2016-09-20,NA,9,7,"Taller de Video Avanzado en espa√±ol",1,2016-11-19,"12:15 PM","https://www.meetup.com/Amantes-de-la-Foto-en-NY/","Sat","12:15:00"
"370","Photography","Shoot The Sh*t",346,"New York, NY",2016-05-17,3,5,1,"Why Ordinary Is Beautiful",1,2016-11-14,"07:00 PM","https://www.meetup.com/shoottheshit/","Mon","19:00:00"
"371","Photography","NYC Photo Outings",1265,"New York, NY",2009-09-07,36,65,5,"LIGHTROOM MOBILE",7,2016-11-15,"04:00 PM","https://www.meetup.com/NYC-Photo-Outings/","Tue","16:00:00"
"372","Photography","Staten Island camera club",515,"New York, NY",2014-09-29,9,56,2,"Pin up in an abandoned hanger",12,2016-11-13,"02:00 PM","https://www.meetup.com/Staten-Island-camera-club/","Sun","14:00:00"
"373","Photography","Inviting NYC Fashion Rebels",1580,"New York, NY",2011-11-21,9,60,2,"NEENA ZEVE Holiday Pop-up Sale",8,2016-11-15,"06:30 PM","https://www.meetup.com/NYC-Fashion-Rebels/","Tue","18:30:00"
"374","Photography","Eric Leuthardt Photography Club - NYC",422,"New York, NY",2014-06-02,1,244,12,"Weekly Photo Project -  Book Title",2,2016-11-14,"07:00 AM","https://www.meetup.com/Eric-Leuthardt-Photography-Club-NYC/","Mon","07:00:00"
"375","Photography","NYC Instagram Foodies Unite",50,"New York, NY",2016-07-17,1,9,3,"Look at the Star Pizza, Look how it shines for you",5,2016-11-15,"07:30 PM","https://www.meetup.com/NYC-Instagram-Foodies-Unite/","Tue","19:30:00"
"376","Photography","New York Fashion and Photography Meetup",47,"New York, NY",2016-09-20,NA,1,4,"Street Winter Wear Photo Shoot - $12",3,2016-11-15,"06:30 PM","https://www.meetup.com/NYC-Fashion-and-Photography/","Tue","18:30:00"
"377","Photography","Artistic Pros Marketing Mix with Technology Club",704,"New York, NY",2008-10-16,1,64,9,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",1,2016-11-12,"12:00 PM","https://www.meetup.com/ZorkasArtMarketers/","Sat","12:00:00"
"378","Photography","Taller de Foto B√°sica en espa√±ol",58,"Long Island City, NY",2016-09-26,NA,7,6,"Taller Avanzado de Fotograf√≠a",3,2016-11-12,"10:00 AM","https://www.meetup.com/Taller-de-Foto-Basica-en-espanol/","Sat","10:00:00"
"379","Photography","PhotoUno Photography Events",344,"New York, NY",2011-11-28,6,99,4,"Open House - Come and Meet Us!",1,2016-11-17,"06:00 PM","https://www.meetup.com/PhotoUno-Photography-Events/","Thu","18:00:00"
"380","Photography","NYC PHOTO BASICS TOURS",102,"New York, NY",2015-07-22,NA,130,97,"Hunting for Wildlife in Central Park",3,2016-11-11,"05:15 PM","https://www.meetup.com/MyPhotoBasics/","Fri","17:15:00"
"381","Photography","Brooklyn Instagram Meetup",158,"Brooklyn, NY",2016-05-26,NA,0,2,"Greenpoint is for Lovers! (And the Polish)",4,2016-11-19,"02:00 PM","https://www.meetup.com/Brooklyn-mobile-photography-Meetup/","Sat","14:00:00"
"382","Photography","New York Studio Photography",171,"New York, NY",2016-08-05,1,5,1,"WHO WANTS TO SHOOT BEAUTIFUL MODELS?????",2,2016-11-16,"06:30 PM","https://www.meetup.com/New-York-Studio-Photography/","Wed","18:30:00"
"383","Photography","Drawing the Light - Studio & Lighting Classes",1376,"New York, NY",2005-11-01,33,194,5,"LIGHTROOM MOBILE",1,2016-11-15,"04:00 PM","https://www.meetup.com/drawingthelight/","Tue","16:00:00"
"384","Photography","28on27 | 1315 Photography Studio and Event Space",954,"New York, NY",2015-01-13,NA,8,1,"Pop Up Social November!",4,2016-11-17,"06:00 PM","https://www.meetup.com/28on27-1315-Photography-Studio-and-Event-Space/","Thu","18:00:00"
"385","Photography","The Art of Intuitive Photography",2791,"New York, NY",2010-09-04,43,1336,15,"Digital Photography: An Introduction for Beginners",7,2016-11-12,"10:00 AM","https://www.meetup.com/The-Art-of-Intuitive-Photography/","Sat","10:00:00"
"386","Photography","New York Travel Photography",3342,"New York, NY",2014-10-23,3,48,3,"Bald eagles and Chesapeake Bay in Northern Maryland",7,2016-12-03,"07:00 AM","https://www.meetup.com/New-York-Travel-Photography/","Sat","07:00:00"
"387","Photography","Northern New Jersey Studio Photographers",220,"Jersey City, NJ",2015-01-12,7,18,1,"Body Paint Workshop With Models",3,2016-11-19,"01:00 PM","https://www.meetup.com/Northern-New-Jersey-Studio-Photographers/","Sat","13:00:00"
"388","Photography","Professor Hines' Choice",198,"New York, NY",2016-01-28,1,3,1,"Choice Meet - New York City (The Brooklyn Bridge Park)",4,2016-05-06,"08:00 PM","https://www.meetup.com/professorhineschoice/","Sat","20:00:00"
"389","Photography","Photozz - Profitable Photography Meetup",996,"New York, NY",2010-11-22,3,141,15,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",1,2016-11-12,"12:00 PM","https://www.meetup.com/ZorkasPhotozz/","Sat","12:00:00"
"390","Photography","New York City Professional Digital Retouchers",12,"New York, NY",2012-12-19,5,31,2,"Let's continue to talk about RETOUCHING!",3,2016-11-17,"07:00 PM","https://www.meetup.com/New-York-City-Professional-Digital-Retouchers/","Thu","19:00:00"
"391","Photography","B.U.M.P. (Bronx and Upper Manhattan Photography)",93,"New York, NY",2016-01-26,4,15,1,"Capture Fall Foliage at Hunter Island",3,2016-11-12,"02:30 PM","https://www.meetup.com/BUMPers/","Sat","14:30:00"
"392","Photography","Learn Photography NYC",270,"New York, NY",2016-08-08,NA,54,1,"Field Trip: Night Photography",2,2016-11-23,"06:15 PM","https://www.meetup.com/Learn-Photography-NYC/","Wed","18:15:00"
"393","Photography","NYC Social Events MeetUp",674,"New York, NY",2008-02-24,8,250,4,"Multi-Meetup 2016 Holiday Season Kick-Off: Wine and Cheese, Snacks, Networking!",2,2016-12-01,"06:30 PM","https://www.meetup.com/NYCSocialEventsMeetup/","Thu","18:30:00"
"394","Photography","New York Nature and Conservation Photography Workshops",2560,"New York, NY",2015-03-16,NA,8,3,"Patagonia - Wilderness Untamed!",4,2016-04-02,"03:00 PM","https://www.meetup.com/New-York-Nature-and-Conservation-Photography-Workshops/","Sun","15:00:00"
"395","Food & Drink","The New York City Vegetarian & Vegan Meetup",11053,"New York, NY",2002-10-08,254,455,5,"Vegan Dinner At Seasoned Vegan",117,2016-11-15,"05:30 PM","https://www.meetup.com/vegetarian-nyc/","Tue","17:30:00"
"396","Food & Drink","!!NYC Singles for Casual Cocktails!!",11099,"New York, NY",2007-03-26,29,174,1,"Thanksgiving Eve, 80s Dance Party @ 230 Fifth: Free Admission!",90,2016-11-23,"06:00 PM","https://www.meetup.com/nycsinglesforcasualcocktails/","Wed","18:00:00"
"397","Food & Drink","New York City Gay Craft Beer Lovers",1546,"New York, NY",2012-03-01,59,275,2,"Let's drink beer in Williamsburg!",50,2016-11-14,"06:30 PM","https://www.meetup.com/GayBeerClub/","Mon","18:30:00"
"398","Food & Drink","NYC Dining + Cooking",12648,"New York, NY",2002-10-08,47,168,3,"An Asian Brunch Adventure @ The Museum - A Six Course Experience",12,2016-11-13,"12:00 PM","https://www.meetup.com/GroupCuisine/","Sun","12:00:00"
"399","Food & Drink","NYC Vegan Foodies -- Young women 20's to 30's",475,"New York, NY",2013-07-17,8,142,4,"Champs Camp - November Dinner!",6,2016-11-13,"06:00 PM","https://www.meetup.com/NYC-Vegan-Foodies-Young-women-20s-to-30s/","Sun","18:00:00"
"400","Food & Drink","Good Wine! Good Conversation! Great Fun 45+",313,"New York, NY",2016-08-27,4,3,2,"The next meetup is December 1st!! See you there!",15,2016-12-01,"06:00 PM","https://www.meetup.com/Wine-Cocktails-and-Conversation-50/","Thu","18:00:00"
"401","Food & Drink","NYC Burger Meetup!",208,"New York, NY",2016-10-15,NA,0,1,"Inaugural Meeting!",50,2016-11-19,"12:00 PM","https://www.meetup.com/NYC-Burger-Meetup/","Sat","12:00:00"
"402","Food & Drink","The Alumni Group: Bottomless Brunches, and More...",1175,"New York, NY",2013-12-31,7,122,6,"Show Some School Spirit",5,2016-11-12,"12:00 PM","https://www.meetup.com/Urban-Professionals-Hang-Suite/","Sat","12:00:00"
"403","Food & Drink","Social Adventures For All (BBQ Lovers, Social & Outdoors)",4585,"New York, NY",2006-09-13,23,136,12,"Vounteer At St Xavier's Church Welcome Kitchen - Feed the Homeless, Good Karma!",5,2016-11-13,"11:00 AM","https://www.meetup.com/nyc-bbq-lovers/","Sun","11:00:00"
"404","Food & Drink","NYC Vegans: Brooklyn + Manhattan Dinners + Outings",3377,"New York, NY",2011-03-15,36,89,2,"Screamer's Pizzeria (All Vegan!) and Van Leeuwen's Ice Cream (Vegan Options)",39,2016-11-22,"07:00 PM","https://www.meetup.com/nycvegans/","Tue","19:00:00"
"405","Food & Drink","Whiskey and Beer Enthusiasts United",336,"New York, NY",2013-01-21,11,72,1,"LES Sampler (3rd Annual Holiday Meetup!!!)",35,2016-12-03,"07:00 PM","https://www.meetup.com/Whiskey-and-Beer-Enthusiasts-United/","Sat","19:00:00"
"406","Food & Drink","NYC Happy Hours",5288,"New York, NY",2015-03-24,NA,132,22,"Meetup Anniversary Party @ Empire Rooftop (Heated & Enclosed)",26,2016-11-12,"08:00 PM","https://www.meetup.com/Cocktail-Happy-Hours-at-NYC-Bars-Meetup/","Sat","20:00:00"
"407","Food & Drink","NYC Vegan EatUP",2555,"New York, NY",2002-10-08,94,843,5,"11:11 Twin Flame Activation & Full Moon Celebration with Vegan Tapas & Tonics",3,2016-11-11,"07:30 PM","https://www.meetup.com/nyceatup/","Fri","19:30:00"
"408","Food & Drink","Hoboken Bar & Books",723,"Hoboken, NJ",2014-10-18,1,25,1,"November Bookclub",16,2016-11-30,"08:00 PM","https://www.meetup.com/Hoboken-Bar-Books/","Wed","20:00:00"
"409","Food & Drink","Super Terrific North Brooklyn Happy Time",473,"Brooklyn, NY",2013-05-17,4,61,1,"Experience ""Night of Joy""",22,2016-11-17,"07:00 PM","https://www.meetup.com/SuperTerrificHappyTime/","Thu","19:00:00"
"410","Food & Drink","Single Wine Lovers - 20's - 50's",357,"New York, NY",2016-07-01,NA,44,9,"?é≤Casino Night!?é≤",27,2016-11-11,"07:00 PM","https://www.meetup.com/20s-and-30s-Wine-Lovers-In-NYC/","Fri","19:00:00"
"411","Food & Drink","VEGANZ N DA HOOD: [BYOV]",100,"Hoboken, NJ",2016-10-14,NA,0,1,"BYOV - 'Bring Ya Own Vegan'",29,2016-11-12,"03:00 PM","https://www.meetup.com/bringyaownvegan/","Sat","15:00:00"
"412","Food & Drink","NYC Ferments",1177,"New York, NY",2012-04-02,16,140,3,"Book Talk and Demo w/ Derek Dellinger , The Fermented Man",2,2016-12-05,"06:30 PM","https://www.meetup.com/NYCFerments/","Mon","18:30:00"
"413","Food & Drink","Veganizer NYC Carrot Raids",1111,"New York, NY",2015-10-21,5,10,1,"Carrot Raid and Candle Cafe West",9,2016-11-17,"07:00 PM","https://www.meetup.com/VeganizerCarrotRaids/","Thu","19:00:00"
"414","Food & Drink","Brunch Babes!",293,"New York, NY",2016-08-28,NA,5,1,"Mini-Brunch @ Agozar",12,2016-12-04,"02:00 PM","https://www.meetup.com/Brunch-Babes/","Sun","14:00:00"
"415","Food & Drink","NY Dinner Parties: Group Cooking and Fine Dining! (20s-30s)",1292,"New York, NY",2011-04-09,15,178,1,"Thanksgiving Potluck",5,2016-11-24,"06:30 PM","https://www.meetup.com/New-York-Dinner-Parties-Group-Cooking-and-Fine-Dining/","Thu","18:30:00"
"416","Food & Drink","Young Foodies (20s and 30s)",869,"New York, NY",2015-03-12,NA,209,3,"Boqueria UES - Tapas",3,2016-11-18,"06:30 PM","https://www.meetup.com/youngfoodiesnyc/","Fri","18:30:00"
"417","Food & Drink","Mini Clover Cooking Project",110,"New York, NY",2016-10-12,NA,2,2,"My mother's Japanese Curry",7,2016-11-20,"02:00 PM","https://www.meetup.com/Mini-Clover-Project/","Sun","14:00:00"
"418","Food & Drink","New York City Celiac Disease Meetup",2114,"New York, NY",2003-10-22,114,432,2,"2016 CDF Turkey Trot",3,2016-11-19,"08:00 AM","https://www.meetup.com/Celiac/","Sat","08:00:00"
"419","Food & Drink","NYC Cooking and Baking Classes",1450,"New York, NY",2016-07-23,2,12,2,"Baking Class: Traditional French Beignets (Bugnes and Oreillettes)",4,2016-11-12,"02:30 PM","https://www.meetup.com/NYC-Cooking-and-Baking-Classes/","Sat","14:30:00"
"420","Food & Drink","Coffee Grindr",169,"Long Island City, NY",2016-04-26,1,7,1,"Meet at Sweetleaf Greepoint in Brooklyn",14,2016-11-13,"02:00 PM","https://www.meetup.com/Coffee-Grindr/","Sun","14:00:00"
"421","Food & Drink","New York City's Sicilian Food, Wine & Travel Group",580,"New York, NY",2007-05-07,62,194,1,"Pasta, Pizza Party",10,2016-11-29,"07:00 PM","https://www.meetup.com/sicily/","Tue","19:00:00"
"422","Food & Drink","Jersey City Brunch Book Club meetup",107,"Jersey City, NJ",2011-11-21,6,76,2,"Our first mystery!! Agatha Christie's The Murder of Roger Ackroyd",12,2016-11-20,"11:00 AM","https://www.meetup.com/Jersey-City-Brunch-Book-Club-meetup/","Sun","11:00:00"
